time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,007000;0,0043;0,0477;-0,7227;0,724
0,007000;-0,0789;0,1228;-0,4905;0,512
0,008000;-0,1045;0,1258;-0,3965;0,429
0,008000;-0,1489;0,0967;-0,2278;0,289
0,008000;-0,1559;-0,0045;-0,1357;0,207
0,011000;-0,1457;-0,0045;-0,1351;0,199
0,017000;-0,0826;-0,1588;-0,1925;0,263
0,031000;-0,0540;-0,1797;-0,2411;0,305
0,040000;-0,0531;-0,1756;-0,2421;0,304
0,046000;-0,0303;-0,1113;-0,2144;0,243
0,056000;-0,0388;-0,0802;-0,1007;0,134
0,075000;-0,0367;-0,0636;-0,1019;0,126
0,076000;-0,0008;-0,0303;-0,1464;0,150
0,088000;0,0429;-0,0863;-0,1884;0,212
0,097000;0,0762;-0,1089;-0,1993;0,240
0,112000;0,1169;-0,1965;-0,2077;0,309
0,121000;0,1546;-0,2726;-0,1081;0,332
0,126000;0,1516;-0,2315;-0,0227;0,278
0,136000;0,0713;-0,1696;0,0271;0,186
0,148000;-0,0014;-0,0846;-0,0664;0,108
0,160000;0,0003;-0,0847;-0,0663;0,108
0,168000;-0,0556;-0,0471;-0,2169;0,229
0,176000;-0,0548;-0,0481;-0,2165;0,229
0,194000;-0,0261;-0,1114;-0,2450;0,270
0,197000;-0,0167;-0,0929;-0,2209;0,240
0,208000;-0,0316;-0,0818;-0,2231;0,240
0,218000;-0,0323;-0,0823;-0,2230;0,240
0,227000;-0,0234;-0,0897;-0,2924;0,307
0,237000;-0,0102;-0,0849;-0,3069;0,319
0,246000;-0,0649;-0,0458;-0,3096;0,320
0,262000;-0,0998;-0,0253;-0,3029;0,320
0,269000;-0,0723;-0,0689;-0,2675;0,286
0,279000;-0,0020;-0,0877;-0,2277;0,244
0,296000;0,0026;-0,1345;-0,1832;0,227
0,298000;-0,0006;-0,1307;-0,1845;0,226
0,307000;-0,0181;-0,0932;-0,1713;0,196
0,318000;-0,0182;-0,0871;-0,1844;0,205
0,328000;-0,0155;-0,0404;-0,1544;0,160
0,338000;-0,0344;-0,0178;-0,1458;0,151
0,347000;-0,0435;-0,0341;-0,2089;0,216
0,361000;-0,0446;-0,0326;-0,2094;0,217
0,368000;-0,1024;0,0020;-0,2073;0,231
0,376000;-0,0890;0,0202;-0,2269;0,245
0,398000;-0,0318;0,0268;-0,2323;0,236
0,399000;-0,0363;0,0295;-0,2333;0,238
0,407000;-0,1490;0,1166;-0,2991;0,354
0,418000;-0,2627;0,2462;-0,3383;0,494
0,426000;-0,3156;0,3221;-0,3723;0,585
0,437000;0,1764;0,0164;-0,5087;0,539
0,449000;-0,5952;0,3671;-0,8992;1,139
0,471000;-0,5930;0,3679;-0,8992;1,138
0,478000;-0,3018;0,5207;-0,6264;0,869
0,482000;-0,4129;0,6121;-0,5324;0,910
0,514000;-0,3909;0,6081;-0,5299;0,896
0,517000;-0,6816;0,5625;-0,8994;1,261
0,518000;-0,4011;0,4761;-1,1408;1,300
0,519000;-0,4014;0,4348;-1,3221;1,449
0,527000;-0,3604;0,4533;-1,3236;1,445
0,537000;-0,4191;0,4204;-0,9398;1,112
0,546000;-0,3573;0,3530;-0,2547;0,563
0,562000;-0,2695;0,1595;0,1417;0,344
0,569000;-0,2287;0,1918;0,1380;0,329
0,578000;-0,1656;-0,0872;0,1706;0,253
0,599000;-0,1141;-0,0510;-0,0997;0,160
0,601000;-0,1955;-0,2216;-1,0514;1,092
0,608000;-0,1630;-0,2001;-1,0527;1,084
0,619000;-0,2904;-0,0192;-1,4135;1,443
0,629000;-0,5140;0,2492;-1,7309;1,823
0,638000;-0,4286;0,3005;-1,7310;1,808
0,647000;-0,6116;0,4065;-1,9784;2,110
0,663000;-0,7105;0,1583;-1,4478;1,621
0,670000;-1,0473;-0,1314;-0,5046;1,170
0,677000;-0,4985;-0,5848;0,7009;1,040
0,704000;-0,5696;-1,3991;1,4197;2,073
0,707000;-0,5325;-1,5810;1,4077;2,183
0,708000;-0,3915;-1,5696;0,8910;1,847
0,719000;0,7950;-1,4475;0,0793;1,653
0,727000;0,1300;-1,7391;-0,1509;1,751
0,739000;0,1750;-1,6947;-0,1465;1,710
0,749000;0,6136;-3,3383;1,0637;3,557
0,763000;0,7357;-3,7882;1,2768;4,065
0,769000;0,5680;-3,5874;0,5909;3,680
0,813000;0,6051;-3,4864;0,5885;3,587
0,816000;-0,0966;-1,5027;-1,3929;2,051
0,817000;-0,2867;-0,8158;-1,2392;1,511
0,818000;-0,3328;-0,3818;0,1204;0,521
0,819000;-0,2998;-0,2092;0,8802;0,953
0,828000;-0,2497;-0,0669;1,5908;1,612
0,838000;-0,1780;0,0284;1,6088;1,619
0,847000;-0,0665;0,0295;1,2149;1,217
0,858000;-0,0547;0,0729;1,2173;1,221
0,894000;0,3024;-0,5397;-0,1850;0,646
0,896000;0,2485;-0,7753;-0,5599;0,988
0,896000;0,2218;-0,8426;-0,5782;1,046
0,899000;0,1960;-0,8593;-0,5858;1,058
0,907000;-0,2670;-0,4639;-0,6914;0,874
0,918000;-0,1114;-0,5168;-1,0180;1,147
0,930000;-0,1998;-0,5379;-0,9024;1,069
0,939000;0,2249;-0,3304;-0,4119;0,574
0,948000;0,1140;0,0701;0,0237;0,136
0,959000;0,1625;0,0728;0,0397;0,182
0,973000;-0,1599;0,2079;0,0324;0,264
1,011000;0,1536;0,2066;0,0867;0,272
1,012000;-0,0715;0,2188;-0,0854;0,245
1,013000;-0,1544;0,0287;-0,5580;0,580
1,015000;-0,1380;0,1684;-0,6323;0,669
1,018000;-0,2095;-0,0657;-0,5089;0,554
1,032000;-0,1472;-0,1836;-0,3955;0,460
1,041000;-0,1165;-0,1730;-0,2083;0,295
1,050000;-0,1091;-0,1623;-0,2064;0,284
1,059000;-0,1972;-0,1174;-0,0743;0,241
1,068000;-0,5079;0,0724;0,0308;0,514
1,087000;-0,4707;0,0224;-0,1264;0,488
1,090000;-0,6265;0,1182;-0,1888;0,665
1,098000;-0,6922;0,4156;0,0141;0,807
1,110000;-0,5407;0,4779;0,1479;0,737
1,119000;-0,6170;0,3230;-0,0567;0,699
1,128000;-0,5671;0,2859;-0,0370;0,636
1,141000;-0,4184;-0,0979;-0,4428;0,617
1,149000;-0,4644;-0,2375;-1,0064;1,134
1,160000;-0,6265;-0,3692;-0,9170;1,170
1,201000;-0,7970;-0,0215;-0,3294;0,863
1,203000;-0,6783;0,0931;0,0002;0,685
1,204000;-0,6533;-0,0078;0,4381;0,787
1,205000;-0,6261;-0,1677;0,6068;0,888
1,208000;-0,2764;-0,4113;-0,4463;0,667
1,219000;-0,2840;-0,6250;-1,1304;1,323
1,230000;-0,1621;-0,7192;-1,0580;1,290
1,240000;0,1652;-0,5374;-1,5318;1,632
1,248000;-0,3059;-0,3900;-1,4938;1,574
1,264000;-0,1605;-0,4366;-1,4046;1,480
1,312000;0,0498;0,0429;-2,1425;2,144
1,314000;0,6284;0,0499;-2,3755;2,458
1,317000;0,5018;-0,1165;-1,8800;1,949
1,318000;0,3703;-0,1453;-1,3325;1,391
1,319000;0,0880;-0,2408;-0,8319;0,870
1,326000;-0,3528;-0,3297;-0,5837;0,758
1,330000;-0,1782;-0,2492;-0,4570;0,550
1,340000;-0,5739;-0,1705;-0,4772;0,766
1,350000;-0,4140;-0,2535;-0,1584;0,511
1,360000;-0,2708;-0,1867;-0,0379;0,331
1,368000;-0,1715;-0,3223;0,3045;0,475
1,379000;-0,2009;-0,2829;0,1986;0,400
1,390000;-0,4509;-0,2329;-0,0543;0,510
1,408000;-0,5588;-0,1574;-0,1645;0,603
1,410000;-0,4012;0,0642;-0,0620;0,411
1,419000;-0,2510;0,2134;0,1638;0,368
1,429000;-0,0418;0,3217;0,4784;0,578
1,440000;0,0124;0,3505;0,5359;0,640
1,448000;-0,2734;0,3468;0,8765;0,981
1,460000;-0,5848;0,3921;0,7555;1,033
1,471000;-1,0982;0,3272;0,2194;1,167
1,493000;-1,2374;0,3636;-0,0644;1,291
1,495000;-1,0473;0,4273;-0,7772;1,372
1,499000;-1,0195;0,4222;-0,7439;1,331
1,508000;-0,2905;0,0998;-1,8751;1,900
1,519000;-0,5393;0,1409;-1,4107;1,517
1,530000;-1,4415;0,1728;-1,3065;1,953
1,540000;-1,4223;0,1964;-1,2849;1,927
1,548000;-0,9486;-0,1671;-0,5982;1,134
1,559000;-0,6109;-0,2054;-0,0238;0,645
1,569000;-0,4633;-0,1348;0,3226;0,580
1,579000;-0,4486;-0,1322;0,3407;0,579
1,611000;-0,2890;-0,0363;0,3430;0,450
1,612000;0,1805;-0,0585;0,0326;0,192
1,613000;0,5763;-0,1098;-0,1457;0,604
1,618000;0,3396;0,0705;-0,9284;0,991
1,628000;0,3430;0,0963;-1,1254;1,180
1,639000;0,4802;0,0151;-1,0167;1,125
1,650000;0,5101;0,0032;-0,9758;1,101
1,660000;0,5633;-0,0713;-0,4460;0,722
1,668000;0,1225;-0,0612;-0,2239;0,262
1,692000;0,1472;-0,0586;-0,1902;0,248
1,694000;-0,1328;-0,2350;-0,9815;1,018
1,699000;-0,0012;-0,1700;-1,2200;1,232
1,709000;0,1301;0,0618;-1,2620;1,270
1,719000;0,1471;0,1120;-1,0256;1,042
1,728000;0,3810;0,0160;-0,2845;0,476
1,739000;-0,0595;-1,4008;8,3958;8,512
1,749000;1,2266;0,1290;3,4820;3,694
1,763000;1,2015;0,0938;3,4501;3,655
1,770000;0,8341;0,5913;-0,0067;1,022
1,801000;0,3848;0,5249;-1,1506;1,322
1,802000;-0,0604;0,2337;-1,7329;1,750
1,804000;-0,6906;-0,2083;-0,9575;1,199
1,812000;-0,6754;-0,2317;-0,9328;1,175
1,819000;-1,3137;-0,1810;0,2951;1,359
1,830000;-1,0375;-0,0538;0,1773;1,054
1,839000;-1,0179;-0,0929;0,2112;1,044
1,848000;-0,3447;0,2552;-0,1702;0,461
1,861000;-0,1575;0,1196;-0,4531;0,494
1,868000;-0,2676;0,2162;-0,6509;0,736
1,888000;-0,5804;-0,3329;-0,7471;1,003
1,896000;0,3512;0,1389;-0,4206;0,565
1,899000;0,4016;0,1227;-0,3377;0,539
1,909000;0,5404;0,1662;-0,5598;0,796
1,918000;0,5253;0,1386;-0,7701;0,942
1,928000;0,5815;0,1438;-0,6753;0,903
1,938000;0,4993;-0,2844;-1,1725;1,306
1,949000;-0,1705;-0,4044;-1,0447;1,133
1,962000;-0,5842;-0,4313;-0,5897;0,935
1,968000;-0,6096;-0,5111;-0,2750;0,842
1,992000;-0,3227;-0,3807;-0,4164;0,650
1,993000;0,1414;-0,1224;-0,9107;0,930
2,002000;0,4185;-0,0392;-1,3190;1,384
2,015000;0,4204;-0,0560;-1,3118;1,379
2,018000;0,0293;-0,0810;-1,0544;1,058
2,034000;-0,3297;-0,2224;-0,8610;0,948
2,038000;-0,6641;-0,6810;-0,3542;1,015
2,049000;-0,6576;-0,6789;-0,3423;1,005
2,060000;-0,4581;-0,3033;-0,7222;0,907
2,070000;-0,7018;-0,1513;-0,7508;1,039
2,089000;-0,3406;-0,3570;0,0361;0,495
2,091000;-0,3312;-0,3761;0,0584;0,505
2,133000;-0,0780;-0,0643;-0,5650;0,574
2,134000;0,1194;-0,2084;-0,6922;0,733
2,136000;0,2601;0,0911;-0,5086;0,578
2,137000;0,2652;0,0783;-0,4954;0,567
2,140000;0,2181;0,1267;-0,6895;0,734
2,149000;0,0909;0,0412;-0,7084;0,715
2,165000;0,2714;0,0823;-0,8929;0,937
2,169000;-0,0826;0,0810;-0,7732;0,782
2,201000;-0,5141;-0,0005;-0,4754;0,700
2,203000;-0,7984;0,1082;-0,6100;1,011
2,204000;-0,7751;0,2835;-0,3204;0,885
2,210000;-0,8621;0,4832;-0,1071;0,994
2,218000;-0,8612;0,4752;-0,1031;0,989
2,228000;-0,5832;0,7926;-0,1085;0,990
2,238000;-0,4055;0,7847;-0,4224;0,979
2,249000;-0,2515;0,5564;-0,6011;0,857
2,264000;-0,2513;0,4393;-0,5854;0,774
2,269000;-0,3630;0,2983;-0,5629;0,733
2,308000;-0,4111;0,0595;-0,5225;0,667
2,310000;-0,3759;0,0700;-0,6236;0,731
2,311000;-0,4105;0,1997;-0,9021;1,011
2,313000;-0,1528;0,2053;-0,8138;0,853
2,319000;-0,0813;0,2712;-0,8132;0,861
2,330000;-0,0416;0,2302;-0,9437;0,972
2,339000;-0,0039;0,1803;-0,9295;0,947
2,350000;-0,1364;0,1385;-0,8443;0,866
2,365000;-0,2168;-0,0266;-0,7534;0,784
2,371000;-0,2218;-0,0390;-0,7590;0,792
2,409000;0,1881;0,0396;-0,7090;0,735
2,411000;0,2700;0,0972;-0,6100;0,674
2,412000;0,1922;0,1771;-0,5776;0,634
2,413000;0,2015;0,2092;-0,4821;0,563
2,419000;0,2051;0,2086;-0,4751;0,558
2,433000;0,1212;0,2587;-0,2791;0,399
2,438000;0,0863;0,2276;-0,2384;0,341
2,448000;0,1415;0,0661;-0,3131;0,350
2,459000;0,0525;-0,0108;-0,4292;0,433
2,470000;0,0684;0,1250;-0,2856;0,319
2,507000;0,1429;0,3297;-0,1532;0,391
2,512000;0,1533;0,4119;-0,2156;0,490
2,512000;0,0623;0,4145;-0,2157;0,471
2,513000;0,0427;0,3927;-0,0918;0,406
2,518000;-0,0090;0,2995;-0,1042;0,317
2,529000;-0,0403;0,2346;-0,1497;0,281
2,538000;-0,0145;0,1676;-0,3006;0,344
2,550000;-0,0469;0,0660;-0,2585;0,271
2,559000;-0,0910;-0,0051;-0,2668;0,282
2,569000;-0,1411;-0,0190;-0,0414;0,148
2,593000;-0,1601;-0,0229;0,0011;0,162
2,595000;-0,1641;0,0053;-0,0464;0,171
2,599000;-0,1680;0,0080;-0,0598;0,179
2,612000;-0,1941;-0,1659;-0,0999;0,274
2,619000;-0,1974;-0,1737;-0,1036;0,283
2,629000;0,0302;-0,1524;-0,3197;0,355
2,638000;0,0649;-0,1087;-0,3093;0,334
2,648000;-0,0076;-0,0098;-0,2172;0,218
2,659000;-0,0084;-0,0145;-0,2170;0,218
2,671000;-0,0555;0,0778;0,0095;0,096
2,705000;0,0136;0,0528;-0,0240;0,060
2,707000;0,0941;0,0023;-0,1512;0,178
2,708000;0,2421;-0,0836;-0,3304;0,418
2,710000;0,1926;-0,1763;-0,3765;0,458
2,719000;0,0918;-0,1722;-0,4069;0,451
2,730000;0,1112;-0,1323;-0,2650;0,316
2,740000;0,0866;-0,0386;-0,1681;0,193
2,748000;0,0943;0,0690;-0,1310;0,176
2,758000;0,1208;0,0654;-0,1349;0,193
2,773000;0,1496;-0,0111;-0,1816;0,236
2,790000;0,1469;-0,0954;-0,1571;0,235
2,792000;-0,0229;-0,2125;1,1372;1,157
2,801000;-0,0270;-0,5009;-0,6496;0,821
2,808000;-0,3274;-0,7704;-1,0386;1,334
2,818000;-0,3219;-0,7697;-1,0282;1,324
2,827000;-0,2576;-0,2118;-0,1082;0,351
2,838000;-0,3733;0,0415;-0,1468;0,403
2,849000;0,1107;-0,0129;0,0575;0,125
2,858000;0,2108;-0,1007;-0,1737;0,291
2,868000;0,3701;-0,1125;-0,3620;0,530
2,888000;0,5120;0,0307;-0,3936;0,647
2,890000;0,4108;0,1365;-0,3038;0,529
2,898000;0,4047;0,1291;-0,3130;0,528
2,909000;0,0573;0,1268;-0,0973;0,170
2,918000;-0,0584;0,0928;-0,1436;0,181
2,929000;-0,0972;0,0385;-0,0987;0,144
2,938000;-0,1197;-0,0161;-0,1253;0,174
2,949000;-0,1286;-0,1577;-0,2567;0,328
2,959000;-0,1133;-0,2747;-0,2492;0,388
2,973000;-0,1141;-0,2762;-0,2501;0,390
3,004000;-0,0510;-0,2759;-0,0738;0,290
3,006000;0,1211;-0,0515;-0,1471;0,197
3,007000;0,2080;0,0223;-0,0521;0,216
3,010000;0,2078;0,0209;-0,0519;0,215
3,019000;0,4985;0,0799;-0,1684;0,532
3,032000;0,4603;0,0686;-0,2550;0,531
3,039000;0,3645;0,0230;-0,2850;0,463
3,048000;0,1879;-0,0803;-0,2478;0,321
3,059000;0,0265;-0,2127;-0,2143;0,303
3,070000;-0,0518;-0,3441;-0,1829;0,393
3,103000;-0,0746;-0,4389;-0,1654;0,475
3,104000;-0,0684;-0,4316;-0,1911;0,477
3,105000;0,0650;-0,4062;-0,1881;0,452
3,109000;0,1623;-0,3465;-0,1618;0,415
3,119000;0,2273;-0,3193;-0,2336;0,456
3,131000;0,2054;-0,3152;-0,3026;0,483
3,139000;0,1875;-0,2841;-0,2819;0,442
3,151000;0,1318;-0,1379;-0,2338;0,302
3,159000;0,0631;-0,0455;-0,1703;0,187
3,169000;0,0753;-0,0418;-0,1464;0,170
3,199000;-0,0868;-0,0283;-0,1520;0,177
3,200000;-0,0610;-0,0074;-0,2286;0,237
3,201000;-0,0530;-0,0094;-0,2109;0,218
3,211000;-0,0507;-0,0017;-0,2431;0,248
3,220000;-0,0536;-0,0655;-0,2354;0,250
3,229000;0,1068;-0,1146;-0,2675;0,310
3,239000;0,1622;-0,1035;-0,1838;0,266
3,249000;0,0979;-0,1177;-0,1293;0,200
3,260000;0,0260;-0,0376;-0,0977;0,108
3,273000;-0,0326;0,0719;-0,0924;0,121
3,280000;-0,0834;0,0708;-0,0932;0,144
3,323000;-0,2176;0,0546;-0,1364;0,263
3,324000;-0,2000;-0,0460;-0,1775;0,271
3,325000;-0,1799;-0,0470;-0,1824;0,260
3,326000;-0,1787;-0,0489;-0,1789;0,258
3,333000;0,0001;0,0449;-0,1985;0,203
3,340000;0,0220;0,0860;-0,2298;0,246
3,350000;0,1057;0,1410;-0,1231;0,215
3,359000;0,1137;0,0923;-0,0602;0,158
3,369000;0,1132;0,0885;-0,0597;0,156
3,380000;0,0501;0,0148;-0,1674;0,175
3,402000;0,0492;0,0103;-0,1676;0,175
3,403000;0,0199;-0,0447;-0,3342;0,338
3,413000;-0,0058;-0,0659;-0,3790;0,385
3,419000;0,0769;-0,0316;-0,3050;0,316
3,429000;0,1818;-0,0119;-0,2580;0,316
3,439000;0,1723;0,0219;-0,2172;0,278
3,451000;0,1483;0,0109;-0,1840;0,237
3,459000;0,1052;0,0673;-0,1244;0,176
3,470000;0,0283;0,0882;-0,1112;0,145
3,480000;0,0206;0,0903;-0,1392;0,167
3,504000;0,0106;0,0136;-0,1552;0,156
3,505000;0,0279;-0,0842;-0,1718;0,193
3,511000;0,0746;-0,0926;-0,1918;0,226
3,519000;0,0998;-0,0913;-0,2047;0,245
3,529000;0,1172;-0,0518;-0,1853;0,225
3,539000;0,1147;-0,0036;-0,1313;0,174
3,550000;0,0851;-0,0134;-0,1194;0,147
3,559000;0,0890;0,0098;-0,1124;0,144
3,571000;0,0977;0,0591;-0,1503;0,189
3,580000;0,1278;0,0726;-0,1744;0,228
3,596000;0,0669;0,0765;-0,1818;0,208
3,605000;0,0468;0,0883;-0,1847;0,210
3,609000;0,0718;0,0854;-0,1665;0,200
3,619000;0,0724;0,0658;-0,1876;0,212
3,631000;0,0511;-0,0070;-0,2551;0,260
3,639000;0,0300;-0,0296;-0,2836;0,287
3,650000;0,0404;-0,1046;-0,3042;0,324
3,659000;0,0156;-0,1192;-0,3328;0,354
3,669000;0,0085;-0,1163;-0,3216;0,342
3,679000;0,0595;-0,0699;-0,2827;0,297
3,691000;0,1201;-0,0015;-0,2533;0,280
3,720000;0,0486;0,0037;-0,2605;0,265
3,721000;0,0536;-0,0200;-0,2749;0,281
3,722000;0,0491;-0,0103;-0,3084;0,312
3,729000;0,0904;-0,0413;-0,3194;0,335
3,739000;0,1013;-0,0451;-0,3029;0,323
3,751000;0,0507;-0,0533;-0,2393;0,250
3,759000;0,1201;-0,0655;-0,2350;0,272
3,769000;0,1508;-0,0585;-0,2222;0,275
3,780000;0,1545;-0,0587;-0,2133;0,270
3,789000;0,1122;0,0083;-0,1293;0,171
3,830000;0,0719;0,0038;-0,1083;0,130
3,832000;0,0173;0,0332;-0,0921;0,099
3,833000;-0,0561;-0,0210;-0,0994;0,116
3,834000;-0,0382;-0,0533;-0,0818;0,105
3,840000;-0,0342;-0,0527;-0,0726;0,096
3,850000;0,0489;-0,0222;-0,1342;0,145
3,860000;0,0530;-0,0237;-0,1234;0,136
3,872000;0,2103;-0,0140;-0,0695;0,222
3,880000;0,2117;-0,0110;-0,0353;0,215
3,911000;0,1099;-0,0147;-0,0355;0,116
3,913000;0,0435;-0,0397;-0,0539;0,080
3,914000;0,0458;-0,0403;-0,0480;0,078
3,922000;-0,0381;-0,1216;-0,0976;0,161
3,931000;0,0987;-0,1474;-0,1414;0,227
3,941000;0,2189;-0,0866;-0,0820;0,249
3,951000;0,1835;-0,0391;-0,0328;0,190
3,960000;0,1860;-0,0359;-0,0280;0,192
3,978000;0,1040;-0,0422;0,0129;0,113
4,020000;0,1050;-0,0396;0,0141;0,113
4,021000;0,0935;-0,0734;-0,0600;0,133
4,022000;0,0508;-0,1167;0,0143;0,128
4,023000;0,0493;-0,1305;0,0366;0,144
4,024000;0,0508;-0,1269;0,0384;0,142
4,029000;0,1030;-0,0128;0,1250;0,162
4,039000;0,1051;0,0467;0,2000;0,231
4,052000;0,0189;0,0349;0,2799;0,283
4,060000;-0,0436;-0,0195;0,2875;0,291
4,070000;-0,0249;-0,0957;0,3043;0,320
4,079000;0,0656;-0,1482;0,3425;0,379
4,090000;0,1826;-0,1231;0,3974;0,454
4,100000;0,3144;-0,1567;0,4458;0,568
4,138000;0,4391;-0,1817;0,5129;0,699
4,140000;0,4822;-0,1883;0,5042;0,723
4,141000;0,4836;-0,1774;0,5025;0,720
4,142000;0,5339;-0,2235;0,5499;0,798
4,149000;0,5322;-0,2125;0,5404;0,788
4,160000;0,3614;-0,3043;0,4792;0,673
4,175000;0,3572;-0,2941;0,4642;0,655
4,181000;0,3515;-0,2816;0,5040;0,676
4,218000;0,3439;-0,2769;0,4833;0,655
4,220000;0,3302;-0,3086;0,3554;0,575
4,221000;0,3094;-0,3325;0,2931;0,541
4,222000;0,3065;-0,2709;0,3084;0,512
4,231000;0,3002;-0,2455;0,2698;0,472
4,240000;0,2805;-0,2344;0,2095;0,421
4,249000;0,0487;-0,2917;0,1417;0,328
4,260000;0,0461;-0,2889;0,1343;0,322
4,275000;-0,3908;-0,3048;0,1987;0,534
4,280000;-0,4401;-0,2866;0,2405;0,578
4,320000;-0,3535;-0,2021;0,1617;0,438
4,322000;-0,1709;-0,1264;0,0749;0,225
4,323000;0,0293;-0,1020;-0,0978;0,144
4,324000;0,1593;-0,0607;-0,2042;0,266
4,330000;0,2653;-0,0415;-0,2863;0,393
4,340000;0,2660;-0,0958;-0,4284;0,513
4,353000;0,2074;0,0791;-0,4165;0,472
4,361000;0,1122;0,1060;-0,3638;0,395
4,371000;-0,0660;0,1916;-0,3529;0,407
4,380000;-0,2362;0,3324;-0,3112;0,513
4,393000;-0,2884;0,2946;-0,3249;0,525
4,401000;-0,2920;0,2905;-0,3311;0,528
4,436000;-0,2964;0,3817;-0,4118;0,635
4,439000;-0,0867;0,4504;-0,4742;0,660
4,440000;-0,0873;0,4364;-0,4695;0,647
4,441000;-0,0233;0,4213;-0,4801;0,639
4,449000;0,1595;0,3354;-0,4334;0,571
4,460000;0,2380;0,3045;-0,4053;0,560
4,477000;0,2886;0,2639;-0,4099;0,567
4,493000;0,3098;0,2040;-0,3867;0,536
4,509000;0,3028;0,1858;-0,3940;0,531
4,510000;0,2207;0,1288;-0,4418;0,510
4,511000;0,2167;0,1153;-0,4444;0,508
4,522000;0,1347;0,0492;-0,3835;0,409
4,531000;0,1514;-0,0177;-0,4206;0,447
4,540000;0,0971;-0,0671;-0,4135;0,430
4,549000;0,0532;-0,0547;-0,4319;0,439
4,560000;0,0555;-0,0624;-0,4230;0,431
4,578000;0,0175;-0,1284;-0,3781;0,400
4,584000;-0,0008;-0,1746;-0,5284;0,556
4,613000;-0,0099;-0,1591;-0,4502;0,478
4,614000;-0,0422;-0,1929;-0,4185;0,463
4,615000;-0,0240;-0,1015;-0,3673;0,382
4,622000;0,1379;-0,0681;-0,3328;0,367
4,630000;0,1435;-0,0717;-0,3181;0,356
4,640000;0,2596;-0,2185;-0,5205;0,621
4,652000;0,1710;-0,1535;-0,5100;0,559
4,660000;0,1794;-0,1533;-0,4906;0,544
4,675000;0,0560;-0,1556;-0,3384;0,377
4,680000;-0,0015;-0,2006;-0,1098;0,229
4,720000;0,1788;-0,3592;0,3571;0,537
4,722000;0,3552;-0,3847;0,6679;0,849
4,723000;0,1185;-0,5952;1,1413;1,293
4,724000;0,1191;-0,5931;1,1415;1,292
4,730000;-0,3413;-0,2844;0,9020;1,005
4,740000;-0,6309;-0,4094;0,0948;0,758
4,749000;-0,0482;-2,0368;2,4278;3,169
4,759000;0,3445;-1,0102;4,2291;4,362
4,779000;1,4924;-0,3704;0,0706;1,539
4,782000;1,4689;-0,4408;0,0542;1,535
4,829000;1,6680;-0,1508;1,1398;2,026
4,831000;1,3060;-0,0774;1,2880;1,836
4,832000;1,0814;-0,0237;2,0638;2,330
4,833000;1,2016;-0,1264;1,9700;2,311
4,834000;1,4916;-0,3968;1,1958;1,953
4,841000;1,6700;-0,6082;0,8929;1,989
4,849000;1,7207;-0,6860;0,2664;1,871
4,860000;1,4112;-0,6079;-0,0478;1,537
4,870000;0,8157;-0,5438;-0,2801;1,020
4,881000;0,7654;-0,5965;-0,3446;1,030
4,917000;-0,0642;-0,7151;-0,8626;1,122
4,919000;-0,2384;-0,6415;-1,0638;1,265
4,923000;-0,6886;-0,2614;-1,0386;1,273
4,924000;-1,1076;0,1152;-1,0352;1,520
4,930000;-1,1618;0,0702;-1,1014;1,602
4,942000;-1,4408;0,1063;-1,1455;1,844
4,951000;-1,0884;-0,1553;-1,6163;1,955
4,961000;-0,7995;-0,4273;-2,0736;2,263
4,982000;-0,5406;-0,7235;-2,7022;2,849
4,986000;-0,5464;-0,7354;-3,1303;3,262
4,989000;-0,6524;-0,4587;-3,2054;3,303
5,014000;-0,7295;0,0181;-2,7432;2,839
5,015000;-0,9766;0,7021;-1,7449;2,119
5,020000;-1,0084;1,1133;-1,0965;1,860
5,029000;-0,7086;1,2805;-0,5786;1,574
5,040000;-0,3130;1,2689;-0,3019;1,341
5,049000;-0,0834;1,1910;-0,2452;1,219
5,059000;0,0720;1,0023;-0,4056;1,084
5,077000;0,1861;0,7444;-0,6091;0,980
5,081000;0,0340;0,7010;-0,7778;1,048
5,109000;0,0103;0,6918;-0,8039;1,061
5,111000;-0,3999;0,8277;-1,2524;1,554
5,111000;-0,4138;0,8243;-1,2687;1,569
5,119000;-0,9085;0,9464;-1,2273;1,796
5,131000;-0,9244;0,9436;-1,2464;1,816
5,141000;-0,9413;0,9787;-0,7995;1,576
5,149000;-0,9438;0,9531;-0,6991;1,513
5,161000;-0,7982;0,9569;-0,5453;1,360
5,170000;-0,8159;0,9483;-0,5628;1,372
5,182000;-0,8910;1,1454;-0,4307;1,514
5,236000;-0,8084;1,0659;-0,3984;1,396
5,239000;-0,6840;0,9236;-0,4326;1,228
5,240000;-0,4227;0,7127;-0,5181;0,977
5,241000;-0,0888;0,4630;-0,6515;0,804
5,243000;0,1597;0,2856;-0,6881;0,762
5,244000;0,3104;0,2030;-0,6350;0,735
5,252000;0,2566;0,3099;-0,4294;0,588
5,261000;0,2914;0,3116;-0,2881;0,515
5,270000;0,2469;0,2969;-0,3302;0,508
5,280000;0,5551;0,2207;0,1961;0,629
5,326000;0,7627;0,1402;0,2872;0,827
5,329000;0,8935;0,1033;0,2424;0,932
5,330000;0,9760;0,0917;0,1567;0,993
5,331000;0,9541;0,0821;0,1386;0,968
5,332000;0,8486;0,1111;0,0505;0,857
5,341000;0,6777;0,0781;0,0466;0,684
