time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
28,355000;0,0538;-0,0790;-0,0647;0,115
28,359000;0,0897;-0,0700;-0,0503;0,124
28,377000;0,0920;-0,0515;-0,0767;0,130
28,380000;0,0920;-0,0523;-0,0767;0,131
28,387000;0,1230;-0,0410;-0,0769;0,151
28,400000;0,1396;-0,0105;-0,0582;0,152
28,407000;0,1301;-0,0063;-0,0313;0,134
28,418000;0,1303;-0,0068;-0,0307;0,134
28,432000;0,0348;-0,0598;-0,0870;0,111
28,439000;0,0376;-0,0908;-0,0832;0,129
28,450000;0,0236;-0,0786;-0,0581;0,101
28,459000;0,0214;-0,0879;-0,0647;0,111
28,472000;0,0621;-0,0496;-0,0454;0,092
28,480000;0,0620;-0,0500;-0,0457;0,092
28,504000;0,0906;-0,0120;-0,0463;0,102
28,506000;0,1121;-0,0219;-0,0391;0,121
28,507000;0,1097;-0,0268;-0,0319;0,117
28,526000;0,1147;-0,0433;-0,0385;0,128
28,529000;0,0885;-0,0648;-0,0499;0,121
28,549000;0,0575;-0,0505;-0,0040;0,077
28,551000;0,0455;-0,0746;-0,0014;0,087
28,558000;0,0527;-0,0962;0,0104;0,110
28,569000;0,0525;-0,0963;0,0098;0,110
28,578000;0,1096;-0,0747;-0,0704;0,150
28,588000;0,0903;-0,0628;-0,0518;0,122
28,599000;0,0903;-0,0626;-0,0520;0,122
28,609000;0,0567;-0,0675;-0,0330;0,094
28,618000;0,0879;-0,0696;0,0796;0,137
28,628000;-0,0056;-0,0406;-0,1985;0,203
28,638000;-0,0059;-0,0402;-0,1998;0,204
28,647000;0,0612;-0,0282;-0,0078;0,068
28,665000;0,0613;-0,0284;-0,0074;0,068
28,671000;-0,0079;-0,0595;-0,0235;0,064
28,679000;-0,0316;-0,0712;-0,0203;0,081
28,688000;-0,0026;-0,0685;-0,0409;0,080
28,700000;0,0383;-0,0828;-0,0498;0,104
28,709000;0,0552;-0,0568;-0,0494;0,093
28,719000;0,1269;-0,0262;-0,0207;0,131
28,734000;0,1532;-0,0271;-0,0234;0,157
28,740000;0,1530;-0,0279;-0,0236;0,157
28,751000;0,1674;-0,0095;-0,0475;0,174
28,760000;0,1651;-0,0151;-0,0348;0,169
28,774000;0,1869;-0,0110;-0,0387;0,191
28,781000;0,2062;-0,0097;-0,0236;0,208
28,800000;0,2065;-0,0109;-0,0224;0,208
28,803000;0,1638;-0,0048;-0,0396;0,169
28,810000;0,1285;0,0086;-0,0230;0,131
28,820000;0,1292;0,0074;-0,0204;0,131
28,829000;0,0603;0,0298;-0,0418;0,079
28,840000;0,0466;0,0448;-0,0393;0,076
28,858000;0,0470;0,0427;-0,0373;0,074
28,860000;0,0448;0,0694;-0,0025;0,083
28,882000;0,0857;0,0338;-0,0614;0,111
28,884000;0,0787;0,0009;-0,0413;0,089
28,889000;0,0407;-0,0048;0,0248;0,048
28,901000;0,0413;-0,0056;0,0269;0,050
28,911000;0,0202;-0,0066;0,0072;0,022
28,920000;0,0515;-0,0175;0,0060;0,055
28,929000;0,0586;-0,0361;-0,0035;0,069
28,941000;0,1302;-0,0526;-0,0685;0,156
28,959000;0,1372;-0,0408;-0,0805;0,164
28,961000;0,1371;-0,0434;-0,0804;0,165
28,991000;0,1037;-0,0910;-0,1418;0,198
28,994000;0,1064;-0,0589;-0,1354;0,182
28,996000;0,0663;-0,0742;-0,0997;0,141
29,006000;0,0382;-0,0484;-0,0710;0,094
29,011000;0,0316;-0,0538;-0,0736;0,096
29,026000;0,0320;-0,0542;-0,0718;0,096
29,050000;0,0420;-0,0356;-0,0582;0,080
29,052000;0,0423;-0,0362;-0,0570;0,080
29,054000;0,0449;-0,0391;-0,0348;0,069
29,065000;0,0808;-0,0253;-0,0298;0,090
29,073000;0,0808;-0,0258;-0,0296;0,090
29,080000;0,1168;0,0144;-0,0628;0,133
29,091000;0,1170;0,0138;-0,0621;0,133
29,100000;0,1506;-0,0062;-0,0376;0,155
29,109000;0,1506;-0,0071;-0,0371;0,155
29,120000;0,1172;-0,0028;-0,0225;0,119
29,129000;0,0694;-0,0179;-0,0601;0,094
29,140000;0,0601;-0,0251;-0,0378;0,075
29,161000;0,0746;-0,0376;-0,0993;0,130
29,165000;0,0747;-0,0383;-0,0987;0,130
29,185000;0,1109;-0,0530;-0,0978;0,157
29,187000;0,1041;-0,0219;-0,0630;0,124
29,194000;0,1093;0,0092;-0,0662;0,128
29,202000;0,0835;-0,0003;-0,0117;0,084
29,211000;0,0648;0,0118;-0,0388;0,076
29,220000;0,0556;-0,0121;-0,0230;0,061
29,229000;0,0488;-0,0361;-0,0240;0,065
29,240000;0,0610;-0,0460;-0,0520;0,092
29,249000;0,0780;-0,0631;-0,0366;0,107
29,260000;0,0782;-0,0654;-0,0623;0,119
29,277000;0,0783;-0,0652;-0,0619;0,119
29,282000;0,0976;-0,0579;-0,0590;0,128
29,290000;0,0976;-0,0577;-0,0588;0,128
29,300000;0,1145;-0,0599;-0,0537;0,140
29,309000;0,1147;-0,0592;-0,0531;0,140
29,322000;0,0552;-0,0395;0,0149;0,069
29,331000;0,0553;-0,0222;0,0296;0,067
29,340000;0,0625;-0,0216;0,0272;0,072
29,349000;0,0577;-0,0308;0,0151;0,067
29,360000;0,0744;-0,0854;-0,0019;0,113
29,382000;0,0601;-0,0467;-0,0332;0,083
29,385000;0,0600;-0,0417;0,0073;0,073
29,393000;0,0887;-0,0272;-0,0312;0,098
29,406000;0,0886;-0,0272;-0,0316;0,098
29,412000;0,0958;-0,0176;-0,0388;0,105
29,420000;0,0790;-0,0273;-0,0339;0,090
29,429000;0,0743;-0,0418;-0,0192;0,087
29,440000;0,0481;-0,0297;-0,0402;0,069
29,462000;0,0603;-0,0370;-0,0252;0,075
29,463000;0,0940;-0,0274;-0,0414;0,106
29,485000;0,0941;-0,0275;-0,0410;0,106
29,488000;0,1348;0,0227;-0,0577;0,148
29,491000;0,1229;0,0298;-0,0264;0,129
29,500000;0,1134;0,0199;-0,0188;0,117
29,512000;0,0849;-0,0019;-0,0179;0,087
29,524000;0,0756;-0,0091;-0,0170;0,078
29,540000;0,0352;0,0054;-0,0158;0,039
29,542000;0,0402;0,0007;-0,0463;0,061
29,549000;0,0402;0,0007;-0,0461;0,061
29,560000;0,0618;0,0030;-0,0317;0,069
29,576000;0,0880;0,0147;-0,0678;0,112
29,581000;0,0880;-0,0118;-0,0583;0,106
29,590000;0,1024;-0,0022;-0,0820;0,131
29,599000;0,1072;0,0286;-0,0987;0,149
29,609000;0,0952;0,0333;-0,0797;0,129
29,621000;0,1192;0,0234;-0,0867;0,149
29,631000;0,1121;0,0422;-0,1103;0,163
29,640000;0,1121;0,0418;-0,1101;0,163
29,650000;0,1384;-0,0108;-0,0766;0,159
29,661000;0,1050;-0,0395;-0,0716;0,133
29,679000;0,0835;-0,0487;-0,0524;0,110
29,685000;0,0692;-0,0482;-0,0161;0,086
29,692000;0,0574;-0,0949;-0,0087;0,111
29,699000;0,0718;-0,0888;-0,0112;0,115
29,709000;0,0765;-0,0971;0,0074;0,124
29,721000;0,0764;-0,0957;0,0065;0,123
29,729000;0,1097;-0,0370;-0,0425;0,123
29,740000;0,1716;0,0117;-0,0440;0,177
29,751000;0,1712;0,0121;-0,0456;0,178
29,760000;0,1947;0,0122;-0,0686;0,207
29,777000;0,1681;0,0383;-0,0648;0,184
29,781000;0,1010;0,0476;-0,0672;0,130
29,790000;0,0748;0,0355;-0,0498;0,097
29,800000;0,0704;0,0193;-0,0439;0,085
29,811000;0,0184;-0,0346;-0,0635;0,075
29,822000;0,0094;-0,0692;-0,0687;0,098
29,829000;-0,0165;-0,0803;-0,0409;0,092
29,840000;-0,0235;-0,0628;-0,0571;0,088
29,849000;-0,0068;-0,0960;-0,0527;0,110
29,863000;0,0529;-0,0789;-0,0655;0,115
29,887000;0,0527;-0,0781;-0,0663;0,115
29,889000;0,0934;-0,0364;-0,0523;0,113
29,891000;0,0936;-0,0352;-0,0518;0,113
29,900000;0,0867;-0,0244;-0,0200;0,092
29,910000;0,0462;-0,0141;-0,0552;0,073
29,922000;0,0465;-0,0137;-0,0543;0,073
29,932000;0,0061;-0,0376;-0,0580;0,069
29,941000;0,0327;-0,0231;-0,0786;0,088
29,950000;0,0521;-0,0298;-0,0370;0,071
29,963000;0,0977;-0,0387;-0,0750;0,129
29,970000;0,0977;-0,0379;-0,0753;0,129
29,984000;0,1622;-0,0441;-0,0281;0,170
29,996000;0,1980;-0,0648;-0,0526;0,215
30,002000;0,1619;-0,0233;-0,0295;0,166
30,009000;0,1474;-0,0230;-0,0469;0,156
30,028000;0,1163;-0,0301;-0,0493;0,130
30,037000;0,1165;-0,0298;-0,0487;0,130
30,049000;0,0498;-0,0696;-0,0978;0,130
30,053000;0,0384;-0,0661;-0,0914;0,119
30,064000;0,0388;-0,0650;-0,0900;0,118
30,072000;0,0678;-0,0305;-0,0390;0,084
30,079000;0,0464;-0,0130;-0,0196;0,052
30,090000;0,0441;-0,0003;-0,0339;0,056
30,099000;0,0657;-0,0328;-0,0290;0,079
30,111000;0,0682;-0,0725;-0,0338;0,105
30,120000;0,0563;-0,0830;-0,0145;0,101
30,129000;0,0565;-0,0816;-0,0144;0,100
30,147000;0,0445;-0,0874;-0,0314;0,103
30,149000;0,0589;-0,0814;-0,0125;0,101
30,163000;0,0636;-0,0832;-0,0343;0,110
30,173000;0,0565;-0,1015;-0,0129;0,117
30,179000;0,0565;-0,0997;-0,0132;0,115
30,189000;0,0924;-0,1076;-0,0469;0,149
30,199000;0,0830;-0,0985;-0,0230;0,131
30,209000;0,0377;-0,0870;-0,0274;0,099
30,220000;0,0378;-0,0850;-0,0277;0,097
30,231000;0,0616;-0,0881;-0,0286;0,111
30,246000;0,0612;-0,0864;-0,0302;0,110
30,250000;0,0872;-0,0776;-0,0389;0,123
30,264000;0,1397;-0,0611;-0,0211;0,154
30,270000;0,1181;-0,0470;-0,0266;0,130
30,280000;0,0894;-0,0593;-0,0100;0,108
30,291000;0,0680;-0,0790;0,0260;0,107
30,299000;0,0442;-0,0941;0,0141;0,105
30,309000;0,0490;-0,0946;0,0091;0,107
30,320000;0,0489;-0,0929;0,0085;0,105
30,330000;0,0848;-0,0982;-0,0113;0,130
30,348000;0,0943;-0,0674;-0,0504;0,126
30,352000;0,1277;-0,0825;-0,0703;0,167
30,373000;0,1277;-0,0810;-0,0706;0,167
30,375000;0,1014;-0,0100;-0,0876;0,134
30,380000;0,1061;0,0054;-0,1288;0,167
30,392000;0,1084;0,0061;-0,1005;0,148
30,400000;0,1132;-0,0100;-0,0936;0,147
30,412000;0,0988;-0,0378;-0,0770;0,131
30,420000;0,0990;-0,0438;-0,0814;0,135
30,429000;0,0873;-0,0354;-0,0759;0,121
30,445000;0,0875;-0,0343;-0,0753;0,120
30,449000;0,0636;-0,0119;-0,0393;0,076
30,465000;0,0708;-0,0278;-0,0562;0,095
30,471000;0,0542;-0,0315;-0,0992;0,117
30,480000;0,0544;-0,0302;-0,0986;0,117
30,490000;0,0332;-0,0504;-0,0928;0,111
30,498000;0,0241;-0,0608;-0,1082;0,126
30,509000;0,0244;-0,0595;-0,1073;0,125
30,526000;-0,0065;-0,0057;-0,0470;0,048
30,536000;-0,0066;-0,0052;-0,0476;0,048
30,542000;0,0698;0,0045;-0,0411;0,081
30,548000;0,0480;-0,0169;-0,0445;0,068
30,563000;0,0477;-0,0165;-0,0455;0,068
30,569000;0,0810;-0,0709;-0,0656;0,126
30,579000;0,0809;-0,0697;-0,0662;0,126
30,592000;0,0759;-0,0807;-0,0650;0,128
30,599000;0,0777;-0,0751;-0,0910;0,141
30,611000;0,1130;-0,0410;-0,1055;0,160
30,620000;0,1314;-0,0472;-0,1036;0,174
30,630000;0,1068;-0,0366;-0,1445;0,183
30,640000;0,1182;-0,0474;-0,1467;0,194
30,651000;0,1178;-0,0461;-0,1483;0,195
30,667000;0,1487;-0,0565;-0,1088;0,193
30,670000;0,0834;-0,0500;-0,0993;0,139
30,690000;0,0401;-0,0575;-0,0313;0,077
30,692000;0,0066;-0,0675;0,0187;0,070
30,699000;0,0064;-0,0656;0,0178;0,068
30,711000;0,0181;-0,0568;0,0908;0,109
30,720000;0,0201;-0,0412;0,0723;0,086
30,730000;0,0914;-0,0261;0,0772;0,122
30,740000;-0,0652;-0,0236;-0,2589;0,268
30,749000;0,1705;-0,0622;0,0308;0,184
30,766000;0,1695;-0,0629;0,0274;0,183
30,774000;0,1397;-0,0897;-0,0240;0,168
30,788000;0,1485;-0,0592;-0,0148;0,161
30,791000;0,1670;-0,0786;-0,0459;0,190
30,800000;0,1497;-0,0713;-0,0143;0,166
30,810000;0,1445;-0,0417;-0,0087;0,151
30,819000;0,1225;-0,0383;-0,0223;0,130
30,831000;0,0481;-0,0754;0,0246;0,093
30,840000;0,0478;-0,0740;0,0234;0,091
30,850000;0,0141;-0,1418;0,0175;0,144
30,869000;0,0617;-0,1134;0,0353;0,134
30,872000;0,0877;-0,1111;0,0098;0,142
30,891000;0,1088;-0,0659;0,0101;0,128
30,895000;0,1296;-0,0476;0,0215;0,140
30,901000;0,1289;-0,0752;0,0118;0,150
30,911000;0,1284;-0,0743;0,0098;0,149
30,920000;0,0944;-0,0760;-0,0086;0,122
30,929000;0,0892;-0,0582;0,0017;0,107
30,940000;0,1199;-0,0620;0,0049;0,135
30,952000;0,1170;-0,0612;-0,0139;0,133
30,968000;0,1163;-0,0603;-0,0164;0,132
30,970000;0,0823;-0,0665;-0,0137;0,107
30,990000;0,0652;-0,1420;-0,0053;0,156
30,995000;0,0555;-0,1665;-0,0013;0,176
30,999000;0,0481;-0,1455;0,0048;0,153
31,012000;0,0478;-0,1436;0,0032;0,151
31,022000;0,0400;-0,1039;0,0226;0,114
31,030000;0,0418;-0,0482;0,0396;0,075
31,039000;0,0532;-0,0786;0,0638;0,114
31,050000;0,0720;-0,0799;0,0213;0,110
31,067000;0,0717;-0,0787;0,0202;0,108
31,073000;0,0594;-0,1059;0,0236;0,124
31,086000;0,0590;-0,1612;0,0456;0,178
31,091000;0,0726;-0,1521;0,0236;0,170
31,101000;0,1075;-0,1644;0,0151;0,197
31,111000;0,1064;-0,1626;0,0109;0,195
31,120000;0,1053;-0,1870;-0,0028;0,215
31,132000;0,1521;-0,1413;0,0147;0,208
31,141000;0,1511;-0,1384;0,0107;0,205
31,150000;0,1430;-0,0665;0,0548;0,167
31,171000;0,1015;-0,0123;0,0471;0,113
31,183000;0,0746;-0,0207;0,0260;0,082
31,184000;0,0743;-0,0200;0,0245;0,081
31,192000;0,0715;-0,0099;-0,0198;0,075
31,202000;0,0568;-0,0718;-0,0739;0,118
31,211000;0,0491;-0,0524;-0,0707;0,101
31,221000;0,0700;-0,0454;-0,0968;0,128
31,230000;0,0695;-0,0457;-0,0984;0,129
31,240000;0,0715;-0,0193;-0,0758;0,106
31,251000;0,0927;-0,0363;-0,0818;0,129
31,265000;0,1260;-0,0436;-0,0587;0,146
31,273000;0,1258;-0,0433;-0,0595;0,146
31,283000;0,1471;-0,0382;-0,0507;0,160
31,290000;0,1589;0,0053;-0,0324;0,162
31,300000;0,1586;0,0052;-0,0332;0,162
31,313000;0,0772;0,0166;-0,0140;0,080
31,321000;0,0532;0,0210;-0,0284;0,064
31,331000;0,0389;0,0233;-0,0308;0,055
31,340000;0,0340;-0,0127;-0,0357;0,051
31,350000;0,0578;-0,0153;-0,0577;0,083
31,369000;0,0625;0,0109;-0,0603;0,088
31,376000;0,0529;0,0036;0,0136;0,055
31,389000;0,0671;-0,0491;-0,0083;0,084
31,391000;0,0455;-0,0826;0,0057;0,094
31,400000;0,0572;-0,0968;0,0071;0,113
31,412000;0,0567;-0,0968;0,0055;0,112
31,420000;0,1422;-0,0083;0,0103;0,143
31,432000;0,1412;-0,0092;0,0073;0,142
31,440000;0,2002;0,1232;0,0451;0,239
31,450000;0,1970;0,1235;0,0189;0,233
31,460000;0,1965;0,1215;0,0177;0,232
31,470000;0,1653;0,0864;-0,0302;0,189
31,491000;0,1654;0,0850;-0,0297;0,188
31,494000;0,0316;-0,0410;-0,0453;0,069
31,501000;-0,0017;-0,0640;-0,0371;0,074
31,510000;-0,0231;-0,0936;-0,0031;0,097
31,522000;-0,0016;-0,0895;0,0377;0,097
31,531000;-0,0019;-0,0903;0,0370;0,098
31,540000;0,0721;-0,0860;0,0552;0,125
31,552000;1,4459;1,3763;-4,1219;4,580
31,565000;0,8818;-1,1630;2,2993;2,723
31,569000;0,8859;-1,1877;2,3178;2,751
31,580000;-1,2646;-0,3106;-0,2966;1,336
31,589000;-0,6979;0,2628;1,0035;1,250
31,600000;0,3342;0,4230;1,1777;1,295
31,616000;0,5636;0,6666;-0,0611;0,875
31,620000;0,8307;0,8057;-0,5044;1,262
31,632000;0,6422;-0,0392;-0,3128;0,715
31,640000;0,1288;-0,3477;-0,3996;0,545
31,650000;-0,1063;-0,4998;-0,6258;0,808
31,659000;-0,1296;-0,3721;-0,4522;0,600
31,671000;-0,0690;-0,1171;0,0046;0,136
31,681000;-0,0565;-0,0679;0,2489;0,264
31,690000;-0,0200;-0,0681;0,3054;0,314
31,700000;-0,0170;-0,1229;0,2011;0,236
31,709000;0,0338;-0,1546;0,0778;0,176
31,719000;0,0889;-0,1193;0,0414;0,154
31,731000;0,1504;-0,0651;-0,0041;0,164
31,740000;0,1778;-0,0435;-0,0104;0,183
31,749000;0,1692;-0,0608;-0,0029;0,180
31,760000;0,1797;-0,0968;0,0263;0,206
31,770000;0,1309;-0,0864;-0,0462;0,163
31,782000;0,0994;-0,0962;-0,0138;0,139
31,791000;0,0420;-0,0957;-0,0063;0,105
31,800000;0,0447;-0,0840;-0,0010;0,095
31,809000;0,0185;-0,0604;0,0447;0,077
31,819000;0,0518;-0,0879;0,0653;0,121
31,830000;0,0371;-0,0703;0,0566;0,098
31,840000;0,0675;-0,0705;0,0017;0,098
31,851000;0,0933;-0,0566;0,0261;0,112
31,860000;0,1263;-0,0352;0,0414;0,138
31,869000;0,1308;-0,0254;0,0331;0,137
31,881000;0,1305;-0,0251;0,0321;0,137
31,889000;0,0874;0,0064;0,0294;0,092
31,900000;0,0873;0,0066;0,0291;0,092
31,911000;0,0920;-0,0007;0,0145;0,093
31,920000;0,0920;-0,0673;0,0049;0,114
31,930000;0,1065;-0,0879;0,0148;0,139
31,939000;0,1376;-0,0801;-0,0262;0,161
31,950000;0,1374;-0,0792;-0,0270;0,161
31,960000;0,1755;-0,0093;0,0177;0,177
31,971000;0,1753;-0,0089;0,0169;0,176
31,981000;0,1940;0,0365;0,0155;0,198
31,989000;0,2200;0,0338;-0,0071;0,223
32,000000;0,1983;0,0428;0,0044;0,203
32,009000;0,1457;0,0138;0,0262;0,149
32,020000;0,0908;-0,0030;0,0077;0,091
32,033000;0,0314;-0,0530;-0,0221;0,065
32,041000;0,0175;-0,0477;0,0034;0,051
32,049000;0,0227;-0,0493;0,0046;0,054
32,060000;0,0732;-0,0485;-0,0234;0,091
32,069000;0,1427;-0,0219;-0,0088;0,145
32,081000;0,1738;0,0069;0,0076;0,174
32,091000;0,2072;0,0403;0,0168;0,212
32,100000;0,2023;0,0472;-0,0048;0,208
32,109000;0,1737;0,0636;-0,0045;0,185
32,120000;0,1382;0,0795;-0,0556;0,169
32,129000;0,0908;0,0616;-0,0512;0,121
32,140000;0,0939;0,0462;-0,0679;0,125
32,156000;0,1017;0,0260;-0,0944;0,141
32,161000;0,1022;0,0252;-0,0926;0,140
32,177000;0,0881;0,0984;-0,0436;0,139
32,190000;0,0884;0,0971;-0,0423;0,138
32,191000;0,0147;0,1079;-0,0022;0,109
32,201000;0,0272;0,0928;0,0166;0,098
32,212000;0,0276;0,0925;0,0179;0,098
32,221000;0,0447;0,0158;-0,0264;0,054
32,230000;0,0447;0,0150;-0,0261;0,054
32,241000;0,0447;-0,0457;-0,0931;0,113
32,257000;0,0446;-0,0345;-0,0453;0,072
32,262000;0,0445;-0,0351;-0,0457;0,073
32,279000;0,0610;0,0220;-0,0296;0,071
32,283000;0,0609;0,0119;0,0038;0,062
32,290000;0,0656;-0,0025;0,0177;0,068
32,301000;0,0653;-0,0100;0,0073;0,066
32,310000;0,0530;-0,0297;0,0181;0,063
32,320000;0,0310;0,0104;0,0360;0,049
32,335000;0,0138;-0,0191;0,0657;0,070
32,341000;0,0132;-0,0203;0,0639;0,068
32,351000;0,0148;-0,0502;0,0494;0,072
32,360000;-0,0006;-0,0492;0,0200;0,053
32,373000;0,0412;-0,0270;0,0279;0,057
32,380000;0,0588;0,0022;0,0060;0,059
32,393000;0,1239;0,0284;-0,0144;0,128
32,406000;0,1455;0,0537;-0,0334;0,159
32,413000;0,1552;0,0717;-0,0548;0,180
32,420000;0,1508;0,0830;-0,0921;0,195
32,430000;0,1011;0,0465;-0,0999;0,150
32,441000;0,0706;-0,0208;-0,1364;0,155
32,457000;0,0689;-0,0233;-0,1416;0,159
32,461000;0,0553;-0,0449;-0,1345;0,152
32,476000;0,0226;-0,0021;-0,0818;0,085
32,480000;0,0351;0,0115;-0,0584;0,069
32,490000;0,0616;0,0674;-0,0386;0,099
32,502000;0,1263;0,0703;-0,1174;0,186
32,512000;0,1526;0,0660;-0,1342;0,214
32,520000;0,1572;0,0067;-0,1655;0,228
32,531000;0,1763;-0,0003;-0,1510;0,232
32,541000;0,1406;-0,0341;-0,1116;0,183
32,555000;0,0956;0,0285;-0,1003;0,141
32,560000;0,0508;0,0671;-0,0498;0,098
32,572000;0,0752;0,0577;-0,1005;0,138
32,580000;0,1206;-0,0184;-0,1866;0,223
32,590000;0,1177;-0,0228;-0,1949;0,229
32,602000;0,1917;-0,0906;-0,2744;0,347
32,609000;0,2665;-0,1352;-0,3135;0,433
32,620000;0,2897;-0,1327;-0,2705;0,418
32,632000;0,1628;-0,0577;0,0647;0,184
32,642000;0,0506;-0,0112;0,1254;0,136
32,656000;0,0053;-0,0393;0,1258;0,132
32,660000;0,0102;-0,0461;0,2315;0,236
32,672000;0,0100;-0,0457;0,2307;0,235
32,680000;0,0525;-0,1105;0,1355;0,183
32,692000;0,1521;-0,1324;0,0822;0,218
32,702000;0,1913;-0,1618;0,0442;0,254
32,709000;0,2689;-0,1698;0,1451;0,350
32,720000;0,1909;-0,1105;-0,0698;0,231
32,729000;0,2232;-0,1227;0,0413;0,258
32,740000;0,1891;-0,0823;0,0539;0,213
32,752000;0,1745;-0,0676;0,0793;0,203
32,760000;0,1862;-0,0600;0,1048;0,222
32,775000;0,1858;-0,0589;0,1034;0,221
32,800000;0,1758;-0,0838;0,0394;0,199
32,802000;0,1420;-0,0846;0,1220;0,205
32,803000;0,1347;-0,0970;0,1189;0,204
32,811000;0,1347;-0,0955;0,1186;0,203
32,823000;0,1299;-0,0772;0,1205;0,193
32,829000;0,1417;-0,0521;0,1246;0,196
32,839000;0,1535;-0,0152;0,1287;0,201
32,848000;0,1485;0,0166;0,1231;0,194
32,859000;0,1505;0,0000;0,1123;0,188
32,871000;0,1286;0,0003;0,0894;0,157
32,882000;0,1380;-0,0165;0,0434;0,146
32,890000;0,1379;-0,0163;0,0430;0,145
32,900000;0,1234;-0,0470;0,0186;0,133
32,910000;0,1233;-0,0541;-0,0200;0,136
32,920000;0,1232;-0,0538;-0,0203;0,136
32,931000;0,0874;-0,0679;-0,0273;0,114
32,941000;0,0682;-0,0869;-0,0514;0,122
32,950000;0,0873;-0,0605;-0,0467;0,116
32,960000;0,1063;-0,0484;-0,0495;0,127
32,977000;0,1541;-0,0127;-0,0763;0,172
32,981000;0,1371;0,0325;-0,0840;0,164
32,992000;0,1226;0,0415;-0,1011;0,164
33,000000;0,1083;0,0410;-0,0721;0,136
33,011000;0,0845;0,0335;-0,0859;0,125
33,023000;0,0848;0,0331;-0,0849;0,125
33,032000;0,0253;0,0064;-0,0958;0,099
33,048000;-0,0034;-0,0350;-0,1337;0,138
33,058000;0,0062;-0,0305;-0,1337;0,137
33,061000;-0,0347;-0,0234;-0,1198;0,127
33,074000;0,0537;-0,0381;-0,0774;0,102
33,081000;0,0482;-0,0051;-0,0890;0,101
33,090000;0,0740;-0,0434;-0,1219;0,149
33,100000;0,2411;-0,0701;0,0514;0,256
33,112000;0,0920;-0,0630;-0,1038;0,152
33,120000;0,0699;-0,1002;-0,0196;0,124
33,130000;0,0694;-0,1160;-0,1482;0,201
33,141000;0,0880;-0,1243;-0,1262;0,198
33,151000;0,0349;-0,1370;-0,1255;0,189
33,162000;0,0992;-0,1471;-0,0384;0,181
33,178000;0,0725;-0,1527;-0,0636;0,181
33,183000;0,0672;-0,1223;-0,1088;0,177
33,199000;0,0672;-0,1214;-0,1091;0,176
33,211000;-0,0811;-0,0559;0,0948;0,137
33,213000;0,0214;-0,1180;-0,1052;0,159
33,222000;-0,1062;-0,0878;-0,0642;0,152
33,235000;0,0125;-0,0401;-0,2109;0,215
33,243000;0,0519;-0,0142;-0,1551;0,164
33,252000;0,0629;-0,0049;-0,1031;0,121
33,261000;0,0380;-0,0455;-0,0101;0,060
33,278000;0,0367;-0,0455;-0,0142;0,060
33,284000;0,1310;-0,1030;-0,0668;0,180
33,300000;0,1291;-0,1026;-0,0726;0,180
33,303000;0,1248;-0,1141;-0,0450;0,175
33,312000;0,0681;-0,1589;-0,0383;0,177
33,322000;0,0494;-0,0965;-0,0562;0,122
33,332000;0,0019;-0,0800;0,1365;0,158
33,342000;-0,0025;-0,0813;0,1235;0,148
33,357000;0,0691;-0,0858;0,0415;0,118
33,363000;0,0652;-0,0884;0,0301;0,114
33,379000;0,1276;-0,0484;-0,0933;0,165
33,385000;0,1228;-0,0509;-0,1071;0,171
33,399000;0,0873;0,0142;-0,0410;0,097
33,403000;0,0711;0,0193;-0,0412;0,084
33,415000;0,1048;0,0630;-0,1142;0,167
33,425000;0,0764;0,0567;-0,1559;0,183
33,432000;0,0722;0,0558;-0,1680;0,191
33,442000;0,0805;0,1221;-0,0780;0,166
33,451000;0,1420;0,0516;-0,0872;0,174
33,463000;0,1914;0,1151;-0,1035;0,246
33,480000;0,1887;0,1141;-0,1113;0,247
33,483000;0,0885;0,1038;-0,0163;0,137
33,504000;0,0865;0,1028;-0,0221;0,136
33,506000;0,1083;0,1062;-0,0565;0,162
33,512000;0,1358;0,0650;-0,0458;0,157
33,524000;0,1133;0,0544;-0,0650;0,141
33,535000;0,1315;0,0106;-0,0651;0,147
33,548000;0,0996;-0,0357;-0,0192;0,108
33,554000;0,0630;-0,0140;-0,0189;0,067
33,565000;0,1318;-0,0500;-0,0687;0,157
33,581000;0,1527;-0,0258;-0,0203;0,156
33,583000;0,1784;0,0151;-0,0891;0,200
33,593000;0,2208;0,0244;-0,0287;0,224
33,601000;0,1917;0,0264;-0,1376;0,237
33,611000;0,1917;0,0258;-0,1376;0,237
33,623000;0,2112;0,0371;-0,0836;0,230
33,630000;0,1139;0,0671;-0,1290;0,185
33,642000;0,0983;0,0759;-0,1016;0,160
33,654000;0,0684;0,0340;-0,0594;0,097
33,662000;0,0336;0,0471;-0,0249;0,063
33,681000;0,0350;0,0456;-0,0206;0,061
33,685000;0,0000;0,0011;-0,1349;0,135
33,701000;-0,0441;-0,0187;-0,1501;0,158
33,705000;-0,0426;-0,0189;-0,1455;0,153
33,713000;0,1440;0,0096;-0,1392;0,200
33,723000;0,0718;0,0348;-0,1090;0,135
33,731000;0,1004;0,0268;-0,0162;0,105
33,741000;0,0451;0,0403;0,0357;0,070
33,751000;0,0591;0,0256;0,0201;0,067
33,762000;0,0489;0,0015;0,0373;0,062
33,783000;0,0976;-0,0622;0,1043;0,156
33,786000;0,0984;-0,0611;0,1062;0,157
33,806000;0,1012;-0,0435;0,0450;0,119
33,808000;0,1444;-0,1005;0,0357;0,179
