MR32 CSV
Name,EMG 1 channel recording 1-2
0.0630,-4.885
0.0635,-7.937
0.0640,-7.327
0.0645,-3.97
0.0650,-1.223
0.0655,-0.002135
0.0660,2.134
0.0665,8.543
0.0670,19.53
0.0675,30.21
0.0680,34.18
0.0685,27.47
0.0690,14.34
0.0695,2.134
0.0700,-5.496
0.0705,-11.29
0.0710,-18.01
0.0715,-24.11
0.0720,-28.39
0.0725,-31.74
0.0730,-34.49
0.0735,-32.66
0.0740,-25.03
0.0745,-15.87
0.0750,-10.07
0.0755,-7.327
0.0760,-3.359
0.0765,1.219
0.0770,2.745
0.0775,2.134
0.0780,6.407
0.0785,19.23
0.0790,36.32
0.0795,50.97
0.0800,58.6
0.0805,57.07
0.0810,47.3
0.0815,36.01
0.0820,28.99
0.0825,23.5
0.0830,10.37
0.0835,-8.853
0.0840,-21.98
0.0845,-18.92
0.0850,-7.327
0.0855,-0.6125
0.0860,-1.528
0.0865,-4.885
0.0870,-11.29
0.0875,-23.81
0.0880,-37.24
0.0885,-42.73
0.0890,-39.98
0.0895,-37.24
0.0900,-37.85
0.0905,-36.32
0.0910,-29.61
0.0915,-23.81
0.0920,-25.03
0.0925,-29.3
0.0930,-27.47
0.0935,-17.4
0.0940,-4.275
0.0945,5.491
0.0950,10.98
0.0955,14.95
0.0960,19.84
0.0965,25.33
0.0970,27.16
0.0975,23.5
0.0980,16.78
0.0985,13.73
0.0990,15.87
0.0995,20.45
0.1000,22.28
0.1005,20.45
0.1010,16.17
0.1015,12.21
0.1020,9.154
0.1025,7.628
0.1030,7.323
0.1035,7.017
0.1040,6.407
0.1045,5.186
0.1050,4.576
0.1055,3.965
0.1060,3.66
0.1065,3.66
0.1070,3.355
0.1075,3.355
0.1080,3.66
0.1085,3.66
0.1090,3.355
0.1095,3.66
0.1100,3.965
0.1105,3.965
0.1110,2.745
0.1115,1.219
0.1120,0.9134
0.1125,1.829
0.1130,2.134
0.1135,0.9134
0.1140,-0.3073
0.1145,-0.9177
0.1150,-0.3073
0.1155,0.3031
0.1160,0.6083
0.1165,-0.002135
0.1170,-0.6125
0.1175,-0.6125
0.1180,-0.6125
0.1185,-1.833
0.1190,-3.359
0.1195,-3.054
0.1200,-0.6125
0.1205,1.219
0.1210,0.6083
0.1215,-0.9177
0.1220,-1.528
0.1225,-1.223
0.1230,-1.528
0.1235,-2.138
0.1240,-1.223
0.1245,-0.002135
0.1250,0.6083
0.1255,0.6083
0.1260,1.219
0.1265,3.355
0.1270,5.491
0.1275,6.712
0.1280,7.628
0.1285,8.238
0.1290,8.238
0.1295,8.238
0.1300,9.154
0.1305,9.764
0.1310,6.712
0.1315,-0.9177
0.1320,-8.242
0.1325,-9.768
0.1330,-4.885
0.1335,0.9134
0.1340,5.797
0.1345,9.154
0.1350,10.98
0.1355,9.764
0.1360,5.491
0.1365,1.219
0.1370,-0.6125
0.1375,-2.138
0.1380,-5.19
0.1385,-8.242
0.1390,-9.463
0.1395,-9.768
0.1400,-11.6
0.1405,-14.96
0.1410,-16.48
0.1415,-15.26
0.1420,-13.43
0.1425,-12.82
0.1430,-13.13
0.1435,-12.52
0.1440,-10.38
0.1445,-7.022
0.1450,-3.664
0.1455,-0.6125
0.1460,3.355
0.1465,11.29
0.1470,22.89
0.1475,33.26
0.1480,36.93
0.1485,31.74
0.1490,21.36
0.1495,10.37
0.1500,3.05
0.1505,-0.3073
0.1510,-2.749
0.1515,-6.106
0.1520,-9.158
0.1525,-8.853
0.1530,-6.411
0.1535,-4.58
0.1540,-5.19
0.1545,-6.411
0.1550,-6.716
0.1555,-6.411
0.1560,-6.411
0.1565,-5.801
0.1570,-3.664
0.1575,-2.138
0.1580,-3.054
0.1585,-5.801
0.1590,-7.632
0.1595,-7.327
0.1600,-6.411
0.1605,-5.496
0.1610,-5.19
0.1615,-6.106
0.1620,-7.937
0.1625,-9.768
0.1630,-9.768
0.1635,-7.632
0.1640,-4.275
0.1645,-0.6125
0.1650,2.439
0.1655,5.186
0.1660,6.712
0.1665,6.712
0.1670,5.797
0.1675,4.576
0.1680,3.66
0.1685,2.745
0.1690,2.439
0.1695,2.134
0.1700,1.524
0.1705,0.6083
0.1710,-0.3073
0.1715,-1.833
0.1720,-3.664
0.1725,-4.885
0.1730,-5.801
0.1735,-5.801
0.1740,-4.58
0.1745,-2.444
0.1750,-1.833
0.1755,-2.444
0.1760,-3.97
0.1765,-4.58
0.1770,-4.885
0.1775,-5.496
0.1780,-5.801
0.1785,-4.885
0.1790,-2.138
0.1795,0.6083
0.1800,3.355
0.1805,5.491
0.1810,6.407
0.1815,5.797
0.1820,4.271
0.1825,4.576
0.1830,7.017
0.1835,9.154
0.1840,7.933
0.1845,3.66
0.1850,0.6083
0.1855,-0.3073
0.1860,-0.6125
0.1865,-1.833
0.1870,-4.275
0.1875,-6.106
0.1880,-7.632
0.1885,-8.548
0.1890,-8.548
0.1895,-6.716
0.1900,-3.664
0.1905,-0.9177
0.1910,-0.002135
0.1915,-0.002135
0.1920,-0.3073
0.1925,-0.002135
0.1930,-0.002135
0.1935,-0.002135
0.1940,-0.002135
0.1945,-0.3073
0.1950,-1.223
0.1955,-2.138
0.1960,-2.138
0.1965,-1.833
0.1970,-1.528
0.1975,-1.223
0.1980,-0.3073
0.1985,0.6083
0.1990,1.524
0.1995,1.829
0.2000,1.524
0.2005,1.219
0.2010,0.9134
0.2015,0.6083
0.2020,-0.002135
0.2025,-0.9177
0.2030,-0.3073
0.2035,0.9134
0.2040,2.134
0.2045,2.439
0.2050,1.829
0.2055,2.134
0.2060,3.05
0.2065,3.965
0.2070,4.271
0.2075,3.965
0.2080,3.66
0.2085,3.66
0.2090,3.66
0.2095,3.355
0.2100,2.439
0.2105,0.6083
0.2110,-0.6125
0.2115,-0.3073
0.2120,0.3031
0.2125,-0.002135
0.2130,-2.749
0.2135,-5.19
0.2140,-4.885
0.2145,-2.444
0.2150,-0.002135
0.2155,1.219
0.2160,2.134
0.2165,1.829
0.2170,0.3031
0.2175,-0.6125
0.2180,-0.002135
0.2185,1.829
0.2190,3.05
0.2195,2.745
0.2200,2.439
0.2205,2.134
0.2210,1.524
0.2215,0.9134
0.2220,0.3031
0.2225,0.3031
0.2230,0.3031
0.2235,0.3031
0.2240,0.3031
0.2245,0.6083
0.2250,0.9134
0.2255,1.524
0.2260,2.134
0.2265,2.134
0.2270,1.524
0.2275,0.9134
0.2280,0.9134
0.2285,0.9134
0.2290,0.3031
0.2295,-0.002135
0.2300,-0.002135
0.2305,-0.002135
0.2310,-0.002135
0.2315,-0.3073
0.2320,-0.002135
0.2325,0.6083
0.2330,1.219
0.2335,1.829
0.2340,1.524
0.2345,-0.002135
0.2350,-1.528
0.2355,-1.528
0.2360,-0.002135
0.2365,1.524
0.2370,0.6083
0.2375,-0.9177
0.2380,-0.9177
0.2385,-0.3073
0.2390,-0.3073
0.2395,-1.223
0.2400,-1.223
0.2405,-0.3073
0.2410,0.3031
0.2415,0.6083
0.2420,0.9134
0.2425,1.219
0.2430,0.3031
0.2435,-0.6125
0.2440,-1.223
0.2445,-0.6125
0.2450,-0.6125
0.2455,-1.528
0.2460,-2.138
0.2465,-0.9177
0.2470,0.3031
0.2475,0.9134
0.2480,0.3031
0.2485,-0.3073
0.2490,-0.6125
0.2495,-0.3073
0.2500,-0.002135
0.2505,0.3031
0.2510,0.6083
0.2515,0.3031
0.2520,-0.002135
0.2525,-0.6125
0.2530,-0.9177
0.2535,-0.6125
0.2540,-0.3073
0.2545,-0.3073
0.2550,-0.9177
0.2555,-1.528
0.2560,-0.9177
0.2565,-0.3073
0.2570,-0.002135
0.2575,-0.002135
0.2580,-0.9177
0.2585,-1.223
0.2590,-0.6125
0.2595,-0.002135
0.2600,-0.002135
0.2605,-0.002135
0.2610,-0.002135
0.2615,0.6083
0.2620,0.6083
0.2625,-0.002135
0.2630,-0.6125
0.2635,-0.3073
0.2640,-0.002135
0.2645,-0.002135
0.2650,-0.9177
0.2655,-1.833
0.2660,-1.223
0.2665,0.3031
0.2670,1.829
0.2675,2.439
0.2680,1.219
0.2685,-0.002135
0.2690,-0.3073
0.2695,-0.002135
0.2700,0.3031
0.2705,-0.002135
0.2710,-0.6125
0.2715,-0.6125
0.2720,-0.3073
0.2725,-0.6125
0.2730,-1.223
0.2735,-1.223
0.2740,-0.6125
0.2745,-0.002135
0.2750,-0.3073
0.2755,-0.9177
0.2760,-1.223
0.2765,-0.9177
0.2770,-1.223
0.2775,-1.223
0.2780,-0.3073
0.2785,1.219
0.2790,2.439
0.2795,1.829
0.2800,0.9134
0.2805,0.3031
0.2810,-0.002135
0.2815,-0.002135
0.2820,0.3031
0.2825,0.9134
0.2830,0.6083
0.2835,-0.002135
0.2840,-0.9177
0.2845,-1.528
0.2850,-0.9177
0.2855,-0.6125
0.2860,-0.002135
0.2865,-0.002135
0.2870,-0.002135
0.2875,-0.6125
0.2880,-1.223
0.2885,-1.223
0.2890,-0.6125
0.2895,-0.3073
0.2900,-0.9177
0.2905,-1.223
0.2910,-0.3073
0.2915,1.219
0.2920,2.134
0.2925,1.219
0.2930,-0.002135
0.2935,-0.3073
0.2940,0.3031
0.2945,0.6083
0.2950,-0.002135
0.2955,-0.3073
0.2960,-0.3073
0.2965,0.6083
0.2970,1.219
0.2975,0.9134
0.2980,0.6083
0.2985,0.3031
0.2990,-0.002135
0.2995,-0.002135
0.3000,0.3031
0.3005,0.3031
0.3010,-0.002135
0.3015,-0.002135
0.3020,0.6083
0.3025,0.9134
0.3030,-0.002135
0.3035,-0.3073
0.3040,0.3031
0.3045,1.524
0.3050,1.524
0.3055,0.6083
0.3060,-0.3073
0.3065,-0.9177
0.3070,-2.138
0.3075,-3.054
0.3080,-2.138
0.3085,-0.002135
0.3090,0.9134
0.3095,-0.002135
0.3100,-0.9177
0.3105,-0.002135
0.3110,1.524
0.3115,1.829
0.3120,1.219
0.3125,1.219
0.3130,1.524
0.3135,1.219
0.3140,-0.002135
0.3145,-0.002135
0.3150,-0.002135
0.3155,-0.3073
0.3160,-1.528
0.3165,-1.528
0.3170,-0.3073
0.3175,-0.002135
0.3180,-1.528
0.3185,-1.833
0.3190,-0.002135
0.3195,1.829
0.3200,0.6083
0.3205,-1.223
0.3210,-1.528
0.3215,-0.3073
0.3220,-0.6125
0.3225,-2.138
0.3230,-1.833
0.3235,-0.002135
0.3240,0.3031
0.3245,-1.528
0.3250,-2.749
0.3255,-0.6125
0.3260,1.219
0.3265,0.6083
0.3270,-0.6125
0.3275,-0.002135
0.3280,1.219
0.3285,1.219
0.3290,-0.002135
0.3295,-0.9177
0.3300,-0.3073
0.3305,0.3031
0.3310,0.6083
0.3315,0.6083
0.3320,0.3031
0.3325,0.3031
0.3330,0.6083
0.3335,0.6083
0.3340,-0.002135
0.3345,-0.6125
0.3350,-1.223
0.3355,-0.6125
0.3360,-0.002135
0.3365,-0.002135
0.3370,0.3031
0.3375,0.9134
0.3380,1.219
0.3385,0.9134
0.3390,0.3031
0.3395,-0.002135
0.3400,-0.002135
0.3405,0.3031
0.3410,1.219
0.3415,1.829
0.3420,1.829
0.3425,0.9134
0.3430,0.3031
0.3435,0.3031
0.3440,0.3031
0.3445,0.3031
0.3450,-0.002135
0.3455,-0.002135
0.3460,-0.002135
0.3465,1.219
0.3470,2.745
0.3475,3.05
0.3480,1.524
0.3485,-0.002135
0.3490,-0.002135
0.3495,0.9134
0.3500,1.524
0.3505,1.219
0.3510,0.3031
0.3515,-0.002135
0.3520,-0.002135
0.3525,0.3031
0.3530,0.6083
0.3535,-0.6125
0.3540,-1.833
0.3545,-1.223
0.3550,0.6083
0.3555,0.9134
0.3560,-0.002135
0.3565,-0.002135
0.3570,0.6083
0.3575,0.3031
0.3580,-0.9177
0.3585,-1.528
0.3590,-0.3073
0.3595,-0.002135
0.3600,-1.833
0.3605,-2.444
0.3610,-0.002135
0.3615,2.745
0.3620,3.05
0.3625,1.524
0.3630,0.6083
0.3635,0.3031
0.3640,-0.3073
0.3645,-0.9177
0.3650,-0.002135
0.3655,0.3031
0.3660,-0.002135
0.3665,-0.6125
0.3670,-0.002135
0.3675,0.3031
0.3680,-0.6125
0.3685,-2.749
0.3690,-2.444
0.3695,-0.3073
0.3700,1.219
0.3705,0.6083
0.3710,-0.3073
0.3715,-0.3073
0.3720,-0.002135
0.3725,-0.002135
0.3730,-0.9177
0.3735,-0.9177
0.3740,-0.002135
0.3745,0.9134
0.3750,0.9134
0.3755,-0.6125
0.3760,-1.528
0.3765,-0.6125
0.3770,0.9134
0.3775,1.524
0.3780,1.219
0.3785,0.9134
0.3790,0.9134
0.3795,-0.002135
0.3800,-1.833
0.3805,-3.054
0.3810,-1.528
0.3815,0.6083
0.3820,2.134
0.3825,1.829
0.3830,0.9134
0.3835,0.6083
0.3840,0.6083
0.3845,0.6083
0.3850,0.3031
0.3855,0.9134
0.3860,1.524
0.3865,1.829
0.3870,0.6083
0.3875,-0.3073
0.3880,-0.3073
0.3885,0.6083
0.3890,1.219
0.3895,0.6083
0.3900,-0.002135
0.3905,-0.002135
0.3910,0.9134
0.3915,0.9134
0.3920,0.6083
0.3925,0.6083
0.3930,0.9134
0.3935,0.9134
0.3940,0.9134
0.3945,1.524
0.3950,1.829
0.3955,1.219
0.3960,-0.002135
0.3965,-0.3073
0.3970,-0.002135
0.3975,-0.3073
0.3980,-1.528
0.3985,-1.833
0.3990,-0.9177
0.3995,-0.002135
0.4000,0.3031
0.4005,-0.002135
0.4010,-0.002135
0.4015,0.3031
0.4020,1.219
0.4025,0.6083
0.4030,-0.6125
0.4035,-2.138
0.4040,-2.444
0.4045,-1.223
0.4050,-0.002135
0.4055,0.3031
0.4060,-0.002135
0.4065,-0.002135
0.4070,-0.002135
0.4075,-0.6125
0.4080,-1.833
0.4085,-2.138
0.4090,-1.223
0.4095,-0.3073
0.4100,-0.6125
0.4105,-0.6125
0.4110,-0.002135
0.4115,0.3031
0.4120,-0.002135
0.4125,-0.9177
0.4130,-0.9177
0.4135,-0.3073
0.4140,-0.6125
0.4145,-1.528
0.4150,-2.444
0.4155,-1.833
0.4160,-0.6125
0.4165,0.3031
0.4170,1.219
0.4175,1.219
0.4180,-0.002135
0.4185,-1.223
0.4190,-1.528
0.4195,-0.002135
0.4200,1.524
0.4205,1.829
0.4210,0.9134
0.4215,-0.002135
0.4220,0.3031
0.4225,0.9134
0.4230,1.219
0.4235,0.6083
0.4240,-0.002135
0.4245,-0.002135
0.4250,0.6083
0.4255,0.9134
0.4260,-0.002135
0.4265,-1.528
0.4270,-2.138
0.4275,-1.223
0.4280,-0.002135
0.4285,-0.002135
0.4290,-0.6125
0.4295,-0.9177
0.4300,-0.6125
0.4305,-0.3073
0.4310,-0.002135
0.4315,0.9134
0.4320,1.219
0.4325,1.219
0.4330,0.6083
0.4335,0.3031
0.4340,-0.002135
0.4345,-0.9177
0.4350,-1.528
0.4355,-1.223
0.4360,-0.6125
0.4365,-0.6125
0.4370,-1.223
0.4375,-0.9177
0.4380,-0.002135
0.4385,-0.002135
0.4390,-0.3073
0.4395,-0.9177
0.4400,-0.3073
0.4405,0.3031
0.4410,1.219
0.4415,0.6083
0.4420,-0.002135
0.4425,-0.9177
0.4430,-1.223
0.4435,-0.6125
0.4440,-0.6125
0.4445,-1.528
0.4450,-2.138
0.4455,-1.528
0.4460,-0.002135
0.4465,-0.002135
0.4470,-0.6125
0.4475,-1.223
0.4480,-0.6125
0.4485,-0.002135
0.4490,-0.3073
0.4495,-0.9177
0.4500,-0.6125
0.4505,-0.002135
0.4510,-0.002135
0.4515,-0.3073
0.4520,-0.3073
0.4525,-0.3073
0.4530,-0.6125
0.4535,-0.6125
0.4540,-0.002135
0.4545,-0.002135
0.4550,-0.002135
0.4555,-0.6125
0.4560,-0.6125
0.4565,-0.3073
0.4570,-1.528
0.4575,-3.054
0.4580,-3.054
0.4585,-1.528
0.4590,-0.002135
0.4595,0.3031
0.4600,0.6083
0.4605,1.219
0.4610,1.524
0.4615,0.6083
0.4620,-0.3073
0.4625,-0.002135
0.4630,0.6083
0.4635,0.6083
0.4640,-0.3073
0.4645,-0.9177
0.4650,-0.6125
0.4655,-0.002135
0.4660,-0.6125
0.4665,-1.528
0.4670,-1.223
0.4675,-0.002135
0.4680,-0.002135
0.4685,-0.6125
0.4690,-1.223
0.4695,-1.528
0.4700,-1.528
0.4705,-1.833
0.4710,-1.833
0.4715,-1.528
0.4720,-1.528
0.4725,-2.138
0.4730,-1.528
0.4735,-0.6125
0.4740,-0.002135
0.4745,-0.002135
0.4750,-0.002135
0.4755,-0.002135
0.4760,0.3031
0.4765,-0.002135
0.4770,-0.002135
0.4775,1.219
0.4780,1.829
0.4785,1.829
0.4790,0.9134
0.4795,0.6083
0.4800,0.6083
0.4805,0.3031
0.4810,0.3031
0.4815,-0.002135
0.4820,-0.6125
0.4825,-0.9177
0.4830,-0.002135
0.4835,1.829
0.4840,2.134
0.4845,0.9134
0.4850,-0.002135
0.4855,0.9134
0.4860,1.829
0.4865,1.219
0.4870,-0.3073
0.4875,-0.6125
0.4880,-0.3073
0.4885,-0.6125
0.4890,-0.9177
0.4895,-0.002135
0.4900,0.6083
0.4905,0.6083
0.4910,-0.002135
0.4915,-0.002135
0.4920,1.524
0.4925,1.524
0.4930,-0.6125
0.4935,-1.833
0.4940,-0.6125
0.4945,1.219
0.4950,1.219
0.4955,-0.6125
0.4960,-0.9177
0.4965,0.6083
0.4970,1.829
0.4975,1.524
0.4980,0.6083
0.4985,0.6083
0.4990,0.9134
0.4995,0.9134
0.5000,0.6083
0.5005,0.6083
0.5010,0.9134
0.5015,0.6083
0.5020,0.6083
0.5025,2.134
0.5030,3.05
0.5035,2.134
0.5040,0.6083
0.5045,-0.002135
0.5050,0.3031
0.5055,0.3031
0.5060,-0.002135
0.5065,0.6083
0.5070,1.219
0.5075,0.6083
0.5080,-0.9177
0.5085,-1.223
0.5090,0.3031
0.5095,1.829
0.5100,1.219
0.5105,-0.3073
0.5110,-0.6125
0.5115,-0.002135
0.5120,-0.002135
0.5125,-0.002135
0.5130,0.6083
0.5135,1.219
0.5140,0.6083
0.5145,-0.6125
0.5150,-0.9177
0.5155,-0.002135
0.5160,0.9134
0.5165,0.6083
0.5170,0.3031
0.5175,0.6083
0.5180,0.9134
0.5185,0.6083
0.5190,0.6083
0.5195,0.6083
0.5200,0.6083
0.5205,0.3031
0.5210,-0.002135
0.5215,-0.002135
0.5220,-0.002135
0.5225,-0.002135
0.5230,-0.3073
0.5235,-0.6125
0.5240,-0.3073
0.5245,-0.002135
0.5250,0.6083
0.5255,1.219
0.5260,1.219
0.5265,0.6083
0.5270,-0.002135
0.5275,-0.3073
0.5280,-0.6125
0.5285,-1.223
0.5290,-2.138
0.5295,-2.444
0.5300,-1.528
0.5305,-0.3073
0.5310,-0.6125
0.5315,-1.223
0.5320,-1.223
0.5325,-0.002135
0.5330,0.9134
0.5335,0.6083
0.5340,-0.002135
0.5345,-0.002135
0.5350,-0.002135
0.5355,-0.3073
0.5360,-1.528
0.5365,-1.833
0.5370,-0.3073
0.5375,1.524
0.5380,2.439
0.5385,2.134
0.5390,1.219
0.5395,0.6083
0.5400,0.3031
0.5405,-0.002135
0.5410,-0.002135
0.5415,-0.002135
0.5420,-0.002135
0.5425,0.9134
0.5430,1.524
0.5435,0.9134
0.5440,0.3031
0.5445,-0.002135
0.5450,0.3031
0.5455,1.219
0.5460,1.219
0.5465,-0.002135
0.5470,-0.9177
0.5475,-0.6125
0.5480,0.3031
0.5485,1.219
0.5490,0.3031
0.5495,-0.6125
0.5500,-0.6125
0.5505,-0.002135
0.5510,0.3031
0.5515,-0.002135
0.5520,-0.002135
0.5525,-0.002135
0.5530,-0.3073
0.5535,-0.9177
0.5540,-0.9177
0.5545,-0.6125
0.5550,-0.002135
0.5555,0.9134
0.5560,1.219
0.5565,0.6083
0.5570,-0.002135
0.5575,-0.002135
0.5580,-0.002135
0.5585,-0.002135
0.5590,-0.6125
0.5595,-0.3073
