BioWare 3.0 Export
Device:	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	618.915344	618.915344	618.915344
Normalized length (m):	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	3.460047	0.350036	617.907234
0.001000	3.540400	0.195553	618.942635
0.002000	3.299720	0.117482	617.386757
0.003000	3.380452	0.194724	618.252373
0.004000	3.620374	0.194724	619.463623
0.005000	3.620374	0.195553	619.633018
0.006000	3.620374	0.117482	619.289825
0.007000	4.261302	0.971286	621.712852
0.008000	4.342034	1.049358	621.888786
0.009000	3.941028	0.661491	619.810814
0.010000	3.860675	0.505349	619.464615
0.011000	3.219746	-0.270384	616.865089
0.012000	3.540400	0.117482	618.252853
0.013000	3.460047	-0.037830	618.248863
0.014000	3.460047	0.117482	617.906174
0.015000	3.620374	0.272795	618.769836
0.016000	3.299720	-0.115902	616.866661
0.017000	3.860675	0.272795	619.807297
0.018000	3.781080	0.428107	618.944115
0.019000	4.582335	0.739562	622.057007
0.020000	3.941028	0.117482	620.324669
0.021000	4.501982	0.739562	622.575943
0.022000	4.422008	0.350866	620.843788
0.023000	4.101354	0.272795	619.631866
0.024000	4.021001	0.117482	619.459625
0.025000	3.700727	-0.037830	618.076843
0.026000	3.460426	-0.270384	616.865967
0.027000	4.422387	0.350866	621.015526
0.028000	4.742662	0.584250	622.229340
0.029000	4.181328	0.040241	620.149811
0.030000	3.299720	-0.736322	615.475952
0.031000	3.860675	-0.115902	618.073822
0.032000	4.342034	0.195553	619.979454
0.033000	3.941028	0.040241	618.072350
0.034000	3.941028	0.040241	618.764580
0.035000	4.502361	0.507009	621.016815
0.036000	4.582714	0.272795	620.496429
0.037000	3.460047	-0.736322	616.689560
0.038000	3.620374	-0.037830	616.864441
0.039000	4.422008	0.272795	620.153748
0.040000	4.021001	0.039411	617.559212
0.041000	3.781080	-0.037830	617.728012
0.042000	4.181328	0.117482	618.592659
0.043000	4.101354	0.040241	618.417885
0.044000	3.940649	-0.192313	617.727608
0.045000	4.020623	-0.037830	617.728012
0.046000	3.940649	0.039411	617.381409
0.047000	4.422008	0.350866	619.287048
0.048000	3.699969	-0.270384	616.000282
0.049000	3.620374	-0.192313	617.207619
0.050000	4.021001	0.039411	618.594116
0.051000	3.700727	-0.502938	617.378868
0.052000	3.860296	-0.115902	618.247620
0.053000	3.860675	0.039411	618.420822
0.054000	3.620374	-0.115902	615.998718
0.055000	3.780322	-0.037830	617.208115
0.056000	3.460047	-0.037830	616.866898
0.057000	4.342034	0.428107	619.632088
0.058000	4.422008	0.428107	620.497910
0.059000	4.422008	0.428107	619.977318
0.060000	4.261302	0.350036	619.458389
0.061000	3.460047	-0.425697	616.343460
0.062000	3.380073	-0.425697	615.996765
0.063000	3.540400	-0.115902	617.208115
0.064000	3.460426	-0.270384	617.032761
0.065000	3.941028	0.117482	619.801567
0.066000	4.021001	0.117482	619.803421
0.067000	4.100975	0.040241	621.012924
0.068000	2.978688	-0.814393	615.304817
0.069000	3.860675	0.039411	619.284988
0.070000	4.181328	0.272795	620.843544
0.071000	2.578439	-1.046947	614.265388
0.072000	4.021001	0.118312	620.666122
0.073000	4.101354	0.117482	620.842545
0.074000	4.181328	0.117482	621.360008
0.075000	4.100975	0.040241	621.012924
0.076000	4.021001	0.040241	619.977798
0.077000	3.460047	-0.425697	618.416908
0.078000	3.700727	-0.115902	618.938881
0.079000	4.502361	0.739562	623.092743
0.080000	4.422008	0.350036	622.227112
0.081000	4.101354	0.040241	620.669746
0.082000	4.422387	0.195553	621.879524
0.083000	3.860675	-0.193973	618.594139
0.084000	4.021001	0.194724	619.807846
0.085000	3.700727	-0.115902	618.422302
0.086000	3.219746	-0.581839	616.171143
0.087000	4.262060	0.350036	620.844025
0.088000	3.460047	-0.736322	616.859856
0.089000	3.781080	-0.348455	618.592186
0.090000	3.620374	-0.425697	617.552773
0.091000	3.700727	-0.115902	618.420845
0.092000	3.700727	-0.115902	617.728523
0.093000	3.620374	-0.270384	618.075218
0.094000	3.380073	-0.504598	616.862892
0.095000	3.781080	0.039411	618.937912
0.096000	4.021381	-0.038660	619.456337
0.097000	3.620374	-0.425697	617.379372
0.098000	4.101354	-0.037830	618.419373
0.099000	3.540400	-0.425697	616.343384
0.100000	3.781080	-0.115902	617.729019
0.101000	3.620374	-0.270384	617.035332
0.102000	3.460426	-0.581839	616.169594
0.103000	3.781080	-0.193973	617.898903
0.104000	3.941028	-0.115902	617.898903
0.105000	3.701106	-0.659080	616.859367
0.106000	3.620374	-0.737152	615.822502
0.107000	3.300099	-1.047777	614.263863
0.108000	3.620753	-0.737152	616.341431
0.109000	2.258164	-1.979652	610.108452
0.110000	2.899851	-1.669027	613.569580
0.111000	3.861433	-0.504598	618.070732
0.112000	4.502361	-0.037830	619.799057
0.113000	4.342034	-0.115902	618.418320
0.114000	3.941028	-0.659080	616.687057
0.115000	4.342413	-0.270384	617.725021
0.116000	4.021381	-0.193973	617.032791
0.117000	4.583093	0.271965	619.975784
0.118000	3.620753	-0.814393	615.819374
0.119000	4.262060	-0.348455	618.586243
0.120000	4.743041	0.040241	620.145561
0.121000	3.860675	-0.969706	615.646080
0.122000	4.262060	-0.581839	617.206085
0.123000	4.342034	-0.115902	617.725021
0.124000	3.941028	-0.425697	616.686096
0.125000	4.021381	-0.425697	617.031219
0.126000	4.101354	-0.425697	617.378311
0.127000	4.101354	-0.502938	617.205017
0.128000	4.742662	0.271965	619.456284
0.129000	4.021381	-0.348455	616.513573
0.130000	4.502361	0.194724	618.593117
0.131000	4.342413	-0.037830	617.553101
0.132000	3.700727	-0.504598	615.302811
0.133000	3.701106	-0.814393	615.128532
0.134000	4.262060	-0.348455	617.031723
0.135000	3.781080	-0.659080	615.648911
0.136000	4.261302	-0.348455	616.166985
0.137000	4.662688	0.271965	618.074181
0.138000	4.342034	-0.115902	617.207962
0.139000	4.502361	0.039411	617.382362
0.140000	4.342413	-0.115902	616.513786
0.141000	4.662688	0.039411	618.589096
0.142000	4.101354	-0.659080	616.511826
0.143000	4.422008	-0.115902	617.551628
0.144000	4.021001	-0.425697	615.130013
0.145000	3.540400	-0.892464	614.090492
0.146000	3.941028	-0.737152	614.782837
0.147000	3.941028	-0.581839	614.784866
0.148000	3.380073	-1.513714	612.531158
0.149000	4.662688	0.039411	618.242493
0.150000	5.063316	0.350036	620.664215
0.151000	3.299720	-1.591786	612.531158
0.152000	3.781080	-0.969706	615.127556
0.153000	4.101354	-0.659910	616.513092
0.154000	3.701106	-0.892464	615.301353
0.155000	3.781459	-0.737152	615.471634
0.156000	4.502361	-0.348455	618.067139
0.157000	4.823015	-0.115902	619.453262
0.158000	4.903368	0.039411	620.318985
0.159000	4.743041	0.116652	619.109108
0.160000	5.063316	0.271965	620.667557
0.161000	4.342034	-0.581839	617.205521
0.162000	4.182086	-0.737152	617.033684
0.163000	4.422387	-0.504598	618.242493
0.164000	4.662688	-0.581839	619.451805
0.165000	4.342413	-0.659080	618.932877
0.166000	4.502361	-0.659080	618.416290
0.167000	4.662688	-0.348455	618.935318
0.168000	4.582335	-0.348455	619.109108
0.169000	4.502740	-0.193973	618.417374
0.170000	4.262060	-0.737152	617.553108
0.171000	4.021381	-1.047777	616.166893
0.172000	4.502361	-0.814393	618.241539
0.173000	4.262060	-0.970536	617.033012
0.174000	4.261302	-0.892464	616.685425
0.175000	4.181328	-0.737152	616.515755
0.176000	4.502361	-0.659080	618.070183
0.177000	4.582714	-0.115902	618.421791
0.178000	4.662688	-0.348455	619.110107
0.179000	5.303995	0.039411	620.841454
0.180000	4.582335	-0.581839	618.762520
0.181000	4.422008	-0.737152	617.896782
0.182000	3.941028	-0.892464	616.166985
0.183000	4.101354	-0.892464	616.340782
0.184000	4.101354	-0.892464	616.514091
0.185000	3.700727	-1.125018	615.303238
0.186000	4.582335	-0.659080	618.760956
0.187000	3.941028	-0.970536	616.340782
0.188000	4.903368	-0.115902	620.493172
0.189000	4.902610	-0.115902	619.456314
0.190000	4.181328	-0.814393	616.688362
0.191000	3.059041	-1.824340	612.186325
0.192000	3.781080	-1.125018	615.301857
0.193000	3.941028	-1.046947	615.993584
0.194000	4.342034	-0.891634	617.549698
0.195000	4.342034	-0.969706	617.721031
0.196000	4.662309	-0.659080	619.972198
0.197000	3.460047	-1.746268	614.088562
0.198000	5.143290	0.117482	622.223465
0.199000	4.982963	-0.115902	620.322342
0.200000	3.219746	-1.901581	613.741371
0.201000	4.982963	-0.037830	621.014160
0.202000	4.502361	-0.969706	618.587555
0.203000	4.662688	-0.736322	619.627579
0.204000	4.662309	-0.814393	618.935234
0.205000	4.261302	-0.814393	618.416702
0.206000	4.582335	-0.737152	619.454659
0.207000	4.181328	-0.891634	618.416702
0.208000	3.781080	-1.433983	617.201332
0.209000	4.662688	-0.502938	619.799797
0.210000	5.303237	-0.192313	622.911789
0.211000	5.544296	0.195553	623.608612
0.212000	4.662309	-0.425697	620.146988
0.213000	4.662309	-0.347625	619.628952
0.214000	4.582335	-0.425697	620.148956
0.215000	4.100975	-0.969706	617.899048
0.216000	4.422008	-0.813563	618.936127
0.217000	4.582335	-0.425697	620.321266
0.218000	4.822257	-0.424867	621.184837
0.219000	3.779943	-1.434813	615.647888
0.220000	4.100596	-0.891634	617.723694
0.221000	4.741904	-0.037830	620.494576
0.222000	4.180949	-0.814393	618.070885
0.223000	3.940649	-0.891634	617.551964
0.224000	4.501982	-0.657421	619.626488
0.225000	4.421250	-0.502938	619.630318
0.226000	4.822257	-0.424867	621.182884
0.227000	4.260923	-0.736322	618.417984
0.228000	4.341276	-0.502938	619.110420
0.229000	4.261302	-0.736322	618.937111
0.230000	3.218988	-1.668197	614.435852
0.231000	4.341276	-0.736322	619.281754
0.232000	4.180949	-0.891634	618.587868
0.233000	4.741904	-0.502938	620.664940
0.234000	4.180570	-1.046947	618.242630
0.235000	4.020243	-0.891634	617.897484
0.236000	4.020243	-0.968876	617.897484
0.237000	4.821878	-0.192313	620.148758
0.238000	3.940649	-0.968876	618.241158
0.239000	3.699969	-1.668197	616.510391
0.240000	4.581956	-0.890804	620.662895
0.241000	4.341276	-1.201430	619.276558
0.242000	4.340897	-0.968876	618.588257
0.243000	4.340897	-0.891634	619.627380
0.244000	4.180949	-0.891634	618.586777
0.245000	4.341276	-0.968876	618.588257
0.246000	4.581956	-0.657421	620.489975
0.247000	3.860296	-1.745438	617.199196
0.248000	4.741904	-0.890804	620.662285
0.249000	4.020623	-1.433983	618.065720
0.250000	4.100596	-1.201430	618.239510
0.251000	5.303237	-0.114242	622.742699
0.252000	4.581198	-0.657421	620.143173
0.253000	4.261302	-0.968876	618.587189
0.254000	4.902231	-0.657421	620.835121
0.255000	5.062557	-0.424867	621.874924
0.256000	4.982584	-0.502108	621.528336
0.257000	5.542780	0.040241	623.086777
0.258000	4.902231	-0.580179	619.971252
0.259000	3.860296	-1.668197	615.816727
0.260000	4.902231	-0.424867	619.629539
0.261000	4.662309	-0.659080	619.626122
0.262000	4.902231	-0.736322	619.970772
0.263000	4.822257	-0.580179	619.624077
0.264000	4.982205	-0.502108	619.970772
0.265000	4.902231	-0.580179	619.278946
0.266000	4.581198	-0.891634	617.722061
0.267000	5.703865	0.195553	622.569336
0.268000	4.180949	-1.201430	616.164490
0.269000	4.421250	-1.046947	617.717361
0.270000	4.902231	-0.813563	618.584557
0.271000	5.543917	-0.346796	621.180061
0.272000	4.902231	-0.813563	618.758942
0.273000	4.822257	-0.813563	617.720985
0.274000	4.982584	-0.736322	618.415268
0.275000	4.741904	-0.891634	617.375847
0.276000	4.501982	-0.891634	617.027084
0.277000	4.741904	-0.968876	617.547195
0.278000	5.784218	-0.114242	621.528145
0.279000	4.982205	-0.891634	618.064659
0.280000	4.340897	-1.279501	615.642456
0.281000	5.062937	-0.580179	618.757484
0.282000	4.581198	-1.123358	616.336327
0.283000	4.741904	-0.968876	616.853790
0.284000	4.982584	-0.734662	618.409790
0.285000	5.303237	-0.657421	620.313377
0.286000	5.142910	-0.890804	618.928230
0.287000	6.024139	0.118312	621.874275
0.288000	4.822257	-1.123358	617.371162
0.289000	4.741904	-1.201430	616.680298
0.290000	4.821878	-1.201430	617.197372
0.291000	4.501982	-1.201430	617.197372
0.292000	4.982584	-0.891634	618.753464
0.293000	5.543917	-0.502108	621.005203
0.294000	5.142531	-0.657421	619.792892
0.295000	5.703865	-0.424867	620.487175
0.296000	4.982584	-0.657421	618.929214
0.297000	6.024518	0.195553	623.430367
0.298000	5.303237	-0.347625	620.143997
0.299000	4.662309	-1.123358	617.887741
0.300000	5.383211	-0.347625	620.659012
0.301000	5.784218	-0.269554	622.044449
0.302000	5.142531	-0.580179	619.274841
0.303000	5.062557	-0.736322	618.584869
0.304000	4.821878	-0.890804	617.548866
0.305000	4.821878	-0.968876	617.891083
0.306000	4.581956	-0.890804	616.335670
0.307000	4.581956	-1.278671	616.850677
0.308000	4.982205	-0.813563	618.411072
0.309000	5.703865	-0.346796	621.179901
0.310000	4.500845	-1.278671	616.161880
0.311000	4.902231	-0.891634	617.544548
0.312000	4.821878	-0.890804	617.201782
0.313000	4.821878	-0.813563	617.545456
