BioWare Version 5.2.1.3 Export
Device:	Kistler Grande2 9287CA	Kistler Grande2 9287CA	Kistler Grande2 9287CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	831.580383	831.580383	831.580383
Normalized length (m):	1.000000	1.000000	1.000000
File Information
Date	Oct 21, 2013  13:34:45
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	24.225973	2.439295	806.574524
0.001000	24.186174	2.439295	807.045090
0.002000	24.305570	2.519331	808.472099
0.003000	24.066193	2.240124	806.726303
0.004000	24.066193	2.160320	807.675293
0.005000	24.305570	2.200336	808.465149
0.006000	23.945919	2.000937	807.671906
0.007000	23.866028	1.841324	807.036270
0.008000	23.905827	1.841324	809.568649
0.009000	23.905827	1.921131	808.143806
0.010000	23.945626	1.921131	809.407478
0.011000	23.825937	1.761288	809.882843
0.012000	23.786138	1.801537	810.198273
0.013000	23.745754	1.841324	810.511635
0.014000	23.626065	1.681482	810.827553
0.015000	23.585974	1.681711	810.191925
0.016000	23.506376	1.601677	811.141083
0.017000	23.626065	1.761288	812.248604
0.018000	23.665864	1.841324	813.041122
0.019000	23.466285	1.681482	812.721397
0.020000	23.226615	1.521872	812.561951
0.021000	23.146432	1.402277	811.925514
0.022000	23.106633	1.521872	814.141571
0.023000	23.146432	1.561659	813.506866
0.024000	22.707184	1.162628	812.552681
0.025000	22.746690	1.202646	813.502831
0.026000	22.586910	1.162628	812.549965
0.027000	22.546819	1.082823	813.024498
0.028000	22.507020	1.043036	813.654610
0.029000	22.506727	1.242434	814.604088
0.030000	22.346654	1.082823	814.286446
0.031000	22.346654	1.122612	815.393806
0.032000	22.026801	0.883423	813.173988
0.033000	21.946911	0.962999	814.914261
0.034000	21.906819	0.763369	814.595863
0.035000	21.746746	0.882963	814.911446
0.036000	21.586674	0.723351	814.116951
0.037000	21.826637	0.922750	817.443459
0.038000	21.506783	0.842945	815.223244
0.039000	21.147131	0.723351	816.647240
0.040000	21.426308	0.962540	817.756081
0.041000	21.146839	0.842945	817.118385
0.042000	20.826987	0.643316	816.639984
0.043000	20.747097	0.563280	817.272659
0.044000	20.627116	0.642857	816.003868
0.045000	20.467335	0.682644	818.852249
0.046000	20.587024	0.962080	819.007912
0.047000	19.987409	0.602608	817.738724
0.048000	19.867720	0.682415	818.210556
0.049000	19.667849	0.562590	817.893295
0.050000	19.587959	0.642166	818.206436
0.051000	19.628050	0.761992	820.896004
0.052000	19.427886	0.841337	820.736656
0.053000	18.908455	0.641939	818.833725
0.054000	18.908455	0.721516	820.889168
0.055000	18.708876	0.721285	819.460205
0.056000	18.548803	0.761074	821.041008
0.057000	18.468913	0.920456	822.466171
0.058000	18.349224	0.920456	822.462883
0.059000	18.269041	1.119625	822.617722
0.060000	17.989281	0.960014	823.723373
0.061000	17.829501	1.119398	823.246284
0.062000	17.589538	0.959555	824.193214
0.063000	17.469557	1.119167	824.822998
0.064000	17.270270	1.078690	824.977745
0.065000	17.109905	1.278320	825.925468
0.066000	16.830728	0.959095	825.447052
0.067000	16.670362	1.198284	825.759941
0.068000	16.710747	1.238071	828.608147
0.069000	16.270621	1.158266	826.706123
0.070000	16.031243	1.158035	827.335739
0.071000	15.951060	1.197824	827.805748
0.072000	15.871463	1.277170	829.070564
0.073000	15.671299	1.476801	829.702621
0.074000	15.591701	1.436783	831.914970
0.075000	15.271848	1.396536	829.852791
0.076000	14.952289	1.316502	830.325516
0.077000	14.792801	1.316502	831.588516
0.078000	14.752418	1.435865	830.951172
0.079000	14.552546	1.435865	832.533737
0.080000	14.552546	1.595249	834.431290
0.081000	14.313168	1.635036	834.587769
0.082000	14.152802	1.674826	834.424057
0.083000	13.793445	1.514982	835.371155
0.084000	13.633665	1.514753	834.101624
0.085000	13.593574	1.514753	835.840622
0.086000	13.433793	1.594330	836.313965
0.087000	13.433793	1.673906	836.628647
0.088000	13.233922	1.713694	836.940277
0.089000	13.233922	1.753483	839.314941
0.090000	12.993666	1.753483	837.252419
0.091000	13.073848	1.992901	840.577789
0.092000	12.993666	2.112267	840.573090
0.093000	12.873684	2.112267	840.729568
0.094000	12.713904	2.032230	841.202026
0.095000	12.753703	2.271648	841.991913
0.096000	12.673812	2.232088	842.305763
0.097000	12.394051	2.072018	842.619537
0.098000	12.234270	2.152054	841.192482
0.099000	12.034400	2.152054	841.980209
0.100000	11.994309	2.231630	842.927307
0.101000	11.914126	2.271420	842.292336
0.102000	11.834529	2.231171	843.714638
0.103000	11.514676	2.151594	843.395416
0.104000	11.514676	2.231171	844.500427
0.105000	11.114932	2.111576	842.440186
0.106000	11.434493	2.431030	846.557076
0.107000	11.074841	2.231171	844.017128
0.108000	10.715189	2.111576	844.649879
0.109000	10.835170	2.191383	845.279991
0.110000	10.395630	2.071558	844.485832
0.111000	10.235557	1.912178	844.008507
0.112000	10.115868	1.991982	846.380516
0.113000	9.995594	1.951965	844.794601
0.114000	9.796015	1.912178	845.584305
0.115000	9.595850	1.912178	845.264603
0.116000	9.356180	1.712317	845.104675
0.117000	9.395979	1.872160	846.685989
0.118000	9.116512	1.752335	845.732712
0.119000	8.956439	1.792583	844.462708
0.120000	8.676970	1.553164	845.886284
0.121000	8.796366	1.712547	845.090820
0.122000	8.596787	1.632740	845.882828
0.123000	8.236842	1.393551	844.769630
0.124000	8.116860	1.433340	844.609032
0.125000	8.116860	1.513376	846.192497
0.126000	7.877191	1.393782	846.029274
0.127000	7.916697	1.393782	845.553085
0.128000	7.517247	1.273958	844.600395
0.129000	7.437357	1.154594	845.548149
0.130000	7.477156	1.274187	845.548149
0.131000	7.317083	1.234629	847.128395
0.132000	6.997522	1.114805	844.907005
0.133000	6.797651	1.035000	844.904945
0.134000	6.757560	0.995211	844.269424
0.135000	6.517889	0.875387	845.378349
0.136000	6.357816	0.875387	843.948471
0.137000	6.277926	0.955423	846.164902
0.138000	6.237836	1.035000	846.482063
0.139000	5.997872	1.035000	845.685410
0.140000	5.678311	0.795580	844.733055
0.141000	5.438643	0.755562	844.888290
0.142000	5.438350	0.875387	844.886978
0.143000	5.158880	0.675985	844.885834
0.144000	4.919211	0.716003	843.772789
0.145000	4.799230	0.675985	844.089043
0.146000	4.639449	0.636198	844.244652
0.147000	4.439577	0.675985	844.086975
0.148000	4.199615	0.556391	843.607780
0.149000	4.000036	0.516375	843.922211
0.150000	3.920146	0.635967	844.397667
0.151000	3.600293	0.516375	843.126091
0.152000	3.480605	0.396551	844.233604
0.153000	3.080862	0.276726	841.696609
0.154000	3.201136	0.316744	843.439133
0.155000	3.000972	0.316744	843.754128
0.156000	2.960588	0.356533	844.701881
0.157000	2.641027	0.117344	842.641991
0.158000	2.441449	-0.002251	843.115303
0.159000	2.241870	-0.002251	842.321472
0.160000	2.081797	-0.121843	843.270622
0.161000	1.962109	-0.082056	842.637054
0.162000	2.041705	0.037767	843.744591
0.163000	1.642256	-0.081827	842.950928
0.164000	1.442384	-0.321243	842.316536
0.165000	1.282312	-0.401051	841.047020
0.166000	0.963044	-0.480856	841.679008
0.167000	0.922953	-0.560663	840.252533
0.168000	0.803264	-0.520874	840.885193
0.169000	0.723081	-0.480627	840.726906
0.170000	0.403522	-0.680027	839.298836
0.171000	0.243448	-0.680027	839.138344
0.172000	0.323631	-0.480627	841.357582
0.173000	-0.115910	-0.799850	838.186470
0.174000	-0.355580	-0.839638	837.867912
0.175000	-0.235891	-0.759834	840.084030
0.176000	-0.475562	-0.799622	838.183014
0.177000	-0.515361	-0.799622	838.814034
0.178000	-0.714939	-0.879427	837.862976
0.179000	-0.834920	-0.958775	837.545906
0.180000	-0.795121	-0.799622	839.129433
0.181000	-0.914810	-0.879198	839.284332
0.182000	-1.274463	-0.998791	836.592308
0.183000	-1.474040	-1.158403	837.382347
0.184000	-1.513839	-1.158634	836.270355
0.185000	-1.474333	-0.998791	837.696022
0.186000	-1.673619	-1.198421	837.379288
0.187000	-1.993472	-1.278229	836.426498
0.188000	-2.073362	-1.318016	835.950645
0.189000	-2.312739	-1.517418	836.266823
0.190000	-2.552702	-1.517418	834.364029
0.191000	-2.672098	-1.637239	835.311813
0.192000	-2.751988	-1.596994	835.470444
0.193000	-2.912061	-1.557205	835.628067
0.194000	-3.151731	-1.677029	834.040962
0.195000	-3.271420	-1.756834	835.466072
0.196000	-3.710961	-2.036041	832.613495
0.197000	-3.790558	-1.876659	833.562630
0.198000	-3.990723	-1.996254	834.351646
0.199000	-4.349789	-2.115849	831.499535
0.200000	-4.509861	-2.195883	832.606239
0.201000	-4.549660	-2.115849	833.238594
0.202000	-4.590044	-2.076059	834.505417
0.203000	-4.749825	-2.195883	833.550568
0.204000	-5.029292	-2.235901	833.550240
0.205000	-5.229164	-2.275919	832.125366
0.206000	-5.268963	-2.195883	834.498322
0.207000	-5.149274	-2.036041	834.498322
0.208000	-5.389237	-2.195883	834.654305
0.209000	-5.548725	-2.275688	834.338058
0.210000	-5.748302	-2.315706	834.336334
0.211000	-5.828485	-2.315706	833.224533
0.212000	-5.788394	-2.315706	835.441803
0.213000	-5.908669	-2.315706	833.856369
0.214000	-6.028650	-2.395514	834.805267
0.215000	-5.908961	-2.275688	834.961838
0.216000	-5.988852	-2.395283	835.119453
0.217000	-6.068742	-2.395283	834.169250
0.218000	-6.108832	-2.554667	835.909302
0.219000	-6.348796	-2.594685	833.373848
0.220000	-6.229108	-2.594685	835.115967
0.221000	-6.189309	-2.594685	835.747574
0.222000	-6.029235	-2.474859	835.748131
0.223000	-6.149510	-2.554895	836.222679
0.224000	-6.269490	-2.754295	835.745842
0.225000	-6.109713	-2.674261	836.538597
0.226000	-6.189894	-2.674261	836.061501
0.227000	-6.070206	-2.634472	838.120239
0.228000	-6.229986	-2.834101	835.740982
0.229000	-6.350260	-2.953695	837.483376
0.230000	-5.950809	-2.634243	838.592972
0.231000	-5.990900	-2.634243	838.274986
0.232000	-5.871212	-2.674030	838.751175
0.233000	-5.991194	-2.913448	838.116455
0.234000	-5.991486	-2.913448	837.322533
0.235000	-5.791907	-2.913448	838.907646
0.236000	-5.712310	-2.793625	838.590324
0.237000	-5.592622	-2.753607	839.857300
0.238000	-5.512733	-2.713589	840.171646
0.239000	-5.433136	-2.713589	839.856544
0.240000	-5.353539	-2.793165	839.381119
0.241000	-5.433428	-2.952778	839.855568
0.242000	-5.433720	-3.072144	837.161362
0.243000	-5.353830	-2.992567	838.427750
0.244000	-5.314032	-3.072144	839.062805
0.245000	-5.114453	-3.071913	838.744484
0.246000	-4.995057	-3.032125	839.380203
0.247000	-4.914874	-3.071913	839.377563
0.248000	-4.875075	-3.111702	839.063797
0.249000	-5.035441	-3.390907	837.794609
0.250000	-4.875661	-3.231297	839.538734
0.251000	-4.595901	-3.071453	839.539398
0.252000	-4.715881	-3.430695	839.380043
0.253000	-4.635992	-3.350431	838.428993
0.254000	-4.516303	-3.390450	839.064125
0.255000	-4.596485	-3.470026	838.269386
0.256000	-4.356815	-3.390219	839.378227
0.257000	-4.476797	-3.470026	837.635826
0.258000	-4.556395	-3.509813	839.062309
0.259000	-4.436998	-3.589390	837.322121
0.260000	-4.317018	-3.549372	838.748871
0.261000	-4.476797	-3.629179	837.481567
0.262000	-4.317018	-3.549372	837.324516
0.263000	-4.397201	-3.589161	836.213951
0.264000	-4.436998	-3.748543	837.482719
0.265000	-4.477089	-3.668966	835.106422
0.266000	-4.477089	-3.828577	835.580544
0.267000	-4.397201	-3.668737	835.899429
0.268000	-4.676668	-3.828119	834.315964
0.269000	-4.516888	-3.908154	833.840858
0.270000	-4.676668	-3.748543	834.950676
0.271000	-4.436998	-3.668507	834.317360
0.272000	-4.756559	-3.788101	832.414581
0.273000	-4.796358	-3.828119	833.842911
0.274000	-4.596485	-3.588930	832.574020
0.275000	-4.716467	-3.708065	832.892586
0.276000	-4.596485	-3.588701	833.052025
0.277000	-4.836449	-3.668507	831.467918
0.278000	-4.756559	-3.548683	832.576996
0.279000	-4.636284	-3.428860	834.004082
0.280000	-4.516888	-3.349054	832.579567
0.281000	-4.636284	-3.388842	833.210556
0.282000	-4.796358	-3.309036	832.261597
0.283000	-4.756266	-3.309036	831.945351
0.284000	-4.596485	-3.149652	833.054085
0.285000	-4.596485	-3.269018	832.738686
0.286000	-4.756266	-3.149652	830.835106
0.287000	-4.635992	-3.309036	832.421951
0.288000	-4.676083	-3.269247	830.517952
0.289000	-4.715881	-3.309036	831.468582
0.290000	-4.596193	-3.269018	831.786659
0.291000	-4.595901	-3.269247	831.310707
0.292000	-4.676083	-3.349054	830.359749
0.293000	-4.635992	-3.309036	831.629601
0.294000	-4.635992	-3.269018	830.835442
0.295000	-4.595901	-3.428631	830.676331
0.296000	-4.556102	-3.388842	832.103394
0.297000	-4.635992	-3.428631	830.836586
0.298000	-4.516010	-3.468418	832.260590
0.299000	-4.475919	-3.428631	831.628784
0.300000	-4.276340	-3.388613	832.893990
0.301000	-4.316724	-3.308805	832.736115
0.302000	-4.236541	-3.388613	833.846680
0.303000	-4.076761	-3.229000	834.004723
0.304000	-4.116560	-3.308805	834.637047
0.305000	-4.236541	-3.348595	832.893829
0.306000	-4.316724	-3.468418	833.210899
0.307000	-4.116853	-3.268559	834.320313
0.308000	-4.116560	-3.388382	834.162926
0.309000	-4.156651	-3.388382	832.577911
