BioWare Version 5.2.1.3 Export
Device:	Kistler Grande2 9287CA	Kistler Grande2 9287CA	Kistler Grande2 9287CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	831.580383	831.580383	831.580383
Normalized length (m):	1.000000	1.000000	1.000000
File Information
Date	Oct 21, 2013  13:25:28
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	-0.636168	-2.749659	838.758713
0.001000	-0.396205	-2.550031	842.088440
0.002000	-0.556278	-2.470224	840.819504
0.003000	-0.515893	-2.430206	842.088440
0.004000	-0.675966	-2.549800	841.451828
0.005000	-0.955435	-2.589818	839.867950
0.006000	-0.995234	-2.829005	840.657669
0.007000	-0.995234	-2.709641	840.658920
0.008000	-0.915051	-2.509782	842.402069
0.009000	-0.955143	-2.509782	841.766434
0.010000	-0.994942	-2.549800	842.875366
0.011000	-1.155013	-2.589588	840.814896
0.012000	-1.274995	-2.669394	840.813751
0.013000	-1.314501	-2.748971	841.289429
0.014000	-1.194812	-2.708953	841.923172
0.015000	-1.354300	-2.748971	841.130569
0.016000	-1.394098	-2.748971	841.763397
0.017000	-1.194226	-2.589358	841.764465
0.018000	-1.194226	-2.629376	843.032425
0.019000	-1.473989	-2.948370	840.812256
0.020000	-1.473989	-2.908582	840.969879
0.021000	-1.393806	-2.828547	841.763000
0.022000	-1.433604	-2.828318	841.604050
0.023000	-1.513787	-3.028176	839.702606
0.024000	-1.473696	-3.107753	841.443771
0.025000	-1.273824	-2.828318	841.919571
0.026000	-1.513201	-3.107523	840.177872
0.027000	-1.353421	-3.067735	841.286163
0.028000	-1.513201	-3.227118	839.860474
0.029000	-1.233440	-2.947682	841.601929
0.030000	-1.193642	-2.947682	841.917847
0.031000	-1.193349	-2.947682	841.918747
0.032000	-1.233148	-3.147311	839.542923
0.033000	-1.233148	-3.226888	840.335190
0.034000	-1.153257	-3.107065	840.018768
0.035000	-1.033276	-2.987241	840.652359
0.036000	-1.113459	-3.027259	840.020020
0.037000	-0.953093	-3.027259	840.811462
0.038000	-1.073074	-3.146853	838.434265
0.039000	-1.112873	-3.266218	839.543167
0.040000	-0.953093	-3.146624	839.067810
0.041000	-0.793020	-2.987011	840.019775
0.042000	-0.832819	-2.987011	839.385895
0.043000	-0.912709	-3.146624	838.910522
0.044000	-0.752636	-3.066587	838.752319
0.045000	-0.872910	-3.146624	839.227844
0.046000	-0.752636	-3.146164	837.802277
0.047000	-0.712252	-3.146164	837.961304
0.048000	-0.512672	-2.946533	838.753479
0.049000	-0.592563	-3.106146	837.961304
0.050000	-0.472289	-3.026110	836.852554
0.051000	-0.432198	-2.906517	838.753815
0.052000	-0.192527	-2.786693	838.913849
0.053000	-0.352015	-2.906517	836.061768
0.054000	-0.072252	-2.946075	837.961975
0.055000	-0.032162	-2.946075	836.536469
0.056000	0.048021	-2.906057	837.014557
0.057000	0.168003	-2.706656	838.280869
0.058000	0.008515	-2.946075	836.220993
0.059000	0.008515	-2.985864	834.479065
0.060000	0.288570	-2.866039	836.857193
0.061000	0.448349	-2.666409	835.590057
0.062000	0.608422	-2.586604	836.540787
0.063000	0.688605	-2.586604	836.542511
0.064000	0.608715	-2.705969	835.431198
0.065000	0.688605	-2.626392	834.323181
0.066000	0.649100	-2.785773	834.164322
0.067000	0.728990	-2.705969	833.057709
0.068000	0.929153	-2.586374	833.216232
0.069000	1.089227	-2.426302	834.325592
0.070000	1.169410	-2.506338	833.533875
0.071000	1.009336	-2.625933	830.841431
0.072000	1.409080	-2.306479	833.694244
0.073000	1.369574	-2.386284	830.998810
0.074000	1.529354	-2.346268	832.110367
0.075000	1.569446	-2.226443	832.111038
0.076000	1.729518	-2.026813	831.318527
0.077000	1.689719	-2.266232	830.844070
0.078000	1.889591	-2.066601	831.478546
0.079000	1.849792	-2.066371	830.685532
0.080000	1.729811	-2.106389	828.626465
0.081000	2.049957	-2.026355	830.688187
0.082000	2.169937	-1.946548	829.263000
0.083000	2.210029	-1.866742	830.529648
0.084000	2.250414	-1.826954	829.261520
0.085000	2.290212	-1.866742	828.470673
0.086000	2.090633	-1.946548	826.569305
0.087000	2.330597	-1.786476	828.312622
0.088000	2.410780	-1.666882	827.045151
0.089000	2.530760	-1.626865	827.836441
0.090000	2.610650	-1.547059	827.995560
0.091000	2.490962	-1.587077	826.255386
0.092000	2.450871	-1.626636	824.511749
0.093000	2.571438	-1.586847	826.252487
0.094000	2.611237	-1.546829	824.670044
0.095000	2.651621	-1.466793	825.145798
0.096000	2.691420	-1.466793	824.986526
0.097000	2.731804	-1.307410	824.354950
0.098000	2.851491	-1.187588	824.670288
0.099000	2.851785	-1.187358	824.828827
0.100000	2.692005	-1.306952	822.928391
0.101000	2.811986	-1.227376	823.245544
0.102000	2.892169	-1.187358	824.195999
0.103000	2.852370	-1.147570	822.610413
0.104000	2.932261	-1.147340	823.086685
0.105000	2.972352	-1.147340	822.769531
0.106000	2.772773	-1.266934	821.660019
0.107000	2.732974	-1.226916	820.233917
0.108000	2.813157	-1.266934	822.135071
0.109000	2.773358	-1.067304	819.759247
0.110000	3.052828	-0.947709	821.819153
0.111000	3.052828	-0.907691	821.818329
0.112000	2.893340	-0.947479	820.233368
0.113000	2.893340	-0.987497	819.757172
0.114000	2.973815	-0.907691	820.867035
0.115000	3.053705	-0.787867	820.235184
0.116000	3.053998	-0.748078	821.185013
0.117000	3.053998	-0.668044	820.867950
0.118000	3.173980	-0.508661	821.342728
0.119000	3.054291	-0.588468	819.440704
0.120000	3.134768	-0.548450	821.024750
0.121000	3.054585	-0.508661	819.283981
0.122000	3.174859	-0.468643	819.918121
0.123000	3.135060	-0.508661	820.232681
0.124000	3.174859	-0.388837	820.075012
0.125000	3.175151	-0.348819	820.232086
0.126000	3.295133	-0.269014	821.183304
0.127000	3.215242	-0.309031	820.391205
0.128000	3.135645	-0.269014	820.232681
0.129000	3.095846	-0.308802	820.864517
0.130000	3.215828	-0.069384	820.548111
0.131000	3.375608	-0.069384	821.816040
0.132000	3.135938	-0.269014	820.389572
0.133000	3.096139	-0.229226	820.862778
0.134000	3.056047	-0.229226	819.751297
0.135000	3.296303	0.050210	822.288849
0.136000	3.336102	0.169805	821.811768
0.137000	3.176615	-0.069384	821.018829
0.138000	3.256212	0.089998	821.494690
0.139000	3.136816	-0.069384	820.541428
0.140000	3.056633	0.050210	819.748489
0.141000	3.216999	0.130016	822.285965
0.142000	3.176907	0.090228	820.860306
0.143000	3.097311	0.090228	821.808868
0.144000	3.257090	0.210052	821.968079
0.145000	3.097603	0.130016	821.492462
0.146000	2.977914	-0.029366	820.222397
0.147000	3.097603	0.090228	821.649857
0.148000	3.217585	0.209823	821.649628
0.149000	3.097896	0.209823	820.855377
0.150000	3.178079	0.289628	822.599426
0.151000	3.018299	0.170034	820.537827
0.152000	3.098189	0.249840	821.805267
0.153000	3.178079	0.409682	821.804459
0.154000	3.258262	0.369894	822.122437
0.155000	3.218463	0.289628	821.011459
0.156000	3.378243	0.449471	823.230118
0.157000	3.298646	0.529048	821.646255
0.158000	3.298646	0.449471	821.961838
0.159000	3.298353	0.449471	821.168839
0.160000	3.378536	0.489489	822.279007
0.161000	3.378829	0.489489	821.009491
0.162000	3.378829	0.569065	822.436050
0.163000	3.538609	0.688889	821.325409
0.164000	3.498810	0.609083	822.118057
0.165000	3.498810	0.609083	821.801651
0.166000	3.499103	0.648870	821.801651
0.167000	3.378829	0.729136	821.323761
0.168000	3.698682	0.808713	823.543900
0.169000	3.459012	0.729136	821.006683
0.170000	3.499103	0.649560	822.115433
0.171000	3.538901	0.769155	822.431519
0.172000	3.339030	0.729136	820.847229
0.173000	3.339030	0.649101	820.847229
0.174000	3.259140	0.569525	820.845993
0.175000	3.539194	0.888749	822.429382
0.176000	3.459012	0.769155	821.638199
0.177000	3.459304	0.768924	822.111389
0.178000	3.499103	0.888749	821.319305
0.179000	3.379414	0.848960	821.951721
0.180000	3.499103	0.968554	821.635803
0.181000	3.219635	0.808942	820.685165
0.182000	3.299231	0.968554	821.317825
0.183000	3.459304	1.048361	822.109116
0.184000	3.299818	1.048361	820.840393
0.185000	3.379414	1.008572	821.950577
0.186000	3.299818	1.088148	820.999039
0.187000	3.379414	1.207743	821.949768
0.188000	3.299231	1.287778	821.314636
0.189000	3.139452	1.207743	821.947784
0.190000	3.059855	1.327567	819.728851
0.191000	3.019763	1.247532	820.519241
0.192000	2.979671	1.327567	819.727386
0.193000	2.859690	1.407372	819.884918
0.194000	3.059562	1.526967	822.102386
0.195000	2.979671	1.566984	821.309769
0.196000	2.739416	1.367354	819.724899
0.197000	2.579928	1.447162	819.723663
0.198000	2.699617	1.486949	820.832581
0.199000	2.659525	1.606544	820.039581
0.200000	2.659525	1.646333	820.989975
0.201000	2.579928	1.606544	820.355179
0.202000	2.419855	1.606315	819.879913
0.203000	2.339966	1.646333	819.561584
0.204000	2.379764	1.606315	820.511566
0.205000	2.379471	1.845732	820.196320
0.206000	2.339672	1.765926	821.619095
0.207000	2.219692	1.805714	819.877670
0.208000	2.259783	1.805714	820.511246
0.209000	2.139802	1.845732	820.508682
0.210000	2.259490	2.085151	822.092560
0.211000	2.059619	2.124938	821.300797
0.212000	2.059619	2.124709	822.407242
0.213000	2.099418	2.204515	822.090500
0.214000	1.979436	2.164496	821.615631
0.215000	1.979436	2.244304	822.406662
0.216000	1.859454	2.164496	821.773010
0.217000	1.739473	2.204286	821.137634
0.218000	1.659876	2.244073	821.772339
0.219000	1.899253	2.403686	823.036942
0.220000	1.699382	2.443475	821.929398
0.221000	1.579986	2.363667	822.879379
0.222000	1.419913	2.323649	821.611588
0.223000	1.499803	2.483033	822.721344
0.224000	1.340023	2.403226	822.086288
0.225000	1.539601	2.682432	823.828217
0.226000	1.140151	2.483033	820.817261
0.227000	1.180243	2.562839	823.352692
0.228000	1.020463	2.482802	821.291046
0.229000	1.179950	2.762009	823.351044
0.230000	0.940573	2.602397	822.400482
0.231000	0.820885	2.602168	822.242111
0.232000	0.860682	2.761781	821.447449
0.233000	0.860976	2.721763	823.191589
0.234000	0.820885	2.841357	822.558029
0.235000	0.581214	2.801339	822.398834
0.236000	0.501324	2.960721	822.557938
0.237000	0.581507	3.160120	823.191086
0.238000	0.341543	3.080085	821.763687
0.239000	0.221856	3.040298	822.396179
0.240000	0.141673	3.319273	822.713104
0.241000	-0.097705	3.279255	822.557373
0.242000	-0.297577	3.199450	821.603180
0.243000	-0.377173	3.358831	821.762543
0.244000	-0.537246	3.398621	821.601959
0.245000	-0.497154	3.637810	823.504715
0.246000	-0.616843	3.558002	822.870819
0.247000	-0.736825	3.677597	822.235672
0.248000	-0.896019	3.677368	823.187805
0.249000	-1.056092	3.756945	821.601135
0.250000	-1.015708	3.916327	823.346008
0.251000	-1.015708	4.075938	823.978912
0.252000	-1.174903	4.195533	824.136536
0.253000	-1.414573	4.155515	822.552597
0.254000	-1.454371	4.195304	824.136795
0.255000	-1.613859	4.314898	822.710464
0.256000	-1.613566	4.354686	823.978760
0.257000	-1.733254	4.474051	823.976364
0.258000	-1.972631	4.354457	823.026550
0.259000	-2.092320	4.553628	822.709488
0.260000	-1.972338	4.792816	826.035599
0.261000	-2.131826	4.792816	823.658966
0.262000	-2.571075	4.593186	823.341492
0.263000	-2.530983	4.912180	825.241699
0.264000	-2.810160	4.792127	823.341492
0.265000	-3.129719	4.831916	823.019485
0.266000	-3.249115	4.831916	824.923294
0.267000	-3.488492	4.951280	824.130051
0.268000	-3.568089	5.110663	825.239792
0.269000	-3.887649	4.950821	825.555984
0.270000	-4.166825	4.910803	823.651962
0.271000	-4.326313	4.990379	825.712463
0.272000	-4.485800	5.109745	825.553925
0.273000	-4.724885	5.189550	825.868591
0.274000	-5.044444	5.269127	826.183197
0.275000	-5.283822	5.149303	826.816940
0.276000	-5.603089	5.308456	826.181641
0.277000	-5.722778	5.388033	827.447830
0.278000	-5.881972	5.507627	829.032608
0.279000	-6.361312	5.467609	827.762939
0.280000	-6.640195	5.427592	827.762604
0.281000	-6.919664	5.546956	829.661591
0.282000	-7.279023	5.506709	827.761124
0.283000	-7.478309	5.546496	830.449905
0.284000	-7.877466	5.586286	829.814758
0.285000	-8.116843	5.546038	830.290451
0.286000	-8.476202	5.665403	830.286743
0.287000	-8.675195	5.625385	832.028992
0.288000	-9.194334	5.585137	829.964981
0.289000	-9.433711	5.465084	832.026016
0.290000	-9.473217	5.903902	834.396667
0.291000	-10.032154	5.744061	833.447739
0.292000	-10.391220	5.663795	835.186447
0.293000	-10.790378	5.623777	834.868469
0.294000	-10.869975	5.623549	836.608139
0.295000	-11.469004	5.463478	835.812241
0.296000	-11.588107	5.663108	839.138779
0.297000	-12.147336	5.383212	837.234451
0.298000	-12.226934	5.582613	839.925339
0.299000	-12.545908	5.423001	841.032059
0.300000	-13.065047	5.382524	840.714081
0.301000	-13.344223	5.382294	841.662155
0.302000	-13.663491	5.342047	843.085281
0.303000	-14.102446	5.262012	842.130600
0.304000	-14.182043	5.301799	844.981461
0.305000	-14.461512	5.301799	845.930359
0.306000	-14.700890	5.261552	847.512344
0.307000	-15.179937	5.141499	846.717667
0.308000	-15.339424	5.181286	849.882690
0.309000	-15.738289	5.061462	848.614258
0.310000	-15.898068	5.021215	850.510925
