BioWare Version 5.2.1.3 Export
Device:	Kistler Grande2 9287CA	Kistler Grande2 9287CA	Kistler Grande2 9287CA
0.295000	-1.126979	-4.245719	598.781982
0.296000	-0.727530	-4.086107	601.319786
0.297000	-0.727530	-4.165683	600.210373
0.298000	-0.927108	-4.325525	600.368240
0.299000	-0.847511	-4.245490	599.733284
0.300000	-0.727530	-4.205701	602.111725
0.301000	-1.126979	-4.524926	598.783951
0.302000	-1.007291	-4.405331	598.941429
0.303000	-0.687731	-4.205701	601.636696
0.304000	-0.847511	-4.365313	598.625427
0.305000	-1.087181	-4.684537	598.942490
0.306000	-0.927108	-4.445119	600.051834
0.307000	-0.647640	-4.205701	602.113304
0.308000	-0.727822	-4.285508	601.161903
0.309000	-1.207162	-4.684537	598.624504
0.310000	-1.087181	-4.485137	599.575569
0.311000	-0.727530	-4.285278	602.112213
0.312000	-0.607841	-4.205701	601.795555
0.313000	-1.007291	-4.444890	600.844749
0.314000	-1.207162	-4.724555	597.834450
0.315000	-1.207162	-4.524926	600.212105
0.316000	-0.927694	-4.405331	601.004189
0.317000	-0.727822	-4.126125	602.429710
0.318000	-1.087181	-4.405331	600.528343
0.319000	-1.127273	-4.485137	600.052979
0.320000	-1.327144	-4.764573	598.150368
0.321000	-1.127273	-4.445119	601.161156
0.322000	-0.927694	-4.205701	601.795387
0.323000	-0.887896	-4.205701	602.587578
0.324000	-1.327144	-4.524926	599.260460
0.325000	-1.167364	-4.405101	599.894119
0.326000	-0.807713	-4.165683	602.905464
0.327000	-1.327144	-4.565173	598.467712
0.328000	-1.167364	-4.445119	601.795052
0.329000	-0.927987	-4.126125	601.319542
0.330000	-1.407327	-4.524926	599.733772
0.331000	-1.287345	-4.405331	600.843842
0.332000	-1.127565	-4.245719	601.795387
0.333000	-0.927987	-4.205701	603.222618
0.334000	-1.127565	-4.325525	601.320442
0.335000	-1.327144	-4.445119	599.417366
0.336000	-1.127565	-4.245719	602.587914
0.337000	-1.127565	-4.086107	601.637840
0.338000	-1.287345	-4.325296	601.478310
0.339000	-1.367528	-4.365313	600.055199
0.340000	-1.407327	-4.405331	600.528831
0.341000	-1.207748	-4.245719	601.478310
0.342000	-1.088059	-4.086107	602.271896
0.343000	-1.367528	-4.365313	600.844749
0.344000	-1.407619	-4.325525	600.845665
0.345000	-1.487510	-4.405331	600.371033
0.346000	-1.527601	-4.365543	599.738304
0.347000	-1.327730	-4.086107	601.322998
0.348000	-1.367821	-4.166143	600.686378
0.349000	-1.367821	-4.126125	601.005989
0.350000	-1.767564	-4.325755	598.469948
0.351000	-1.207748	-3.966742	603.064735
0.352000	-1.567692	-4.206160	599.105560
0.353000	-1.687674	-4.285737	600.371773
0.354000	-1.328022	-3.846919	601.955475
0.355000	-1.208333	-3.647518	602.114922
0.356000	-1.567692	-4.086566	600.055519
0.357000	-1.647875	-4.006760	600.056023
0.358000	-1.488095	-3.767112	600.847618
0.359000	-1.288517	-3.567712	602.590767
0.360000	-1.648168	-3.966972	598.786842
0.361000	-1.488095	-3.687536	601.641121
0.362000	-1.328608	-3.528153	600.533447
0.363000	-1.408205	-3.527924	601.007553
0.364000	-1.528480	-3.607959	600.374489
0.365000	-1.648168	-3.647748	600.215950
0.366000	-1.368699	-3.528153	601.166580
0.367000	-1.249011	-3.288965	601.008965
0.368000	-1.208920	-3.288735	601.484566
0.369000	-1.328608	-3.448348	600.533363
0.370000	-1.648461	-3.488365	599.584282
0.371000	-1.368699	-3.288965	601.168083
0.372000	-1.249011	-3.169370	601.802040
0.373000	-1.129322	-3.009529	602.278969
0.374000	-1.049725	-2.890164	603.070732
0.375000	-1.249303	-2.930182	601.485298
0.376000	-1.449175	-3.249177	601.484978
0.377000	-1.169413	-2.890164	601.331047
0.378000	-1.289102	-3.049547	600.377785
0.379000	-1.529065	-3.169370	599.427628
0.380000	-1.369285	-3.129582	599.743546
0.381000	-1.089816	-2.810358	602.280540
0.382000	-1.209505	-2.810358	600.695915
0.383000	-1.449468	-2.930182	598.794228
0.384000	-1.409377	-3.009758	600.537544
0.385000	-1.090109	-2.730552	601.012642
0.386000	-1.050017	-2.770569	601.805672
0.387000	-1.289688	-2.890394	599.587563
0.388000	-1.409669	-2.930182	598.637421
0.389000	-1.090109	-2.770569	601.332039
0.390000	-0.890531	-2.491134	601.492401
0.391000	-1.010219	-2.610958	602.441452
0.392000	-1.250182	-2.770800	599.747169
0.393000	-1.369870	-2.810587	599.746254
0.394000	-1.170292	-2.810587	600.225075
0.395000	-1.090109	-2.650976	601.651413
0.396000	-0.970420	-2.611188	601.333763
0.397000	-0.890531	-2.411557	602.443176
0.398000	-1.130493	-2.651205	599.906181
0.399000	-1.250182	-2.770800	600.382973
0.400000	-1.250474	-2.731011	598.956703
0.401000	-1.409962	-2.890853	599.905876
0.402000	-1.130493	-2.611188	600.067863
0.403000	-1.010512	-2.451805	602.127747
0.404000	-1.250182	-2.651205	599.909340
0.405000	-1.290273	-2.691223	599.116325
0.406000	-1.210676	-2.531611	600.225075
0.407000	-1.130493	-2.531611	600.700935
0.408000	-1.450053	-2.611647	598.325050
0.409000	-1.250474	-2.571629	600.226982
0.410000	-1.090695	-2.292192	601.337296
0.411000	-1.250182	-2.412017	599.910561
0.412000	-1.170585	-2.452035	600.386681
0.413000	-1.450053	-2.531840	598.486305
0.414000	-1.010512	-2.212387	602.445396
0.415000	-1.170877	-2.212387	600.070747
0.416000	-1.090695	-2.212387	601.020233
0.417000	-1.370456	-2.292192	599.593925
0.418000	-1.250767	-2.292192	600.071335
0.419000	-1.090988	-2.132811	601.655525
0.420000	-1.011097	-1.972969	601.975235
0.421000	-1.090988	-2.053004	600.704330
0.422000	-1.210676	-2.092793	600.863586
0.423000	-1.370456	-2.292192	598.643181
0.424000	-1.330365	-2.292192	600.071503
0.425000	-1.370456	-2.132811	598.962074
0.426000	-1.170585	-2.012986	601.340111
0.427000	-0.930914	-1.853604	601.656349
0.428000	-1.050896	-1.853374	602.133438
0.429000	-1.490145	-2.252404	598.805748
0.430000	-1.210676	-2.132811	599.755905
0.431000	-1.210676	-2.013216	600.072983
0.432000	-1.050896	-1.973198	601.976646
0.433000	-1.370456	-2.172828	598.331047
0.434000	-1.050896	-1.933410	600.548103
0.435000	-0.930622	-1.773798	602.135506
0.436000	-1.130786	-1.933410	599.915344
0.437000	-1.290566	-2.132811	599.599915
0.438000	-1.090695	-1.933410	599.918221
0.439000	-1.010512	-1.893393	601.976967
0.440000	-0.970713	-1.853374	600.393166
0.441000	-1.210676	-2.013216	599.442200
0.442000	-1.170585	-2.013216	599.758118
0.443000	-1.130786	-1.973428	600.395813
0.444000	-0.930914	-1.813816	601.502846
0.445000	-0.731628	-1.614185	602.296341
0.446000	-1.290859	-1.973428	598.968063
0.447000	-1.170585	-2.013216	599.602135
0.448000	-1.090988	-1.893621	599.443932
0.449000	-0.811226	-1.574397	602.137726
0.450000	-0.651739	-1.454574	602.614815
0.451000	-1.051189	-1.813816	600.079895
0.452000	-1.131079	-1.813816	600.238670
0.453000	-1.251060	-1.853833	598.494110
0.454000	-1.290859	-1.933640	598.494919
0.455000	-1.051189	-1.694221	600.080147
0.456000	-0.931500	-1.534609	601.666626
0.457000	-1.011683	-1.534609	600.714523
0.458000	-1.131079	-1.694221	599.764954
0.459000	-1.091280	-1.494592	599.924484
0.460000	-0.811519	-1.374997	602.936409
0.461000	-1.171463	-1.534609	598.974258
0.462000	-1.011683	-1.415015	601.508255
0.463000	-0.891994	-1.175597	601.509499
0.464000	-0.851903	-1.175826	602.143555
0.465000	-1.091866	-1.414785	599.768997
0.466000	-1.171463	-1.454803	599.451035
0.467000	-0.891994	-1.215614	601.669113
0.468000	-0.692123	-1.055543	602.146523
0.469000	-0.891994	-1.015985	600.245522
0.470000	-1.131371	-1.334979	600.086815
0.471000	-0.971884	-1.215614	599.613014
0.472000	-0.612525	-0.936178	602.624100
0.473000	-0.692708	-0.936178	601.040749
0.474000	-0.652910	-0.776796	602.466232
0.475000	-0.812104	-0.936178	601.041557
0.476000	-0.972177	-1.175597	599.138237
0.477000	-0.852196	-1.055773	600.406433
0.478000	-0.532635	-0.856373	600.883606
0.479000	-0.492544	-0.776796	601.676849
0.480000	-0.492837	-0.696760	601.200684
0.481000	-0.452746	-0.617184	601.994835
0.482000	-0.532635	-0.617184	601.676849
0.483000	-0.452746	-0.617184	601.518814
0.484000	-0.253167	-0.297960	602.153938
0.485000	-0.292965	-0.417554	602.470680
0.486000	-0.453038	-0.577395	600.095703
0.487000	-0.253167	-0.178366	604.057510
0.488000	-0.333057	-0.218384	601.521690
0.489000	-0.453038	-0.418014	601.203705
0.490000	-0.173570	-0.138577	602.788818
0.491000	-0.133771	-0.018983	602.315506
0.492000	-0.333350	-0.298649	600.413834
0.493000	-0.373148	-0.218613	601.366776
0.494000	-0.133771	-0.098789	601.207649
0.495000	0.145990	0.300470	603.903252
0.496000	-0.093972	0.060594	601.367920
0.497000	-0.293844	-0.138807	600.257271
0.498000	0.145990	0.220205	602.319939
0.499000	0.265386	0.419835	602.637688
0.500000	0.065807	0.060364	602.479065
0.501000	-0.174155	0.100382	599.310844
0.502000	-0.134064	0.100152	600.893951
0.503000	0.185789	0.419606	602.797951
0.504000	0.425167	0.698812	604.064835
0.505000	0.345276	0.619006	603.590042
0.506000	0.105606	0.299782	600.897423
0.507000	-0.054467	0.259994	599.946381
0.508000	0.065807	0.259765	601.690926
0.509000	0.385075	0.658794	602.007668
0.510000	0.464965	0.658794	603.274612
0.511000	0.105021	0.299553	600.107552
0.512000	0.265093	0.578988	601.533211
0.513000	0.504764	0.698583	602.326553
0.514000	0.265093	0.618776	600.900887
0.515000	0.264801	0.538971	601.377220
0.516000	0.504764	0.778389	602.011444
0.517000	0.464672	0.778389	602.485901
0.518000	0.344984	0.618776	600.901619
0.519000	0.464672	0.778389	602.644440
0.520000	0.584361	0.897984	602.645103
0.521000	0.185203	0.618547	600.585945
0.522000	0.184618	0.618776	599.951569
0.523000	0.464672	0.857965	602.804939
0.524000	0.584068	1.057595	603.122437
0.525000	0.464672	0.817947	602.489021
0.526000	0.184618	0.698353	600.270515
0.527000	0.344690	0.738371	601.695694
0.528000	0.544270	1.057595	603.281143
0.529000	0.544270	0.937772	602.489021
0.530000	0.424581	0.897754	601.854218
0.531000	0.105021	0.658336	600.270515
0.532000	0.144819	0.777929	600.429955
0.533000	0.464672	0.897754	603.124329
0.534000	0.504178	1.097383	602.331642
0.535000	0.663958	1.177190	603.916771
0.536000	0.504178	1.057137	602.332130
0.537000	0.184618	0.777929	600.904900
0.538000	0.544270	1.017118	603.441406
0.539000	0.424581	0.937542	602.173439
0.540000	0.144526	0.817718	601.695930
0.541000	0.504178	0.897524	602.174026
0.542000	0.344398	0.857736	601.855377
0.543000	0.184325	0.737912	600.430290
0.544000	0.144526	0.578300	600.905556
0.545000	0.503885	0.817718	602.809067
0.546000	0.503885	0.777700	603.600250
0.547000	0.024545	0.378900	599.320122
0.548000	0.503885	0.658336	603.284332
0.549000	0.583482	0.777929	603.124725
0.550000	0.184325	0.179499	600.905556
0.551000	0.184325	0.298863	600.907623
0.552000	0.423995	0.338881	602.174919
0.553000	0.623574	0.498264	603.916824
0.554000	0.423995	0.298863	602.491158
0.555000	0.104435	0.059445	600.270599
0.556000	0.104435	-0.060148	600.747353
0.557000	0.224123	0.059445	600.906548
0.558000	0.463793	0.139482	603.282928
0.559000	0.343812	0.219058	601.380180
0.560000	0.024545	-0.179973	600.745476
0.561000	0.064636	-0.100166	601.063835
0.562000	-0.015546	-0.219761	599.795807
0.563000	0.224416	-0.020360	602.649696
0.564000	0.303721	0.019428	601.696907
0.565000	0.064636	-0.179973	601.536980
0.566000	0.024545	-0.259778	600.747688
0.567000	0.104435	-0.140184	602.013161
0.568000	0.104728	-0.259778	601.855110
0.569000	-0.055345	-0.259778	601.379265
0.570000	0.064344	-0.260008	602.014404
0.571000	0.144526	-0.260008	602.804932
0.572000	-0.295015	-0.539214	599.954582
0.573000	0.064636	-0.539214	602.491158
0.574000	0.264801	-0.100396	603.283920
0.575000	0.064636	-0.379832	602.171700
0.576000	-0.295015	-0.659039	600.112885
0.577000	-0.134942	-0.579232	601.540016
0.578000	0.184618	-0.260008	603.916245
0.579000	-0.094851	-0.499656	601.540016
0.580000	-0.294723	-0.659039	599.954094
0.581000	-0.214540	-0.539674	602.173096
0.582000	0.024837	-0.419849	602.013985
0.583000	0.104728	-0.340044	603.441467
0.584000	-0.174741	-0.579232	600.749077
0.585000	-0.414411	-0.779092	599.480225
0.586000	-0.334521	-0.739304	600.906120
0.587000	-0.414411	-0.858898	598.053314
0.588000	-0.254338	-0.659267	602.014557
0.589000	-0.054760	-0.460097	601.382721
0.590000	-0.374320	-0.539674	600.429947
0.591000	-0.374320	-0.819110	599.956314
0.592000	-0.334521	-0.779322	600.589394
0.593000	-0.254924	-0.539903	600.272232
0.594000	-0.374320	-0.739304	599.954582
0.595000	-0.454502	-0.819339	599.164055
0.596000	-0.294723	-0.659727	601.381477
0.597000	-0.094558	-0.420079	601.065895
0.598000	-0.294723	-0.739304	600.590202
0.599000	-0.334521	-0.739304	599.481705
0.600000	-0.214540	-0.659727	600.274284
0.601000	0.064929	-0.460097	601.541748
0.602000	-0.334521	-0.739304	599.164543
0.603000	-0.414411	-0.819110	599.638664
0.604000	-0.374612	-0.699745	599.956314
0.605000	-0.134649	-0.460097	600.749077
0.606000	-0.134942	-0.499886	600.748833
0.607000	-0.254924	-0.500114	600.115997
0.608000	-0.335106	-0.619939	599.005196
0.609000	-0.454502	-0.819339	599.323738
0.610000	-0.214540	-0.500114	599.324982
0.611000	-0.134942	-0.380521	601.861458
0.612000	0.064636	-0.300714	601.067207
0.613000	-0.015254	-0.420309	601.066383
0.614000	0.024545	-0.420309	600.592751
0.615000	-0.295015	-0.620169	599.483185
0.616000	-0.295015	-0.620169	599.324982
0.617000	-0.254924	-0.540362	599.483505
0.618000	0.104435	-0.340733	600.909004
0.619000	-0.055345	-0.460326	600.434212
0.620000	-0.055931	-0.460326	599.485237
0.621000	0.144526	-0.300714	602.337799
0.622000	-0.015546	-0.340733	599.484329
0.623000	-0.134942	-0.580380	598.535431
0.624000	-0.015546	-0.380750	600.594986
