BioWare Version 5.2.1.3 Export
Device:	Kistler Grande2 9287CA	Kistler Grande2 9287CA	Kistler Grande2 9287CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	703.937073	703.937073	703.937073
Normalized length (m):	1.000000	1.000000	1.000000
File Information
Date	Oct 22, 2013  14:07:46
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	1.340692	-1.545765	701.964775
0.001000	1.580361	-1.266329	703.393150
0.002000	1.380490	-1.426170	701.648857
0.003000	1.340692	-1.625571	702.282661
0.004000	1.460380	-1.426170	702.283669
0.005000	1.580361	-1.386382	704.341408
0.006000	1.420581	-1.625571	701.649178
0.007000	1.340692	-1.585553	701.965096
0.008000	1.500179	-1.545535	702.915825
0.009000	1.340692	-1.585553	702.282745
0.010000	1.380490	-1.665359	701.963860
0.011000	1.460380	-1.585553	703.389862
0.012000	1.620160	-1.386152	703.233223
0.013000	1.500472	-1.625341	704.021225
0.014000	1.140820	-1.864989	701.011833
0.015000	1.420581	-1.625341	704.180977
0.016000	1.460673	-1.625341	703.072968
0.017000	1.580361	-1.465729	704.813972
0.018000	1.380490	-1.745165	703.231171
0.019000	1.101021	-1.745165	702.122322
0.020000	1.300600	-1.705148	703.705124
0.021000	1.460380	-1.386152	705.132637
0.022000	1.340398	-1.545765	704.814293
0.023000	1.101021	-1.625571	704.020721
0.024000	1.021132	-1.745165	703.228035
0.025000	0.941241	-1.784953	702.752434
0.026000	1.101021	-1.665359	705.286461
0.027000	1.101021	-1.505747	704.653717
0.028000	1.221003	-1.505747	706.556313
0.029000	0.941241	-1.745165	703.543953
0.030000	1.060930	-1.625571	705.920357
0.031000	0.941241	-1.665359	704.336960
0.032000	0.821260	-1.825201	703.700859
0.033000	0.981333	-1.665359	704.969147
0.034000	1.261094	-1.545535	706.554970
0.035000	0.941241	-1.745165	704.335228
0.036000	0.981333	-1.665359	705.127350
0.037000	1.060930	-1.545765	704.809700
0.038000	1.300600	-1.426170	706.394279
0.039000	1.101021	-1.585553	705.127991
0.040000	1.021424	-1.665588	704.809799
0.041000	1.301186	-1.505747	706.553154
0.042000	1.500472	-1.266329	706.871223
0.043000	1.141406	-1.505747	705.603035
0.044000	1.101021	-1.625571	704.177361
0.045000	1.181204	-1.625571	705.760231
0.046000	1.460673	-1.386152	706.236412
0.047000	1.460673	-1.386152	706.872047
0.048000	1.500472	-1.346364	707.505119
0.049000	1.420581	-1.386152	705.921349
0.050000	1.301186	-1.505747	705.603371
0.051000	1.580654	-1.226541	708.457047
0.052000	1.860415	-1.106717	707.982773
0.053000	1.620453	-1.266329	707.664467
0.054000	1.540563	-1.386152	705.287437
0.055000	1.580654	-1.385694	706.079552
0.056000	1.780525	-1.266329	707.664467
0.057000	1.540563	-1.426170	704.971031
0.058000	1.580654	-1.465729	706.080193
0.059000	1.780525	-1.226311	706.241142
0.060000	1.580654	-1.505517	705.605156
0.061000	1.740434	-1.465729	705.128899
0.062000	1.980104	-1.186522	707.507408
0.063000	1.780525	-1.385694	706.238411
0.064000	1.580654	-1.665130	704.021545
0.065000	1.980104	-1.266099	707.032143
0.066000	2.219775	-1.186294	708.458130
0.067000	1.740434	-1.505517	704.180992
0.068000	1.700928	-1.665130	704.655602
0.069000	2.059995	-1.226311	706.400642
0.070000	2.099793	-1.146276	707.506584
0.071000	1.740727	-1.625112	704.337463
0.072000	1.740727	-1.545305	705.131294
0.073000	2.020196	-1.345675	707.032448
0.074000	2.020196	-1.226082	707.032448
0.075000	1.700928	-1.545305	704.337799
0.076000	1.700928	-1.665130	704.496910
0.077000	1.660837	-1.625112	704.338943
0.078000	1.940598	-1.306117	706.556862
0.079000	2.020781	-1.345675	705.606728
0.080000	1.740727	-1.505517	704.496422
0.081000	1.741020	-1.665130	704.813164
0.082000	1.741020	-1.545535	704.496758
0.083000	1.980982	-1.385694	707.824570
0.084000	1.701221	-1.625341	703.703407
0.085000	1.980982	-1.465729	706.557838
0.086000	1.980982	-1.425482	705.924477
0.087000	1.781111	-1.625112	704.654625
0.088000	1.701221	-1.665130	704.813164
0.089000	2.060873	-1.345675	706.557838
0.090000	1.900800	-1.505517	705.445137
0.091000	1.741313	-1.704918	704.812675
0.092000	2.020781	-1.425482	705.446465
0.093000	2.180562	-1.425482	707.665863
0.094000	1.701221	-1.784724	702.753105
0.095000	1.861001	-1.625112	704.814400
0.096000	2.140470	-1.385464	707.190834
0.097000	2.060873	-1.505517	705.447380
0.098000	1.741313	-1.784724	704.496658
0.099000	1.861001	-1.585093	704.338219
0.100000	2.180562	-1.505517	706.397911
0.101000	2.060873	-1.545305	705.447380
0.102000	1.861001	-1.704918	704.813332
0.103000	1.861001	-1.704918	704.178772
0.104000	2.180562	-1.585093	706.081673
0.105000	2.180562	-1.465270	706.082329
0.106000	2.220653	-1.505058	706.397911
0.107000	2.021074	-1.704688	703.704987
0.108000	1.941184	-1.904089	704.495026
0.109000	2.060873	-1.664670	704.179764
0.110000	2.180562	-1.664900	705.130974
0.111000	1.980982	-1.864071	703.861122
0.112000	2.260159	-1.544847	705.604897
0.113000	2.220360	-1.704688	705.604576
0.114000	2.020781	-1.904089	703.544716
0.115000	2.340049	-1.505058	705.762947
0.116000	2.380140	-1.624882	705.604088
0.117000	2.100379	-1.864071	703.703484
0.118000	2.180269	-1.784265	704.494591
0.119000	2.300251	-1.624882	705.445457
0.120000	2.220068	-1.664670	704.494675
0.121000	2.020781	-1.903859	704.652222
0.122000	2.220068	-1.744246	704.018166
0.123000	2.499828	-1.425023	707.823425
0.124000	2.220068	-1.784265	704.493431
0.125000	1.940598	-1.983665	703.068871
0.126000	2.300251	-1.544617	705.760887
0.127000	2.340049	-1.584635	705.919090
0.128000	2.260159	-1.664211	704.651146
0.129000	2.140177	-1.824053	705.126999
0.130000	1.860708	-1.943647	702.749489
0.131000	2.340049	-1.663981	706.236244
0.132000	2.339756	-1.584635	704.968307
0.133000	2.220068	-1.824053	705.282982
0.134000	2.140177	-1.864071	703.697548
0.135000	1.900507	-1.943647	703.223091
0.136000	2.179976	-1.744246	705.918938
0.137000	2.179976	-1.664211	704.649513
0.138000	1.980104	-1.943418	704.649422
0.139000	2.299664	-1.704000	706.231979
0.140000	2.019903	-1.823823	705.123543
0.141000	1.900507	-1.943647	704.807137
0.142000	2.099793	-1.664211	706.707664
0.143000	1.980104	-1.823823	705.598900
0.144000	1.860415	-1.943647	705.122398
0.145000	2.099793	-1.624193	706.706757
0.146000	1.979812	-1.704000	706.547897
0.147000	1.740434	-1.863841	704.012978
0.148000	1.740434	-1.903629	706.230247
0.149000	2.059702	-1.624193	707.180389
0.150000	1.940013	-1.664211	706.548218
0.151000	1.620453	-1.983436	704.327324
0.152000	1.780233	-1.784035	706.070808
0.153000	2.019903	-1.624193	707.179146
0.154000	1.780233	-1.784035	705.911461
0.155000	1.460380	-1.983436	703.851807
0.156000	1.420581	-2.103259	703.217346
0.157000	1.460380	-2.023454	703.375771
0.158000	1.500179	-1.863841	705.275826
0.159000	1.659958	-1.823823	706.544930
0.160000	1.460380	-1.903629	703.692024
0.161000	1.460380	-1.983665	705.116539
0.162000	1.140820	-2.063471	702.899117
0.163000	1.500179	-1.943647	705.749947
0.164000	1.420289	-1.903859	704.800133
0.165000	1.380490	-2.023454	704.640686
0.166000	1.340398	-1.943647	704.957428
0.167000	1.540270	-1.704000	706.066200
0.168000	1.180326	-2.023454	703.530952
0.169000	1.260216	-2.023454	705.431969
0.170000	1.499886	-1.823823	705.115479
0.171000	1.539977	-1.784035	707.172813
0.172000	1.100729	-2.063242	702.897873
0.173000	1.180326	-1.943647	704.480431
0.174000	1.499886	-1.784035	706.540550
0.175000	1.220124	-1.983665	704.322227
0.176000	1.180326	-2.103259	704.481239
0.177000	1.220124	-1.903629	703.689476
0.178000	1.419996	-1.863841	706.064964
0.179000	1.539684	-1.704000	706.066689
0.180000	1.259923	-2.023454	704.321312
0.181000	1.139941	-2.063242	704.479515
0.182000	1.339813	-2.023454	704.005074
0.183000	1.379611	-1.903629	704.797493
0.184000	1.739264	-1.823823	706.859215
0.185000	1.379611	-1.943647	703.530029
0.186000	1.299722	-2.142818	704.320992
0.187000	1.219831	-2.063242	702.262245
0.188000	1.299722	-2.222624	702.737190
0.189000	1.619282	-1.903399	704.640686
0.190000	1.659081	-1.903629	704.323524
0.191000	1.499593	-2.023224	703.531929
0.192000	1.738971	-1.703770	704.481239
0.193000	1.579190	-1.943418	703.373138
0.194000	1.379611	-2.142818	701.944763
0.195000	1.659373	-1.863611	703.374046
0.196000	1.739264	-1.783576	704.165321
0.197000	1.659373	-1.903399	702.740158
0.198000	1.339813	-2.142818	700.678207
0.199000	1.819153	-1.863611	704.799812
0.200000	1.819153	-1.743788	702.897873
0.201000	1.539684	-2.102800	702.740746
0.202000	1.539684	-2.023224	701.630409
0.203000	1.699172	-1.943418	703.056396
0.204000	1.779062	-1.863611	703.374962
0.205000	1.459794	-1.983206	701.946815
0.206000	1.539684	-2.023224	702.104530
0.207000	1.539684	-1.983206	701.471451
0.208000	1.619282	-1.863611	701.630898
0.209000	1.739264	-1.743788	703.848915
0.210000	1.339813	-2.023224	700.203499
0.211000	1.339813	-2.102800	700.995041
0.212000	1.380197	-2.063242	700.521469
0.213000	1.379611	-1.903399	701.471886
0.214000	1.739556	-1.703770	704.323860
0.215000	1.699465	-1.623964	702.899117
0.216000	1.380197	-1.903399	702.104530
0.217000	1.259923	-1.983206	700.203583
0.218000	1.340398	-1.903399	701.946007
0.219000	1.419996	-1.863611	701.788124
0.220000	1.220417	-1.983206	700.678207
0.221000	1.460087	-1.783576	702.581131
0.222000	1.380197	-1.703770	702.581131
0.223000	1.020545	-1.943418	699.885933
0.224000	1.100729	-1.823364	702.580811
0.225000	1.340398	-1.703770	701.944595
0.226000	1.020545	-1.983206	702.101501
0.227000	0.860766	-1.983436	699.726166
0.228000	0.900857	-1.903399	700.675987
0.229000	1.220417	-1.623964	702.736214
0.230000	0.980747	-1.743788	702.101501
0.231000	0.581297	-2.142818	700.040596
0.232000	0.740784	-1.903399	700.358925
0.233000	0.781168	-1.743788	701.783859
0.234000	0.980747	-1.623964	702.576866
0.235000	0.621388	-1.863611	700.833702
0.236000	0.461316	-1.943418	700.199478
0.237000	0.461608	-2.102800	700.041763
0.238000	0.501407	-1.943418	700.358017
0.239000	0.701571	-1.703770	703.209511
0.240000	0.700985	-1.703770	701.468430
0.241000	0.541791	-1.943418	701.624985
0.242000	0.501407	-1.943188	700.517464
0.243000	0.461608	-1.943188	700.675179
0.244000	0.461608	-1.903399	701.466782
0.245000	0.501407	-1.903399	700.515732
0.246000	0.381719	-2.102800	700.038795
0.247000	0.781168	-1.703770	702.733337
0.248000	0.541499	-1.903399	700.673264
0.249000	0.341627	-2.102800	699.879768
0.250000	0.381719	-1.943188	700.356026
0.251000	0.700985	-1.663753	701.622444
0.252000	0.381719	-2.102800	700.196846
0.253000	0.341627	-2.102800	699.246033
0.254000	0.461316	-1.943188	701.940414
0.255000	0.421517	-1.943188	699.404236
0.256000	0.421517	-2.062782	700.672623
0.257000	0.221646	-2.182607	698.929779
0.258000	0.700985	-1.743558	702.733658
0.259000	0.740784	-1.703541	702.257492
0.260000	0.581297	-1.783346	702.257492
0.261000	0.341627	-2.102571	699.560226
0.262000	0.621388	-1.823134	702.256332
0.263000	0.820967	-1.583946	702.731934
0.264000	0.501407	-1.943188	702.096886
0.265000	0.341627	-2.022764	699.404236
0.266000	0.461608	-2.022764	701.622444
0.267000	0.541499	-1.863153	701.939842
0.268000	0.781168	-1.703541	702.255844
0.269000	0.781168	-1.703541	703.523544
0.270000	0.341627	-2.062782	698.769531
0.271000	0.541499	-1.863153	702.414284
0.272000	0.781168	-1.663523	702.731125
0.273000	0.381719	-2.102571	700.510544
0.274000	0.581590	-1.743558	702.731125
0.275000	0.621388	-1.823134	702.096397
0.276000	0.341920	-2.062782	699.876144
0.277000	0.621388	-1.783346	703.364685
0.278000	0.820967	-1.583716	703.206482
0.279000	0.501700	-2.022764	701.304459
0.280000	0.461608	-2.062552	699.718842
0.281000	0.821260	-1.663523	703.680115
0.282000	0.501700	-1.823134	701.621033
0.283000	0.381719	-2.062782	700.985420
0.284000	0.581590	-1.783346	702.887192
0.285000	0.701571	-1.623734	703.204269
0.286000	0.461902	-1.823364	701.142212
0.287000	0.341920	-2.022764	700.508575
0.288000	0.461902	-1.943188	701.617577
0.289000	0.661773	-1.623964	703.678467
0.290000	0.621974	-1.743558	702.727173
0.291000	0.142634	-2.142589	699.399147
0.292000	0.302121	-2.062782	701.457809
0.293000	0.501700	-1.703541	702.727257
0.294000	0.461902	-1.743558	703.833702
0.295000	0.382304	-1.743788	701.141403
0.296000	0.222524	-1.983206	701.141068
0.297000	0.142634	-1.943188	701.614700
0.298000	0.262616	-1.783346	702.883728
0.299000	0.142927	-1.903399	702.567490
0.300000	0.102835	-1.903399	701.932198
0.301000	0.182725	-1.783576	701.932198
0.302000	0.103128	-1.903399	702.722237
0.303000	0.063036	-1.903399	702.088669
0.304000	0.302707	-1.623734	704.939842
0.305000	-0.136835	-2.062782	700.980972
0.306000	-0.216432	-2.063242	700.979507
0.307000	0.183018	-1.703770	704.149803
0.308000	0.063036	-1.663981	702.720924
