MegaWin ASCII file

[DEFINITIONS]
ChannelCount=8
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.001000
PhaseName=Raw Dynamic 15/12/2017 10:44:11


[COMMENT]



[SOURCE NAMES]
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - vastus lateralis
Quadriceps femoris muscle - vastus lateralis


[SIDE INFO]
R
R
R
R
R
R


[UNITS]
uV
uV
uV
uV
uV
uV






[DATA]
	35.00	19.00	16.00	-16.00	8140.00	8115.00
	23.00	16.00	6.00	-17.00	8138.00	8113.00
	2.00	11.00	2.00	-8.00	8138.00	8112.00
	-15.00	4.00	0.00	3.00	8137.00	8112.00
	-40.00	-15.00	-4.00	20.00	8135.00	8110.00
	-59.00	-18.00	-6.00	38.00	8136.00	8110.00
	-72.00	-13.00	-8.00	44.00	8135.00	8110.00
	-83.00	-3.00	-11.00	40.00	8133.00	8108.00
	-86.00	8.00	-13.00	40.00	8134.00	8110.00
	-78.00	12.00	-13.00	31.00	8133.00	8108.00
	-56.00	13.00	-19.00	19.00	8133.00	8108.00
	-25.00	12.00	-21.00	9.00	8133.00	8108.00
	4.00	10.00	-20.00	-4.00	8133.00	8108.00
	3.00	11.00	-20.00	-20.00	8132.00	8107.00
	26.00	10.00	-17.00	-30.00	8132.00	8107.00
	59.00	10.00	-14.00	-39.00	8132.00	8107.00
	87.00	12.00	-7.00	-47.00	8132.00	8107.00
	94.00	9.00	-2.00	-54.00	8132.00	8107.00
	90.00	5.00	6.00	-59.00	8131.00	8106.00
	77.00	4.00	13.00	-53.00	8132.00	8106.00
	60.00	-2.00	25.00	-32.00	8131.00	8106.00
	42.00	-6.00	33.00	-5.00	8132.00	8106.00
	11.00	-12.00	32.00	14.00	8129.00	8105.00
	-22.00	-18.00	27.00	35.00	8130.00	8105.00
	-46.00	-22.00	19.00	50.00	8130.00	8105.00
	-76.00	-25.00	8.00	65.00	8130.00	8105.00
	-94.00	-26.00	-2.00	69.00	8129.00	8104.00
	-90.00	-26.00	4.00	61.00	8131.00	8106.00
	-85.00	-29.00	2.00	53.00	8129.00	8105.00
	-71.00	-29.00	-4.00	45.00	8130.00	8105.00
	-54.00	-25.00	-8.00	26.00	8129.00	8104.00
	-28.00	-15.00	-8.00	6.00	8130.00	8105.00
	1.00	2.00	-12.00	-17.00	8129.00	8105.00
	28.00	15.00	-14.00	-34.00	8130.00	8105.00
	51.00	25.00	-17.00	-48.00	8129.00	8103.00
	72.00	40.00	-15.00	-60.00	8128.00	8104.00
