MegaWin ASCII file

[DEFINITIONS]
ChannelCount=8
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.001000
PhaseName=Raw Static 15/12/2017 10:50:07


[COMMENT]



[SOURCE NAMES]
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - vastus lateralis
Quadriceps femoris muscle - vastus lateralis


[SIDE INFO]
R
R
R
R
R
R


[UNITS]
uV
uV
uV
uV
uV
uV






[DATA]
	24.00	13.00	-179.00	-9.00	8140.00	8115.00
	35.00	15.00	-164.00	4.00	8137.00	8113.00
	28.00	3.00	-127.00	-2.00	8138.00	8113.00
	-2.00	-1.00	-111.00	-32.00	8136.00	8111.00
	-14.00	4.00	-22.00	-71.00	8136.00	8110.00
	-10.00	9.00	-102.00	-59.00	8135.00	8110.00
	-8.00	15.00	-229.00	-53.00	8135.00	8108.00
	-14.00	9.00	-101.00	-73.00	8134.00	8109.00
	-20.00	-3.00	221.00	-43.00	8133.00	8108.00
	-28.00	9.00	194.00	-20.00	8134.00	8109.00
	-22.00	11.00	72.00	43.00	8133.00	8108.00
	-38.00	-6.00	-5.00	87.00	8132.00	8106.00
	-46.00	-20.00	-47.00	81.00	8132.00	8108.00
	-39.00	-21.00	-124.00	31.00	8132.00	8106.00
	-28.00	-16.00	-191.00	-11.00	8133.00	8107.00
	-26.00	-10.00	-150.00	-28.00	8132.00	8107.00
	-24.00	-13.00	-33.00	-37.00	8131.00	8106.00
	-28.00	-18.00	-40.00	25.00	8130.00	8106.00
	-25.00	-20.00	-91.00	81.00	8131.00	8106.00
	-12.00	-19.00	-114.00	105.00	8131.00	8106.00
	-4.00	-17.00	-84.00	18.00	8130.00	8105.00
	2.00	-9.00	-105.00	-39.00	8130.00	8105.00
	9.00	0.00	-55.00	-52.00	8130.00	8105.00
	18.00	10.00	48.00	-39.00	8130.00	8105.00
	18.00	11.00	179.00	7.00	8130.00	8106.00
	24.00	14.00	229.00	34.00	8129.00	8105.00
	33.00	35.00	36.00	-14.00	8130.00	8105.00
	36.00	35.00	-14.00	-48.00	8129.00	8104.00
	34.00	27.00	67.00	-46.00	8129.00	8104.00
	36.00	27.00	82.00	-31.00	8130.00	8105.00
	22.00	16.00	83.00	-17.00	8129.00	8104.00
	12.00	-13.00	148.00	28.00	8129.00	8104.00
	-3.00	-34.00	210.00	23.00	8129.00	8104.00
	-15.00	-31.00	200.00	-13.00	8128.00	8103.00
	-14.00	-31.00	38.00	1.00	8128.00	8104.00
	-8.00	-27.00	-11.00	2.00	8128.00	8103.00
	-6.00	-24.00	13.00	24.00	8128.00	8103.00
	-12.00	-26.00	76.00	51.00	8128.00	8103.00
	-12.00	-19.00	103.00	41.00	8127.00	8102.00
	-7.00	-1.00	114.00	-4.00	8129.00	8104.00
	4.00	16.00	27.00	-34.00	8128.00	8103.00
	25.00	27.00	-87.00	-69.00	8129.00	8104.00
	63.00	46.00	-150.00	-115.00	8128.00	8103.00
	130.00	72.00	-252.00	-131.00	8128.00	8103.00
