Devices
1000
,,Imported Kistler Force Plate (Internal Amplifier) - Force,,,Imported Kistler Force Plate (Internal Amplifier) - Moment,,,Imported Kistler Force Plate (Internal Amplifier) - CoP,,,Imported Kistler Force Plate (Internal Amplifier) - Force,,,Imported Kistler Force Plate (Internal Amplifier) - Moment,,,Imported Kistler Force Plate (Internal Amplifier) - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
17,0,187.533,909.394,1702.04,306.907,949.582,1695.62,243.155,752.622,1709.52,381.121,800.812,1707.32,394.478,745.483,1580.98,541.473,623.913,1321.08,280.645,771.589,1469.38,306.42,717.683,1280.56,521.969,796.407,1478.3,250.106,608.573,1549.21,204.645,499.223,1223.57,206.792,528.034,966.379,206.508,612.078,994.498,162.223,603.839,912.249,407.553,901.56,1490.25,481.57,926.306,1166.73,353.491,971.234,904.008,306.129,1015.81,967.374,335.736,1048.53,885.156,374.602,527.994,1017.15,439.884,773.851,1023.33,565.696,548.104,1113.89,610.146,664.798,1102.88,475.022,426.94,722.267,509.502,422.537,592.079,583.605,386.959,331.659,627.699,399.126,136.492,711.443,451.258,71.4998,447.004,465.785,64.6989,514.706,840.66,810.159,498.628,836.391,543.663,508.211,847.28,418.13,,,,225.516,837.01,72.0305,470.448,748.039,67.4635,,,,,,
18,0,186.303,910.703,1702.52,305.69,950.859,1696.07,241.863,753.87,1709.2,379.849,802.001,1706.97,392.954,746.994,1580.84,540.12,625.263,1321.24,278.895,773.423,1469.07,305.273,719.396,1280.28,520.561,797.826,1478.25,248.809,610.711,1548.57,201.545,503.625,1222.87,202.79,535.428,966.054,203.691,619.487,995.161,158.372,612.071,913.06,406.445,903.112,1490.2,479.341,928.369,1166.46,349.117,973.652,904.924,302.228,1017.9,968.855,331.102,1050.94,886.609,373.768,529.158,1017.16,438.805,775.03,1023.32,564.697,549.397,1114.08,609.068,666.109,1103.12,474.101,427.855,722.336,508.423,423.461,592.115,582.984,387.536,331.899,627.471,399.271,136.834,711.374,451.253,71.7354,446.972,465.839,64.6367,513.861,841.727,810.224,498.18,837.244,543.632,507.785,847.959,418.082,,,,225.433,836.984,71.8805,470.423,748.081,67.4788,,,,,,
19,0,185.085,911.991,1703,304.484,952.114,1696.52,240.578,755.103,1708.9,378.585,803.172,1706.64,391.444,748.477,1580.71,538.783,626.6,1321.4,277.134,775.224,1468.77,304.139,721.086,1280.01,519.164,799.224,1478.22,247.515,612.819,1547.93,198.47,508.017,1222.19,198.827,542.817,965.788,200.973,626.811,995.862,154.563,620.264,913.943,405.303,904.603,1490.13,477.081,930.448,1166.2,344.665,976.116,905.914,298.286,1020.05,970.416,326.442,1053.42,888.074,372.942,530.326,1017.17,437.738,776.21,1023.32,563.73,550.695,1114.27,607.977,667.391,1103.36,473.183,428.759,722.422,507.344,424.372,592.165,582.364,388.108,332.154,627.224,399.413,137.194,711.295,451.253,72.003,446.931,465.889,64.5707,513.029,842.792,810.287,497.737,838.094,543.607,507.361,848.631,418.04,,,,225.352,836.962,71.7376,470.402,748.125,67.495,,,,,,
20,0,183.877,913.26,1703.46,303.289,953.346,1696.96,239.301,756.321,1708.61,377.327,804.324,1706.32,389.949,749.932,1580.6,537.46,627.925,1321.57,275.366,776.993,1468.48,303.018,722.751,1279.75,517.781,800.6,1478.19,246.215,614.895,1547.31,195.423,512.397,1221.54,194.902,550.191,965.586,198.272,634.01,996.612,150.797,628.413,914.899,404.147,906.229,1490.12,474.789,932.537,1165.97,340.14,978.621,906.978,294.309,1022.25,972.056,321.765,1055.95,889.551,372.125,531.497,1017.2,436.683,777.39,1023.32,562.792,551.996,1114.47,606.879,668.649,1103.59,472.267,429.652,722.523,506.265,425.269,592.228,581.743,388.673,332.424,626.958,399.555,137.57,711.204,451.258,72.3047,446.878,465.931,64.5009,512.208,843.853,810.349,497.297,838.938,543.586,506.939,849.294,418.004,,,,225.271,836.944,71.6009,470.383,748.168,67.5125,,,,,,
21,0,182.681,914.507,1703.92,302.104,954.555,1697.39,238.03,757.522,1708.34,376.078,805.456,1706.03,388.47,751.359,1580.5,536.153,629.237,1321.75,273.599,778.727,1468.21,301.911,724.393,1279.51,516.409,801.956,1478.18,244.903,616.936,1546.69,192.406,516.763,1220.92,191.018,557.539,965.452,195.553,641.075,997.418,147.077,636.511,915.931,403.132,907.898,1490.17,472.466,934.634,1165.75,335.547,981.162,908.121,290.305,1024.51,973.777,317.077,1058.54,891.047,371.316,532.67,1017.23,435.641,778.57,1023.33,561.879,553.296,1114.68,605.779,669.886,1103.82,471.352,430.535,722.639,505.183,426.152,592.305,581.119,389.231,332.71,626.674,399.694,137.963,711.1,451.268,72.6424,446.811,465.964,64.4272,511.4,844.91,810.407,496.86,839.774,543.571,506.52,849.946,417.974,,,,225.191,836.928,71.4689,470.365,748.209,67.5312,,,,,,
22,0,181.496,915.731,1704.37,300.93,955.739,1697.82,236.769,758.704,1708.09,374.837,806.568,1705.75,387.008,752.758,1580.41,534.863,630.536,1321.92,271.838,780.427,1467.95,300.818,726.01,1279.28,515.051,803.29,1478.18,243.573,618.938,1546.1,189.424,521.111,1220.33,187.176,564.851,965.392,192.806,648.016,998.278,143.402,644.553,917.04,402.195,909.28,1490.27,470.112,936.734,1165.56,330.892,983.738,909.345,286.279,1026.82,975.579,312.38,1061.18,892.576,370.514,533.844,1017.27,434.611,779.748,1023.35,560.987,554.595,1114.9,604.684,671.106,1104.05,470.434,431.407,722.77,504.096,427.02,592.394,580.49,389.78,333.012,626.372,399.83,138.372,710.983,451.284,73.0176,446.729,465.986,64.3496,510.603,845.959,810.463,496.425,840.599,543.56,506.104,850.586,417.949,,,,225.112,836.914,71.3408,470.349,748.247,67.5515,,,,,,
23,0,180.322,916.932,1704.81,299.766,956.898,1698.25,235.516,759.867,1707.85,373.606,807.659,1705.49,385.562,754.128,1580.34,533.588,631.822,1322.11,270.09,782.092,1467.71,299.74,727.603,1279.07,513.707,804.605,1478.19,242.221,620.901,1545.54,186.478,525.437,1219.78,183.378,572.115,965.409,190.033,654.854,999.194,139.775,652.536,918.227,400.941,910.422,1490.26,467.727,938.834,1165.4,326.179,986.348,910.653,282.237,1029.19,977.463,307.666,1063.86,894.16,369.72,535.018,1017.31,433.596,780.924,1023.37,560.114,555.888,1115.12,603.598,672.311,1104.28,469.514,432.269,722.915,503.003,427.874,592.495,579.852,390.318,333.33,626.051,399.963,138.796,710.852,451.305,73.4309,446.629,465.995,64.2679,509.818,847,810.515,495.989,841.411,543.554,505.691,851.213,417.93,,,,225.034,836.899,71.2154,470.333,748.28,67.5734,,,,,,
24,0,179.159,918.108,1705.25,298.613,958.031,1698.67,234.273,761.009,1707.63,372.384,808.728,1705.24,384.134,755.47,1580.27,532.331,633.094,1322.29,268.359,783.721,1467.48,298.675,729.172,1278.87,512.376,805.899,1478.22,240.844,622.821,1545.01,183.571,529.738,1219.27,179.625,579.323,965.505,187.233,661.609,1000.17,136.198,660.453,919.494,399.351,911.677,1490.1,465.313,940.931,1165.27,321.418,988.996,912.046,278.187,1031.62,979.43,302.922,1066.58,895.825,368.932,536.192,1017.37,432.594,782.097,1023.4,559.256,557.174,1115.34,602.525,673.505,1104.51,468.589,433.121,723.074,501.902,428.714,592.609,579.201,390.845,333.665,625.712,400.091,139.236,710.708,451.33,73.8826,446.511,465.991,64.182,509.042,848.029,810.563,495.552,842.208,543.552,505.282,851.826,417.915,,,,224.957,836.883,71.0919,470.316,748.308,67.5971,,,,,,
25,0,178.008,919.257,1705.69,297.47,959.138,1699.09,233.042,762.128,1707.43,371.172,809.775,1705.02,382.725,756.783,1580.22,531.091,634.351,1322.49,266.651,785.314,1467.28,297.626,730.716,1278.68,511.06,807.174,1478.25,239.442,624.698,1544.51,180.706,534.009,1218.79,175.919,586.468,965.682,184.397,668.295,1001.21,132.671,668.3,920.842,397.619,912.947,1490.07,462.873,943.022,1165.17,316.613,991.685,913.527,274.132,1034.09,981.48,298.141,1069.33,897.603,368.151,537.364,1017.44,431.606,783.266,1023.44,558.411,558.45,1115.57,601.468,674.69,1104.73,467.657,433.965,723.245,500.79,429.541,592.733,578.536,391.359,334.016,625.356,400.212,139.692,710.549,451.358,74.3721,446.375,465.975,64.0921,508.276,849.047,810.607,495.113,842.987,543.552,504.877,852.424,417.904,,,,224.881,836.864,70.9699,470.299,748.33,67.6228,,,,,,
26,0,176.868,920.379,1706.12,296.337,960.219,1699.51,231.823,763.224,1707.24,369.972,810.799,1704.81,381.335,758.068,1580.18,529.869,635.593,1322.68,264.973,786.87,1467.09,296.591,732.235,1278.51,509.758,808.429,1478.3,238.014,626.531,1544.04,177.885,538.245,1218.36,172.262,593.541,965.938,181.508,674.916,1002.32,129.196,676.072,922.269,395.842,914.11,1490.11,460.408,945.105,1165.1,311.773,994.422,915.096,270.079,1036.62,983.615,293.326,1072.11,899.517,367.377,538.532,1017.51,430.632,784.43,1023.47,557.576,559.715,1115.8,600.43,675.867,1104.96,466.717,434.799,723.428,499.665,430.354,592.867,577.852,391.859,334.382,624.984,400.325,140.162,710.377,451.389,74.8985,446.221,465.947,63.9982,507.519,850.05,810.646,494.672,843.748,543.555,504.476,853.006,417.897,,,,224.805,836.842,70.8491,470.28,748.344,67.6505,,,,,,
27,0,175.739,921.471,1706.54,295.214,961.271,1699.93,230.616,764.294,1707.07,368.785,811.8,1704.63,379.966,759.324,1580.16,528.665,636.821,1322.88,263.327,788.39,1466.93,295.57,733.729,1278.35,508.472,809.665,1478.36,236.563,628.32,1543.62,175.108,542.442,1217.96,168.655,600.539,966.274,178.55,681.472,1003.52,125.773,683.763,923.776,394.311,915.118,1490.25,457.921,947.178,1165.06,306.906,997.211,916.75,266.03,1039.18,985.833,288.49,1074.9,901.573,366.608,539.697,1017.59,429.672,785.588,1023.51,556.749,560.967,1116.03,599.413,677.036,1105.19,465.768,435.626,723.621,498.526,431.156,593.011,577.147,392.345,334.762,624.597,400.428,140.645,710.193,451.421,75.46,446.051,465.909,63.9005,506.77,851.037,810.68,494.227,844.488,543.56,504.079,853.572,417.892,,,,224.731,836.816,70.7295,470.259,748.351,67.6804,,,,,,
28,0,174.622,922.534,1706.97,294.102,962.295,1700.35,229.425,765.339,1706.91,367.61,812.777,1704.46,378.617,760.551,1580.14,527.48,638.033,1323.09,261.718,789.872,1466.79,294.565,735.198,1278.21,507.202,810.883,1478.43,235.092,630.064,1543.23,172.378,546.595,1217.62,165.1,607.457,966.688,175.514,687.954,1004.81,122.403,691.37,925.362,393.656,915.891,1490.44,455.417,949.238,1165.07,302.017,1000.05,918.488,261.991,1041.79,988.137,283.646,1077.72,903.764,365.844,540.857,1017.68,428.727,786.738,1023.56,555.929,562.202,1116.27,598.418,678.199,1105.42,464.806,436.446,723.822,497.369,431.946,593.162,576.417,392.814,335.154,624.197,400.52,141.142,709.997,451.451,76.0545,445.867,465.864,63.7993,506.029,852.007,810.71,493.779,845.206,543.565,503.685,854.122,417.889,,,,224.659,836.785,70.6112,470.237,748.35,67.7125,,,,,,
29,0,173.517,923.564,1707.39,293,963.291,1700.77,228.248,766.355,1706.77,366.449,813.73,1704.31,377.291,761.749,1580.14,526.314,639.23,1323.29,260.15,791.317,1466.67,293.574,736.642,1278.08,505.949,812.082,1478.51,233.607,631.765,1542.88,169.696,550.7,1217.31,161.598,614.294,967.176,172.402,694.35,1006.21,119.088,698.886,927.023,393.521,917.091,1490.53,452.898,951.285,1165.11,297.112,1002.94,920.31,257.963,1044.44,990.526,278.8,1080.57,906.072,365.086,542.01,1017.77,427.797,787.881,1023.6,555.113,563.421,1116.5,597.446,679.354,1105.65,463.833,437.261,724.03,496.194,432.727,593.319,575.662,393.268,335.556,623.785,400.6,141.651,709.791,451.48,76.6794,445.672,465.815,63.6952,505.295,852.958,810.734,493.327,845.904,543.57,503.294,854.656,417.887,,,,224.589,836.751,70.4944,470.213,748.341,67.7468,,,,,,
30,0,172.424,924.561,1707.82,291.909,964.256,1701.19,227.089,767.342,1706.64,365.304,814.659,1704.18,375.987,762.918,1580.15,525.166,640.411,1323.5,258.625,792.725,1466.58,292.599,738.061,1277.96,504.713,813.263,1478.6,232.112,633.422,1542.57,167.061,554.755,1217.06,158.151,621.048,967.737,169.232,700.651,1007.7,115.826,706.307,928.757,392.803,918.898,1490.57,450.368,953.317,1165.18,292.198,1005.87,922.214,253.951,1047.12,993,273.955,1083.43,908.484,364.332,543.155,1017.87,426.881,789.013,1023.65,554.3,564.622,1116.74,596.496,680.502,1105.87,462.846,438.07,724.243,494.998,433.498,593.482,574.879,393.706,335.966,623.363,400.667,142.171,709.575,451.505,77.3317,445.469,465.764,63.589,504.567,853.89,810.754,492.873,846.58,543.574,502.905,855.174,417.884,,,,224.521,836.713,70.3797,470.188,748.326,67.7833,,,,,,
31,0,171.344,925.523,1708.24,290.828,965.191,1701.61,225.948,768.3,1706.53,364.174,815.562,1704.07,374.707,764.058,1580.16,524.038,641.575,1323.71,257.146,794.096,1466.51,291.639,739.454,1277.86,503.494,814.425,1478.7,230.615,635.036,1542.3,164.475,558.756,1216.85,154.759,627.717,968.367,166.039,706.849,1009.28,112.619,713.629,930.56,391.224,920.368,1490.62,447.831,955.333,1165.3,287.277,1008.83,924.2,249.956,1049.82,995.558,269.115,1086.32,911.001,363.583,544.292,1017.98,425.98,790.135,1023.7,553.49,565.802,1116.98,595.569,681.642,1106.1,461.844,438.876,724.46,493.781,434.262,593.648,574.067,394.128,336.382,622.933,400.722,142.701,709.35,451.524,78.0082,445.261,465.714,63.4815,503.845,854.802,810.77,492.418,847.235,543.576,502.519,855.676,417.88,,,,224.456,836.671,70.2672,470.161,748.304,67.8219,,,,,,
32,0,170.276,926.45,1708.67,289.759,966.096,1702.04,224.826,769.226,1706.44,363.063,816.441,1703.97,373.452,765.169,1580.2,522.93,642.723,1323.92,255.714,795.43,1466.47,290.694,740.822,1277.78,502.294,815.57,1478.81,229.121,636.609,1542.07,161.936,562.702,1216.69,151.423,634.301,969.064,162.863,712.939,1010.94,109.467,720.846,932.429,389.124,921.132,1490.72,445.29,957.333,1165.46,282.353,1011.8,926.271,245.981,1052.54,998.2,264.291,1089.21,913.632,362.837,545.419,1018.1,425.093,791.245,1023.75,552.682,566.961,1117.21,594.663,682.773,1106.33,460.828,439.68,724.679,492.542,435.02,593.816,573.226,394.536,336.8,622.497,400.764,143.238,709.117,451.535,78.7055,445.053,465.667,63.3738,503.13,855.692,810.782,491.962,847.87,543.577,502.136,856.164,417.875,,,,224.393,836.628,70.1573,470.133,748.276,67.8624,,,,,,
33,0,169.222,927.34,1709.1,288.701,966.969,1702.47,223.724,770.119,1706.36,361.969,817.294,1703.9,372.221,766.251,1580.24,521.842,643.854,1324.13,254.33,796.728,1466.46,289.765,742.165,1277.71,501.113,816.696,1478.93,227.638,638.142,1541.87,159.445,566.59,1216.57,148.142,640.801,969.825,159.752,718.924,1012.66,106.369,727.955,934.358,387.751,921.686,1490.86,442.75,959.316,1165.65,277.429,1014.78,928.426,242.027,1055.29,1000.92,259.496,1092.11,916.382,362.095,546.535,1018.22,424.22,792.342,1023.79,551.875,568.099,1117.45,593.778,683.892,1106.56,459.797,440.481,724.898,491.279,435.773,593.984,572.356,394.93,337.219,622.058,400.796,143.783,708.878,451.538,79.4199,444.847,465.625,63.2672,502.42,856.561,810.79,491.506,848.486,543.575,501.754,856.638,417.867,,,,224.333,836.582,70.0503,470.103,748.244,67.9048,,,,,,
34,0,168.182,928.192,1709.53,287.656,967.81,1702.91,222.645,770.979,1706.3,360.895,818.121,1703.84,371.017,767.304,1580.29,520.774,644.968,1324.34,252.993,797.99,1466.47,288.85,743.481,1277.65,499.951,817.805,1479.05,226.172,639.635,1541.7,157.002,570.421,1216.5,144.918,647.216,970.648,156.751,724.807,1014.4,103.326,734.953,936.344,387.274,922.793,1490.97,440.214,961.282,1165.89,272.509,1017.76,930.672,238.097,1058.04,1003.73,254.732,1095.03,919.238,361.356,547.64,1018.34,423.362,793.426,1023.84,551.069,569.213,1117.68,592.912,684.999,1106.78,458.75,441.281,725.115,489.994,436.521,594.151,571.458,395.312,337.635,621.617,400.82,144.332,708.633,451.531,80.1479,444.645,465.589,63.163,501.716,857.409,810.796,491.052,849.085,543.57,501.374,857.098,417.857,,,,224.276,836.537,69.9461,470.074,748.207,67.9488,,,,,,
35,0,167.155,929.005,1709.96,286.622,968.619,1703.35,221.588,771.805,1706.24,359.841,818.922,1703.8,369.84,768.328,1580.35,519.726,646.064,1324.55,251.704,799.217,1466.5,287.952,744.772,1277.61,498.81,818.895,1479.19,224.73,641.089,1541.56,154.605,574.195,1216.48,141.749,653.545,971.529,153.894,730.597,1016.17,100.339,741.837,938.381,386.408,924.221,1491.2,437.684,963.232,1166.16,267.597,1020.73,933.01,234.192,1060.8,1006.61,249.98,1097.99,922.166,360.62,548.732,1018.47,422.518,794.494,1023.89,550.264,570.304,1117.91,592.064,686.093,1107,457.689,442.081,725.328,488.686,437.268,594.316,570.534,395.685,338.047,621.177,400.838,144.884,708.385,451.513,80.8857,444.45,465.558,63.0624,501.018,858.236,810.799,490.602,849.667,543.563,500.996,857.546,417.845,,,,224.221,836.491,69.8447,470.044,748.168,67.994,,,,,,
36,0,166.143,929.778,1710.4,285.602,969.395,1703.8,220.556,772.596,1706.21,358.809,819.697,1703.78,368.691,769.323,1580.42,518.698,647.142,1324.75,250.463,800.409,1466.56,287.068,746.037,1277.58,497.69,819.967,1479.32,223.318,642.504,1541.45,152.254,577.91,1216.5,138.634,659.788,972.467,151.203,736.301,1017.94,97.4072,748.606,940.465,385.111,925.178,1491.75,435.165,965.163,1166.46,262.698,1023.71,935.446,230.314,1063.56,1009.57,245.192,1101.04,925.124,359.886,549.81,1018.59,421.687,795.547,1023.94,549.461,571.371,1118.13,591.232,687.17,1107.22,456.613,442.881,725.536,487.357,438.012,594.478,569.587,396.049,338.452,620.74,400.853,145.438,708.133,451.483,81.6295,444.261,465.533,62.9672,500.328,859.042,810.8,490.156,850.235,543.553,500.619,857.982,417.829,,,,224.168,836.446,69.7459,470.014,748.127,68.0403,,,,,,
37,0,165.147,930.51,1710.84,284.595,970.138,1704.25,219.55,773.351,1706.19,357.799,820.446,1703.77,367.569,770.289,1580.5,517.691,648.201,1324.95,249.267,801.566,1466.64,286.2,747.276,1277.56,496.591,821.021,1479.47,221.941,643.88,1541.36,149.949,581.568,1216.56,135.574,665.941,973.458,148.685,741.924,1019.7,94.5315,755.257,942.593,384.033,925.984,1492.32,432.657,967.078,1166.8,257.816,1026.69,937.982,226.464,1066.31,1012.6,240.315,1104.22,928.085,359.154,550.874,1018.73,420.871,796.583,1023.99,548.659,572.414,1118.35,590.415,688.23,1107.44,455.525,443.682,725.738,486.01,438.755,594.634,568.621,396.409,338.849,620.309,400.87,145.992,707.88,451.441,82.3757,444.079,465.513,62.8788,499.644,859.828,810.8,489.716,850.788,543.539,500.246,858.408,417.81,,,,224.117,836.404,69.6495,469.984,748.085,68.0871,,,,,,
38,0,164.167,931.202,1711.29,283.602,970.849,1704.71,218.57,774.07,1706.18,356.813,821.168,1703.79,366.476,771.226,1580.58,516.704,649.242,1325.15,248.115,802.69,1466.75,285.346,748.489,1277.56,495.514,822.056,1479.62,220.604,645.217,1541.29,147.689,585.168,1216.66,132.568,672.002,974.501,146.324,747.468,1021.45,91.7129,761.79,944.759,383.152,927.171,1492.52,430.165,968.975,1167.17,252.958,1029.67,940.618,222.644,1069.05,1015.71,235.333,1107.53,931.062,358.424,551.922,1018.86,420.069,797.602,1024.04,547.859,573.433,1118.56,589.612,689.271,1107.65,454.424,444.483,725.932,484.645,439.497,594.784,567.639,396.765,339.236,619.886,400.891,146.545,707.627,451.387,83.1206,443.904,465.496,62.7995,498.968,860.594,810.801,489.284,851.33,543.524,499.874,858.824,417.789,,,,224.067,836.363,69.5551,469.955,748.043,68.1343,,,,,,
39,0,163.203,931.852,1711.74,282.624,971.525,1705.18,217.617,774.752,1706.18,355.851,821.864,1703.81,365.412,772.133,1580.68,515.737,650.263,1325.34,247.006,803.781,1466.87,284.507,749.676,1277.57,494.459,823.071,1479.77,219.311,646.515,1541.24,145.473,588.709,1216.8,129.615,677.969,975.593,144.092,752.93,1023.2,88.9521,768.202,946.962,382.208,928.426,1492.62,427.689,970.854,1167.57,248.131,1032.66,943.348,218.855,1071.77,1018.88,230.332,1110.92,934.13,357.695,552.956,1018.99,419.28,798.603,1024.09,547.061,574.427,1118.77,588.821,690.29,1107.86,453.314,445.285,726.117,483.265,440.24,594.927,566.646,397.121,339.612,619.473,400.921,147.095,707.378,451.322,83.8606,443.735,465.483,62.7316,498.3,861.341,810.801,488.858,851.859,543.506,499.507,859.231,417.766,438.355,824.283,119.926,224.017,836.326,69.4625,469.927,748.001,68.1814,349.406,744.229,1043,349.406,744.229,0
40,0,162.257,932.46,1712.2,281.661,972.169,1705.66,216.694,775.397,1706.2,354.914,822.533,1703.86,364.377,773.012,1580.78,514.79,651.265,1325.53,245.937,804.84,1467.02,283.683,750.836,1277.59,493.428,824.067,1479.93,218.065,647.772,1541.21,143.301,592.191,1216.98,126.715,683.838,976.731,141.944,758.3,1024.96,86.2501,774.493,949.197,381.308,929.435,1492.88,425.231,972.715,1168,243.343,1035.65,946.164,215.099,1074.48,1022.11,225.561,1114.24,937.428,356.967,553.972,1019.13,418.504,799.586,1024.14,546.266,575.397,1118.97,588.042,691.288,1108.06,452.195,446.088,726.293,481.875,440.982,595.063,565.648,397.478,339.977,619.073,400.962,147.642,707.134,451.246,84.5923,443.571,465.474,62.6783,497.642,862.071,810.803,488.442,852.378,543.486,499.143,859.63,417.74,438.359,824.41,120.157,223.967,836.292,69.3712,469.899,747.96,68.228,348.355,745.28,1043.28,348.355,745.28,0
41,0,161.329,933.026,1712.67,280.714,972.779,1706.14,215.799,776.005,1706.23,354.004,823.175,1703.91,363.372,773.862,1580.89,513.863,652.246,1325.71,244.907,805.866,1467.19,282.873,751.97,1277.62,492.42,825.042,1480.08,216.868,648.988,1541.19,141.173,595.613,1217.2,123.869,689.604,977.913,139.826,763.568,1026.74,83.6079,780.66,951.464,380.356,930.299,1493.36,422.793,974.559,1168.45,238.602,1038.64,949.052,211.379,1077.16,1025.4,221.411,1117.26,941.139,356.24,554.972,1019.26,417.743,800.55,1024.19,545.474,576.343,1119.17,587.272,692.262,1108.25,451.071,446.89,726.459,480.478,441.723,595.192,564.649,397.838,340.332,618.686,401.018,148.184,706.898,451.161,85.3127,443.412,465.47,62.6434,496.994,862.783,810.806,488.035,852.887,543.465,498.785,860.021,417.714,438.363,824.532,120.373,223.917,836.261,69.2813,469.873,747.921,68.2738,347.333,746.304,1043.57,347.333,746.304,0
42,0,160.42,933.551,1713.14,279.784,973.356,1706.63,214.934,776.576,1706.27,353.119,823.79,1703.98,362.397,774.683,1581,512.955,653.206,1325.88,243.914,806.861,1467.37,282.077,753.077,1277.67,491.435,825.996,1480.24,215.721,650.161,1541.18,139.088,598.972,1217.44,121.077,695.265,979.135,137.685,768.719,1028.55,81.0264,786.703,953.76,379.288,931.16,1493.96,420.377,976.384,1168.93,233.921,1041.64,951.997,207.696,1079.8,1028.75,218.274,1119.79,945.411,355.513,555.955,1019.39,416.994,801.495,1024.24,544.686,577.265,1119.35,586.511,693.212,1108.44,449.942,447.691,726.614,479.077,442.463,595.312,563.654,398.204,340.676,618.314,401.092,148.722,706.673,451.068,86.0189,443.257,465.475,62.6317,496.357,863.48,810.812,487.637,853.386,543.444,498.433,860.404,417.686,438.368,824.651,120.575,223.866,836.234,69.1925,469.847,747.882,68.3184,346.344,747.299,1043.88,346.344,747.299,0
43,0,159.53,934.034,1713.62,278.871,973.899,1707.12,214.1,777.109,1706.32,352.262,824.377,1704.07,361.451,775.475,1581.12,512.067,654.145,1326.04,242.955,807.825,1467.57,281.294,754.158,1277.72,490.475,826.927,1480.41,214.625,651.291,1541.18,137.047,602.266,1217.72,118.338,700.815,980.397,135.476,773.738,1030.41,78.5061,792.618,956.085,378.336,931.996,1494.41,417.984,978.191,1169.43,229.313,1044.63,954.982,204.053,1082.42,1032.15,216.232,1121.82,950.205,354.787,556.921,1019.52,416.259,802.421,1024.3,543.902,578.164,1119.53,585.759,694.136,1108.62,448.812,448.49,726.759,477.678,443.202,595.424,562.671,398.575,341.012,617.958,401.184,149.253,706.463,450.969,86.7086,443.107,465.492,62.6482,495.732,864.161,810.821,487.248,853.875,543.422,498.089,860.78,417.659,438.373,824.766,120.763,223.815,836.21,69.1051,469.822,747.846,68.3615,345.389,748.263,1044.2,345.389,748.263,0
44,0,158.66,934.476,1714.1,277.977,974.41,1707.63,213.297,777.605,1706.39,351.433,824.937,1704.17,360.535,776.237,1581.25,511.198,655.061,1326.2,242.029,808.758,1467.79,280.524,755.212,1277.79,489.54,827.837,1480.57,213.579,652.376,1541.18,135.051,605.492,1218.02,115.654,706.252,981.696,133.171,778.614,1032.31,76.0475,798.404,958.436,377.402,932.892,1494.46,415.616,979.978,1169.95,224.792,1047.63,957.992,200.454,1084.99,1035.6,214.684,1123.7,955.133,354.06,557.869,1019.65,415.536,803.327,1024.35,543.123,579.039,1119.7,585.014,695.034,1108.8,447.684,449.286,726.893,476.286,443.938,595.529,561.702,398.952,341.339,617.619,401.295,149.779,706.268,450.867,87.3802,442.963,465.528,62.6982,495.118,864.828,810.833,486.87,854.354,543.401,497.753,861.149,417.633,438.379,824.878,120.936,223.764,836.189,69.0191,469.798,747.811,68.4028,344.459,749.202,1044.54,344.459,749.202,0
45,0,157.812,934.878,1714.59,277.102,974.887,1708.14,212.525,778.064,1706.47,350.632,825.469,1704.28,359.648,776.971,1581.38,510.347,655.955,1326.35,241.133,809.66,1468.02,279.767,756.239,1277.86,488.629,828.722,1480.73,212.583,653.416,1541.2,133.098,608.646,1218.36,113.024,711.572,983.031,130.764,783.342,1034.28,73.6503,804.056,960.814,376.413,933.962,1494.53,413.272,981.745,1170.48,220.372,1050.64,961.013,196.901,1087.52,1039.09,212.097,1126.21,959.376,353.334,558.799,1019.77,414.827,804.214,1024.41,542.35,579.892,1119.86,584.277,695.904,1108.96,446.56,450.078,727.017,474.904,444.671,595.627,560.753,399.336,341.659,617.296,401.426,150.297,706.092,450.763,88.0327,442.827,465.588,62.7864,494.518,865.482,810.849,486.501,854.824,543.382,497.427,861.511,417.609,438.384,824.985,121.094,223.713,836.172,68.9349,469.775,747.778,68.442,343.535,750.127,1044.87,343.535,750.127,0
46,0,156.985,935.24,1715.1,276.246,975.333,1708.67,211.785,778.486,1706.56,349.858,825.973,1704.4,358.791,777.677,1581.52,509.515,656.825,1326.49,240.266,810.532,1468.27,279.021,757.24,1277.95,487.744,829.583,1480.9,211.635,654.41,1541.22,131.192,611.727,1218.72,110.45,716.771,984.399,128.278,787.919,1036.3,71.3141,809.574,963.218,375.596,935.079,1495.01,410.956,983.49,1171.03,216.062,1053.64,964.038,193.399,1090.01,1042.62,206.19,1130.46,961.817,352.608,559.711,1019.89,414.13,805.082,1024.47,541.582,580.723,1120.01,583.547,696.748,1109.12,445.443,450.864,727.133,473.539,445.399,595.719,559.829,399.727,341.973,616.989,401.576,150.808,705.936,450.66,88.666,442.703,465.68,62.9163,493.93,866.122,810.869,486.142,855.284,543.365,497.112,861.866,417.587,438.39,825.089,121.238,223.663,836.158,68.853,469.752,747.748,68.479,342.59,751.058,1045.18,342.59,751.058,0
