BioWare 3.0 Export
Device:	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	618.915344	618.915344	618.915344
Normalized length (m):	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	4.421494	0.141582	664.690887
0.001000	4.100841	-0.402426	663.996002
0.002000	5.223129	0.606690	668.324348
0.003000	5.383456	0.840074	668.673401
0.004000	4.421494	0.141582	664.174301
0.005000	4.582200	0.141582	664.521881
0.006000	4.742148	0.218824	664.867119
0.007000	4.341521	-0.014560	664.521988
0.008000	4.341521	-0.091801	663.309738
0.009000	4.822501	0.141582	664.864182
0.010000	4.020867	-0.402426	662.096436
0.011000	4.421494	-0.324355	662.615860
0.012000	4.982449	0.528619	665.215866
0.013000	5.143155	0.684761	666.426727
0.014000	5.062423	0.762003	665.906723
0.015000	4.101220	-0.169873	662.617432
0.016000	4.742148	0.219654	664.692848
0.017000	4.822501	-0.014560	664.865837
0.018000	5.142776	0.296895	665.905746
0.019000	4.822122	0.141582	664.347702
0.020000	3.940514	-0.403256	660.886154
0.021000	4.421494	-0.091801	663.136444
0.022000	3.699834	-0.635810	658.984451
0.023000	4.582200	-0.169873	663.138412
0.024000	4.421494	-0.169043	662.444122
0.025000	4.822501	0.141582	663.826813
0.026000	4.902475	-0.014560	663.658096
0.027000	4.341521	-0.247944	661.061516
0.028000	4.421494	-0.169873	661.925697
0.029000	4.581442	-0.092631	662.100052
0.030000	4.101220	-0.480498	660.366737
0.031000	4.582200	-0.247114	662.443634
0.032000	5.223129	0.218824	665.039238
0.033000	5.544162	0.296895	666.250984
0.034000	5.142776	0.141582	663.485107
0.035000	4.982828	0.141582	664.177521
0.036000	4.582200	-0.247114	661.925697
0.037000	4.742148	-0.324355	662.272285
0.038000	4.902854	-0.014560	663.138016
0.039000	5.143155	0.141582	664.865929
0.040000	5.223508	0.064341	665.039238
0.041000	4.341521	-0.479668	661.924690
0.042000	4.822122	-0.247114	662.445686
0.043000	4.742148	-0.247114	661.927261
0.044000	5.303103	0.141582	664.177521
0.045000	4.581442	-0.247114	662.273849
0.046000	5.143155	-0.014560	663.831894
0.047000	5.383456	0.296895	665.562073
0.048000	5.223129	-0.091801	664.694000
0.049000	5.223129	0.141582	664.177124
0.050000	4.582200	-0.247944	661.406754
0.051000	5.303103	0.529449	665.045700
0.052000	5.303482	0.529449	664.873871
0.053000	4.181573	-0.480498	660.199417
0.054000	4.421494	-0.402426	661.928612
0.055000	4.902475	-0.091801	663.141617
0.056000	5.223129	0.141582	664.179092
0.057000	4.982070	-0.247114	661.240494
0.058000	4.421494	-0.479668	660.374275
0.059000	4.581442	-0.247114	661.240005
0.060000	3.940514	-0.945605	657.603508
0.061000	4.902475	-0.014560	663.141617
0.062000	4.742148	-0.247114	661.928825
0.063000	4.421494	-0.479668	661.411354
0.064000	4.261168	-0.712222	660.545609
0.065000	4.501089	-0.325185	661.066711
0.066000	4.501089	-0.247114	661.413315
0.067000	4.260789	-0.402426	660.376350
0.068000	4.421494	-0.325185	661.760574
0.069000	4.742148	-0.246284	662.799507
0.070000	3.860540	-1.334302	658.294449
0.071000	4.100462	-0.945605	659.679100
0.072000	4.501089	-0.480498	661.413498
0.073000	4.741390	-0.091801	662.107773
0.074000	4.100841	-0.480498	659.856918
0.075000	4.020488	-0.479668	659.338478
0.076000	3.940514	-0.557739	660.030319
0.077000	4.020488	-0.790293	659.682632
0.078000	4.421494	-0.402426	662.104332
0.079000	4.420737	-0.402426	661.759705
0.080000	3.860161	-0.945605	659.335037
0.081000	4.581442	-0.247114	661.935448
0.082000	3.860161	-0.945605	659.508835
0.083000	3.860161	-0.945605	659.685081
0.084000	4.020867	-0.867534	660.893089
0.085000	4.742148	-0.247114	663.492500
0.086000	4.822122	-0.247114	664.354614
0.087000	4.822122	-0.247114	663.665794
0.088000	4.341142	-0.324355	662.973984
0.089000	4.100462	-0.557739	661.587868
0.090000	5.623377	0.840074	667.993652
0.091000	3.619860	-0.867534	659.856033
0.092000	5.303103	0.453037	667.472672
0.093000	5.062423	0.064341	666.088524
0.094000	4.582200	-0.479668	664.527908
0.095000	4.741390	-0.324355	663.492500
0.096000	4.341142	-0.324355	663.494461
0.097000	4.581442	-0.247114	664.014664
0.098000	4.100462	-0.557739	662.283607
0.099000	4.582200	-0.324355	664.361755
0.100000	4.261168	-0.479668	663.492012
0.101000	4.742148	-0.247114	665.050575
0.102000	4.822122	-0.091801	665.742493
0.103000	3.940135	-0.789463	660.902580
0.104000	4.501089	-0.247114	664.017403
0.105000	3.860161	-0.867534	660.903069
0.106000	3.780187	-0.867534	660.556946
0.107000	3.860161	-0.635810	661.592964
0.108000	4.020867	-0.712222	662.629921
0.109000	3.940514	-0.867534	661.937103
0.110000	4.260789	-0.402426	663.497704
0.111000	2.737873	-1.877481	657.091309
0.112000	3.860161	-0.635810	661.075981
0.113000	4.180815	-0.325185	662.979065
0.114000	3.619860	-0.867534	661.075493
0.115000	4.181194	-0.402426	663.844398
0.116000	4.100841	-0.557739	663.670494
0.117000	4.180815	-0.479668	663.669029
0.118000	4.020109	-0.480498	663.153526
0.119000	3.860161	-0.558569	661.598022
0.120000	2.978553	-1.489614	659.171410
0.121000	3.138880	-1.178989	659.692009
0.122000	3.940514	-0.402426	663.500816
0.123000	4.341142	-0.169873	665.055252
0.124000	3.940514	-0.557739	663.326927
0.125000	3.699834	-0.790293	662.979347
0.126000	3.378802	-1.101748	660.557228
0.127000	3.218854	-1.101748	660.385399
0.128000	3.378802	-1.101748	660.903816
0.129000	3.219233	-1.101748	661.771599
0.130000	4.100841	-0.402426	664.710686
0.131000	4.100841	-0.402426	664.884483
0.132000	3.619860	-1.256231	662.804573
0.133000	4.581442	0.141582	667.828651
0.134000	3.299207	-1.178989	661.597221
0.135000	3.619860	-0.790293	663.846031
0.136000	3.218854	-1.178989	662.291588
0.137000	3.379939	-0.945605	663.846535
0.138000	3.619860	-0.867534	664.193230
0.139000	3.940514	-0.557739	666.269722
0.140000	4.902475	0.374966	669.904724
0.141000	3.860161	-0.867534	664.366234
0.142000	2.417599	-2.032793	659.519737
0.143000	3.860161	-0.557739	665.579041
0.144000	3.699834	-0.635810	664.196358
0.145000	3.700213	-0.712222	665.752747
0.146000	3.780187	-0.790293	665.925156
0.147000	4.100841	-0.402426	667.828735
0.148000	4.020488	-0.557739	666.619537
0.149000	4.020488	-0.480498	666.619934
0.150000	3.058527	-1.257060	662.466454
0.151000	2.978174	-1.334302	662.639854
0.152000	3.299207	-0.635810	664.026573
0.153000	3.378802	-1.101748	664.891693
0.154000	3.058527	-1.178989	664.544525
0.155000	3.780187	-0.557739	666.445740
0.156000	3.619102	-0.635810	665.584023
0.157000	3.378802	-0.945605	664.199471
0.158000	3.218854	-1.101748	664.027641
0.159000	3.058527	-1.101748	663.508621
0.160000	3.218854	-0.635810	664.548027
0.161000	3.619860	-0.945605	665.237915
0.162000	2.737873	-1.722168	661.774315
0.163000	3.138880	-1.256231	664.198387
0.164000	2.657520	-1.800239	660.738800
0.165000	3.699834	-0.635810	665.413750
0.166000	3.378802	-0.790293	664.720940
0.167000	2.978553	-1.101748	663.508713
0.168000	3.378802	-0.867534	665.238388
0.169000	3.699834	-0.712222	665.930336
0.170000	3.058527	-1.489614	663.505684
0.171000	3.058527	-1.334302	663.506660
0.172000	2.737873	-1.490444	661.086502
0.173000	2.898200	-1.411543	662.641609
0.174000	3.699834	-0.480498	665.415825
0.175000	2.978553	-1.334302	662.298439
0.176000	3.459155	-0.868364	664.375412
0.177000	3.700213	-1.178989	665.237015
0.178000	3.780187	-0.868364	665.929344
0.179000	3.699834	-0.945605	665.586174
0.180000	3.699834	-0.790293	666.105286
0.181000	3.940514	-0.479668	666.624214
0.182000	3.780187	-0.479668	666.280540
0.183000	2.497951	-1.877481	661.256355
0.184000	3.780187	-0.790293	665.931305
0.185000	3.860161	-0.790293	667.143227
0.186000	3.780187	-0.557739	666.623711
0.187000	3.539128	-1.101748	665.065681
0.188000	3.138880	-1.178989	664.028214
0.189000	3.699834	-0.790293	666.104797
0.190000	2.978553	-1.412373	662.471321
0.191000	2.898579	-1.799409	662.812851
0.192000	3.459913	-1.256231	664.544304
0.193000	3.139259	-1.489614	664.025276
0.194000	4.260789	-0.402426	667.834480
0.195000	3.780187	-0.635810	665.932961
0.196000	3.459155	-0.868364	665.067650
0.197000	3.699834	-0.557739	665.412880
0.198000	2.898579	-1.334302	662.647568
0.199000	3.299207	-1.178989	664.548615
0.200000	3.138880	-1.178989	664.375305
0.201000	2.898200	-1.800239	662.124138
0.202000	3.779808	-0.713881	664.724449
0.203000	3.058906	-1.335132	661.434364
0.204000	3.138880	-1.257060	662.473282
0.205000	2.898200	-1.335132	661.434364
0.206000	2.898579	-1.412373	661.952805
0.207000	3.138880	-1.101748	663.508797
0.208000	3.780187	-0.635810	665.067253
0.209000	3.940514	-0.635810	665.587837
0.210000	2.898200	-1.645757	660.220947
0.211000	3.219233	-1.257060	662.646683
0.212000	4.822122	0.373306	668.360069
0.213000	3.299207	-1.101748	663.166100
0.214000	3.780187	-0.557739	665.069214
0.215000	3.860540	-0.635810	665.414040
0.216000	4.020867	-0.635810	665.932961
0.217000	3.860161	-0.868364	664.894341
0.218000	3.219233	-1.257060	662.126190
0.219000	3.299207	-1.101748	662.126190
0.220000	2.898579	-1.412373	661.088242
0.221000	2.738252	-1.490444	660.569824
0.222000	3.780187	-1.024507	664.027328
0.223000	4.181194	-0.480498	666.104401
0.224000	3.940893	-0.868364	665.064491
0.225000	3.699834	-1.101748	663.508400
0.226000	3.299207	-1.101748	662.471428
0.227000	3.459913	-1.101748	663.334999
0.228000	3.379939	-1.101748	662.471321
0.229000	3.379939	-1.024507	663.854034
0.230000	4.101220	-0.479668	666.105858
0.231000	2.738252	-1.955552	660.392975
0.232000	4.742148	-0.169873	668.180885
0.233000	3.860540	-0.635810	663.859505
0.234000	4.181194	-0.247114	666.453438
0.235000	3.860540	-0.635810	664.549782
0.236000	3.379939	-1.102578	662.644722
0.237000	3.860540	-0.557739	665.064491
0.238000	4.101220	-0.557739	665.932060
0.239000	4.261547	-0.557739	666.795738
0.240000	5.062802	0.528619	669.914688
0.241000	4.101220	-0.169873	665.934532
0.242000	4.582200	0.062681	667.664314
0.243000	4.100841	-0.325185	665.762802
0.244000	3.860919	-0.403256	665.760735
0.245000	3.700213	-0.635810	665.068405
0.246000	4.020867	-0.635810	665.932060
0.247000	3.780187	-0.713881	664.723259
0.248000	3.459155	-1.102578	662.129211
0.249000	3.379939	-0.868364	662.474953
0.250000	2.898579	-1.490444	660.051849
0.251000	2.898579	-1.335132	660.225739
0.252000	2.818605	-1.335132	660.740738
0.253000	4.181194	-0.247114	665.590462
0.254000	3.780187	-0.635810	664.375191
0.255000	3.780187	-0.558569	664.032112
0.256000	3.459913	-0.868364	662.645889
0.257000	3.459913	-1.024507	662.129318
0.258000	4.020867	-0.403256	665.070061
0.259000	3.058906	-1.179819	660.919525
0.260000	3.058906	-1.489614	660.741333
0.261000	3.780566	-0.558569	664.031517
0.262000	4.101220	-0.325185	665.761795
0.263000	4.100841	-0.247944	665.588608
0.264000	2.978553	-1.257060	659.705818
0.265000	3.700213	-0.558569	662.649002
0.266000	3.138880	-1.024507	661.266327
0.267000	2.739010	-1.179819	660.226799
0.268000	3.700213	-0.635810	663.512100
0.269000	3.139259	-1.101748	661.435715
0.270000	3.860540	-0.557739	664.547707
0.271000	3.138880	-1.257060	660.397751
0.272000	2.978932	-1.335132	660.570953
0.273000	3.860540	-0.247944	664.725517
0.274000	3.139259	-1.101748	660.918640
0.275000	3.620618	-0.635810	663.859283
0.276000	3.860540	-0.557739	664.721001
0.277000	4.020867	-0.325185	665.933716
0.278000	3.860540	-0.480498	664.894783
0.279000	3.379939	-0.635810	663.340355
0.280000	3.138880	-1.101748	662.647522
0.281000	3.619860	-0.713881	663.340263
0.282000	3.780566	-0.403256	664.725014
0.283000	3.540265	-0.945605	663.339363
0.284000	4.662553	0.529449	670.087288
0.285000	3.860540	-0.480498	666.106628
0.286000	3.940514	-0.402426	665.935280
0.287000	3.459913	-0.635810	663.513161
0.288000	3.780566	-0.402426	664.205490
0.289000	3.459913	-0.635810	664.205978
0.290000	4.101220	-0.169873	666.976845
0.291000	4.822501	0.451378	669.052261
0.292000	4.181194	-0.014560	667.841026
0.293000	3.619860	-0.868364	663.860359
0.294000	3.699834	-0.480498	664.553177
0.295000	3.299207	-0.480498	663.170471
0.296000	3.379939	-0.713881	663.342300
0.297000	3.138880	-0.713881	662.132523
0.298000	3.379939	-0.713881	662.820831
0.299000	3.780566	-0.480498	664.205597
0.300000	2.978932	-1.334302	661.781326
0.301000	4.020867	-0.247944	665.591606
0.302000	2.978932	-1.024507	662.475693
0.303000	3.058906	-0.713881	662.649094
0.304000	3.219233	-0.558569	663.341827
0.305000	2.658657	-1.102578	661.440285
0.306000	3.619860	-0.480498	664.380455
0.307000	3.780566	-0.325185	665.591606
0.308000	3.700213	-0.480498	665.070625
0.309000	3.700213	-0.480498	664.033760
0.310000	3.058906	-1.024507	662.305420
0.311000	3.219233	-0.403256	663.515228
