BioWare 3.0 Export
Device:	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	618.915344	618.915344	618.915344
Normalized length (m):	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	4.812739	0.698258	663.927231
0.001000	4.492465	0.621016	663.065437
0.002000	4.973066	0.854400	665.139954
0.003000	4.251785	-0.077475	662.023552
0.004000	4.171432	-0.232788	661.502571
0.005000	5.213367	0.931641	666.006065
0.006000	4.973066	0.853570	664.793839
0.007000	4.091079	-0.000234	660.812706
0.008000	4.331759	0.154249	661.678314
0.009000	3.770804	-0.310859	659.600281
0.010000	4.893092	0.465704	663.926254
0.011000	4.171432	-0.155546	662.023079
0.012000	4.893092	0.155909	664.096428
0.013000	5.053040	0.621016	664.966553
0.014000	4.732386	0.388463	663.060349
0.015000	4.652412	0.310391	662.714333
0.016000	4.171432	-0.077475	661.676750
0.017000	4.572818	0.310391	662.886169
0.018000	4.893092	0.466534	664.615845
0.019000	4.812739	0.466534	664.964592
0.020000	5.133393	0.699088	666.345741
0.021000	4.491706	0.155909	662.540932
0.022000	5.213367	0.854400	666.349251
0.023000	5.293720	1.165025	666.523537
0.024000	4.973445	0.854400	666.004501
0.025000	4.732765	0.155909	663.577896
0.026000	5.053419	0.466534	665.308083
0.027000	4.973066	0.466534	665.654869
0.028000	4.892713	0.387633	664.270607
0.029000	4.812739	0.465704	664.098305
0.030000	4.892713	0.621016	664.965385
0.031000	4.732386	0.542945	664.100250
0.032000	4.813118	0.621016	665.311020
0.033000	5.454426	0.931641	666.697716
0.034000	5.133393	0.699088	666.003044
0.035000	4.732386	0.387633	663.579269
0.036000	4.892334	0.465704	664.271507
0.037000	4.331759	0.388463	662.198631
0.038000	4.652412	0.388463	663.235710
0.039000	4.171432	0.310391	662.198631
0.040000	4.491706	-0.000234	662.715111
0.041000	5.854674	1.397579	668.426056
0.042000	4.652412	-0.077475	663.232071
0.043000	6.015001	1.552892	668.773224
0.044000	4.251406	-0.000234	662.541801
0.045000	3.690072	-0.621484	659.080566
0.046000	4.491706	0.155909	662.887939
0.047000	4.492465	0.388463	663.062798
0.048000	5.053040	0.621016	665.309059
0.049000	5.053040	0.543775	665.137726
0.050000	4.652412	-0.000234	663.403908
0.051000	4.732386	0.310391	662.889397
0.052000	4.091079	-0.155546	660.811935
0.053000	5.133393	0.776329	664.619286
0.054000	4.331759	0.310391	661.678139
0.055000	4.412491	-0.155546	661.500237
0.056000	4.892713	0.233980	664.269547
0.057000	5.053419	0.388463	664.616638
0.058000	5.373694	0.543775	666.344971
0.059000	4.812360	0.310391	663.233063
0.060000	4.652412	0.155909	663.577705
0.061000	4.973066	0.543775	664.617722
0.062000	4.011484	-0.466172	660.636574
0.063000	4.812739	-0.077475	663.577705
0.064000	5.053419	0.388463	664.788582
0.065000	6.175707	1.321168	669.807083
0.066000	4.812739	-0.155546	662.885376
0.067000	5.053040	0.388463	664.270523
0.068000	5.053040	0.310391	664.270523
0.069000	4.732386	0.078667	663.404411
0.070000	4.973066	0.233980	664.269943
0.071000	5.454426	0.621846	666.518768
0.072000	5.534400	0.777159	667.038849
0.073000	4.892713	0.233980	664.441780
0.074000	4.651654	-0.310029	662.193451
0.075000	5.694348	1.010543	666.695000
0.076000	5.133014	0.699088	665.139099
0.077000	4.732386	0.310391	663.060150
0.078000	5.133393	0.465704	664.963158
0.079000	5.133393	0.388463	665.306435
0.080000	4.892713	0.155909	663.925285
0.081000	5.212988	0.543775	664.789955
0.082000	4.251406	-0.388100	660.290367
0.083000	4.491706	-0.155546	661.674919
0.084000	4.892713	0.310391	663.579079
0.085000	4.491706	-0.000234	662.368240
0.086000	5.293720	0.699088	665.657539
0.087000	5.133393	0.466534	665.306435
0.088000	5.053040	0.155909	663.923340
0.089000	5.212988	0.155909	663.578209
0.090000	5.133014	0.388463	663.925789
0.091000	4.251406	-0.388100	661.154045
0.092000	5.133014	0.543775	663.754440
0.093000	4.973066	0.388463	664.097122
0.094000	5.373694	0.621846	665.309959
0.095000	5.533642	0.699088	666.345459
0.096000	5.053040	0.233980	663.578590
0.097000	4.812360	0.155909	663.061615
0.098000	4.411354	-0.388100	660.984550
0.099000	4.972687	0.155909	663.405281
0.100000	4.331759	-0.310029	661.501625
0.101000	5.213367	0.233980	665.477768
0.102000	4.491706	-0.620654	661.323700
0.103000	6.175328	0.854400	669.112701
0.104000	5.052661	0.078667	663.231804
0.105000	4.732386	-0.387270	662.191879
0.106000	5.533642	0.621846	666.174614
0.107000	5.133014	0.078667	663.923721
0.108000	4.973066	-0.077475	663.923721
0.109000	5.213367	0.233980	665.132530
0.110000	5.213367	0.001426	664.957184
0.111000	5.534400	0.156739	665.824860
0.112000	5.774321	0.621016	666.172943
0.113000	4.652412	-0.620654	661.497498
0.114000	5.774321	0.699088	666.172943
0.115000	4.732765	-0.232788	662.710823
0.116000	4.973066	-0.231958	663.229752
0.117000	5.694348	0.466534	666.515633
0.118000	5.293720	0.466534	665.996689
0.119000	5.533642	0.233980	665.480125
0.120000	4.812360	-0.155546	662.885094
0.121000	4.973066	-0.077475	662.884621
0.122000	4.892713	-0.000234	663.058891
0.123000	4.251785	-0.465342	661.153259
0.124000	5.053040	-0.077475	663.576935
0.125000	4.973066	-0.232788	662.709259
0.126000	5.133014	0.155909	664.615959
0.127000	5.133014	-0.000234	663.056931
0.128000	4.812739	-0.155546	661.674255
0.129000	4.973066	0.076178	662.883148
0.130000	4.491706	-0.155546	660.291634
0.131000	4.812739	-0.310859	662.537910
0.132000	4.812739	-0.466172	661.844124
0.133000	4.732386	-0.621484	661.150803
0.134000	5.133014	-0.155546	662.710236
0.135000	5.293720	0.387633	663.577835
0.136000	5.293720	0.310391	663.749275
0.137000	5.213367	0.154249	662.884033
0.138000	4.653171	-0.155546	661.326080
0.139000	5.053419	-0.155546	662.883530
0.140000	5.293720	0.155909	663.228767
0.141000	5.935027	0.621016	666.000046
0.142000	4.732386	-0.388930	659.939865
0.143000	4.331759	-0.776797	659.073250
0.144000	5.293720	0.465704	663.576363
0.145000	4.572818	-0.388930	660.458786
0.146000	4.492465	-0.776797	660.282555
0.147000	5.454426	-0.077475	663.917984
0.148000	5.695105	0.310391	665.303604
0.149000	5.774700	0.155909	664.957886
0.150000	5.534400	-0.000234	663.918472
0.151000	5.694348	0.465704	665.305084
0.152000	4.652412	-0.698725	660.284210
0.153000	4.572818	-0.620654	660.113159
0.154000	6.015001	0.233980	665.131287
0.155000	5.855053	0.233980	665.823021
0.156000	5.614753	0.078667	664.783508
0.157000	5.774700	-0.155546	663.918472
0.158000	5.534400	-0.077475	663.746635
0.159000	5.855053	0.233980	664.786560
0.160000	5.454426	-0.077475	663.918472
0.161000	5.454426	-0.077475	664.091873
0.162000	5.053419	-0.542583	662.876907
0.163000	5.855053	0.155909	664.784485
0.164000	6.416008	0.854400	667.727295
0.165000	4.732386	-0.698725	659.938690
0.166000	5.855053	0.465704	665.134140
0.167000	5.534400	-0.155546	663.747520
0.168000	4.973066	-0.388100	661.153961
0.169000	5.293720	0.155909	663.747520
0.170000	5.534400	-0.000234	664.268013
0.171000	6.015380	0.543775	665.478882
0.172000	4.812360	-0.931279	660.112091
0.173000	4.331759	-1.008520	658.557564
0.174000	5.053040	-0.466172	661.498314
0.175000	4.251406	-0.931279	658.211533
0.176000	3.850778	-1.397217	656.998634
0.177000	5.133393	-0.310859	662.709480
0.178000	5.534400	-0.154716	663.745071
0.179000	5.454426	-0.077475	663.747414
0.180000	5.293341	-0.232788	662.191132
0.181000	4.973066	-0.388100	660.804909
0.182000	6.175328	0.854400	667.039864
0.183000	5.133393	-0.155546	661.845985
0.184000	5.854674	0.155909	664.615211
0.185000	5.373694	-0.077475	663.577248
0.186000	5.053419	-0.466172	662.016754
0.187000	5.213367	-0.543413	662.192101
0.188000	5.053040	-0.388930	661.843536
0.189000	4.972687	-0.388100	661.153168
0.190000	5.053040	-0.466172	661.498314
0.191000	4.171432	-1.164663	658.901237
0.192000	5.293720	-0.465342	663.399437
0.193000	4.732765	-1.008520	661.495667
0.194000	5.053040	-0.853208	662.708565
0.195000	4.491706	-1.241904	659.593063
0.196000	4.972687	-0.620654	661.671135
0.197000	5.373694	-0.232788	663.746635
0.198000	5.293720	-0.310029	664.094215
0.199000	5.053419	-0.465342	662.710526
0.200000	5.694348	0.001426	665.823418
0.201000	6.335655	0.699088	668.419914
0.202000	5.213367	-0.465342	663.919441
0.203000	5.613615	0.078667	664.786057
0.204000	5.053040	-0.543413	662.883835
0.205000	5.774321	0.233980	665.825485
0.206000	4.732386	-0.853208	661.150536
0.207000	5.694348	0.078667	665.478287
0.208000	5.694348	0.001426	665.651077
0.209000	5.774700	-0.154716	665.649620
0.210000	5.934648	0.233980	665.998779
0.211000	5.533642	0.233980	664.788902
0.212000	6.015001	0.621846	667.212563
0.213000	6.094975	0.854400	667.214630
0.214000	5.053419	-0.310029	662.537231
0.215000	6.094975	0.777159	667.211678
0.216000	5.293720	-0.310029	664.093239
0.217000	5.533642	0.078667	664.612656
0.218000	5.212988	-0.232788	662.712486
0.219000	5.213367	-0.154716	662.537231
0.220000	5.533642	0.078667	663.923851
0.221000	5.453289	0.155909	664.097649
0.222000	5.213367	-0.310029	663.229073
0.223000	4.732386	-0.621484	661.150536
0.224000	5.133393	-0.310029	663.398842
0.225000	4.571680	-0.620654	660.631500
0.226000	4.732386	-0.620654	660.978592
0.227000	5.293341	0.155909	663.229561
0.228000	5.213367	0.078667	663.231033
0.229000	4.812739	-0.388100	661.154449
0.230000	5.213367	-0.155546	663.572746
0.231000	5.053040	-0.232788	663.225548
0.232000	5.614753	0.155909	664.956909
0.233000	5.774321	0.466534	665.132660
0.234000	5.213367	-0.155546	662.883438
0.235000	5.133393	-0.154716	662.536728
0.236000	5.293720	-0.077475	663.225548
0.237000	4.973445	-0.232788	662.189560
0.238000	5.454426	0.078667	665.129700
0.239000	5.774700	0.233980	666.170113
0.240000	5.534400	-0.077475	664.956299
0.241000	5.053040	-0.388100	662.534706
0.242000	5.293720	0.156739	663.746040
0.243000	5.133393	-0.310859	663.225060
0.244000	5.774700	0.465704	665.477783
0.245000	5.695105	0.310391	665.301933
0.246000	5.855053	0.155909	665.648735
0.247000	5.774700	0.388463	666.337448
0.248000	6.095354	0.465704	667.032227
0.249000	5.534400	0.155909	664.611679
0.250000	5.454426	0.155909	664.436310
0.251000	5.774700	0.465704	665.132660
0.252000	4.412491	-0.620654	660.802345
0.253000	5.614753	0.388463	665.129700
0.254000	4.973445	-0.310029	662.360909
0.255000	5.614753	0.388463	665.303497
0.256000	5.053040	-0.077475	663.055275
0.257000	5.293720	0.310391	664.093239
0.258000	5.133393	0.154249	662.883438
0.259000	4.973066	-0.078305	662.362946
0.260000	4.973445	-0.155546	663.054787
0.261000	4.813118	-0.388930	661.840988
0.262000	5.454426	0.465704	664.956406
0.263000	4.652412	-0.466172	661.495857
0.264000	5.133393	0.310391	663.575768
0.265000	4.893092	-0.155546	662.190620
0.266000	5.133393	0.310391	663.401970
0.267000	4.813118	0.154249	662.709656
0.268000	5.133772	0.310391	664.610779
0.269000	5.614753	0.543775	665.821541
0.270000	5.374452	0.465704	665.476410
0.271000	4.973066	-0.077475	662.708755
0.272000	4.251785	-0.543413	660.459953
0.273000	4.331759	-0.233618	661.495934
0.274000	5.053419	0.310391	663.403534
0.275000	4.171811	-0.466172	660.459557
0.276000	4.572818	-0.310859	661.840683
0.277000	4.973445	-0.077475	664.090858
0.278000	5.293720	0.388463	665.650970
0.279000	4.892713	-0.077475	664.094383
0.280000	5.053419	0.387633	665.131271
0.281000	4.813118	-0.310859	663.400490
0.282000	4.813118	-0.000234	663.229752
0.283000	4.813118	-0.388100	663.743279
0.284000	4.412491	-0.620654	662.015343
0.285000	5.374452	0.078667	666.167442
0.286000	5.614753	0.543775	666.517090
0.287000	5.053419	0.155909	664.615273
0.288000	5.053419	-0.000234	665.131950
0.289000	4.973066	-0.077475	663.920982
0.290000	4.973445	0.155909	664.268181
0.291000	4.813118	-0.310029	664.093895
0.292000	5.133772	0.155909	665.304741
0.293000	6.336034	1.243097	670.668503
0.294000	4.973066	0.078667	663.920982
0.295000	5.614753	0.777159	667.382225
0.296000	4.893092	-0.077475	663.402054
0.297000	4.732765	-0.154716	663.056816
0.298000	4.893471	0.078667	663.573891
0.299000	5.213746	0.466534	665.477081
0.300000	5.213746	0.310391	665.650864
0.301000	5.454426	0.699088	665.655846
0.302000	4.973066	0.155909	663.230721
0.303000	4.331759	-0.310859	660.806252
0.304000	4.331759	-0.310859	660.806160
0.305000	4.732765	0.155909	662.711685
0.306000	5.053419	0.154249	663.401947
0.307000	5.053419	0.310391	664.610863
0.308000	5.053419	0.310391	664.093895
0.309000	5.053040	-0.000234	663.575348
0.310000	4.813118	0.154249	662.711685
0.311000	4.973445	0.155909	662.709236
0.312000	5.133393	0.465704	663.577415
0.313000	5.935406	1.165025	667.210297
0.314000	5.614753	0.854400	665.826225
0.315000	5.614753	0.776329	666.342789
0.316000	4.812739	-0.000234	662.880569
0.317000	4.812739	-0.077475	661.672859
0.318000	4.492465	-0.155546	660.635887
