BioWare 3.0 Export
Device:	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	618.915344	618.915344	618.915344
Normalized length (m):	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	2.507357	-0.284192	664.589554
0.001000	2.507357	-0.051638	664.071228
0.002000	1.705344	-1.061584	660.262405
0.003000	2.026376	-0.517575	661.477676
0.004000	2.988337	0.492371	665.458221
0.005000	2.106729	-0.362263	661.995224
0.006000	2.106729	-0.439504	662.513290
0.007000	1.946402	-0.828201	660.955811
0.008000	2.587710	-0.051638	664.243057
0.009000	2.828390	0.025604	664.416855
0.010000	2.347030	-0.362263	662.168518
0.011000	2.186703	-0.517575	662.168518
0.012000	2.267056	-0.362263	662.687561
0.013000	2.106729	-0.516746	661.133118
0.014000	3.229017	0.337059	665.975693
0.015000	2.427383	-0.129709	663.034256
0.016000	2.347409	-0.594817	662.683563
0.017000	2.828390	0.025604	664.246002
0.018000	1.706102	-0.750959	660.785934
0.019000	2.026376	-0.828201	660.438843
0.020000	1.786454	-0.829030	659.744461
0.021000	2.026755	-0.750959	661.477783
0.022000	2.828390	-0.129709	664.937836
0.023000	3.630024	0.647684	668.224106
0.024000	3.068690	0.025604	666.839066
0.025000	2.827631	-0.051638	664.591629
0.026000	2.187082	-0.828201	662.167068
0.027000	2.507736	-0.362263	663.033188
0.028000	2.427383	-0.440334	663.379883
0.029000	2.347409	-0.594817	662.859390
0.030000	2.828768	-0.284192	665.453339
0.031000	2.748416	-0.517575	664.934799
0.032000	1.946402	-1.061584	661.993286
0.033000	2.507736	-0.362263	664.935303
0.034000	2.908742	-0.129709	664.938828
0.035000	2.187082	-1.061584	661.646683
0.036000	2.427762	-0.440334	664.246902
0.037000	3.068690	-0.051638	666.321518
0.038000	2.828390	-0.362263	665.974426
0.039000	2.828390	-0.440334	665.627625
0.040000	2.507357	-0.673718	664.592133
0.041000	2.267056	-0.673718	663.036636
0.042000	2.988337	0.102845	666.670090
0.043000	2.106729	-0.829030	662.170502
0.044000	2.267435	-0.207780	664.075638
0.045000	3.149043	0.102845	666.495895
0.046000	2.026755	-0.906272	663.032715
0.047000	2.748416	-0.440334	665.282990
0.048000	2.427383	-0.673718	663.210022
0.049000	2.267056	-0.440334	663.555634
0.050000	2.427383	-0.285851	664.421280
0.051000	1.786454	-1.061584	661.480637
0.052000	1.626128	-1.371379	660.782318
0.053000	2.989095	0.025604	666.668640
0.054000	3.149043	-0.052468	667.880951
0.055000	2.026755	-1.062414	662.340775
0.056000	1.225121	-1.760906	658.881210
0.057000	1.786454	-0.984343	662.342834
0.058000	2.026755	-0.907102	662.343338
0.059000	1.786834	-0.984343	661.824402
0.060000	1.786454	-1.062414	661.996140
0.061000	2.427762	-0.596477	664.416779
0.062000	1.706481	-1.449451	661.648056
0.063000	3.229017	0.024774	667.015823
0.064000	2.427383	-0.596477	664.590683
0.065000	2.026755	-1.061584	662.688461
0.066000	2.267435	-0.751789	664.070099
0.067000	2.588468	-0.130539	665.803787
0.068000	2.427762	-0.907102	664.761826
0.069000	2.909122	-0.440334	667.012604
0.070000	2.668442	-0.439504	666.320267
0.071000	2.908742	-0.441994	666.665909
0.072000	2.187461	-0.829030	663.726822
0.073000	2.267435	-0.984343	663.896698
0.074000	3.309749	0.257328	668.053116
0.075000	2.748795	-0.285851	666.147461
0.076000	3.309749	-0.052468	668.221024
0.077000	2.909122	-0.440334	666.492508
0.078000	2.989095	-0.362263	666.838211
0.079000	2.988337	-0.517575	665.973083
0.080000	2.748416	-0.596477	665.282730
0.081000	2.989095	-0.285851	666.146881
0.082000	3.229396	0.180086	666.842163
0.083000	2.427762	-1.139656	663.896896
0.084000	2.187461	-1.062414	663.204590
0.085000	2.748795	-0.829030	665.626404
0.086000	1.866807	-1.527522	661.300613
0.087000	2.267056	-0.984343	663.031372
0.088000	2.588468	-0.907102	663.378952
0.089000	2.828768	-0.751789	664.591385
0.090000	2.347788	-0.907102	662.688599
0.091000	2.989474	-0.673718	665.453491
0.092000	2.508494	-1.140485	663.201660
0.093000	4.031409	0.335399	670.300278
0.094000	2.507736	-1.139656	662.858490
0.095000	2.748795	-0.985173	663.722626
0.096000	2.828768	-0.751789	664.070221
0.097000	3.790730	0.102015	668.051361
0.098000	2.668821	-0.984343	662.859467
0.099000	3.309749	-0.596477	665.969894
0.100000	2.989474	-0.829860	664.760498
0.101000	3.069448	-0.907102	665.107300
0.102000	3.630024	-0.130539	666.838074
0.103000	2.187461	-1.683664	660.432831
0.104000	3.309749	-0.674548	665.453903
0.105000	3.069827	-0.907102	664.414398
0.106000	2.989853	-0.907102	664.761978
0.107000	2.989474	-1.217727	664.238937
0.108000	2.989474	-1.139656	664.929810
0.109000	3.390102	-0.985173	666.661148
0.110000	3.309749	-0.907102	664.588593
0.111000	3.230154	-1.140485	664.756516
0.112000	3.149801	-0.985173	664.930695
0.113000	2.829148	-1.295798	662.683929
0.114000	3.069827	-1.450281	663.892334
0.115000	3.871462	-0.751789	667.354355
0.116000	3.550808	-1.062414	665.792892
0.117000	4.432037	-0.364753	668.394272
0.118000	3.630782	-0.752619	665.452072
0.119000	3.550808	-1.062414	664.930099
0.120000	3.390102	-0.985173	664.588394
0.121000	3.390860	-1.140485	664.758774
0.122000	4.432037	-0.208610	668.912735
0.123000	4.111762	-0.751789	667.354675
0.124000	4.592743	-0.208610	668.913132
0.125000	3.871083	-0.829860	665.971024
0.126000	3.230154	-1.218557	662.684631
0.127000	3.069827	-1.451940	661.990356
0.128000	3.550808	-1.217727	663.028305
0.129000	3.471213	-1.063244	663.548889
0.130000	3.390860	-1.217727	662.854507
0.131000	3.711135	-1.217727	664.236694
0.132000	3.230154	-1.450281	662.160629
0.133000	3.871083	-0.985173	663.892563
0.134000	3.630782	-1.063244	663.376389
0.135000	3.550808	-1.295798	663.025284
0.136000	3.791488	-0.985173	663.893860
0.137000	3.550808	-1.295798	662.682098
0.138000	3.711135	-1.295798	663.544205
0.139000	3.711135	-1.140485	663.718491
0.140000	4.111762	-0.985173	664.757614
0.141000	3.149801	-1.530012	660.951233
0.142000	2.508494	-2.382986	658.177414
0.143000	2.588847	-2.150432	658.525009
0.144000	3.150180	-1.606423	660.949280
0.145000	3.871462	-1.218557	663.541183
0.146000	3.150180	-2.072361	661.290817
0.147000	4.112141	-1.140485	665.791870
0.148000	3.951435	-1.295798	663.543625
0.149000	3.871462	-1.295798	663.717422
0.150000	3.791488	-1.451940	664.063049
0.151000	3.711135	-1.218557	663.025589
0.152000	4.192873	-0.985173	665.275879
0.153000	3.069827	-2.227673	659.908615
0.154000	4.753448	-0.751789	667.522247
0.155000	4.031788	-1.217727	665.272354
0.156000	3.710756	-1.917048	662.850235
0.157000	4.512769	-0.752619	665.965179
0.158000	4.192115	-1.140485	664.755875
0.159000	3.951435	-1.140485	664.235779
0.160000	4.112141	-1.140485	664.582474
0.161000	4.031788	-1.217727	664.752747
0.162000	4.512769	-0.985173	665.963623
0.163000	3.711135	-1.760906	662.851425
0.164000	3.951435	-1.451940	663.370636
0.165000	3.791109	-1.606423	661.986877
0.166000	3.871462	-1.295798	663.889084
0.167000	3.791109	-1.140485	663.373901
0.168000	3.711135	-1.684494	662.503357
0.169000	3.871462	-1.606423	662.503357
0.170000	4.111762	-1.295798	664.233063
0.171000	4.031409	-1.295798	663.195694
0.172000	4.672717	-0.751789	665.101913
0.173000	3.871083	-1.295798	662.677643
0.174000	4.672717	-0.751789	665.100342
0.175000	3.630782	-1.761736	661.466782
0.176000	4.753070	-0.907102	665.963913
0.177000	3.390102	-2.149602	660.250061
0.178000	4.352063	-1.295798	664.056839
0.179000	4.191357	-1.450281	661.985825
0.180000	3.871083	-1.606423	661.983856
0.181000	3.951435	-1.606423	662.333405
0.182000	3.951435	-1.684494	661.292023
0.183000	2.909500	-2.693611	657.135529
0.184000	3.630782	-1.994289	660.423462
0.185000	4.512769	-1.217727	663.710144
0.186000	4.352063	-1.606423	663.191101
0.187000	3.951056	-1.838977	661.290466
0.188000	4.352063	-1.606423	663.365875
0.189000	4.592743	-1.140485	664.058594
0.190000	4.111762	-1.683664	662.499771
0.191000	4.352063	-1.606423	663.712967
0.192000	4.432037	-1.683664	664.056152
0.193000	3.871462	-2.072361	661.805389
0.194000	4.672717	-1.606423	664.747879
0.195000	4.192115	-1.760906	662.326385
0.196000	3.791109	-2.072361	660.247833
0.197000	4.592743	-1.450281	663.538116
0.198000	3.871083	-1.917048	660.770264
0.199000	4.592743	-1.683664	663.882751
0.200000	4.833422	-1.372209	664.920700
0.201000	4.913396	-1.295798	664.748962
0.202000	4.672717	-1.683664	663.709442
0.203000	4.111762	-1.838977	661.636993
0.204000	4.432037	-1.450281	662.501160
0.205000	4.111762	-1.761736	661.465637
0.206000	3.069827	-2.848094	657.135818
0.207000	5.554325	-0.441994	667.174515
0.208000	4.352063	-1.760906	661.978989
0.209000	4.672717	-1.606423	663.538116
0.210000	4.431658	-1.606423	662.154465
0.211000	4.592743	-1.451940	662.673370
0.212000	4.993370	-0.985173	664.060577
0.213000	4.753070	-1.063244	663.541946
0.214000	4.512769	-1.295798	662.326569
0.215000	5.073723	-0.985173	664.057526
0.216000	5.073723	-0.907932	665.442581
0.217000	4.592743	-1.683664	662.151337
0.218000	4.913018	-1.140485	663.887177
0.219000	4.672717	-1.295798	662.502045
0.220000	4.432037	-1.684494	661.291061
0.221000	4.111762	-1.684494	661.291168
0.222000	5.073723	-0.752619	664.925034
0.223000	5.234050	-0.829860	665.787247
0.224000	3.791109	-2.149602	659.728226
0.225000	4.753070	-1.451940	662.845215
0.226000	4.592743	-1.450281	662.153275
0.227000	4.592743	-1.761736	661.979965
0.228000	4.753070	-1.606423	662.846008
0.229000	4.192115	-1.838977	660.941360
0.230000	5.073723	-1.217727	664.575790
0.231000	5.073723	-1.217727	665.266159
0.232000	5.073723	-1.139656	665.266663
0.233000	4.913396	-1.450281	663.708115
0.234000	5.073723	-0.985173	664.576889
0.235000	5.474351	-0.751789	666.304596
0.236000	4.271710	-1.994289	661.286484
0.237000	4.352821	-1.838977	661.631622
0.238000	4.913396	-1.450281	664.399368
0.239000	4.993749	-1.606423	664.399368
0.240000	5.073723	-1.217727	665.091293
0.241000	5.233292	-1.217727	664.403290
0.242000	4.913396	-1.606423	663.537750
0.243000	4.753070	-1.450281	662.841431
0.244000	3.791109	-2.382986	658.691360
0.245000	4.192115	-1.995119	661.285324
0.246000	4.672717	-1.761736	662.670456
0.247000	5.234050	-1.217727	665.092575
0.248000	4.753070	-1.606423	663.189499
0.249000	4.913018	-1.606423	663.017654
0.250000	4.753070	-1.683664	661.980209
0.251000	4.993370	-1.140485	663.191452
0.252000	3.630782	-2.382986	657.652832
0.253000	4.673096	-1.838977	661.457657
0.254000	5.314403	-1.139656	664.572571
0.255000	4.913396	-1.683664	663.016098
0.256000	5.313645	-1.295798	663.880280
0.257000	5.795005	-0.674548	666.133591
0.258000	4.993370	-1.218557	663.018539
0.259000	4.993749	-1.606423	663.534058
0.260000	4.352063	-1.761736	660.768356
0.261000	5.234050	-1.295798	663.706970
0.262000	5.153697	-1.139656	663.881149
0.263000	5.634299	-0.751789	665.437241
0.264000	5.553946	-0.985173	664.226471
0.265000	3.951056	-2.227673	658.343613
0.266000	4.352063	-1.994289	659.898636
0.267000	4.993370	-1.606423	662.669907
0.268000	4.592743	-1.761736	662.148911
0.269000	5.153697	-1.527522	663.530045
0.270000	5.234050	-1.606423	664.396164
0.271000	5.073723	-1.760906	664.395676
0.272000	5.554325	-1.140485	664.571930
0.273000	5.474351	-1.217727	665.435669
0.274000	5.474351	-1.062414	665.610367
0.275000	5.073723	-1.450281	663.706284
0.276000	4.753070	-1.917048	663.012009
0.277000	6.035684	-0.751789	668.031570
0.278000	5.314403	-1.527522	664.741287
0.279000	5.153697	-1.527522	664.915085
0.280000	5.234050	-1.450281	664.051422
0.281000	5.234050	-1.217727	665.263168
0.282000	5.153697	-1.295798	664.918030
0.283000	5.073723	-1.683664	663.704727
0.284000	4.352063	-2.226843	660.762009
0.285000	5.153697	-1.527522	665.263062
0.286000	5.634299	-0.907102	666.993362
0.287000	4.833044	-1.994289	662.839493
0.288000	4.913018	-1.683664	663.189041
0.289000	4.752691	-1.761736	662.147659
0.290000	4.512011	-1.917048	661.800964
0.291000	4.352063	-1.995119	660.590775
0.292000	4.752691	-1.916218	662.665604
0.293000	4.993370	-1.838977	664.050354
0.294000	5.553946	-1.061584	666.126266
0.295000	5.313645	-1.372209	664.052811
0.296000	5.393998	-1.062414	664.919312
0.297000	4.271710	-2.226843	660.243469
0.298000	4.591985	-1.917048	660.938354
0.299000	4.672717	-1.917048	662.146088
0.300000	4.833044	-1.838977	662.837936
0.301000	4.752691	-1.916218	663.011246
0.302000	4.672717	-1.994289	661.971710
0.303000	4.271331	-2.149602	659.205353
0.304000	4.111004	-2.459397	659.723869
0.305000	4.191357	-1.994289	660.417770
0.306000	3.871083	-2.304915	659.204948
0.307000	5.634299	-0.829860	666.471893
0.308000	5.233292	-1.527522	664.222977
0.309000	5.073344	-1.527522	665.603714
0.310000	5.233292	-1.449451	664.911789
