CSV File Version 2
Avi TimeStamp, Frame,Spot x,Spot y,Pupil x,Pupil y,Pupil r,Scene x,Scene y,Mouse x, Mouse y
 0:00:41.89, 1256, 327.17,309.17,338.40,295.78,52.16,296.37,247.29,726.00,601.00
 0:00:41.92, 1257, 327.00,309.00,337.93,295.87,52.11,295.48,248.10,726.00,601.00
 0:00:41.95, 1258, 303.49,302.63,283.88,285.68,48.87,193.90,234.57,726.00,601.00
 0:00:41.99, 1259, 297.04,301.72,283.86,283.78,51.90,190.69,235.39,726.00,601.00
 0:00:42.02, 1260, 297.45,302.06,282.60,282.95,50.54,202.17,231.68,726.00,601.00
 0:00:42.05, 1261, 298.06,301.94,284.45,284.29,51.08,203.48,233.19,726.00,601.00
 0:00:42.09, 1262, 298.32,302.06,-2000.00,-2000.00,-2000.00,204.40,233.66,726.00,601.00
 0:00:42.12, 1263, 298.60,302.87,282.73,286.03,50.72,199.50,239.22,726.00,601.00
 0:00:42.15, 1264, 298.50,304.27,284.58,287.80,51.90,200.93,241.79,726.00,601.00
 0:00:42.19, 1265, 298.08,305.74,283.78,290.67,52.00,202.25,245.92,726.00,601.00
 0:00:42.22, 1266, 297.83,306.71,283.84,291.99,52.59,202.82,247.89,726.00,601.00
 0:00:42.25, 1267, 307.72,310.15,-2000.00,-2000.00,-2000.00,236.40,260.13,726.00,601.00
 0:00:42.29, 1268, 326.18,319.42,335.46,316.88,52.82,293.39,290.88,726.00,601.00
 0:00:42.32, 1269, 326.45,319.59,337.71,316.15,53.29,295.74,286.50,726.00,601.00
 0:00:42.35, 1270, 327.16,319.27,338.71,315.99,53.65,299.06,286.79,726.00,601.00
 0:00:42.39, 1271, 327.64,318.53,339.02,315.68,53.57,298.76,287.52,726.00,601.00
 0:00:42.42, 1272, 327.79,318.36,339.04,314.75,53.75,297.89,286.97,726.00,601.00
 0:00:42.45, 1273, 327.95,318.22,339.33,314.02,53.68,297.99,284.47,726.00,601.00
 0:00:42.49, 1274, 326.00,318.71,335.79,315.66,54.08,292.37,285.97,726.00,601.00
 0:00:42.52, 1275, 325.58,319.16,335.61,316.21,54.03,292.75,287.47,726.00,601.00
 0:00:42.55, 1276, 325.72,319.27,335.87,315.84,54.25,293.80,286.01,726.00,601.00
 0:00:42.59, 1277, 325.67,319.53,336.18,316.66,54.49,294.66,286.91,726.00,601.00
 0:00:42.62, 1278, 325.73,319.62,336.04,316.78,54.57,294.75,287.41,726.00,601.00
 0:00:42.65, 1279, 325.71,319.72,335.72,317.43,54.43,293.83,288.73,726.00,601.00
 0:00:42.69, 1280, 324.70,321.35,333.30,321.09,54.31,289.74,295.95,726.00,601.00
 0:00:42.72, 1281, 324.69,321.03,333.71,320.70,54.15,290.09,295.60,726.00,601.00
 0:00:42.75, 1282, 324.61,320.53,333.61,319.90,54.15,290.37,294.62,726.00,601.00
 0:00:42.79, 1283, 324.51,321.09,333.21,320.27,54.13,289.66,295.22,726.00,601.00
 0:00:42.82, 1284, 323.76,322.11,332.02,322.01,53.93,287.77,297.26,726.00,601.00
 0:00:42.85, 1285, 324.42,323.36,332.99,322.99,53.91,289.53,297.67,726.00,601.00
 0:00:42.89, 1286, 326.07,323.76,337.60,324.03,53.76,297.97,297.40,726.00,601.00
 0:00:42.92, 1287, 326.08,322.82,336.74,322.48,53.78,297.44,295.12,726.00,601.00
 0:00:42.95, 1288, 326.53,322.04,337.77,321.50,53.73,298.15,294.20,726.00,601.00
 0:00:42.99, 1289, 326.68,321.77,337.58,321.31,53.85,297.77,294.79,726.00,601.00
 0:00:43.02, 1290, 327.07,321.47,337.88,321.82,53.81,297.62,296.61,726.00,601.00
 0:00:43.05, 1291, 325.11,315.09,-2000.00,-2000.00,-2000.00,289.99,272.07,726.00,601.00
 0:00:43.09, 1292, 322.68,308.44,331.45,297.03,53.56,285.59,251.86,726.00,601.00
 0:00:43.12, 1293, 323.87,309.12,333.44,296.89,53.41,290.98,254.49,726.00,601.00
 0:00:43.15, 1294, 324.68,309.56,333.75,297.71,53.17,290.34,254.08,726.00,601.00
 0:00:43.19, 1295, 325.46,309.38,334.33,296.85,53.46,289.18,251.90,726.00,601.00
 0:00:43.22, 1296, 303.00,307.25,-2000.00,-2000.00,-2000.00,215.43,245.48,726.00,601.00
 0:00:43.25, 1297, 294.56,307.85,280.40,297.12,53.32,197.66,258.56,726.00,601.00
 0:00:43.29, 1298, 295.12,308.27,280.83,296.80,53.05,203.72,261.20,726.00,601.00
 0:00:43.32, 1299, 295.54,308.51,280.73,297.42,52.57,202.09,261.12,726.00,601.00
 0:00:43.35, 1300, 295.72,309.11,280.30,297.77,52.24,199.65,261.77,726.00,601.00
 0:00:43.39, 1301, 295.97,309.21,278.95,299.39,51.02,195.08,265.18,726.00,601.00
 0:00:43.42, 1302, 296.07,309.63,279.51,299.52,51.33,194.15,266.98,726.00,601.00
 0:00:43.45, 1303, 296.46,309.97,279.23,298.81,51.10,193.19,263.84,726.00,601.00
 0:00:43.49, 1304, 296.48,307.98,281.02,296.39,51.10,196.12,257.55,726.00,601.00
 0:00:43.52, 1305, 295.38,302.10,279.48,283.50,50.84,194.99,232.84,726.00,601.00
 0:00:43.55, 1306, 296.58,302.97,280.20,283.28,51.32,195.74,230.68,726.00,601.00
 0:00:43.59, 1307, 297.12,303.08,282.49,283.90,51.35,198.76,229.15,726.00,601.00
 0:00:43.62, 1308, 297.21,302.95,282.27,283.51,50.95,199.67,228.72,726.00,601.00
 0:00:43.65, 1309, 297.26,302.86,-2000.00,-2000.00,-2000.00,199.83,228.32,726.00,601.00
 0:00:43.69, 1310, 297.28,302.58,282.30,282.46,51.07,199.08,226.28,726.00,601.00
 0:00:43.72, 1311, 297.21,302.10,279.80,280.98,50.03,192.66,223.17,726.00,601.00
 0:00:43.75, 1312, 294.52,295.23,279.15,269.71,48.61,191.26,200.59,726.00,601.00
 0:00:43.79, 1313, 292.53,290.94,277.91,258.20,49.95,195.91,178.98,726.00,601.00
 0:00:43.82, 1314, 293.62,290.94,279.36,258.42,50.12,201.01,176.08,726.00,601.00
 0:00:43.85, 1315, 294.55,290.22,280.18,258.08,50.21,201.03,176.30,726.00,601.00
 0:00:43.89, 1316, 303.40,295.40,288.88,267.64,50.78,209.77,196.70,726.00,601.00
 0:00:43.92, 1317, 316.69,312.08,-2000.00,-2000.00,-2000.00,256.44,267.46,726.00,601.00
 0:00:43.96, 1318, 318.39,312.93,322.90,305.33,50.17,266.12,269.85,726.00,601.00
 0:00:43.99, 1319, 319.22,312.66,323.74,305.82,50.64,273.94,271.74,726.00,601.00
 0:00:44.02, 1320, 319.99,312.73,324.08,305.77,50.50,272.92,272.89,726.00,601.00
 0:00:44.06, 1321, 320.36,313.47,324.11,306.57,50.52,271.22,273.85,726.00,601.00
 0:00:44.09, 1322, 322.88,323.47,329.23,329.94,50.54,283.06,316.95,726.00,601.00
 0:00:44.12, 1323, 323.86,323.89,330.99,328.75,51.15,286.38,315.81,726.00,601.00
 0:00:44.16, 1324, 324.05,324.09,331.25,329.96,50.94,286.69,315.96,726.00,601.00
 0:00:44.19, 1325, 324.14,324.33,331.51,329.80,51.47,287.13,316.22,726.00,601.00
 0:00:44.22, 1326, 324.03,324.31,331.21,330.19,51.53,286.66,316.42,726.00,601.00
 0:00:44.26, 1327, 323.74,324.28,330.44,330.21,51.87,285.14,317.16,726.00,601.00
 0:00:44.29, 1328, 323.84,324.03,329.77,329.52,51.93,282.92,316.14,726.00,601.00
 0:00:44.32, 1329, 323.49,323.97,329.41,329.68,52.04,281.49,316.53,726.00,601.00
 0:00:44.36, 1330, 323.51,323.87,328.96,329.01,51.99,280.61,315.49,726.00,601.00
 0:00:44.39, 1331, 323.25,323.56,328.99,328.60,52.14,280.28,314.35,726.00,601.00
 0:00:44.42, 1332, 322.06,326.73,326.97,337.19,51.74,279.25,332.05,726.00,601.00
 0:00:44.46, 1333, 321.26,328.65,326.06,339.63,52.12,278.75,338.47,726.00,601.00
 0:00:44.49, 1334, 321.32,328.54,325.79,340.05,52.02,278.71,337.57,726.00,601.00
 0:00:44.52, 1335, 321.18,328.50,325.49,340.00,51.99,277.69,338.44,726.00,601.00
 0:00:44.56, 1336, 321.05,328.51,324.93,339.79,52.00,276.38,338.11,726.00,601.00
 0:00:44.59, 1337, 320.57,328.76,324.97,340.08,51.81,276.77,338.22,726.00,601.00
 0:00:44.62, 1338, 320.43,328.61,324.01,340.17,51.87,275.78,338.45,726.00,601.00
 0:00:44.66, 1339, 316.14,323.94,-2000.00,-2000.00,-2000.00,260.00,320.87,726.00,601.00
 0:00:44.69, 1340, 287.91,289.90,-2000.00,-2000.00,-2000.00,160.41,179.95,726.00,601.00
 0:00:44.72, 1341, 282.38,286.22,-2000.00,-2000.00,-2000.00,142.40,164.12,726.00,601.00
 0:00:44.76, 1342, 284.08,287.06,262.18,254.10,50.24,163.73,173.86,726.00,601.00
 0:00:44.79, 1343, 285.59,287.49,264.78,254.85,50.67,176.48,177.80,726.00,601.00
 0:00:44.82, 1344, 285.88,287.55,265.64,253.03,50.36,177.79,172.50,726.00,601.00
 0:00:44.86, 1345, 286.33,287.33,266.03,253.84,50.51,178.51,172.27,726.00,601.00
 0:00:44.89, 1346, 286.82,287.73,265.90,253.54,50.17,176.98,172.82,726.00,601.00
 0:00:44.92, 1347, 287.18,288.00,266.54,253.58,50.21,176.77,171.08,726.00,601.00
 0:00:44.96, 1348, 287.58,287.76,267.84,252.30,50.16,179.30,167.00,726.00,601.00
 0:00:44.99, 1349, 288.35,287.54,268.61,254.14,50.17,180.86,171.08,726.00,601.00
 0:00:45.02, 1350, 286.12,285.82,264.91,251.82,49.89,173.98,170.44,726.00,601.00
 0:00:45.06, 1351, 286.29,285.44,265.36,250.69,50.12,175.47,169.55,726.00,601.00
 0:00:45.09, 1352, 286.48,285.21,266.18,249.46,49.87,177.30,165.94,726.00,601.00
 0:00:45.12, 1353, 286.82,285.09,266.44,249.41,49.75,178.03,164.90,726.00,601.00
 0:00:45.16, 1354, 287.02,285.03,266.27,248.89,49.69,176.89,163.93,726.00,601.00
 0:00:45.19, 1355, 287.21,284.73,265.57,248.23,49.68,174.25,162.13,726.00,601.00
 0:00:45.22, 1356, 287.49,284.88,267.10,246.85,49.47,176.23,158.08,726.00,601.00
 0:00:45.26, 1357, 288.01,284.63,267.31,246.31,49.39,177.20,154.55,726.00,601.00
 0:00:45.29, 1358, 288.14,284.41,265.92,247.83,49.16,172.78,159.18,726.00,601.00
 0:00:45.32, 1359, 288.23,284.75,268.49,247.07,49.80,176.90,159.16,726.00,601.00
 0:00:45.36, 1360, 288.28,284.82,267.57,248.67,49.84,177.56,161.33,726.00,601.00
 0:00:45.39, 1361, 288.50,285.00,267.72,249.27,49.66,176.46,164.77,726.00,601.00
 0:00:45.42, 1362, 288.50,285.00,265.21,249.46,48.59,170.03,166.01,726.00,601.00
 0:00:45.46, 1363, 288.78,284.88,268.53,246.63,50.17,174.59,158.48,726.00,601.00
 0:00:45.49, 1364, 288.69,284.49,268.50,246.82,50.21,177.99,155.77,726.00,601.00
 0:00:45.52, 1365, 288.83,284.25,269.41,246.15,49.83,180.15,155.48,726.00,601.00
 0:00:45.56, 1366, 288.73,284.38,266.30,247.65,49.59,173.57,159.57,726.00,601.00
 0:00:45.59, 1367, 288.75,284.21,268.29,247.58,50.63,174.87,161.13,726.00,601.00
 0:00:45.62, 1368, 288.62,284.15,268.19,246.29,50.67,177.12,157.99,726.00,601.00
 0:00:45.66, 1369, 288.69,283.45,266.66,248.01,50.04,173.54,162.11,726.00,601.00
 0:00:45.69, 1370, 288.78,283.44,267.74,246.35,50.84,174.03,161.96,726.00,601.00
 0:00:45.72, 1371, 289.10,283.24,268.90,246.96,51.18,177.53,161.39,726.00,601.00
 0:00:45.76, 1372, 289.38,283.12,269.42,245.59,51.25,179.05,159.15,726.00,601.00
 0:00:45.79, 1373, 311.69,292.72,298.84,263.74,50.09,221.55,192.29,726.00,601.00
 0:00:45.82, 1374, 320.39,299.84,323.47,277.79,51.77,255.19,216.19,726.00,601.00
 0:00:45.86, 1375, 320.56,299.86,325.42,278.80,52.76,269.49,216.82,726.00,601.00
 0:00:45.89, 1376, 321.15,299.95,325.81,279.72,52.95,271.82,220.26,726.00,601.00
 0:00:45.92, 1377, 321.42,300.04,326.04,279.52,53.19,271.17,220.58,726.00,601.00
 0:00:45.96, 1378, 321.62,300.00,325.97,279.59,53.34,270.40,220.33,726.00,601.00
 0:00:45.99, 1379, 321.43,300.04,326.07,278.93,53.59,270.28,218.80,726.00,601.00
 0:00:46.02, 1380, 321.22,299.79,325.57,278.87,53.95,269.84,218.00,726.00,601.00
 0:00:46.06, 1381, 320.49,299.87,324.86,278.85,54.17,269.01,218.48,726.00,601.00
 0:00:46.09, 1382, 320.02,299.65,323.88,278.53,54.33,268.04,217.69,726.00,601.00
 0:00:46.12, 1383, 319.08,299.36,322.91,278.99,54.60,266.95,219.42,726.00,601.00
 0:00:46.16, 1384, 318.19,299.03,321.33,278.42,54.74,265.32,219.75,726.00,601.00
 0:00:46.19, 1385, 317.65,298.69,319.91,278.29,54.72,262.77,220.06,726.00,601.00
 0:00:46.22, 1386, 320.49,301.78,326.10,284.48,55.18,274.22,232.97,726.00,601.00
 0:00:46.26, 1387, 320.51,302.50,322.96,284.74,54.86,267.60,232.52,726.00,601.00
 0:00:46.29, 1388, 320.10,302.23,322.06,284.56,54.78,262.02,230.92,726.00,601.00
 0:00:46.32, 1389, 319.67,302.06,322.70,284.25,55.20,263.99,230.74,726.00,601.00
 0:00:46.36, 1390, 319.40,301.85,322.74,283.82,55.42,266.17,229.85,726.00,601.00
 0:00:46.39, 1391, 318.46,301.68,321.54,283.56,55.49,265.17,229.45,726.00,601.00
 0:00:46.43, 1392, 318.36,301.47,320.82,283.89,55.50,264.32,230.68,726.00,601.00
 0:00:46.46, 1393, 322.24,300.05,329.58,280.46,55.72,279.15,223.95,726.00,601.00
 0:00:46.49, 1394, 321.08,299.99,327.01,280.08,56.15,276.15,222.60,726.00,601.00
 0:00:46.53, 1395, 320.24,299.74,325.11,278.86,56.55,272.04,219.57,726.00,601.00
 0:00:46.56, 1396, 319.20,299.24,323.44,278.79,56.34,269.04,219.17,726.00,601.00
 0:00:46.59, 1397, 308.57,314.29,-2000.00,-2000.00,-2000.00,237.92,286.24,726.00,601.00
 0:00:46.63, 1398, 310.14,316.82,307.25,314.58,56.42,246.11,293.42,726.00,601.00
 0:00:46.66, 1399, 310.87,317.07,309.38,313.80,56.62,251.19,288.72,726.00,601.00
 0:00:46.69, 1400, 311.51,317.48,309.88,315.50,56.73,252.57,290.79,726.00,601.00
 0:00:46.73, 1401, 311.83,317.73,308.11,314.83,55.67,246.91,290.27,726.00,601.00
 0:00:46.76, 1402, 312.06,317.71,310.05,315.36,56.42,248.45,290.00,726.00,601.00
 0:00:46.79, 1403, 312.18,317.88,309.35,315.36,56.49,248.46,290.52,726.00,601.00
 0:00:46.83, 1404, 312.38,318.00,310.54,315.73,57.02,249.98,290.76,726.00,601.00
 0:00:46.86, 1405, 312.55,318.05,309.28,314.88,56.18,247.54,288.91,726.00,601.00
 0:00:46.89, 1406, 312.83,317.62,310.82,314.34,56.97,248.87,286.73,726.00,601.00
 0:00:46.93, 1407, 312.96,317.00,308.87,313.30,55.48,245.08,285.53,726.00,601.00
 0:00:46.96, 1408, 312.99,316.45,310.62,313.50,56.37,246.71,286.88,726.00,601.00
 0:00:46.99, 1409, 312.99,317.10,309.56,313.26,56.09,246.21,287.31,726.00,601.00
 0:00:47.03, 1410, 312.47,317.69,309.44,313.88,55.63,245.26,286.26,726.00,601.00
 0:00:47.06, 1411, 312.49,317.07,310.58,312.72,56.40,248.91,282.97,726.00,601.00
 0:00:47.09, 1412, 312.60,316.67,309.75,312.51,55.64,248.10,283.13,726.00,601.00
 0:00:47.13, 1413, 312.44,315.94,309.77,311.51,55.65,247.06,282.33,726.00,601.00
 0:00:47.16, 1414, 312.46,315.68,310.16,310.44,56.00,248.31,280.52,726.00,601.00
 0:00:47.19, 1415, 312.24,315.74,309.62,310.92,55.92,247.74,281.02,726.00,601.00
 0:00:47.23, 1416, 311.80,315.96,309.99,310.31,55.83,249.00,279.64,726.00,601.00
 0:00:47.26, 1417, 311.82,315.74,308.47,309.83,55.21,246.60,277.44,726.00,601.00
 0:00:47.29, 1418, 311.93,315.38,309.29,309.49,55.32,246.53,276.98,726.00,601.00
 0:00:47.33, 1419, 306.99,317.89,299.14,316.33,54.67,229.86,293.44,726.00,601.00
 0:00:47.36, 1420, 306.64,319.25,300.27,316.95,54.85,232.24,295.15,726.00,601.00
 0:00:47.39, 1421, 306.74,319.34,300.43,317.28,54.62,234.56,292.75,726.00,601.00
 0:00:47.43, 1422, 306.78,319.30,300.17,317.68,54.31,233.89,294.07,726.00,601.00
 0:00:47.46, 1423, 306.91,319.82,300.41,317.86,54.19,233.92,294.58,726.00,601.00
 0:00:47.49, 1424, 306.91,319.67,300.05,318.13,53.81,233.02,294.35,726.00,601.00
 0:00:47.53, 1425, 306.09,319.38,300.40,316.90,54.53,234.42,292.16,726.00,601.00
 0:00:47.56, 1426, 306.36,319.26,299.72,316.52,54.38,234.64,290.51,726.00,601.00
 0:00:47.59, 1427, 306.14,319.47,300.18,316.94,54.29,234.66,291.19,726.00,601.00
 0:00:47.63, 1428, 306.27,319.23,300.48,316.31,54.45,236.21,289.68,726.00,601.00
 0:00:47.66, 1429, 306.26,318.88,299.98,316.16,54.33,235.04,289.65,726.00,601.00
 0:00:47.69, 1430, 306.26,318.88,299.62,316.61,53.66,233.66,291.65,726.00,601.00
 0:00:47.73, 1431, 306.32,318.97,300.31,315.81,54.06,234.77,289.98,726.00,601.00
 0:00:47.76, 1432, 306.30,318.82,299.90,315.46,53.20,234.41,288.06,726.00,601.00
 0:00:47.79, 1433, 306.26,318.88,299.47,314.79,53.29,232.84,286.37,726.00,601.00
 0:00:47.83, 1434, 303.50,311.00,298.13,298.73,53.32,231.25,252.97,726.00,601.00
 0:00:47.86, 1435, 304.77,312.19,299.86,301.08,53.39,238.83,258.15,726.00,601.00
 0:00:47.89, 1436, 305.59,311.83,300.71,300.04,52.79,238.85,255.63,726.00,601.00
 0:00:47.93, 1437, 306.58,311.48,299.57,298.45,52.02,233.64,251.90,726.00,601.00
 0:00:47.96, 1438, 307.21,311.35,303.04,298.59,53.02,237.59,251.07,726.00,601.00
 0:00:47.99, 1439, 307.78,311.03,304.77,298.46,53.29,243.90,251.27,726.00,601.00
 0:00:48.03, 1440, 307.44,312.01,303.04,301.96,52.45,241.33,260.04,726.00,601.00
 0:00:48.06, 1441, 307.64,313.09,303.49,301.14,52.85,240.73,258.56,726.00,601.00
 0:00:48.09, 1442, 307.53,312.94,303.57,301.24,52.68,241.00,254.96,726.00,601.00
 0:00:48.13, 1443, 307.75,312.80,303.19,300.51,52.35,240.07,253.82,726.00,601.00
 0:00:48.16, 1444, 307.92,312.94,304.35,303.13,53.23,241.99,259.74,726.00,601.00
 0:00:48.19, 1445, 307.93,312.62,304.73,301.16,53.42,243.88,257.90,726.00,601.00
 0:00:48.23, 1446, 307.92,312.42,305.08,301.53,53.55,245.18,257.38,726.00,601.00
 0:00:48.26, 1447, 307.93,312.51,304.42,302.43,53.14,244.13,260.68,726.00,601.00
 0:00:48.29, 1448, 308.34,312.74,302.36,302.15,51.87,237.68,260.99,726.00,601.00
 0:00:48.33, 1449, 308.91,313.68,-2000.00,-2000.00,-2000.00,239.73,264.94,726.00,601.00
 0:00:48.36, 1450, 308.81,314.28,304.80,305.31,53.01,239.81,266.26,726.00,601.00
 0:00:48.39, 1451, 308.79,315.00,306.35,306.25,53.96,245.60,267.37,726.00,601.00
 0:00:48.43, 1452, 308.63,315.94,306.29,305.79,53.93,247.47,264.26,726.00,601.00
 0:00:48.46, 1453, 308.72,316.10,306.05,308.05,53.88,247.19,266.73,726.00,601.00
 0:00:48.49, 1454, 308.72,316.01,306.29,307.19,53.79,247.28,267.08,726.00,601.00
 0:00:48.53, 1455, 309.01,315.92,306.36,306.70,53.97,247.24,265.09,726.00,601.00
 0:00:48.56, 1456, 309.32,315.47,307.01,306.49,54.24,247.82,264.65,726.00,601.00
 0:00:48.59, 1457, 309.54,315.46,307.11,306.22,54.01,247.86,264.91,726.00,601.00
 0:00:48.63, 1458, 310.83,315.72,309.81,306.72,54.10,252.35,265.38,726.00,601.00
 0:00:48.66, 1459, 310.84,315.45,310.05,307.17,54.42,253.31,266.73,726.00,601.00
 0:00:48.69, 1460, 310.98,315.20,309.24,306.07,53.70,251.37,265.58,726.00,601.00
 0:00:48.73, 1461, 310.90,315.24,309.83,306.69,53.94,251.65,266.38,726.00,601.00
 0:00:48.76, 1462, 311.07,315.20,308.63,307.13,53.55,249.49,268.36,726.00,601.00
 0:00:48.79, 1463, 311.44,314.91,310.00,306.66,53.41,250.43,268.08,726.00,601.00
 0:00:48.83, 1464, 311.43,314.69,309.82,306.72,53.50,250.84,268.64,726.00,601.00
 0:00:48.86, 1465, 311.63,314.26,310.32,306.28,53.26,251.61,268.65,726.00,601.00
 0:00:48.90, 1466, 311.39,314.15,309.15,306.32,53.18,249.27,269.60,726.00,601.00
 0:00:48.93, 1467, 310.65,314.00,307.68,306.09,52.91,245.79,269.72,726.00,601.00
 0:00:48.96, 1468, 310.12,313.88,305.07,306.40,51.56,240.09,271.11,726.00,601.00
 0:00:49.00, 1469, 309.60,313.64,306.14,305.31,52.99,241.38,269.24,726.00,601.00
 0:00:49.03, 1470, 310.24,309.38,309.34,297.89,52.75,250.15,253.73,726.00,601.00
 0:00:49.06, 1471, 310.31,309.80,-2000.00,-2000.00,-2000.00,250.46,255.56,726.00,601.00
 0:00:49.10, 1472, 310.38,309.64,308.38,296.99,52.10,250.02,253.26,726.00,601.00
 0:00:49.13, 1473, 310.37,309.74,307.81,297.59,51.66,247.14,252.95,726.00,601.00
 0:00:49.16, 1474, 309.67,311.97,307.82,301.99,52.60,247.86,262.23,726.00,601.00
 0:00:49.20, 1475, 308.81,316.26,304.39,311.07,51.37,243.11,280.45,726.00,601.00
 0:00:49.23, 1476, 308.78,315.94,305.05,310.26,51.67,242.47,278.73,726.00,601.00
 0:00:49.26, 1477, 308.83,315.50,304.77,308.77,51.69,242.42,275.23,726.00,601.00
 0:00:49.30, 1478, 308.71,314.49,305.53,308.21,51.97,243.92,274.15,726.00,601.00
 0:00:49.33, 1479, 308.49,315.22,302.20,309.87,51.09,237.56,280.06,726.00,601.00
 0:00:49.36, 1480, 308.08,315.99,301.56,312.51,50.95,233.29,286.40,726.00,601.00
 0:00:49.40, 1481, 308.18,316.15,302.61,312.27,51.41,235.90,286.66,726.00,601.00
 0:00:49.43, 1482, 308.43,315.96,303.74,312.35,52.15,239.35,286.04,726.00,601.00
 0:00:49.46, 1483, 308.89,316.00,304.64,312.95,52.17,241.87,287.95,726.00,601.00
 0:00:49.50, 1484, 307.06,315.72,299.11,313.53,51.29,230.94,291.31,726.00,601.00
 0:00:49.53, 1485, 307.30,315.81,301.41,313.31,52.18,233.78,291.89,726.00,601.00
 0:00:49.56, 1486, 307.54,315.72,301.65,312.63,52.58,236.19,289.52,726.00,601.00
 0:00:49.60, 1487, 307.71,315.90,301.47,312.47,52.40,235.18,288.38,726.00,601.00
 0:00:49.63, 1488, 307.74,315.81,302.25,312.92,52.72,236.48,288.83,726.00,601.00
 0:00:49.66, 1489, 307.82,315.79,302.15,312.44,52.37,237.01,288.40,726.00,601.00
 0:00:49.70, 1490, 307.99,315.62,303.14,312.59,52.52,238.90,288.24,726.00,601.00
 0:00:49.73, 1491, 308.03,315.24,300.76,311.36,51.99,233.68,286.66,726.00,601.00
 0:00:49.76, 1492, 308.49,314.68,-2000.00,-2000.00,-2000.00,235.06,284.15,726.00,601.00
 0:00:49.80, 1493, 308.43,314.22,302.87,309.67,52.44,235.13,282.83,726.00,601.00
 0:00:49.83, 1494, 308.75,314.03,304.43,309.37,53.03,240.19,282.49,726.00,601.00
 0:00:49.86, 1495, 311.63,311.53,311.09,303.12,52.76,253.10,268.77,726.00,601.00
 0:00:49.90, 1496, 312.04,311.92,309.23,303.29,51.72,249.45,267.72,726.00,601.00
 0:00:49.93, 1497, 312.34,311.91,309.98,303.27,51.61,247.62,266.93,726.00,601.00
 0:00:49.96, 1498, 312.40,311.68,310.85,302.60,52.58,249.80,265.38,726.00,601.00
 0:00:50.00, 1499, 312.49,311.33,310.30,302.45,51.84,249.26,265.18,726.00,601.00
 0:00:50.03, 1500, 312.37,310.97,-2000.00,-2000.00,-2000.00,248.82,263.65,726.00,601.00
 0:00:50.06, 1501, 311.64,311.06,308.96,300.31,51.26,246.07,260.92,726.00,601.00
 0:00:50.10, 1502, 314.64,310.61,-2000.00,-2000.00,-2000.00,255.75,258.55,726.00,601.00
 0:00:50.13, 1503, 341.66,312.60,-2000.00,-2000.00,-2000.00,341.06,263.56,726.00,601.00
 0:00:50.16, 1504, 342.05,313.54,365.34,304.59,51.76,340.09,263.14,726.00,601.00
 0:00:50.20, 1505, 339.41,312.97,359.99,303.95,52.10,330.22,263.14,726.00,601.00
 0:00:50.23, 1506, 336.61,312.34,355.54,303.31,51.83,322.98,263.15,726.00,601.00
 0:00:50.26, 1507, 334.30,312.10,350.81,302.70,51.76,315.86,262.96,726.00,601.00
 0:00:50.30, 1508, 332.63,311.91,347.90,302.03,52.03,310.71,261.44,726.00,601.00
 0:00:50.33, 1509, 331.67,311.77,346.21,300.94,52.03,308.18,258.43,726.00,601.00
 0:00:50.36, 1510, 330.89,311.49,345.18,300.84,51.84,306.91,257.47,726.00,601.00
 0:00:50.40, 1511, 330.81,312.15,344.72,303.18,51.76,306.65,263.54,726.00,601.00
 0:00:50.43, 1512, 331.11,311.86,344.55,302.70,51.70,305.51,263.89,726.00,601.00
 0:00:50.46, 1513, 331.51,311.73,346.09,301.83,51.95,307.67,261.88,726.00,601.00
 0:00:50.50, 1514, 332.24,311.84,346.92,302.14,52.00,309.58,261.74,726.00,601.00
 0:00:50.53, 1515, 332.69,311.64,348.15,301.49,51.87,311.21,260.30,726.00,601.00
 0:00:50.56, 1516, 317.31,309.59,-2000.00,-2000.00,-2000.00,261.90,251.93,726.00,601.00
 0:00:50.60, 1517, 296.79,306.97,-2000.00,-2000.00,-2000.00,193.54,245.39,726.00,601.00
 0:00:50.63, 1518, 298.00,307.74,284.79,295.50,50.62,203.96,253.52,726.00,601.00
 0:00:50.66, 1519, 298.89,308.22,-2000.00,-2000.00,-2000.00,207.04,255.36,726.00,601.00
 0:00:50.70, 1520, 299.88,308.48,288.37,297.45,51.23,213.39,259.86,726.00,601.00
 0:00:50.73, 1521, 300.50,308.43,288.85,296.89,51.39,213.72,258.88,726.00,601.00
 0:00:50.76, 1522, 301.00,308.28,-2000.00,-2000.00,-2000.00,215.36,258.06,726.00,601.00
 0:00:50.80, 1523, 301.46,308.51,290.31,297.49,51.45,215.20,259.64,726.00,601.00
 0:00:50.83, 1524, 301.72,308.72,290.54,296.80,51.31,214.92,258.18,726.00,601.00
 0:00:50.86, 1525, 301.83,308.37,292.11,298.51,51.77,218.52,261.19,726.00,601.00
 0:00:50.90, 1526, 301.84,308.35,-2000.00,-2000.00,-2000.00,218.54,261.11,726.00,601.00
 0:00:50.93, 1527, 301.87,308.11,291.06,296.89,51.10,217.51,260.57,726.00,601.00
 0:00:50.96, 1528, 301.95,308.45,291.94,297.74,51.52,218.19,260.95,726.00,601.00
 0:00:51.00, 1529, 302.24,308.34,-2000.00,-2000.00,-2000.00,219.11,260.37,726.00,601.00
 0:00:51.03, 1530, 302.26,309.03,291.13,297.25,50.87,216.58,259.32,726.00,601.00
