CSV File Version 2
Avi TimeStamp, Frame,Spot x,Spot y,Pupil x,Pupil y,Pupil r,Scene x,Scene y,AVI file path,Mouse x, Mouse y
 0:00:50.64, 116294, 277.05,283.84,287.28,283.92,91.38,259.54,304.72,,295.00,605.00
 0:00:50.67, 116295, 309.18,284.21,364.28,286.54,90.35,362.19,301.96,,295.00,605.00
 0:00:50.74, 116296, 339.22,291.02,417.31,295.10,91.22,439.74,315.69,,295.00,605.00
 0:00:50.77, 116297, 343.51,287.26,426.15,293.15,87.84,443.03,303.49,,295.00,605.00
 0:00:50.84, 116298, 345.85,293.35,431.81,307.21,90.05,452.43,333.92,,295.00,605.00
 0:00:50.90, 116299, 351.89,295.62,444.10,311.73,87.08,469.53,338.22,,295.00,605.00
 0:00:50.94, 116300, 352.30,292.25,442.36,306.48,88.05,465.57,328.14,,295.00,605.00
 0:00:51.00, 116301, 350.41,285.68,435.84,293.94,88.38,452.89,311.55,,295.00,605.00
 0:00:51.04, 116302, 348.74,280.34,436.74,284.98,84.68,453.09,302.27,,295.00,605.00
 0:00:51.10, 116303, 345.24,284.29,428.05,289.36,86.66,445.25,314.75,,295.00,605.00
 0:00:51.17, 116304, 348.76,285.39,433.82,291.60,84.95,451.03,312.45,,295.00,605.00
 0:00:51.20, 116305, 348.96,284.79,432.59,289.49,85.52,447.24,308.22,,295.00,605.00
 0:00:51.27, 116306, 346.96,284.58,431.56,286.33,83.54,445.36,302.54,,295.00,605.00
 0:00:51.30, 116307, 345.51,285.04,427.52,288.09,84.08,442.28,303.37,,295.00,605.00
 0:00:51.37, 116308, 344.43,285.64,425.33,289.32,82.84,438.58,305.85,,295.00,605.00
 0:00:51.44, 116309, 345.19,283.31,424.49,288.45,83.20,436.49,304.29,,295.00,605.00
 0:00:51.47, 116310, 345.85,283.38,426.13,287.39,83.31,436.85,307.40,,295.00,605.00
 0:00:51.54, 116311, 349.04,280.16,432.88,279.00,82.35,445.52,292.21,,295.00,605.00
 0:00:51.57, 116312, 351.37,279.05,437.38,274.68,81.88,451.29,285.56,,295.00,605.00
 0:00:51.64, 116313, 354.76,274.72,445.13,263.97,81.68,460.97,266.66,,295.00,605.00
 0:00:51.70, 116314, 349.64,269.15,435.23,246.29,83.01,447.72,238.91,,295.00,605.00
 0:00:51.74, 116315, 353.11,267.55,445.35,245.67,80.07,462.90,236.24,,295.00,605.00
 0:00:51.80, 116316, 358.18,270.62,459.19,245.28,79.75,485.23,238.08,,295.00,605.00
 0:00:51.87, 116317, 360.64,271.11,457.38,243.99,84.43,482.72,228.04,,295.00,605.00
 0:00:51.90, 116318, 363.98,275.97,-2000.00,-2000.00,-2000.00,492.69,250.94,,295.00,605.00
 0:00:51.97, 116319, 370.85,282.98,495.13,265.83,77.10,534.49,260.45,,295.00,605.00
 0:00:52.00, 116320, 374.36,286.93,496.93,265.57,83.13,548.62,248.80,,295.00,605.00
 0:00:52.07, 116321, 365.89,286.56,482.09,264.43,83.22,524.84,237.56,,295.00,605.00
 0:00:52.14, 116322, 368.87,288.17,488.89,272.45,76.51,536.88,250.77,,295.00,605.00
 0:00:52.17, 116323, 369.21,288.71,487.11,270.42,80.00,534.09,250.18,,295.00,605.00
 0:00:52.24, 116324, 369.05,288.21,489.21,274.91,76.04,535.83,254.85,,295.00,605.00
 0:00:52.27, 116325, 368.60,288.70,487.36,273.62,75.92,535.20,257.68,,295.00,605.00
 0:00:52.34, 116326, 351.52,284.83,444.98,266.43,82.32,474.84,244.87,,295.00,605.00
 0:00:52.40, 116327, 364.60,294.74,478.77,286.22,81.49,517.63,279.85,,295.00,605.00
 0:00:52.44, 116328, 365.10,295.25,476.23,285.62,80.30,518.33,271.45,,295.00,605.00
 0:00:52.50, 116329, 362.08,291.19,464.94,276.17,81.00,497.73,254.46,,295.00,605.00
 0:00:52.54, 116330, 361.38,289.17,464.11,273.14,80.32,492.44,251.49,,295.00,605.00
 0:00:52.61, 116331, 336.14,283.57,-2000.00,-2000.00,-2000.00,421.82,226.48,,295.00,605.00
 0:00:52.67, 116332, 293.00,284.00,-2000.00,-2000.00,-2000.00,302.23,234.68,,295.00,605.00
 0:00:52.71, 116333, 301.16,286.04,330.60,275.95,85.79,311.93,264.69,,295.00,605.00
 0:00:52.77, 116334, 312.06,291.44,354.89,287.27,86.09,338.36,291.79,,295.00,605.00
 0:00:52.84, 116335, 317.21,291.67,364.12,288.79,87.27,351.09,289.31,,295.00,605.00
 0:00:52.87, 116336, 318.68,290.40,368.64,286.66,86.55,356.32,286.41,,295.00,605.00
 0:00:52.94, 116337, 293.55,282.40,318.60,272.86,87.98,291.54,268.82,,295.00,605.00
 0:00:52.97, 116338, 295.13,283.90,321.95,274.31,87.84,298.12,278.21,,295.00,605.00
 0:00:53.04, 116339, 300.84,286.44,331.96,282.70,89.03,311.22,289.46,,295.00,605.00
 0:00:53.11, 116340, 307.87,292.23,347.37,297.83,88.04,331.52,315.39,,295.00,605.00
 0:00:53.14, 116341, 311.81,293.96,354.09,302.98,87.80,340.98,322.45,,295.00,605.00
 0:00:53.21, 116342, 319.38,297.88,371.36,311.07,86.64,364.17,334.74,,295.00,605.00
 0:00:53.24, 116343, 322.50,298.00,377.92,312.42,86.28,374.30,333.82,,295.00,605.00
 0:00:53.31, 116344, 329.53,294.30,391.63,307.08,85.59,391.71,325.36,,295.00,605.00
 0:00:53.37, 116345, 334.67,291.52,401.97,302.13,85.48,404.43,321.34,,295.00,605.00
 0:00:53.41, 116346, 336.34,291.80,405.29,302.21,85.66,408.76,323.87,,295.00,605.00
 0:00:53.47, 116347, 337.16,287.80,406.02,295.76,84.94,408.51,312.77,,295.00,605.00
 0:00:53.54, 116348, 336.56,285.35,406.10,290.56,83.03,408.04,308.40,,295.00,605.00
 0:00:53.57, 116349, 336.31,289.95,410.73,305.28,83.04,419.11,334.09,,295.00,605.00
 0:00:53.64, 116350, 342.74,300.85,422.23,326.90,82.48,440.37,369.77,,295.00,605.00
 0:00:53.67, 116351, 343.50,298.98,421.67,325.18,83.73,436.70,359.18,,295.00,605.00
 0:00:53.74, 116352, 344.35,296.15,421.95,321.20,83.93,434.51,355.94,,295.00,605.00
 0:00:53.81, 116353, 355.48,290.09,463.25,306.40,78.12,493.39,334.64,,295.00,605.00
 0:00:53.84, 116354, 362.69,279.96,-2000.00,-2000.00,-2000.00,511.34,286.13,,295.00,605.00
 0:00:53.91, 116355, 363.57,281.15,518.91,266.09,71.98,513.15,268.59,,295.00,605.00
 0:00:53.94, 116356, 369.22,280.16,503.53,270.60,75.93,564.36,262.70,,295.00,605.00
 0:00:54.01, 116357, 367.26,279.56,489.99,270.69,76.51,553.08,269.49,,295.00,605.00
 0:00:54.07, 116358, 371.69,280.19,500.05,273.11,78.97,558.87,274.97,,295.00,605.00
 0:00:54.11, 116359, 371.30,278.31,498.41,270.90,75.83,557.04,272.00,,295.00,605.00
 0:00:54.17, 116360, 369.86,276.33,495.11,267.48,75.33,551.73,269.20,,295.00,605.00
 0:00:54.21, 116361, 369.68,274.75,493.68,263.86,75.58,549.03,265.18,,295.00,605.00
 0:00:54.27, 116362, 368.79,273.54,493.48,253.18,76.77,547.91,247.81,,295.00,605.00
 0:00:54.31, 116363, 368.80,273.35,-2000.00,-2000.00,-2000.00,547.91,246.93,,295.00,605.00
 0:00:54.37, 116364, 368.67,273.52,492.61,259.39,72.04,548.06,252.26,,295.00,605.00
 0:00:54.44, 116365, 368.56,275.88,486.75,260.42,77.68,537.82,259.31,,295.00,605.00
 0:00:54.47, 116366, 369.39,272.77,488.35,255.97,77.68,534.69,247.25,,295.00,605.00
 0:00:54.54, 116367, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,,295.00,605.00
 0:00:54.57, 116368, 282.20,275.24,-2000.00,-2000.00,-2000.00,294.46,266.05,,295.00,605.00
 0:00:54.64, 116369, 290.37,280.76,311.63,296.23,85.17,296.28,323.33,,295.00,605.00
 0:00:54.71, 116370, 294.86,281.98,319.38,296.31,86.23,295.96,342.42,,295.00,605.00
 0:00:54.74, 116371, 296.70,280.15,323.15,291.78,86.27,299.15,330.58,,295.00,605.00
 0:00:54.81, 116372, 296.86,278.66,325.26,288.80,85.65,302.42,325.85,,295.00,605.00
 0:00:54.87, 116373, 290.14,277.90,311.50,279.08,87.06,284.85,308.20,,295.00,605.00
 0:00:54.91, 116374, 291.24,279.75,314.09,282.08,86.77,288.48,306.52,,295.00,605.00
 0:00:54.97, 116375, 294.31,284.20,320.09,291.11,86.71,296.94,319.33,,295.00,605.00
 0:00:55.01, 116376, 295.95,286.39,322.67,295.25,86.05,300.29,325.35,,295.00,605.00
 0:00:55.07, 116377, 300.64,285.69,331.05,295.57,85.36,310.27,324.14,,295.00,605.00
 0:00:55.14, 116378, 299.49,291.71,330.27,307.10,85.28,309.65,346.73,,295.00,605.00
 0:00:55.18, 116379, 301.31,293.64,333.87,310.05,84.09,315.79,346.22,,295.00,605.00
 0:00:55.24, 116380, 304.92,292.06,340.63,307.24,84.23,324.12,338.49,,295.00,605.00
 0:00:55.31, 116381, 307.12,288.13,345.30,300.32,83.21,329.31,327.91,,295.00,605.00
 0:00:55.34, 116382, 308.10,286.33,347.45,296.25,83.23,332.17,324.60,,295.00,605.00
 0:00:55.41, 116383, 311.02,290.20,353.02,301.26,82.97,340.00,333.37,,295.00,605.00
 0:00:55.44, 116384, 311.94,290.51,354.91,303.81,82.91,342.06,332.36,,295.00,605.00
 0:00:55.51, 116385, 312.15,292.82,356.48,309.89,82.84,345.26,343.84,,295.00,605.00
 0:00:55.54, 116386, 311.78,294.04,355.92,312.59,82.96,345.82,347.82,,295.00,605.00
 0:00:55.61, 116387, 311.03,294.00,355.33,312.68,82.88,345.54,347.34,,295.00,605.00
 0:00:55.68, 116388, 309.84,293.40,353.87,312.79,83.40,344.82,347.84,,295.00,605.00
 0:00:55.71, 116389, 308.92,291.70,351.98,309.31,83.45,342.89,343.81,,295.00,605.00
 0:00:55.78, 116390, 308.35,288.76,350.43,304.21,83.89,340.26,336.72,,295.00,605.00
 0:00:55.81, 116391, 311.97,299.60,364.94,334.60,85.62,366.94,384.60,,295.00,605.00
 0:00:55.88, 116392, 317.47,307.02,370.45,343.38,84.78,378.37,397.97,,295.00,605.00
 0:00:55.94, 116393, 319.50,303.63,372.69,336.74,84.99,374.99,376.31,,295.00,605.00
 0:00:55.98, 116394, 319.55,301.69,373.78,332.66,84.85,375.01,372.16,,295.00,605.00
 0:00:56.04, 116395, 322.14,301.10,377.53,329.41,86.16,380.08,367.72,,295.00,605.00
 0:00:56.08, 116396, 323.20,298.17,379.80,325.03,86.61,380.09,361.47,,295.00,605.00
 0:00:56.14, 116397, 326.39,296.14,385.77,317.77,87.88,387.08,352.95,,295.00,605.00
 0:00:56.18, 116398, 327.20,292.61,386.31,311.07,88.32,385.64,341.43,,295.00,605.00
 0:00:56.24, 116399, 327.36,291.37,385.94,306.34,88.93,383.45,336.66,,295.00,605.00
 0:00:56.31, 116400, 327.19,294.19,385.86,312.99,89.48,383.78,346.28,,295.00,605.00
 0:00:56.34, 116401, 327.50,296.44,385.29,317.24,90.30,383.34,351.74,,295.00,605.00
 0:00:56.41, 116402, 326.91,298.70,384.23,321.79,90.94,381.46,357.10,,295.00,605.00
 0:00:56.44, 116403, 326.36,299.06,384.06,322.66,91.38,381.72,356.89,,295.00,605.00
 0:00:56.51, 116404, 324.83,297.08,381.02,320.08,92.15,378.11,353.12,,295.00,605.00
 0:00:56.58, 116405, 323.11,294.98,377.98,316.29,92.85,373.97,350.00,,295.00,605.00
 0:00:56.61, 116406, 322.79,294.32,376.91,314.43,92.27,372.71,348.95,,295.00,605.00
 0:00:56.68, 116407, 321.96,294.20,375.16,314.07,92.71,369.94,348.58,,295.00,605.00
 0:00:56.71, 116408, 321.78,294.56,375.10,313.89,92.35,369.90,348.24,,295.00,605.00
 0:00:56.78, 116409, 321.34,292.14,374.60,309.72,92.63,368.98,340.68,,295.00,605.00
 0:00:56.84, 116410, 320.60,290.30,373.18,305.63,93.14,367.13,336.44,,295.00,605.00
 0:00:56.88, 116411, 320.46,289.38,372.72,302.55,93.47,366.23,332.35,,295.00,605.00
 0:00:56.94, 116412, 320.20,289.51,372.86,302.57,94.25,366.49,331.98,,295.00,605.00
 0:00:56.98, 116413, 320.08,290.11,372.87,302.70,94.30,367.17,331.77,,295.00,605.00
 0:00:57.04, 116414, 320.69,291.97,373.77,305.70,94.46,368.74,335.21,,295.00,605.00
 0:00:57.08, 116415, 326.12,296.07,386.63,316.31,94.06,387.70,349.31,,295.00,605.00
 0:00:57.14, 116416, 327.02,296.20,387.62,315.96,94.21,389.92,347.74,,295.00,605.00
 0:00:57.21, 116417, 326.94,296.62,386.62,317.06,94.21,387.64,348.99,,295.00,605.00
 0:00:57.24, 116418, 326.86,296.12,385.29,315.30,94.34,384.39,346.27,,295.00,605.00
 0:00:57.31, 116419, 324.88,299.34,381.62,320.54,93.92,379.41,354.33,,295.00,605.00
 0:00:57.34, 116420, 324.33,298.94,379.95,321.27,94.41,377.12,352.53,,295.00,605.00
 0:00:57.41, 116421, 323.87,297.39,379.05,319.04,94.06,375.28,350.76,,295.00,605.00
 0:00:57.48, 116422, 322.42,294.12,377.93,311.45,93.93,373.57,340.59,,295.00,605.00
 0:00:57.51, 116423, 322.62,295.14,377.05,312.61,94.07,373.82,343.84,,295.00,605.00
 0:00:57.58, 116424, 322.59,295.06,376.89,312.91,93.27,372.34,342.96,,295.00,605.00
 0:00:57.61, 116425, 322.11,294.26,376.11,310.64,92.68,371.00,339.80,,295.00,605.00
 0:00:57.68, 116426, 324.04,292.70,379.65,307.44,92.70,375.31,334.40,,295.00,605.00
 0:00:57.75, 116427, 325.50,293.57,381.93,308.00,92.08,377.85,336.18,,295.00,605.00
 0:00:57.78, 116428, 325.47,290.22,381.54,302.18,91.61,375.64,325.18,,295.00,605.00
 0:00:57.85, 116429, 322.12,289.06,375.06,301.72,91.99,367.14,328.17,,295.00,605.00
 0:00:57.88, 116430, 321.09,291.78,372.66,304.22,92.36,364.71,334.66,,295.00,605.00
 0:00:57.95, 116431, 319.12,297.10,369.12,315.34,92.65,361.01,348.53,,295.00,605.00
 0:00:58.01, 116432, 315.97,298.30,362.75,319.71,92.99,353.19,352.97,,295.00,605.00
 0:00:58.05, 116433, 313.92,298.55,358.90,321.37,92.59,348.49,356.98,,295.00,605.00
 0:00:58.11, 116434, 311.54,300.52,354.28,325.21,93.68,343.10,364.63,,295.00,605.00
 0:00:58.15, 116435, 311.98,300.33,354.50,324.07,93.81,343.19,361.20,,295.00,605.00
 0:00:58.21, 116436, 313.15,296.75,356.76,317.30,94.28,344.85,349.41,,295.00,605.00
 0:00:58.28, 116437, 314.69,295.20,360.13,312.41,94.59,349.01,343.84,,295.00,605.00
 0:00:58.31, 116438, 315.94,294.38,362.53,310.54,94.42,352.08,340.12,,295.00,605.00
 0:00:58.38, 116439, 317.71,292.77,366.04,306.35,94.73,356.10,333.27,,295.00,605.00
 0:00:58.41, 116440, 318.65,292.15,367.25,305.75,95.22,357.27,332.58,,295.00,605.00
 0:00:58.48, 116441, 319.77,292.27,370.68,304.16,95.03,361.50,330.56,,295.00,605.00
 0:00:58.55, 116442, 321.15,290.44,373.29,300.57,95.69,365.28,322.70,,295.00,605.00
 0:00:58.58, 116443, 321.84,290.12,374.18,299.79,96.02,366.06,322.78,,295.00,605.00
 0:00:58.65, 116444, 322.22,289.51,374.73,298.37,96.68,366.08,320.50,,295.00,605.00
 0:00:58.68, 116445, 321.82,290.01,374.24,298.75,96.67,365.41,321.42,,295.00,605.00
 0:00:58.75, 116446, 320.70,290.45,372.39,300.61,96.96,363.59,323.79,,295.00,605.00
 0:00:58.81, 116447, 319.88,289.93,370.43,298.98,97.48,361.15,321.67,,295.00,605.00
 0:00:58.85, 116448, 319.35,289.75,369.50,298.68,97.44,359.72,321.12,,295.00,605.00
 0:00:58.91, 116449, 318.06,288.35,366.63,294.70,97.54,355.61,314.75,,295.00,605.00
 0:00:58.95, 116450, 317.68,288.18,365.32,294.76,98.28,353.53,315.02,,295.00,605.00
 0:00:59.01, 116451, 315.64,287.96,360.84,294.84,98.62,347.12,316.05,,295.00,605.00
 0:00:59.05, 116452, 314.60,287.67,358.86,294.07,98.30,344.33,315.53,,295.00,605.00
 0:00:59.11, 116453, 312.83,288.66,354.96,297.64,99.12,339.54,321.97,,295.00,605.00
 0:00:59.18, 116454, 310.96,288.13,351.38,295.47,98.75,334.55,319.19,,295.00,605.00
 0:00:59.21, 116455, 310.31,287.92,350.22,295.79,99.13,333.33,319.27,,295.00,605.00
 0:00:59.28, 116456, 308.94,288.47,347.32,297.72,100.09,329.79,323.59,,295.00,605.00
 0:00:59.35, 116457, 306.78,287.99,343.35,294.87,100.40,324.44,319.15,,295.00,605.00
 0:00:59.38, 116458, 305.73,287.12,341.90,291.97,100.32,322.95,312.90,,295.00,605.00
 0:00:59.45, 116459, 304.14,287.42,338.47,293.93,101.15,319.05,316.04,,295.00,605.00
 0:00:59.48, 116460, 303.86,288.96,337.55,296.91,101.36,317.84,322.13,,295.00,605.00
 0:00:59.55, 116461, 302.14,290.63,333.64,300.58,101.82,312.36,327.36,,295.00,605.00
 0:00:59.61, 116462, 301.34,293.36,333.04,304.37,101.17,311.91,332.91,,295.00,605.00
 0:00:59.65, 116463, 301.30,292.47,332.50,305.74,101.31,311.87,331.87,,295.00,605.00
 0:00:59.71, 116464, 300.15,295.98,331.11,311.05,100.96,310.55,344.87,,295.00,605.00
 0:00:59.75, 116465, 298.98,299.95,328.09,317.17,100.63,307.42,351.59,,295.00,605.00
 0:00:59.81, 116466, 298.22,299.30,326.40,318.52,99.41,304.49,349.53,,295.00,605.00
 0:00:59.88, 116467, 296.69,300.53,324.19,320.32,98.61,302.06,356.08,,295.00,605.00
 0:00:59.91, 116468, 297.13,301.30,325.14,321.16,98.40,304.15,355.71,,295.00,605.00
 0:00:59.98, 116469, 298.34,300.25,326.81,318.97,97.85,305.90,350.26,,295.00,605.00
 0:01:00.02, 116470, 298.38,300.19,327.07,318.69,97.35,305.61,350.53,,295.00,605.00
 0:01:00.08, 116471, 299.17,296.26,327.31,313.40,97.49,305.14,341.00,,295.00,605.00
 0:01:00.15, 116472, 301.32,297.71,331.79,316.83,97.87,310.46,352.42,,295.00,605.00
 0:01:00.18, 116473, 302.35,298.20,334.67,316.29,96.79,314.55,350.35,,295.00,605.00
 0:01:00.25, 116474, 303.74,297.30,338.35,315.87,95.86,320.34,347.48,,295.00,605.00
 0:01:00.32, 116475, 304.39,300.08,339.66,321.86,96.06,323.35,359.49,,295.00,605.00
 0:01:00.35, 116476, 305.68,298.12,341.98,318.77,95.52,325.99,352.24,,295.00,605.00
 0:01:00.42, 116477, 306.36,301.57,343.79,324.75,95.98,328.87,364.26,,295.00,605.00
 0:01:00.48, 116478, 306.61,300.58,343.78,324.24,96.17,328.81,360.10,,295.00,605.00
 0:01:00.52, 116479, 306.72,300.16,343.36,324.59,96.42,327.66,362.94,,295.00,605.00
 0:01:00.58, 116480, 306.26,301.59,342.39,327.33,97.15,326.05,369.12,,295.00,605.00
 0:01:00.62, 116481, 306.04,301.73,342.69,327.87,96.63,326.73,368.76,,295.00,605.00
 0:01:00.68, 116482, 306.31,307.70,344.25,340.24,96.97,330.92,388.83,,295.00,605.00
 0:01:00.75, 116483, 308.30,308.02,348.55,340.75,96.91,337.66,384.60,,295.00,605.00
 0:01:00.78, 116484, 309.75,308.59,350.80,341.33,96.63,340.66,384.68,,295.00,605.00
 0:01:00.85, 116485, 311.37,304.05,354.00,333.81,96.51,343.63,371.27,,295.00,605.00
 0:01:00.92, 116486, 311.74,298.57,354.49,322.23,96.58,343.18,357.02,,295.00,605.00
 0:01:00.95, 116487, 311.54,296.12,354.25,317.04,97.18,342.37,352.03,,295.00,605.00
 0:01:01.02, 116488, 310.31,293.12,351.25,308.40,97.46,337.54,339.37,,295.00,605.00
 0:01:01.05, 116489, 310.16,292.23,350.42,307.61,97.87,335.77,338.17,,295.00,605.00
 0:01:01.12, 116490, 309.95,293.32,350.11,309.06,98.27,335.16,342.17,,295.00,605.00
 0:01:01.15, 116491, 309.93,295.95,349.65,315.93,99.20,335.03,352.41,,295.00,605.00
 0:01:01.22, 116492, 309.50,300.14,350.25,321.59,98.94,336.53,360.95,,295.00,605.00
 0:01:01.28, 116493, 309.30,300.58,349.44,325.41,100.11,336.64,362.02,,295.00,605.00
 0:01:01.32, 116494, 309.03,302.10,348.33,328.27,100.38,334.94,369.16,,295.00,605.00
 0:01:01.38, 116495, 307.69,305.13,346.91,332.41,99.83,333.34,374.84,,295.00,605.00
 0:01:01.45, 116496, 270.01,322.28,-2000.00,-2000.00,-2000.00,232.41,464.02,,295.00,605.00
 0:01:01.48, 116497, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,,295.00,605.00
 0:01:01.55, 116498, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,,295.00,605.00
 0:01:01.58, 116499, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,,295.00,605.00
 0:01:01.65, 116500, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,,295.00,605.00
 0:01:01.72, 116501, 276.31,322.36,282.49,384.13,100.50,251.62,463.91,,295.00,605.00
 0:01:01.75, 116502, 278.59,323.07,285.50,383.49,100.64,255.46,464.66,,295.00,605.00
 0:01:01.82, 116503, 278.55,323.85,287.22,382.44,100.15,256.81,460.49,,295.00,605.00
 0:01:01.85, 116504, 277.73,323.77,286.21,381.77,100.30,257.12,456.60,,295.00,605.00
 0:01:01.92, 116505, 276.67,323.34,284.55,379.02,101.15,255.53,451.76,,295.00,605.00
 0:01:01.98, 116506, 274.80,324.46,282.38,380.52,102.11,253.81,452.93,,295.00,605.00
 0:01:02.02, 116507, 274.73,324.09,280.78,379.71,102.08,252.50,450.25,,295.00,605.00
 0:01:02.08, 116508, 250.63,341.58,-2000.00,-2000.00,-2000.00,189.13,535.48,,295.00,605.00
 0:01:02.12, 116509, 248.73,342.10,-2000.00,-2000.00,-2000.00,183.98,538.16,,295.00,605.00
 0:01:02.18, 116510, 245.60,336.98,-2000.00,-2000.00,-2000.00,174.94,514.22,,295.00,605.00
 0:01:02.25, 116511, 238.21,336.59,-2000.00,-2000.00,-2000.00,154.68,513.08,,295.00,605.00
 0:01:02.28, 116512, 235.73,336.07,-2000.00,-2000.00,-2000.00,147.84,510.88,,295.00,605.00
 0:01:02.35, 116513, 234.90,335.92,189.45,390.59,90.63,128.85,472.18,,295.00,605.00
 0:01:02.38, 116514, 239.04,331.35,191.91,387.08,88.93,122.14,447.71,,295.00,605.00
 0:01:02.45, 116515, 247.02,323.50,-2000.00,-2000.00,-2000.00,144.98,411.09,,295.00,605.00
 0:01:02.48, 116516, 263.88,287.64,-2000.00,-2000.00,-2000.00,179.32,229.45,,295.00,605.00
 0:01:02.55, 116517, 290.36,265.50,-2000.00,-2000.00,-2000.00,249.55,124.72,,295.00,605.00
 0:01:02.59, 116518, 292.28,275.12,-2000.00,-2000.00,-2000.00,255.35,172.05,,295.00,605.00
 0:01:02.65, 116519, 294.12,285.75,-2000.00,-2000.00,-2000.00,261.17,224.07,,295.00,605.00
 0:01:02.69, 116520, 294.85,287.07,-2000.00,-2000.00,-2000.00,263.35,230.37,,295.00,605.00
 0:01:02.75, 116521, 294.91,284.19,-2000.00,-2000.00,-2000.00,263.16,216.54,,295.00,605.00
 0:01:02.82, 116522, 292.71,279.69,-2000.00,-2000.00,-2000.00,256.52,195.11,,295.00,605.00
 0:01:02.85, 116523, 290.81,277.91,-2000.00,-2000.00,-2000.00,251.06,186.69,,295.00,605.00
 0:01:02.92, 116524, 288.81,274.90,-2000.00,-2000.00,-2000.00,245.93,170.92,,295.00,605.00
 0:01:02.95, 116525, 288.90,275.25,-2000.00,-2000.00,-2000.00,246.19,172.66,,295.00,605.00
 0:01:03.02, 116526, 302.41,286.41,-2000.00,-2000.00,-2000.00,284.04,226.61,,295.00,605.00
 0:01:03.05, 116527, 302.57,287.66,-2000.00,-2000.00,-2000.00,285.51,230.94,,295.00,605.00
 0:01:03.12, 116528, 302.62,286.24,-2000.00,-2000.00,-2000.00,284.60,225.78,,295.00,605.00
 0:01:03.19, 116529, 303.17,286.90,-2000.00,-2000.00,-2000.00,286.95,227.46,,295.00,605.00
 0:01:03.22, 116530, 303.40,287.22,-2000.00,-2000.00,-2000.00,287.70,228.82,,295.00,605.00
 0:01:03.29, 116531, 303.65,288.21,338.94,296.60,95.35,309.24,293.49,,295.00,605.00
 0:01:03.32, 116532, 304.43,286.56,340.23,295.22,95.15,323.17,319.67,,295.00,605.00
 0:01:03.39, 116533, 306.81,287.53,345.36,297.87,94.63,330.15,326.88,,295.00,605.00
 0:01:03.45, 116534, 308.34,291.80,348.81,306.69,93.62,335.78,341.40,,295.00,605.00
 0:01:03.49, 116535, 307.63,293.14,346.94,309.39,93.83,333.43,343.18,,295.00,605.00
 0:01:03.55, 116536, 307.28,294.17,345.34,313.01,94.01,330.86,348.63,,295.00,605.00
 0:01:03.59, 116537, 308.08,295.73,347.25,316.24,93.63,333.10,354.49,,295.00,605.00
 0:01:03.65, 116538, 310.11,295.12,350.48,316.34,93.53,337.26,353.27,,295.00,605.00
 0:01:03.72, 116539, 309.71,299.48,350.22,324.50,93.56,337.14,368.36,,295.00,605.00
 0:01:03.75, 116540, 309.79,300.06,351.20,327.41,93.37,339.37,369.27,,295.00,605.00
 0:01:03.82, 116541, 310.69,299.63,352.52,327.39,93.26,341.76,370.06,,295.00,605.00
 0:01:03.85, 116542, 311.16,298.23,354.06,326.74,93.25,343.63,369.91,,295.00,605.00
 0:01:03.92, 116543, 312.37,302.16,356.13,333.07,92.75,347.61,382.28,,295.00,605.00
 0:01:03.95, 116544, 312.02,304.27,356.10,337.47,92.60,347.61,385.28,,295.00,605.00
 0:01:04.02, 116545, 312.31,306.32,356.01,341.64,92.67,348.10,390.60,,295.00,605.00
 0:01:04.09, 116546, 310.65,308.03,352.16,344.47,92.37,342.10,394.73,,295.00,605.00
 0:01:04.12, 116547, 309.71,308.22,350.78,344.48,92.38,339.94,393.31,,295.00,605.00
 0:01:04.19, 116548, 310.33,308.00,351.54,341.87,91.99,341.08,388.27,,295.00,605.00
 0:01:04.22, 116549, 310.55,308.14,351.29,341.84,92.40,339.89,386.73,,295.00,605.00
 0:01:04.29, 116550, 311.55,307.66,353.48,340.76,92.47,342.24,384.22,,295.00,605.00
 0:01:04.35, 116551, 311.99,306.15,354.44,339.36,92.55,343.59,382.08,,295.00,605.00
 0:01:04.39, 116552, 312.04,305.55,353.63,337.11,93.15,342.08,381.05,,295.00,605.00
 0:01:04.45, 116553, 311.85,301.56,353.97,330.30,93.48,341.37,369.70,,295.00,605.00
 0:01:04.49, 116554, 312.20,301.53,354.95,331.06,93.52,343.79,374.55,,295.00,605.00
 0:01:04.55, 116555, 313.36,299.32,357.40,325.88,93.57,346.93,366.45,,295.00,605.00
 0:01:04.59, 116556, 313.63,299.10,358.06,324.44,93.64,347.82,364.90,,295.00,605.00
 0:01:04.65, 116557, 314.74,296.38,360.08,321.24,93.73,350.18,358.91,,295.00,605.00
 0:01:04.72, 116558, 315.24,297.58,361.89,322.37,94.04,353.12,364.13,,295.00,605.00
 0:01:04.75, 116559, 315.10,297.04,362.28,321.23,93.68,354.33,360.26,,295.00,605.00
 0:01:04.82, 116560, 315.11,296.19,361.87,319.88,93.94,354.07,358.48,,295.00,605.00
 0:01:04.85, 116561, 315.14,295.27,360.83,317.22,93.94,351.58,355.32,,295.00,605.00
