partID,tiempo,time,AngBiela,cadera,rodilla,tobillo
9,pre,0.0,6.040350259387191,37.9447,37.7513,2.31255
9,pre,0.005,7.206720442935008,37.8852,38.1101,2.44102
9,pre,0.01,8.50573035605561,37.8326,38.5386,2.59311
9,pre,0.015,9.922311208737057,37.7974,39.0396,2.76953
9,pre,0.02,11.43938885868445,37.7829,39.6144,2.96926
9,pre,0.025,13.039602684705327,37.7876,40.2624,3.19198
9,pre,0.03,14.706222319181867,37.8195,40.9835,3.43645
9,pre,0.035,16.424293563661152,37.883,41.7751,3.70056
9,pre,0.04,18.180581093075666,37.9774,42.6351,3.98303
9,pre,0.045,19.9636830473023,38.1065,43.5599,4.2809
9,pre,0.05,21.764775876296042,38.2688,44.5456,4.59234
9,pre,0.055,23.57698408651532,38.4658,45.5888,4.91438
9,pre,0.06,25.394979170465426,38.6971,46.6846,5.245
9,pre,0.065,27.215208789816536,38.9618,47.8286,5.58147
9,pre,0.07,29.035495704947166,39.2619,49.0168,5.92139
9,pre,0.075,30.854923183385093,39.5923,50.2437,6.26253
9,pre,0.08,32.67314745045325,39.9527,51.5055,6.60241
9,pre,0.085,34.49091335128529,40.3398,52.7974,6.93905
9,pre,0.09,36.30902302679443,40.7566,54.1149,7.27088
9,pre,0.095,38.128794279909435,41.1982,55.4542,7.5956
9,pre,0.1,39.95228975869279,41.6614,56.8113,7.91221
9,pre,0.105,41.78111374497087,42.1471,58.1828,8.21915
9,pre,0.11,43.617042407908556,42.6539,59.5652,8.51549
9,pre,0.115,45.462195691347866,43.1774,60.9551,8.80095
9,pre,0.12,47.318292468674166,43.7182,62.3498,9.07403
9,pre,0.125,49.18750997950897,44.2751,63.7465,9.33518
9,pre,0.13,51.07105143522203,44.8468,65.1434,9.58396
9,pre,0.135,52.97115137121438,45.4319,66.5388,9.82044
9,pre,0.14,54.88912759041481,46.0341,67.9303,10.0453
9,pre,0.145,56.82675626198823,46.6467,69.3166,10.259
9,pre,0.15,58.78546978042247,47.2722,70.6965,10.4617
9,pre,0.155,60.76618487818972,47.9104,72.0692,10.6545
9,pre,0.16,62.77039124555734,48.5582,73.4335,10.8383
9,pre,0.165,64.79980775591072,49.2208,74.7887,11.0149
9,pre,0.17,66.85500736704498,49.8929,76.1343,11.1844
9,pre,0.17500000000000002,68.93770895234552,50.5768,77.4699,11.3481
9,pre,0.18,71.04733955401721,51.2733,78.7951,11.5076
9,pre,0.185,73.18619100324058,51.9785,80.1089,11.664
9,pre,0.19,75.35426330001562,52.6983,81.4108,11.8182
9,pre,0.195,77.55212940213745,53.4269,82.7001,11.9712
9,pre,0.2,79.78093522519634,54.1704,83.9771,12.1245
9,pre,0.20500000000000002,82.03953485360206,54.9215,85.2399,12.2788
9,pre,0.21,84.32907420294482,55.684,86.4882,12.4351
9,pre,0.215,86.64898031542953,56.4589,87.7207,12.5942
9,pre,0.22,88.9981072754659,57.2414,88.9364,12.7572
9,pre,0.225,91.37702804084907,58.0334,90.1342,12.9246
9,pre,0.23,93.78402373819368,58.8325,91.3121,13.0968
9,pre,0.23500000000000001,96.21794845190941,59.6423,92.4698,13.2748
9,pre,0.24,98.6770833086109,60.4586,93.6046,13.4585
9,pre,0.245,101.15913647711763,61.2767,94.715,13.6489
9,pre,0.25,103.66353499963445,62.1026,95.7997,13.8461
9,pre,0.255,106.18626817159547,62.9298,96.8561,14.0502
9,pre,0.26,108.72619007741041,63.7564,97.8832,14.261
9,pre,0.265,111.28043592810361,64.5856,98.8779,14.4789
9,pre,0.27,113.84614093469945,65.4132,99.8393,14.7035
9,pre,0.275,116.42158622381251,66.2375,100.765,14.9345
9,pre,0.28,119.00333404867199,67.0557,101.653,15.1714
9,pre,0.28500000000000003,121.58966553589251,67.8723,102.501,15.4139
9,pre,0.29,124.1782888542936,68.6797,103.309,15.6612
9,pre,0.295,126.76691217269465,69.4773,104.073,15.9119
9,pre,0.3,129.35438957550545,70.2689,104.793,16.1657
9,pre,0.305,131.93842923154546,71.0445,105.467,16.4215
9,pre,0.31,134.51845818301953,71.814,106.093,16.6772
9,pre,0.315,137.09333051433745,72.5647,106.67,16.9324
9,pre,0.32,139.6624732677041,73.3028,107.197,17.1855
9,pre,0.325,142.22474052752912,74.0255,107.671,17.4351
9,pre,0.33,144.77955933601746,74.7322,108.095,17.6798
9,pre,0.335,147.32750265096422,75.421,108.464,17.9184
9,pre,0.34,149.86799751457428,76.0922,108.781,18.1492
9,pre,0.34500000000000003,152.40104392684768,76.7435,109.043,18.3716
9,pre,0.35000000000000003,154.9260689299892,77.3766,109.251,18.5844
9,pre,0.355,157.44307252399892,77.9835,109.404,18.7864
9,pre,0.36,159.9520547088768,78.5729,109.503,18.9772
9,pre,0.365,162.4524425268277,79.1374,109.546,19.1561
9,pre,0.37,164.9436630200565,79.6759,109.536,19.3224
9,pre,0.375,167.42457027297297,80.1897,109.471,19.4762
9,pre,0.38,169.8951642855771,80.6797,109.354,19.617
9,pre,0.385,172.35372618448346,81.1418,109.184,19.7453
9,pre,0.39,174.79968301189695,81.5703,108.961,19.8613
9,pre,0.395,177.23131589443216,81.974,108.689,19.9649
9,pre,0.4,179.64747891649884,82.3415,108.365,20.0566
9,pre,0.405,-177.95324271629698,82.6804,107.992,20.1371
9,pre,0.41000000000000003,-175.57203011973328,82.9827,107.572,20.2067
9,pre,0.41500000000000004,-173.2097251304089,83.251,107.104,20.2658
9,pre,0.42,-170.86747366391413,83.4838,106.59,20.3155
9,pre,0.425,-168.54527572024887,83.6797,106.031,20.356
9,pre,0.43,-166.2448501727986,83.8348,105.43,20.3878
9,pre,0.435,-163.96447814817793,83.9525,104.784,20.4118
9,pre,0.44,-161.7053055619771,84.0338,104.098,20.4284
9,pre,0.445,-159.46561354081072,84.0695,103.371,20.4382
9,pre,0.45,-157.24482912688364,84.0642,102.605,20.4418
9,pre,0.455,-155.04180640460564,84.0171,101.801,20.4402
9,pre,0.46,-152.85425354279613,83.9247,100.959,20.4334
9,pre,0.465,-150.68159758366008,83.7942,100.08,20.4223
9,pre,0.47000000000000003,-148.52097373822173,83.6153,99.1661,20.4076
9,pre,0.47500000000000003,-146.37009017530062,83.3991,98.2182,20.3898
9,pre,0.48,-144.22722802151137,83.1335,97.2358,20.3702
9,pre,0.485,-142.08952248787824,82.8279,96.2216,20.3481
9,pre,0.49,-139.95525470101595,82.4757,95.1736,20.325
9,pre,0.495,-137.82213282974388,82.0843,94.0959,20.3014
9,pre,0.5,-135.68786504288155,81.6481,92.9873,20.277
9,pre,0.505,-133.54958655145333,81.1701,91.8488,20.2522
9,pre,0.51,-131.40615143986892,80.6535,90.6813,20.2276
9,pre,0.515,-129.25469491915268,80.0977,89.4857,20.2019
9,pre,0.52,-127.09407107371435,79.4965,88.262,20.1752
9,pre,0.525,-124.92084215678315,78.8636,87.012,20.1468
