partID,tiempo,time,AngBiela,cadera,rodilla,tobillo
6,post,0.0,0.636859778021764,36.3518,42.5764,6.52663
6,post,0.005,3.7252455332256837,36.064,43.295,6.83182
6,post,0.01,6.70394997770771,35.7857,44.1078,7.18535
6,post,0.015,9.556936022782132,35.5236,45.01,7.57958
6,post,0.02,12.283412986691667,35.2785,45.9954,8.00716
6,post,0.025,14.894438954882341,35.0625,47.0586,8.46052
6,post,0.03,17.40714536542857,34.8736,48.1928,8.93209
6,post,0.035,19.841643036939434,34.7225,49.3923,9.41462
6,post,0.04,22.217183351331343,34.6182,50.6514,9.90101
6,post,0.045,24.551126929796748,34.5633,51.9658,10.3841
6,post,0.05,26.8585425623476,34.5631,53.3319,10.8586
6,post,0.055,29.15140506690213,34.6309,54.7469,11.3192
6,post,0.06,31.43985579643415,34.7652,56.2078,11.7635
6,post,0.065,33.73208804741404,34.9721,57.7121,12.1879
6,post,0.07,36.03451894714725,35.2567,59.2577,12.5922
6,post,0.075,38.35282077780558,35.6188,60.8417,12.9755
6,post,0.08,40.691634497529606,36.0622,62.4616,13.3381
6,post,0.085,43.054397853090094,36.5832,64.1152,13.6794
6,post,0.09,45.44386104190368,37.1875,65.7994,13.9994
6,post,0.095,47.8615137542377,37.8701,67.5128,14.2989
6,post,0.1,50.307413285871675,38.6269,69.2528,14.5769
6,post,0.105,52.780299129656306,39.4623,71.0169,14.8333
6,post,0.11,55.27747838395449,40.3642,72.8021,15.0671
6,post,0.115,57.7953987104364,41.3325,74.6034,15.2757
6,post,0.12,60.32959103830004,42.3619,76.4158,15.4555
6,post,0.125,62.87638843765654,43.4436,78.2319,15.6043
6,post,0.13,65.43521795071081,44.5681,80.0434,15.7183
6,post,0.135,68.00321478848714,45.7322,81.8409,15.7959
6,post,0.14,70.58152486657586,46.9155,83.6147,15.8364
6,post,0.145,73.17244001615742,48.1231,85.3549,15.8386
6,post,0.15,75.7759602372319,49.3373,87.0519,15.803
6,post,0.155,78.39437736097976,50.5535,88.6977,15.7301
6,post,0.16,81.02883730299129,51.7632,90.2866,15.6212
6,post,0.165,83.68048597885672,52.9579,91.8142,15.4778
6,post,0.17,86.35218817755177,54.1428,93.278,15.3044
6,post,0.17500000000000002,89.04680868805202,55.3075,94.6776,15.1057
6,post,0.18,91.76778525712831,56.4461,96.0143,14.8894
6,post,0.185,94.51798267375626,57.5626,97.2902,14.6629
6,post,0.19,97.297973895731,58.6485,98.5084,14.4329
6,post,0.195,100.1066130074623,59.6999,99.672,14.2066
6,post,0.2,102.94103521997448,60.7202,100.784,13.9888
6,post,0.20500000000000002,105.7983757442919,61.6992,101.848,13.7854
6,post,0.21,108.67519683364377,62.64,102.866,13.6
6,post,0.215,111.56634186787389,63.5399,103.84,13.4367
6,post,0.22,114.46894605800665,64.401,104.771,13.2982
6,post,0.225,117.37785278388586,65.2309,105.662,13.1877
6,post,0.23,120.28847838315042,66.0297,106.512,13.107
6,post,0.23500000000000001,123.19566623564424,66.8097,107.324,13.0576
6,post,0.24,126.09597859459645,67.5706,108.097,13.0409
6,post,0.245,128.98540475544118,68.3261,108.833,13.0581
6,post,0.25,131.85993401361253,69.0828,109.533,13.1103
6,post,0.255,134.71727453792994,69.8416,110.197,13.1976
6,post,0.26,137.5545615394178,70.6142,110.825,13.3195
6,post,0.265,140.3712220602809,71.4015,111.417,13.475
6,post,0.27,143.1666831427242,72.2048,111.971,13.6632
6,post,0.275,145.94094478674762,73.0267,112.486,13.8823
6,post,0.28,148.6951529079415,73.8638,112.961,14.129
6,post,0.28500000000000003,151.4310263796912,74.7108,113.392,14.4021
6,post,0.29,154.14799224420156,75.5652,113.776,14.6962
6,post,0.295,156.84719641706283,76.4145,114.111,15.0083
6,post,0.3,159.5303577716605,77.2583,114.391,15.333
6,post,0.305,162.19633039240423,78.0817,114.613,15.6656
6,post,0.31,164.84511427929402,78.8761,114.772,15.999
6,post,0.315,167.4767094323299,79.64,114.864,16.3265
6,post,0.32,170.08825106253616,80.3581,114.882,16.6411
6,post,0.325,172.6785932543226,81.024,114.824,16.9368
6,post,0.33,175.2471630498941,81.6318,114.685,17.2071
6,post,0.335,177.79281453366036,82.172,114.46,17.4471
6,post,0.34,-179.68644004656775,82.637,114.147,17.6537
6,post,0.34500000000000003,-177.1894899753876,83.024,113.742,17.8228
6,post,0.35000000000000003,-174.71775004719322,83.3351,113.244,17.9546
6,post,0.355,-172.26950138859922,83.5601,112.653,18.0498
6,post,0.36,-169.8435980840153,83.7102,111.969,18.1105
6,post,0.365,-167.44004013344153,83.7738,111.193,18.1411
6,post,0.37,-165.05653570569729,83.7636,110.328,18.1463
6,post,0.375,-162.68964705401186,83.6799,109.377,18.1309
6,post,0.38,-160.33765530499983,83.5244,108.345,18.1021
6,post,0.385,-157.99597679630017,83.3029,107.236,18.0673
6,post,0.39,-155.66174673893718,83.0222,106.056,18.0322
6,post,0.395,-153.33210034393525,82.6827,104.812,18.0029
6,post,0.4,-151.00359986452358,82.2925,103.509,17.9828
6,post,0.405,-148.67395346952168,81.8543,102.151,17.9739
6,post,0.41000000000000003,-146.3420152433392,81.3741,100.746,17.9774
6,post,0.41500000000000004,-144.00663927038596,80.8577,99.2959,17.9928
6,post,0.42,-141.66725259286684,80.3055,97.8092,18.0178
6,post,0.425,-139.32500112637203,79.7259,96.2859,18.0474
6,post,0.43,-136.97988487090157,79.1298,94.7338,18.0764
6,post,0.435,-134.63362269984086,78.5117,93.1578,18.0989
6,post,0.44,-132.28621461318986,77.885,91.563,18.1102
6,post,0.445,-129.939379484334,77.2525,89.9578,18.1055
6,post,0.45,-127.59197139768304,76.6216,88.3498,18.082
6,post,0.455,-125.24284443764667,75.9934,86.7445,18.0366
6,post,0.46,-122.88913381524924,75.3747,85.1515,17.9671
6,post,0.465,-120.52510995253944,74.7653,83.5769,17.8735
6,post,0.47000000000000003,-118.14389735597574,74.1714,82.0283,17.7559
6,post,0.47500000000000003,-115.74033940540194,73.5796,80.5063,17.6176
6,post,0.48,-113.30756060727647,73.0032,79.0162,17.4643
6,post,0.485,-110.8415502570334,72.4284,77.557,17.3029
6,post,0.49,-108.33715173451658,71.8496,76.1269,17.1385
6,post,0.495,-105.78978137736493,71.2609,74.7224,16.9754
