partID,tiempo,time,AngBiela,cadera,rodilla,tobillo
7,post,0.0,7.957868112351516,47.1304,44.9986,11.8669
7,post,0.005,8.770895223642155,47.2226,45.5423,11.7323
7,post,0.01,9.728708769762353,47.3387,46.1824,11.5733
7,post,0.015,10.83096497603503,47.4764,46.9198,11.389
7,post,0.02,12.074054208350864,47.6399,47.7529,11.1788
7,post,0.025,13.451215564727312,47.832,48.6791,10.9426
7,post,0.03,14.953396312001303,48.0498,49.6933,10.6815
7,post,0.035,16.56982484362438,48.3013,50.7899,10.3963
7,post,0.04,18.288755524796365,48.5767,51.9618,10.0882
7,post,0.045,20.09809894603999,48.886,53.2011,9.75895
7,post,0.05,21.985765697878,49.2247,54.4995,9.41156
7,post,0.055,23.940754990643885,49.5912,55.8492,9.04865
7,post,0.06,25.95275358402528,49.9887,57.241,8.67251
7,post,0.065,28.013338998433774,50.4123,58.6669,8.28711
7,post,0.07,30.115005486753148,50.8659,60.1191,7.89562
7,post,0.075,32.252424541488686,51.3469,61.5902,7.50182
7,post,0.08,34.42170004963349,51.8532,63.073,7.10963
7,post,0.085,36.62065477156608,52.38,64.5619,6.72168
7,post,0.09,38.84854386215278,52.9309,66.0509,6.3418
7,post,0.095,41.10594027918871,53.5023,67.5358,5.97359
7,post,0.1,43.39427641716169,54.0917,69.0121,5.61909
7,post,0.105,45.715672219913735,54.7011,70.4768,5.28087
7,post,0.11,48.07339354687708,55.3209,71.9274,4.96196
7,post,0.115,50.469904116570774,55.9567,73.3614,4.66267
7,post,0.12,52.90864167576561,56.6076,74.7776,4.38562
7,post,0.125,55.392012647201135,57.2647,76.1747,4.13098
7,post,0.13,57.92202238316032,57.9312,77.5522,3.89927
7,post,0.135,60.50033246124902,58.6071,78.9093,3.69116
7,post,0.14,63.12734395192384,59.2902,80.2465,3.50617
7,post,0.145,65.80133798179939,59.9778,81.5633,3.34421
7,post,0.15,68.52174159308053,60.6716,82.8605,3.2049
7,post,0.155,71.28397112340625,61.3709,84.1376,3.08708
7,post,0.16,74.08401586821059,62.0748,85.3958,2.99078
7,post,0.165,76.9172921651325,62.7833,86.6349,2.91433
7,post,0.17,79.77692452063044,63.498,87.8557,2.85777
7,post,0.17500000000000002,82.65661039895795,64.2136,89.0579,2.81994
7,post,0.18,85.54890134877834,64.9358,90.2417,2.79996
7,post,0.185,88.44806779214031,65.6658,91.4074,2.79751
7,post,0.19,91.34723423550227,66.4012,92.5546,2.81197
7,post,0.195,94.24238997429833,67.1414,93.6834,2.84356
7,post,0.2,97.1283783883723,67.8929,94.7925,2.89097
7,post,0.20500000000000002,100.00290764654362,68.6492,95.8822,2.95498
7,post,0.21,102.86483183322208,69.4156,96.9508,3.03467
7,post,0.215,105.71415094840766,70.1887,97.9978,3.1308
7,post,0.22,108.55201090769064,70.9708,99.0218,3.2436
7,post,0.225,111.38184945784178,71.7661,100.021,3.37241
7,post,0.23,114.20710434563186,72.5648,100.995,3.51749
7,post,0.23500000000000001,117.03235923342196,73.3777,101.941,3.67928
7,post,0.24,119.8621977835731,74.1966,102.857,3.85708
7,post,0.245,122.70120365844632,75.0209,103.741,4.05096
7,post,0.25,125.55396052040268,75.8559,104.591,4.26003
7,post,0.255,128.42505203180323,76.6955,105.405,4.4839
7,post,0.26,131.3161970660334,77.5397,106.181,4.72183
7,post,0.265,134.22854153868334,78.39,106.915,4.97189
7,post,0.27,137.16265840754832,79.2415,107.605,5.23353
7,post,0.275,140.11568288365257,80.0914,108.249,5.50445
7,post,0.28,143.0836042624302,80.9418,108.844,5.78299
7,post,0.28500000000000003,146.06183888152023,81.7871,109.387,6.06752
7,post,0.29,149.04179237399563,82.6308,109.875,6.35523
7,post,0.295,152.01544333072462,83.4618,110.306,6.64446
7,post,0.3,154.97362442698508,84.2844,110.678,6.93299
7,post,0.305,157.90602242246464,85.0906,110.987,7.21848
7,post,0.31,160.80289703464607,85.8837,111.232,7.49968
7,post,0.315,163.6567998121927,86.6579,111.41,7.77375
7,post,0.32,166.4579904725873,87.4103,111.519,8.04018
7,post,0.325,169.20073943787852,88.1368,111.557,8.29755
7,post,0.33,171.87989008791027,88.8339,111.523,8.54486
7,post,0.335,174.49315059150197,89.4983,111.416,8.7821
7,post,0.34,177.03937503306335,90.1333,111.235,9.00897
7,post,0.34500000000000003,179.51799045479927,90.7215,110.979,9.22687
7,post,0.35000000000000003,-178.06783427532318,91.2711,110.648,9.43597
7,post,0.355,-175.71469661072086,91.7763,110.243,9.63781
7,post,0.36,-173.4188547256317,92.2279,109.762,9.83493
7,post,0.365,-171.1740060843091,92.6291,109.209,10.0285
7,post,0.37,-168.974994066597,92.9774,108.584,10.2221
7,post,0.375,-166.81551613674893,93.2633,107.888,10.4175
7,post,0.38,-164.68869680122327,93.491,107.123,10.618
7,post,0.385,-162.58880648206883,93.6576,106.291,10.8267
7,post,0.39,-160.5101156013342,93.7576,105.395,11.0463
7,post,0.395,-158.446321623273,93.7901,104.436,11.2804
7,post,0.4,-156.39169496993387,93.7529,103.418,11.5311
7,post,0.405,-154.34222493675088,93.651,102.343,11.8015
7,post,0.41000000000000003,-152.29275490356795,93.478,101.213,12.0937
7,post,0.41500000000000004,-150.24042008140933,93.2325,100.033,12.4097
7,post,0.42,-148.18063680791403,92.9207,98.8028,12.7511
7,post,0.425,-146.11168620969661,92.5346,97.5272,13.1196
7,post,0.43,-144.03013053998635,92.08,96.208,13.5158
7,post,0.435,-141.93482388319293,91.5602,94.8478,13.94
7,post,0.44,-139.82347440813587,90.9691,93.4491,14.3923
7,post,0.445,-137.69608211481508,90.3152,92.0139,14.872
7,post,0.45,-135.54978221425503,89.6007,90.5446,15.3784
7,post,0.455,-133.38514766425078,88.8199,89.0429,15.9091
7,post,0.46,-131.20103254921207,87.9805,87.5112,16.4628
7,post,0.465,-128.99571799575352,87.085,85.9506,17.036
7,post,0.47000000000000003,-126.76920400387516,86.1389,84.3633,17.6259
7,post,0.47500000000000003,-124.5186257846013,85.1402,82.751,18.2284
7,post,0.48,-122.24283742234165,84.0942,81.1155,18.8392
