tiempo,COPX,COPY,TargetX,TargetY,ErrX,ErrY,ErrRadial
0.106,-236.692,-153.807,-163.837,-161.236,72.855,-7.429,73.2327
0.108,-236.482,-153.591,-163.594,-161.169,72.887,-7.578,73.28017
0.110,-236.143,-153.338,-163.352,-161.101,72.791,-7.764,73.20375
0.112,-235.936,-153.035,-163.111,-161.032,72.825,-7.997,73.26318
0.114,-235.502,-152.914,-162.870,-160.962,72.632,-8.048,73.07695
0.116,-235.388,-152.631,-162.629,-160.890,72.760,-8.259,73.22694
0.118,-235.170,-152.566,-162.388,-160.817,72.781,-8.251,73.24767
0.120,-235.315,-152.730,-162.148,-160.743,73.167,-8.013,73.60488
0.122,-235.372,-152.675,-161.908,-160.668,73.464,-7.993,73.89731
0.124,-235.361,-152.702,-161.669,-160.592,73.692,-7.890,74.11306
0.126,-235.688,-153.008,-161.430,-160.514,74.258,-7.506,74.63634
0.128,-236.036,-153.313,-161.191,-160.435,74.845,-7.122,75.18318
0.130,-236.682,-153.786,-160.953,-160.355,75.729,-6.569,76.01321
0.132,-237.007,-154.046,-160.715,-160.274,76.292,-6.228,76.54572
0.134,-237.117,-154.225,-160.478,-160.191,76.639,-5.966,76.87076
0.136,-236.966,-154.408,-160.241,-160.108,76.725,-5.699,76.9367
0.138,-237.038,-154.375,-160.004,-160.023,77.034,-5.648,77.2405
0.140,-237.150,-154.333,-159.768,-159.937,77.382,-5.603,77.5851
0.142,-236.894,-154.267,-159.532,-159.850,77.361,-5.582,77.56252
0.144,-236.657,-153.998,-159.297,-159.761,77.360,-5.763,77.57408
0.146,-236.523,-153.841,-159.062,-159.672,77.461,-5.830,77.68018
0.148,-236.220,-153.618,-158.828,-159.581,77.393,-5.963,77.62209
0.150,-235.768,-153.163,-158.594,-159.489,77.175,-6.326,77.43336
0.152,-235.506,-153.195,-158.360,-159.396,77.145,-6.201,77.39426
0.154,-235.356,-152.881,-158.127,-159.301,77.228,-6.420,77.49477
0.156,-235.527,-152.820,-157.895,-159.206,77.632,-6.386,77.89447
0.158,-235.253,-153.042,-157.663,-159.109,77.590,-6.067,77.82713
0.160,-235.484,-153.317,-157.431,-159.012,78.052,-5.695,78.25984
0.162,-235.731,-153.641,-157.200,-158.913,78.531,-5.271,78.70769
0.164,-235.955,-153.820,-156.970,-158.813,78.985,-4.992,79.1431
0.166,-236.172,-154.031,-156.740,-158.711,79.432,-4.681,79.56979
0.168,-236.459,-154.419,-156.510,-158.609,79.949,-4.189,80.05843
0.170,-236.560,-154.504,-156.281,-158.505,80.279,-4.001,80.37881
0.172,-236.477,-154.692,-156.053,-158.401,80.424,-3.709,80.5094
0.174,-236.778,-154.856,-155.825,-158.295,80.954,-3.439,81.02651
0.176,-236.626,-154.820,-155.597,-158.188,81.028,-3.368,81.09812
0.178,-236.200,-154.609,-155.371,-158.080,80.830,-3.470,80.90408
0.180,-236.224,-154.477,-155.144,-157.970,81.080,-3.493,81.15487
0.182,-235.978,-154.341,-154.918,-157.860,81.060,-3.519,81.13625
0.184,-235.666,-154.082,-154.693,-157.748,80.973,-3.667,81.05585
0.186,-235.473,-153.854,-154.469,-157.636,81.004,-3.782,81.09272
0.188,-235.035,-153.683,-154.245,-157.522,80.790,-3.838,80.88134
0.190,-234.678,-153.490,-154.021,-157.407,80.657,-3.917,80.752
0.192,-234.658,-153.423,-153.798,-157.291,80.859,-3.867,80.95187
0.194,-234.794,-153.286,-153.576,-157.174,81.219,-3.887,81.31147
0.196,-234.898,-153.574,-153.354,-157.055,81.544,-3.482,81.6185
0.198,-235.103,-153.713,-153.133,-156.936,81.970,-3.223,82.03325
0.200,-235.131,-153.782,-152.912,-156.815,82.218,-3.033,82.27438
0.202,-235.713,-154.164,-152.692,-156.694,83.020,-2.530,83.05878
0.204,-235.615,-154.283,-152.473,-156.571,83.142,-2.288,83.17322
0.206,-235.976,-154.606,-152.254,-156.447,83.722,-1.842,83.74223
0.208,-235.976,-154.655,-152.036,-156.322,83.940,-1.667,83.95625
0.210,-236.500,-154.849,-151.819,-156.196,84.681,-1.347,84.69151
0.212,-236.427,-154.975,-151.602,-156.069,84.825,-1.094,84.83156
0.214,-236.460,-155.028,-151.386,-155.941,85.074,-0.913,85.07849
0.216,-236.040,-154.746,-151.170,-155.812,84.869,-1.065,84.87588
0.218,-236.072,-154.576,-150.956,-155.681,85.116,-1.106,85.12334
0.220,-235.692,-154.511,-150.741,-155.550,84.951,-1.039,84.95718
0.222,-235.101,-153.936,-150.528,-155.417,84.573,-1.481,84.58617
0.224,-235.061,-153.898,-150.315,-155.284,84.746,-1.386,84.75748
0.226,-234.732,-153.718,-150.103,-155.149,84.629,-1.431,84.64095
0.228,-234.809,-153.712,-149.891,-155.013,84.918,-1.302,84.9283
0.230,-234.632,-153.682,-149.680,-154.876,84.951,-1.195,84.95962
0.232,-234.633,-153.584,-149.470,-154.739,85.163,-1.154,85.17075
0.234,-234.800,-153.655,-149.261,-154.600,85.539,-0.945,85.5444
0.236,-235.010,-153.882,-149.052,-154.460,85.958,-0.578,85.96014
0.238,-235.146,-154.111,-148.844,-154.319,86.302,-0.208,86.30219
0.240,-235.638,-154.300,-148.637,-154.177,87.002,0.123,87.00175
0.242,-235.892,-154.701,-148.430,-154.034,87.462,0.667,87.46498
0.244,-236.234,-154.753,-148.224,-153.889,88.010,0.864,88.01374
0.246,-236.616,-155.017,-148.019,-153.744,88.597,1.273,88.60645
0.248,-236.537,-155.172,-147.814,-153.598,88.723,1.574,88.73691
0.250,-236.747,-155.144,-147.611,-153.451,89.136,1.693,89.15184
0.252,-236.438,-154.964,-147.408,-153.303,89.030,1.661,89.04578
0.254,-236.194,-154.597,-147.206,-153.153,88.989,1.444,89.00048
0.256,-235.946,-154.505,-147.004,-153.003,88.942,1.502,88.95452
0.258,-235.782,-154.188,-146.803,-152.852,88.979,1.337,88.98901
0.260,-235.409,-153.968,-146.604,-152.700,88.805,1.269,88.81427
0.262,-235.198,-153.755,-146.404,-152.546,88.793,1.209,88.80147
0.264,-234.930,-153.511,-146.206,-152.392,88.724,1.119,88.7306
0.266,-234.956,-153.450,-146.008,-152.237,88.948,1.213,88.95582
0.268,-234.885,-153.467,-145.812,-152.080,89.073,1.387,89.08385
0.270,-234.819,-153.583,-145.615,-151.923,89.203,1.660,89.2187
0.272,-234.845,-153.667,-145.420,-151.765,89.425,1.903,89.44492
0.274,-235.306,-153.896,-145.226,-151.606,90.081,2.290,90.10978
0.276,-235.441,-154.139,-145.032,-151.445,90.409,2.694,90.44872
0.278,-235.740,-154.356,-144.839,-151.284,90.900,3.072,90.95222
0.280,-235.959,-154.606,-144.647,-151.122,91.311,3.484,91.37772
0.282,-236.125,-154.822,-144.456,-150.959,91.669,3.862,91.75028
0.284,-236.254,-154.920,-144.266,-150.795,91.988,4.125,92.08051
0.286,-235.918,-154.892,-144.076,-150.630,91.841,4.262,91.94032
0.288,-235.988,-154.863,-143.887,-150.464,92.101,4.399,92.2058
0.290,-236.000,-154.781,-143.699,-150.297,92.300,4.484,92.40913
0.292,-236.011,-154.703,-143.512,-150.129,92.499,4.574,92.61173
0.294,-235.749,-154.450,-143.326,-149.960,92.423,4.489,92.53181
0.296,-235.418,-154.107,-143.141,-149.791,92.277,4.316,92.3782
0.298,-234.885,-153.722,-142.956,-149.620,91.929,4.102,92.02036
0.300,-234.781,-153.621,-142.773,-149.448,92.008,4.172,92.10288
0.302,-234.670,-153.568,-142.590,-149.276,92.080,4.292,92.18011
0.304,-234.566,-153.423,-142.408,-149.103,92.158,4.320,92.25874
0.306,-234.378,-153.453,-142.227,-148.928,92.151,4.524,92.26215
0.308,-234.627,-153.542,-142.047,-148.753,92.580,4.789,92.70387
0.310,-234.739,-153.632,-141.868,-148.577,92.871,5.055,93.00871
0.312,-235.256,-154.118,-141.689,-148.400,93.567,5.719,93.74181
0.314,-235.573,-154.430,-141.512,-148.222,94.062,6.208,94.26634
0.316,-235.798,-154.442,-141.335,-148.043,94.463,6.399,94.67948
0.318,-235.944,-154.817,-141.159,-147.863,94.784,6.954,95.03896
0.320,-236.032,-154.789,-140.985,-147.683,95.048,7.106,95.31293
0.322,-236.134,-154.850,-140.811,-147.501,95.323,7.349,95.606
0.324,-235.937,-154.776,-140.638,-147.319,95.299,7.457,95.59045
0.326,-235.902,-154.754,-140.466,-147.136,95.436,7.619,95.7399
0.328,-235.611,-154.471,-140.295,-146.952,95.316,7.520,95.61244
0.330,-235.327,-154.384,-140.124,-146.767,95.203,7.617,95.50712
0.332,-235.124,-154.060,-139.955,-146.581,95.169,7.479,95.46266
0.334,-234.834,-153.903,-139.787,-146.394,95.048,7.509,95.34375
0.336,-234.405,-153.786,-139.619,-146.207,94.785,7.579,95.08792
0.338,-233.971,-153.614,-139.453,-146.018,94.518,7.596,94.82234
0.340,-234.011,-153.765,-139.287,-145.829,94.724,7.936,95.05563
0.342,-233.876,-153.801,-139.123,-145.639,94.753,8.161,95.10358
0.344,-233.531,-154.012,-138.959,-145.449,94.572,8.563,94.95877
0.346,-233.470,-154.275,-138.797,-145.257,94.673,9.018,95.10192
0.348,-233.167,-154.695,-138.635,-145.065,94.532,9.631,95.02104
0.350,-232.682,-154.937,-138.474,-144.871,94.208,10.066,94.74396
0.352,-232.286,-155.457,-138.315,-144.677,93.971,10.779,94.58707
0.354,-231.600,-155.864,-138.156,-144.482,93.444,11.382,94.13504
0.356,-230.394,-156.311,-137.998,-144.287,92.396,12.025,93.17495
0.358,-228.805,-156.784,-137.841,-144.090,90.963,12.693,91.8446
0.360,-227.067,-157.129,-137.686,-143.893,89.382,13.236,90.35647
0.362,-225.009,-157.539,-137.531,-143.695,87.478,13.844,88.56667
0.364,-223.077,-157.740,-137.377,-143.496,85.700,14.244,86.8755
0.366,-221.322,-157.794,-137.224,-143.297,84.098,14.498,85.33811
0.368,-219.393,-157.743,-137.072,-143.096,82.321,14.647,83.61369
0.370,-218.006,-157.788,-136.922,-142.895,81.084,14.893,82.44035
0.372,-217.226,-157.654,-136.772,-142.693,80.454,14.960,81.83351
0.374,-216.708,-157.541,-136.623,-142.491,80.084,15.051,81.48637
0.376,-216.078,-157.375,-136.475,-142.288,79.603,15.088,81.02016
0.378,-216.143,-157.199,-136.329,-142.083,79.815,15.115,81.23326
0.380,-215.852,-157.105,-136.183,-141.879,79.669,15.226,81.11109
0.382,-216.066,-156.950,-136.038,-141.673,80.028,15.277,81.47277
0.384,-216.449,-156.997,-135.895,-141.467,80.554,15.530,82.03768
0.386,-216.604,-157.352,-135.752,-141.260,80.852,16.092,82.43783
0.388,-216.876,-157.592,-135.611,-141.052,81.265,16.540,82.93111
0.390,-217.206,-157.894,-135.470,-140.844,81.736,17.050,83.49497
0.392,-217.491,-158.158,-135.331,-140.635,82.160,17.523,84.00796
0.394,-217.827,-158.683,-135.192,-140.425,82.635,18.258,84.62788
0.396,-217.464,-158.850,-135.055,-140.214,82.409,18.636,84.48993
0.398,-217.193,-159.031,-134.919,-140.003,82.275,19.028,84.44627
0.400,-216.716,-158.971,-134.784,-139.791,81.932,19.180,84.14698
0.402,-216.085,-158.996,-134.650,-139.579,81.435,19.417,83.7179
0.404,-215.272,-158.951,-134.516,-139.366,80.756,19.586,83.09673
0.406,-214.434,-158.861,-134.384,-139.152,80.049,19.710,82.44016
0.408,-213.403,-158.660,-134.254,-138.937,79.149,19.723,81.56972
0.410,-212.481,-158.456,-134.124,-138.722,78.357,19.734,80.80399
0.412,-211.742,-158.392,-133.995,-138.506,77.747,19.886,80.2502
0.414,-210.921,-158.303,-133.867,-138.290,77.053,20.013,79.60992
0.416,-209.915,-158.274,-133.741,-138.073,76.174,20.201,78.80756
0.418,-209.455,-158.226,-133.615,-137.855,75.839,20.371,78.52759
0.420,-209.119,-158.572,-133.491,-137.636,75.628,20.935,78.47237
0.422,-208.735,-158.707,-133.368,-137.417,75.368,21.290,78.31707
0.424,-208.499,-159.165,-133.245,-137.198,75.254,21.967,78.39429
0.426,-208.152,-159.408,-133.124,-136.978,75.027,22.430,78.30849
0.428,-208.133,-159.766,-133.004,-136.757,75.129,23.009,78.57324
0.430,-207.829,-160.165,-132.885,-136.535,74.944,23.630,78.58079
0.432,-207.451,-160.363,-132.768,-136.313,74.683,24.050,78.46024
0.434,-207.152,-160.678,-132.651,-136.091,74.501,24.587,78.45366
0.436,-206.798,-160.886,-132.536,-135.867,74.262,25.019,78.36332
0.438,-206.145,-161.089,-132.421,-135.644,73.724,25.445,77.99118
0.440,-205.527,-161.009,-132.308,-135.419,73.219,25.590,77.56188
0.442,-204.836,-161.002,-132.196,-135.194,72.640,25.808,77.08865
0.444,-203.944,-160.837,-132.085,-134.969,71.859,25.869,76.37329
0.446,-202.887,-160.717,-131.975,-134.743,70.912,25.974,75.51949
0.448,-202.193,-160.618,-131.866,-134.516,70.327,26.102,75.01469
0.450,-201.417,-160.528,-131.759,-134.289,69.658,26.239,74.43624
0.452,-200.490,-160.428,-131.652,-134.061,68.838,26.366,73.71444
0.454,-199.665,-160.379,-131.547,-133.833,68.118,26.546,73.10797
0.456,-199.167,-160.538,-131.443,-133.604,67.724,26.934,72.88346
0.458,-198.701,-160.864,-131.340,-133.375,67.361,27.489,72.75386
0.460,-198.455,-161.284,-131.238,-133.145,67.217,28.138,72.86855
0.462,-197.984,-161.664,-131.137,-132.915,66.847,28.749,72.7669
0.464,-197.665,-162.135,-131.038,-132.684,66.627,29.450,72.84558
0.466,-197.379,-162.649,-130.939,-132.453,66.439,30.196,72.97911
0.468,-197.032,-162.993,-130.842,-132.221,66.190,30.772,72.99281
0.470,-196.490,-163.169,-130.746,-131.989,65.744,31.180,72.76333
0.472,-195.747,-163.180,-130.651,-131.756,65.096,31.424,72.28381
0.474,-195.353,-163.565,-130.558,-131.523,64.795,32.042,72.28468
0.476,-194.784,-163.486,-130.465,-131.289,64.318,32.196,71.92677
0.478,-194.011,-163.402,-130.374,-131.055,63.637,32.347,71.38625
0.480,-193.114,-163.267,-130.284,-130.821,62.830,32.446,70.71318
0.482,-192.237,-162.932,-130.195,-130.586,62.042,32.347,69.96803
0.484,-191.324,-162.802,-130.107,-130.350,61.217,32.451,69.28628
0.486,-190.554,-162.634,-130.020,-130.114,60.534,32.520,68.7163
0.488,-189.812,-162.580,-129.935,-129.878,59.877,32.702,68.225
0.490,-189.205,-162.658,-129.851,-129.641,59.354,33.017,67.91953
0.492,-188.896,-162.812,-129.767,-129.404,59.128,33.408,67.91357
0.494,-188.358,-162.964,-129.686,-129.166,58.673,33.798,67.7112
0.496,-187.954,-163.458,-129.605,-128.928,58.349,34.530,67.80033
0.498,-187.453,-163.610,-129.525,-128.690,57.927,34.920,67.63854
0.500,-187.383,-164.047,-129.447,-128.451,57.936,35.596,67.9974
0.502,-187.049,-164.622,-129.370,-128.212,57.679,36.411,68.21005
0.504,-186.853,-164.991,-129.294,-127.972,57.559,37.019,68.43552
0.506,-186.377,-165.192,-129.220,-127.732,57.157,37.460,68.33873
0.508,-185.774,-165.354,-129.146,-127.492,56.628,37.863,68.11993
0.510,-185.367,-165.608,-129.074,-127.251,56.293,38.357,68.11846
0.512,-184.660,-165.654,-129.003,-127.010,55.657,38.644,67.75771
0.514,-184.067,-165.397,-128.933,-126.768,55.134,38.629,67.31943
0.516,-183.355,-165.354,-128.865,-126.527,54.491,38.828,66.90932
0.518,-182.731,-165.150,-128.797,-126.285,53.934,38.866,66.47837
0.520,-181.960,-164.816,-128.731,-126.042,53.229,38.774,65.85381
0.522,-181.378,-164.603,-128.666,-125.799,52.712,38.804,65.45495
0.524,-180.806,-164.578,-128.602,-125.556,52.204,39.022,65.17642
0.526,-180.465,-164.674,-128.540,-125.313,51.925,39.361,65.158
0.528,-179.788,-164.606,-128.479,-125.069,51.309,39.537,64.77488
0.530,-179.594,-164.881,-128.418,-124.825,51.175,40.056,64.98745
0.532,-179.313,-165.148,-128.360,-124.581,50.954,40.567,65.13029
0.534,-179.011,-165.338,-128.302,-124.336,50.709,41.002,65.21104
0.536,-178.909,-165.744,-128.246,-124.091,50.663,41.653,65.5877
0.538,-178.897,-166.139,-128.191,-123.846,50.706,42.294,66.02944
0.540,-178.803,-166.593,-128.137,-123.600,50.666,42.993,66.44855
0.542,-178.680,-166.730,-128.084,-123.355,50.596,43.375,66.64319
0.544,-178.377,-166.966,-128.033,-123.109,50.345,43.858,66.76884
0.546,-178.171,-167.071,-127.982,-122.862,50.189,44.208,66.88248
0.548,-177.922,-167.087,-127.933,-122.616,49.989,44.471,66.9072
0.550,-177.404,-167.025,-127.886,-122.369,49.519,44.656,66.68018
0.552,-177.071,-166.870,-127.839,-122.122,49.232,44.748,66.52969
0.554,-176.368,-166.631,-127.794,-121.875,48.574,44.756,66.04932
0.556,-175.962,-166.481,-127.750,-121.627,48.212,44.853,65.85001
0.558,-175.450,-166.290,-127.707,-121.380,47.742,44.910,65.54595
0.560,-174.998,-166.089,-127.666,-121.132,47.332,44.957,65.28006
0.562,-174.367,-166.024,-127.626,-120.884,46.742,45.140,64.98026
0.564,-174.046,-165.987,-127.586,-120.636,46.459,45.351,64.92443
0.566,-173.980,-166.174,-127.549,-120.387,46.432,45.787,65.20993
0.568,-173.552,-166.313,-127.512,-120.138,46.040,46.175,65.20543
0.570,-173.546,-166.492,-127.477,-119.890,46.070,46.603,65.53033
0.572,-173.388,-167.030,-127.443,-119.641,45.946,47.389,66.00551
0.574,-173.488,-167.473,-127.410,-119.391,46.078,48.081,66.59594
0.576,-173.246,-167.835,-127.379,-119.142,45.868,48.693,66.89414
0.578,-173.002,-168.148,-127.348,-118.893,45.654,49.256,67.15954
0.580,-172.586,-168.385,-127.319,-118.643,45.267,49.742,67.2558
0.582,-172.371,-168.605,-127.292,-118.393,45.079,50.212,67.47862
0.584,-171.901,-168.699,-127.265,-118.143,44.636,50.556,67.4411
0.586,-171.449,-168.656,-127.240,-117.893,44.209,50.763,67.31525
0.588,-171.000,-168.751,-127.216,-117.643,43.784,51.108,67.29828
0.590,-170.322,-168.517,-127.193,-117.393,43.129,51.125,66.88657
0.592,-169.616,-168.428,-127.172,-117.142,42.444,51.286,66.57182
0.594,-169.039,-168.246,-127.152,-116.892,41.888,51.354,66.27102
0.596,-168.254,-168.008,-127.133,-116.641,41.121,51.367,65.79903
0.598,-168.072,-167.948,-127.115,-116.390,40.956,51.557,65.84511
0.600,-167.244,-167.927,-127.099,-116.140,40.145,51.788,65.52558
0.602,-166.816,-167.955,-127.084,-115.889,39.732,52.066,65.49488
0.604,-166.719,-168.202,-127.070,-115.638,39.650,52.565,65.84177
0.606,-166.524,-168.446,-127.057,-115.387,39.467,53.060,66.12827
0.608,-166.454,-168.781,-127.046,-115.136,39.409,53.646,66.56502
0.610,-166.335,-169.028,-127.036,-114.885,39.299,54.143,66.90227
0.612,-165.729,-169.365,-127.027,-114.633,38.703,54.732,67.03336
0.614,-165.536,-169.611,-127.019,-114.382,38.517,55.229,67.33361
0.616,-165.386,-169.949,-127.013,-114.131,38.373,55.818,67.73627
0.618,-164.960,-170.190,-127.008,-113.880,37.953,56.310,67.90632
0.620,-164.644,-170.203,-127.004,-113.628,37.640,56.575,67.95169
0.622,-164.446,-170.357,-127.001,-113.377,37.444,56.980,68.18202
0.624,-163.870,-170.182,-127.000,-113.126,36.869,57.056,67.93169
0.626,-163.331,-169.970,-127.000,-112.874,36.331,57.095,67.67417
0.628,-162.852,-169.753,-127.001,-112.623,35.850,57.130,67.44684
0.630,-162.194,-169.446,-127.004,-112.372,35.190,57.074,67.05112
0.632,-161.758,-169.324,-127.008,-112.120,34.750,57.204,66.93161
0.634,-161.191,-169.025,-127.013,-111.869,34.178,57.156,66.59573
0.636,-160.768,-169.046,-127.019,-111.618,33.749,57.428,66.61087
0.638,-160.507,-169.018,-127.027,-111.367,33.481,57.651,66.66818
0.640,-160.204,-169.229,-127.036,-111.116,33.168,58.113,66.91257
0.642,-159.838,-169.167,-127.046,-110.864,32.792,58.303,66.89198
0.644,-159.897,-169.468,-127.057,-110.613,32.840,58.855,67.39712
0.646,-159.617,-169.645,-127.070,-110.362,32.547,59.283,67.62971
0.648,-159.243,-169.957,-127.084,-110.111,32.159,59.845,67.93894
0.650,-159.139,-170.048,-127.099,-109.861,32.040,60.188,68.18427
0.652,-158.898,-170.380,-127.115,-109.610,31.783,60.771,68.57994
0.654,-158.621,-170.579,-127.133,-109.359,31.489,61.220,68.84345
0.656,-158.138,-170.740,-127.152,-109.108,30.986,61.631,68.9826
0.658,-157.596,-170.565,-127.172,-108.858,30.424,61.707,68.79973
0.660,-156.980,-170.497,-127.193,-108.607,29.787,61.890,68.68495
0.662,-156.495,-170.242,-127.216,-108.357,29.279,61.884,68.46132
0.664,-155.856,-170.182,-127.240,-108.107,28.616,62.075,68.35352
0.666,-155.320,-169.783,-127.265,-107.857,28.055,61.926,67.98502
0.668,-154.721,-169.777,-127.292,-107.607,27.429,62.170,67.95181
0.670,-154.243,-169.573,-127.319,-107.357,26.924,62.216,67.79146
0.672,-153.738,-169.513,-127.348,-107.108,26.389,62.405,67.75562
0.674,-153.273,-169.494,-127.379,-106.858,25.895,62.636,67.77792
0.676,-152.843,-169.433,-127.410,-106.609,25.433,62.824,67.77679
0.678,-152.636,-169.509,-127.443,-106.360,25.193,63.150,67.98927
0.680,-152.423,-169.823,-127.477,-106.111,24.946,63.712,68.42198
0.682,-152.213,-169.989,-127.512,-105.862,24.700,64.128,68.72028
0.684,-151.986,-170.254,-127.549,-105.613,24.437,64.641,69.10564
0.686,-151.921,-170.510,-127.586,-105.365,24.335,65.146,69.54237
0.688,-151.604,-170.873,-127.626,-105.116,23.979,65.757,69.99227
0.690,-151.559,-170.878,-127.666,-104.868,23.893,66.010,70.20116
0.692,-151.332,-170.852,-127.707,-104.620,23.625,66.232,70.31908
0.694,-151.064,-170.917,-127.750,-104.373,23.314,66.544,70.50991
0.696,-150.305,-170.736,-127.794,-104.125,22.511,66.611,70.31182
0.698,-150.184,-170.651,-127.839,-103.878,22.345,66.773,70.41229
0.700,-149.792,-170.376,-127.886,-103.631,21.906,66.745,70.24799
0.702,-149.311,-170.292,-127.933,-103.384,21.377,66.908,70.23978
0.704,-149.121,-170.113,-127.982,-103.138,21.138,66.975,70.23154
0.706,-148.600,-169.837,-128.033,-102.891,20.567,66.946,70.03415
0.708,-147.926,-169.854,-128.084,-102.645,19.842,67.208,70.07621
0.710,-147.563,-169.678,-128.137,-102.400,19.426,67.278,70.02649
0.712,-147.073,-169.693,-128.191,-102.154,18.882,67.539,70.12845
0.714,-146.853,-169.759,-128.246,-101.909,18.607,67.850,70.35526
0.716,-146.740,-169.962,-128.302,-101.664,18.438,68.298,70.74245
0.718,-146.284,-170.223,-128.360,-101.419,17.924,68.803,71.09969
0.720,-146.171,-170.427,-128.418,-101.175,17.753,69.252,71.49128
0.722,-146.034,-170.627,-128.479,-100.931,17.556,69.696,71.87293
0.724,-145.572,-170.623,-128.540,-100.687,17.032,69.936,71.97979
0.726,-145.576,-170.971,-128.602,-100.444,16.974,70.527,72.54076
0.728,-145.097,-171.013,-128.666,-100.201,16.431,70.813,72.69391
0.730,-144.685,-170.950,-128.731,-99.958,15.954,70.992,72.76227
0.732,-144.487,-170.985,-128.797,-99.715,15.690,71.270,72.9765
0.734,-143.801,-170.816,-128.865,-99.473,14.937,71.343,72.88954
0.736,-143.640,-170.641,-128.933,-99.232,14.706,71.409,72.90804
0.738,-142.910,-170.471,-129.003,-98.990,13.907,71.481,72.82103
0.740,-142.334,-170.098,-129.074,-98.749,13.260,71.349,72.57082
0.742,-141.968,-169.914,-129.146,-98.508,12.822,71.405,72.5475
0.744,-141.704,-169.879,-129.220,-98.268,12.485,71.611,72.6909
