tiempo,COPX,COPY,TargetX,TargetY,ErrX,ErrY,ErrRadial
0.460,10.286,69.929,14.251,-47.926,3.965,-117.855,117.9216
0.462,10.316,69.910,14.311,-47.908,3.996,-117.818,117.8861
0.464,10.338,69.905,14.371,-47.890,4.034,-117.795,117.8638
0.466,10.318,69.876,14.432,-47.872,4.114,-117.748,117.8199
0.468,10.333,69.880,14.492,-47.854,4.159,-117.734,117.8074
0.470,10.336,69.866,14.552,-47.836,4.215,-117.701,117.7769
0.472,10.379,69.834,14.612,-47.817,4.233,-117.651,117.7274
0.474,10.353,69.812,14.672,-47.799,4.319,-117.611,117.6898
0.476,10.349,69.815,14.732,-47.780,4.383,-117.595,117.677
0.478,10.337,69.791,14.792,-47.762,4.455,-117.552,117.6368
0.480,10.319,69.781,14.852,-47.743,4.533,-117.524,117.6116
0.482,10.314,69.764,14.912,-47.725,4.598,-117.489,117.5785
0.484,10.301,69.728,14.972,-47.706,4.671,-117.434,117.5269
0.486,10.325,69.697,15.032,-47.687,4.707,-117.384,117.4784
0.488,10.325,69.661,15.092,-47.668,4.766,-117.329,117.4261
0.490,10.306,69.610,15.152,-47.649,4.846,-117.259,117.3587
0.492,10.320,69.591,15.212,-47.630,4.891,-117.221,117.3227
0.494,10.334,69.551,15.271,-47.611,4.937,-117.162,117.2657
0.496,10.342,69.533,15.331,-47.592,4.989,-117.125,117.2311
0.498,10.308,69.532,15.391,-47.572,5.083,-117.105,117.2148
0.500,10.328,69.495,15.451,-47.553,5.123,-117.048,117.16
0.502,10.321,69.507,15.511,-47.533,5.190,-117.040,117.155
0.504,10.332,69.518,15.570,-47.514,5.238,-117.032,117.1494
0.506,10.310,69.522,15.630,-47.494,5.320,-117.016,117.1373
0.508,10.350,69.531,15.690,-47.475,5.340,-117.005,117.1271
0.510,10.362,69.540,15.749,-47.455,5.387,-116.995,117.1185
0.512,10.369,69.577,15.809,-47.435,5.440,-117.012,117.1381
0.514,10.401,69.579,15.869,-47.415,5.467,-116.994,117.1215
0.516,10.387,69.605,15.928,-47.395,5.541,-117.000,117.1312
0.518,10.400,69.583,15.988,-47.375,5.588,-116.958,117.0919
0.520,10.439,69.561,16.047,-47.355,5.608,-116.916,117.0504
0.522,10.439,69.579,16.107,-47.335,5.667,-116.914,117.051
0.524,10.431,69.585,16.166,-47.314,5.735,-116.899,117.0398
0.526,10.429,69.586,16.226,-47.294,5.797,-116.880,117.0238
0.528,10.427,69.585,16.285,-47.274,5.858,-116.859,117.0054
0.530,10.425,69.577,16.344,-47.253,5.919,-116.830,116.9801
0.532,10.404,69.563,16.404,-47.233,6.000,-116.796,116.9499
0.534,10.388,69.590,16.463,-47.212,6.076,-116.802,116.9594
0.536,10.375,69.592,16.522,-47.191,6.148,-116.783,116.9449
0.538,10.353,69.601,16.582,-47.170,6.229,-116.771,116.9373
0.540,10.338,69.597,16.641,-47.150,6.303,-116.746,116.9161
0.542,10.360,69.580,16.700,-47.129,6.340,-116.709,116.8808
0.544,10.295,69.576,16.759,-47.108,6.464,-116.683,116.862
0.546,10.304,69.578,16.819,-47.086,6.515,-116.665,116.8466
0.548,10.276,69.572,16.878,-47.065,6.602,-116.637,116.8235
0.550,10.249,69.555,16.937,-47.044,6.688,-116.599,116.7903
0.552,10.222,69.550,16.996,-47.023,6.774,-116.573,116.7694
0.554,10.155,69.560,17.055,-47.001,6.900,-116.562,116.7658
0.556,10.141,69.559,17.114,-46.980,6.973,-116.539,116.7473
0.558,10.109,69.569,17.173,-46.958,7.065,-116.527,116.7408
0.560,10.067,69.578,17.232,-46.937,7.165,-116.515,116.7346
0.562,10.034,69.608,17.291,-46.915,7.257,-116.523,116.7484
0.564,10.020,69.603,17.350,-46.893,7.330,-116.496,116.7262
0.566,9.985,69.616,17.409,-46.871,7.424,-116.487,116.7237
0.568,9.924,69.634,17.468,-46.849,7.544,-116.483,116.7271
0.570,9.909,69.667,17.527,-46.828,7.618,-116.495,116.7436
0.572,9.848,69.693,17.586,-46.805,7.738,-116.499,116.7553
0.574,9.799,69.759,17.644,-46.783,7.846,-116.542,116.8062
0.576,9.756,69.798,17.703,-46.761,7.947,-116.560,116.8301
0.578,9.698,69.877,17.762,-46.739,8.064,-116.616,116.8948
0.580,9.697,69.924,17.821,-46.716,8.123,-116.641,116.9233
0.582,9.633,70.010,17.879,-46.694,8.247,-116.704,116.9954
0.584,9.595,70.102,17.938,-46.672,8.343,-116.774,117.0715
0.586,9.579,70.180,17.997,-46.649,8.418,-116.829,117.1314
0.588,9.500,70.302,18.055,-46.626,8.555,-116.928,117.2407
0.590,9.492,70.382,18.114,-46.604,8.622,-116.985,117.3026
0.592,9.454,70.487,18.172,-46.581,8.718,-117.068,117.3916
0.594,9.385,70.563,18.231,-46.558,8.846,-117.121,117.4543
0.596,9.356,70.626,18.289,-46.535,8.934,-117.161,117.5011
0.598,9.286,70.688,18.348,-46.512,9.062,-117.199,117.5492
0.600,9.265,70.731,18.406,-46.489,9.141,-117.220,117.5759
0.602,9.183,70.781,18.465,-46.466,9.282,-117.247,117.6138
0.604,9.087,70.834,18.523,-46.442,9.436,-117.277,117.6557
0.606,9.018,70.852,18.581,-46.419,9.564,-117.272,117.6608
0.608,8.941,70.886,18.640,-46.396,9.699,-117.282,117.6822
0.610,8.838,70.907,18.698,-46.372,9.860,-117.279,117.6926
0.612,8.769,70.923,18.756,-46.349,9.987,-117.271,117.6959
0.614,8.701,70.955,18.814,-46.325,10.113,-117.280,117.7154
0.616,8.624,70.947,18.873,-46.301,10.249,-117.248,117.6951
0.618,8.554,70.960,18.931,-46.278,10.377,-117.238,117.6965
0.620,8.492,70.953,18.989,-46.254,10.497,-117.207,117.6764
0.622,8.465,70.955,19.047,-46.230,10.582,-117.185,117.6616
0.624,8.410,70.963,19.105,-46.206,10.695,-117.169,117.6557
0.626,8.384,70.953,19.163,-46.182,10.780,-117.135,117.6298
0.628,8.336,70.919,19.221,-46.158,10.885,-117.077,117.5819
0.630,8.295,70.905,19.279,-46.134,10.984,-117.039,117.5528
0.632,8.276,70.876,19.337,-46.109,11.061,-116.985,117.5068
0.634,8.186,70.848,19.395,-46.085,11.209,-116.933,117.4691
0.636,8.174,70.794,19.453,-46.061,11.279,-116.855,117.3981
0.638,8.139,70.761,19.511,-46.036,11.372,-116.797,117.3494
0.640,8.097,70.719,19.569,-46.012,11.471,-116.731,117.2929
0.642,8.055,70.652,19.626,-45.987,11.571,-116.639,117.2118
0.644,7.982,70.620,19.684,-45.962,11.703,-116.582,117.1679
0.646,7.961,70.545,19.742,-45.937,11.781,-116.483,117.0768
0.648,7.899,70.517,19.800,-45.913,11.901,-116.430,117.0362
0.650,7.844,70.481,19.857,-45.888,12.013,-116.368,116.9868
0.652,7.761,70.453,19.915,-45.863,12.154,-116.316,116.9489
0.654,7.698,70.406,19.973,-45.838,12.275,-116.243,116.8896
0.656,7.629,70.405,20.030,-45.813,12.402,-116.218,116.8778
0.658,7.551,70.367,20.088,-45.787,12.536,-116.155,116.8293
0.660,7.489,70.360,20.145,-45.762,12.656,-116.122,116.8096
0.662,7.406,70.353,20.203,-45.737,12.797,-116.090,116.7926
0.664,7.351,70.335,20.260,-45.711,12.909,-116.047,116.7625
0.666,7.276,70.348,20.318,-45.686,13.042,-116.033,116.764
0.668,7.186,70.344,20.375,-45.660,13.189,-116.005,116.7519
0.670,7.105,70.344,20.432,-45.635,13.328,-115.979,116.7418
0.672,7.008,70.355,20.490,-45.609,13.482,-115.964,116.7445
0.674,6.969,70.350,20.547,-45.583,13.578,-115.933,116.7256
0.676,6.852,70.356,20.604,-45.557,13.753,-115.913,116.726
0.678,6.728,70.330,20.662,-45.531,13.934,-115.861,116.6962
0.680,6.619,70.344,20.719,-45.505,14.100,-115.849,116.704
0.682,6.556,70.343,20.776,-45.479,14.220,-115.822,116.6918
0.684,6.469,70.345,20.833,-45.453,14.364,-115.798,116.6852
0.686,6.386,70.325,20.890,-45.427,14.504,-115.752,116.6569
0.688,6.255,70.319,20.947,-45.401,14.692,-115.720,116.649
0.690,6.159,70.293,21.004,-45.374,14.845,-115.667,116.6159
0.692,6.050,70.267,21.061,-45.348,15.012,-115.615,116.5857
0.694,5.974,70.238,21.118,-45.321,15.144,-115.559,116.547
0.696,5.857,70.206,21.175,-45.295,15.319,-115.501,116.5124
0.698,5.766,70.164,21.232,-45.268,15.466,-115.432,116.4638
0.700,5.656,70.119,21.289,-45.241,15.633,-115.360,116.4146
0.702,5.531,70.093,21.346,-45.215,15.815,-115.308,116.3875
0.704,5.400,70.029,21.403,-45.188,16.003,-115.217,116.3232
0.706,5.294,69.998,21.459,-45.161,16.165,-115.159,116.2877
0.708,5.212,69.954,21.516,-45.134,16.304,-115.088,116.2369
0.710,5.037,69.885,21.573,-45.107,16.536,-114.992,116.1746
0.712,4.940,69.843,21.629,-45.080,16.689,-114.922,116.1279
0.714,4.780,69.788,21.686,-45.052,16.906,-114.840,116.078
0.716,4.675,69.738,21.743,-45.025,17.068,-114.763,116.0257
0.718,4.513,69.689,21.799,-44.998,17.286,-114.687,115.9824
0.720,4.367,69.650,21.856,-44.970,17.489,-114.620,115.947
0.722,4.234,69.618,21.912,-44.943,17.678,-114.561,115.9172
0.724,4.116,69.575,21.969,-44.915,17.853,-114.490,115.8739
0.726,3.933,69.555,22.025,-44.888,18.092,-114.442,115.8635
0.728,3.843,69.506,22.082,-44.860,18.239,-114.365,115.8106
0.730,3.682,69.457,22.138,-44.832,18.456,-114.289,115.7692
0.732,3.557,69.421,22.194,-44.804,18.638,-114.225,115.7358
0.734,3.438,69.389,22.251,-44.776,18.813,-114.166,115.7053
0.736,3.234,69.372,22.307,-44.748,19.072,-114.120,115.7026
0.738,3.096,69.362,22.363,-44.720,19.267,-114.082,115.698
0.740,2.929,69.321,22.419,-44.692,19.490,-114.013,115.6672
0.742,2.796,69.312,22.475,-44.664,19.679,-113.976,115.6625
0.744,2.665,69.275,22.531,-44.636,19.866,-113.911,115.6302
0.746,2.463,69.278,22.587,-44.607,20.124,-113.885,115.6496
0.748,2.298,69.264,22.644,-44.579,20.346,-113.843,115.6464
0.750,2.180,69.227,22.700,-44.550,20.519,-113.778,115.6133
0.752,2.035,69.260,22.755,-44.522,20.721,-113.782,115.6529
0.754,1.870,69.257,22.811,-44.493,20.942,-113.750,115.6613
0.756,1.731,69.274,22.867,-44.464,21.136,-113.738,115.6853
0.758,1.607,69.290,22.923,-44.436,21.317,-113.726,115.7064
0.760,1.504,69.286,22.979,-44.407,21.475,-113.693,115.7033
0.762,1.353,69.295,23.035,-44.378,21.682,-113.673,115.7218
0.764,1.236,69.291,23.091,-44.349,21.854,-113.640,115.7218
0.766,1.079,69.293,23.146,-44.320,22.068,-113.613,115.7363
0.768,0.963,69.291,23.202,-44.291,22.239,-113.582,115.7386
0.770,0.812,69.266,23.258,-44.262,22.446,-113.528,115.7251
0.772,0.688,69.251,23.313,-44.232,22.625,-113.484,115.717
0.774,0.480,69.259,23.369,-44.203,22.888,-113.462,115.7476
0.776,0.392,69.240,23.424,-44.174,23.032,-113.413,115.7282
0.778,0.214,69.235,23.480,-44.144,23.266,-113.380,115.7421
0.780,0.055,69.213,23.535,-44.115,23.480,-113.328,115.7346
0.782,-0.076,69.219,23.591,-44.085,23.666,-113.304,115.7488
0.784,-0.255,69.192,23.646,-44.055,23.901,-113.247,115.7421
0.786,-0.421,69.175,23.701,-44.026,24.122,-113.201,115.7422
0.788,-0.558,69.216,23.757,-43.996,24.314,-113.211,115.7929
