Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
2.910	4.183874	-7.481795	666.782787	-4.680720	41.234310	1.147068	-6.184069	-0.701986
2.920	4.196029	-7.499405	666.774494	-4.679404	41.187289	1.148193	-6.177094	-0.701797
2.930	4.207929	-7.509451	666.684858	-4.675338	41.136238	1.150811	-6.170267	-0.701282
2.940	4.216966	-7.515191	666.523468	-4.670131	41.084145	1.154214	-6.163946	-0.700670
2.950	4.223181	-7.522645	666.316576	-4.665354	41.033757	1.157214	-6.158298	-0.700171
2.960	4.228668	-7.537400	666.103980	-4.662184	40.986754	1.158706	-6.153207	-0.699918
2.970	4.236045	-7.561136	665.931690	-4.661402	40.943508	1.158238	-6.148304	-0.699982
2.980	4.246823	-7.589889	665.840762	-4.663614	40.903447	1.156224	-6.143128	-0.700410
2.990	4.260478	-7.615245	665.855422	-4.669343	40.865680	1.153738	-6.137320	-0.701255
3.000	4.274718	-7.627974	665.975263	-4.678785	40.829515	1.152028	-6.130786	-0.702546
3.010	4.286963	-7.622221	666.174818	-4.691376	40.794638	1.151979	-6.123714	-0.704226
3.020	4.296360	-7.598188	666.410215	-4.705634	40.760875	1.153744	-6.116484	-0.706117
3.030	4.305160	-7.562250	666.629809	-4.719569	40.727686	1.156707	-6.109491	-0.707974
3.040	4.318382	-7.524682	666.785641	-4.731539	40.693712	1.159783	-6.102968	-0.709604
3.050	4.341610	-7.496118	666.844453	-4.740900	40.656722	1.161868	-6.096882	-0.710945
3.060	4.378019	-7.484140	666.797573	-4.747898	40.614083	1.162236	-6.090916	-0.712045
3.070	4.426446	-7.491195	666.666977	-4.752868	40.563618	1.160749	-6.084540	-0.712930
3.080	4.481825	-7.514391	666.502735	-4.755409	40.504517	1.157915	-6.077172	-0.713487
3.090	4.537796	-7.546983	666.369029	-4.754307	40.437932	1.154765	-6.068399	-0.713465
3.100	4.589876	-7.580763	666.322131	-4.748393	40.366902	1.152519	-6.058166	-0.712627
3.110	4.637316	-7.608293	666.389286	-4.737778	40.295501	1.152061	-6.046841	-0.710963
3.120	4.682636	-7.624247	666.557734	-4.724497	40.227466	1.153491	-6.035106	-0.708790
3.130	4.729258	-7.625832	666.778187	-4.711850	40.164871	1.156051	-6.023723	-0.706659
3.140	4.778706	-7.612665	666.980682	-4.702706	40.107485	1.158556	-6.013290	-0.705074
3.150	4.829233	-7.586435	667.096171	-4.697846	40.053061	1.160088	-6.004091	-0.704223
3.160	4.876909	-7.550366	667.076013	-4.695488	39.998469	1.160523	-5.996089	-0.703891
3.170	4.918634	-7.508557	666.903968	-4.692357	39.941276	1.160590	-5.989060	-0.703603
3.180	4.954941	-7.465448	666.599467	-4.685599	39.881236	1.161483	-5.982788	-0.702911
3.190	4.990352	-7.425506	666.213842	-4.674343	39.821157	1.164279	-5.977233	-0.701628
3.200	5.030615	-7.392861	665.821236	-4.660068	39.766713	1.169414	-5.972581	-0.699898
3.210	5.078296	-7.370506	665.504775	-4.645785	39.725153	1.176423	-5.969176	-0.698084
3.220	5.129570	-7.359162	665.338819	-4.634685	39.703298	1.184059	-5.967380	-0.696590
3.230	5.174494	-7.356596	665.370201	-4.628954	39.705496	1.190776	-5.967429	-0.695696
3.240	5.201040	-7.358231	665.603546	-4.629164	39.732198	1.195380	-5.969349	-0.695484
3.250	5.200926	-7.359199	665.996098	-4.634280	39.779558	1.197503	-5.972942	-0.695842
3.260	5.174201	-7.356873	666.465403	-4.642086	39.840073	1.197663	-5.977816	-0.696523
3.270	5.130258	-7.352190	666.909241	-4.649751	39.904066	1.196933	-5.983433	-0.697209
3.280	5.084765	-7.348638	667.232645	-4.654356	39.961721	1.196442	-5.989173	-0.697561
3.290	5.053928	-7.349324	667.373441	-4.653371	40.005270	1.196959	-5.994435	-0.697266
3.300	5.048643	-7.354056	667.317668	-4.645182	40.030855	1.198664	-5.998770	-0.696098
3.310	5.071031	-7.358497	667.100397	-4.629630	40.039489	1.201108	-6.002018	-0.693993
3.320	5.114503	-7.356146	666.793270	-4.608358	40.036837	1.203353	-6.004385	-0.691122
3.330	5.166774	-7.341938	666.483837	-4.584611	40.031891	1.204306	-6.006431	-0.687880
3.340	5.214090	-7.315169	666.252336	-4.562344	40.034872	1.203194	-6.008965	-0.684777
3.350	5.244943	-7.279991	666.151237	-4.544946	40.054844	1.200018	-6.012875	-0.682269
3.360	5.252315	-7.243478	666.192548	-4.534192	40.097568	1.195748	-6.018916	-0.680613
3.370	5.234248	-7.212658	666.346334	-4.529870	40.164158	1.192086	-6.027520	-0.679807
3.380	5.193070	-7.192153	666.550930	-4.530113	40.250956	1.190817	-6.038692	-0.679635
3.390	5.133892	-7.183265	666.732005	-4.532202	40.350730	1.193021	-6.052016	-0.679764
3.400	5.062943	-7.184473	666.824939	-4.533530	40.454874	1.198523	-6.066791	-0.679868
3.410	4.986175	-7.192717	666.793449	-4.532336	40.555904	1.205846	-6.082229	-0.679721
3.420	4.908342	-7.204649	666.638665	-4.527908	40.649440	1.212722	-6.097672	-0.679215
3.430	4.832568	-7.217327	666.396849	-4.520182	40.735088	1.216937	-6.112737	-0.678302
3.440	4.760256	-7.228290	666.128085	-4.509090	40.816055	1.217137	-6.127358	-0.676910
3.450	4.691187	-7.235467	665.900357	-4.494208	40.897759	1.213262	-6.141724	-0.674907
3.460	4.623818	-7.237357	665.773322	-4.475041	40.985916	1.206422	-6.156137	-0.672157
3.470	4.555798	-7.233532	665.784923	-4.451785	41.084701	1.198352	-6.170867	-0.668652
3.480	4.484594	-7.225002	665.942814	-4.425962	41.195469	1.190714	-6.186037	-0.664616
3.490	4.408206	-7.213910	666.221667	-4.400324	41.316298	1.184537	-6.201584	-0.660489
3.500	4.325936	-7.202531	666.567130	-4.377951	41.442375	1.180002	-6.217285	-0.656791
3.510	4.239098	-7.192185	666.906894	-4.361102	41.567125	1.176661	-6.232823	-0.653930
3.520	4.151287	-7.182775	667.167917	-4.350492	41.683784	1.173958	-6.247870	-0.652084
3.530	4.067904	-7.173282	667.295722	-4.345281	41.786888	1.171737	-6.262124	-0.651178
3.540	3.995110	-7.162856	667.269334	-4.343554	41.873072	1.170406	-6.275288	-0.650945
3.550	3.938632	-7.151782	667.106584	-4.343003	41.941063	1.170676	-6.287011	-0.651021
3.560	3.902695	-7.141804	666.858218	-4.341561	41.991233	1.173092	-6.296876	-0.651047
3.570	3.889088	-7.135632	666.592652	-4.337861	42.025219	1.177661	-6.304483	-0.650751
3.580	3.896443	-7.135831	666.375629	-4.331447	42.045810	1.183788	-6.309626	-0.650001
3.590	3.920139	-7.143602	666.250531	-4.322773	42.056861	1.190499	-6.312469	-0.648821
3.600	3.953265	-7.158179	666.225570	-4.313156	42.062964	1.196728	-6.313622	-0.647402
3.610	3.988499	-7.177298	666.272798	-4.304687	42.068788	1.201508	-6.314049	-0.646085
3.620	4.020080	-7.198356	666.340213	-4.299966	42.078284	1.204054	-6.314835	-0.645311
3.630	4.044905	-7.219322	666.372734	-4.301472	42.094015	1.203854	-6.316887	-0.645505
3.640	4.062386	-7.238718	666.333580	-4.310689	42.116806	1.200815	-6.320679	-0.646927
3.650	4.073392	-7.254965	666.217898	-4.327365	42.145813	1.195399	-6.326130	-0.649542
3.660	4.078972	-7.266044	666.054543	-4.349285	42.179005	1.188645	-6.332665	-0.652992
3.670	4.079660	-7.270151	665.896665	-4.372781	42.213962	1.182010	-6.339416	-0.656676
3.680	4.075877	-7.267028	665.804764	-4.393886	42.248755	1.177021	-6.345517	-0.659936
3.690	4.069189	-7.258947	665.827132	-4.409775	42.282511	1.174776	-6.350374	-0.662300
3.700	4.063352	-7.250382	665.982638	-4.419909	42.315334	1.175437	-6.353819	-0.663667
3.710	4.063919	-7.246207	666.250261	-4.426263	42.347566	1.177976	-6.356105	-0.664354
3.720	4.076013	-7.249417	666.568636	-4.432399	42.378794	1.180420	-6.357754	-0.664958
3.730	4.101261	-7.259908	666.847479	-4.441790	42.407196	1.180597	-6.359355	-0.666088
3.740	4.135860	-7.275064	666.990612	-4.456267	42.429708	1.177075	-6.361365	-0.668115
3.750	4.171384	-7.291503	666.926574	-4.475446	42.443108	1.169803	-6.363985	-0.671055
3.760	4.198369	-7.306607	666.637845	-4.497327	42.445759	1.160152	-6.367139	-0.674628
3.770	4.210837	-7.318986	666.176633	-4.519657	42.439356	1.150373	-6.370586	-0.678447
3.780	4.209095	-7.328042	665.657279	-4.541281	42.429743	1.142771	-6.374112	-0.682225
3.790	4.198976	-7.333373	665.224142	-4.562738	42.426041	1.138951	-6.377706	-0.685895
3.800	4.187951	-7.334653	665.005529	-4.585714	42.438008	1.139390	-6.381602	-0.689575
3.810	4.180695	-7.332084	665.071428	-4.611590	42.472513	1.143396	-6.386158	-0.693398
3.820	4.176857	-7.326951	665.410771	-4.640015	42.530518	1.149404	-6.391618	-0.697316
3.830	4.172175	-7.321555	665.934572	-4.668562	42.605836	1.155499	-6.397901	-0.701054
3.840	4.161854	-7.318351	666.501420	-4.693786	42.686307	1.160004	-6.404533	-0.704242
3.850	4.144047	-7.318794	666.956242	-4.713043	42.757136	1.161950	-6.410786	-0.706650
3.860	4.121468	-7.322752	667.172047	-4.725932	42.805388	1.161297	-6.415944	-0.708353
3.870	4.100492	-7.328966	667.085062	-4.734468	42.824151	1.158826	-6.419594	-0.709725
3.880	4.088538	-7.336187	666.715000	-4.741956	42.814949	1.155782	-6.421777	-0.711242
3.890	4.091314	-7.344060	666.164390	-4.751346	42.787526	1.153411	-6.422968	-0.713239
3.900	4.111117	-7.352986	665.594318	-4.764109	42.757034	1.152556	-6.423888	-0.715768
3.910	4.146358	-7.363071	665.179625	-4.780129	42.739579	1.153407	-6.425269	-0.718622
3.920	4.191849	-7.373028	665.055121	-4.798284	42.747659	1.155456	-6.427687	-0.721487
3.930	4.239493	-7.379928	665.271577	-4.817035	42.786967	1.157693	-6.431504	-0.724070
3.940	4.279552	-7.380098	665.778959	-4.834658	42.855348	1.158979	-6.436873	-0.726166
3.950	4.302665	-7.370755	666.443143	-4.849246	42.943940	1.158466	-6.443751	-0.727631
3.960	4.302290	-7.351594	667.088523	-4.858849	43.039944	1.155822	-6.451909	-0.728367
3.970	4.276714	-7.325495	667.550815	-4.862009	43.130205	1.151218	-6.460962	-0.728335
3.980	4.229739	-7.297972	667.723537	-4.858520	43.204615	1.145190	-6.470435	-0.727624
3.990	4.169751	-7.275566	667.585401	-4.849920	43.258428	1.138525	-6.479834	-0.726487
4.000	4.107628	-7.263843	667.201680	-4.839232	43.292900	1.132185	-6.488728	-0.725303
4.010	4.054319	-7.265735	666.699729	-4.829995	43.314209	1.127181	-6.496809	-0.724463
4.020	4.018667	-7.280612	666.226834	-4.825128	43.331210	1.124361	-6.503973	-0.724247
4.030	4.005569	-7.304281	665.904676	-4.826237	43.352785	1.124195	-6.510359	-0.724764
4.040	4.014486	-7.330021	665.795685	-4.833562	43.385557	1.126682	-6.516347	-0.725983
4.050	4.038773	-7.350585	665.891018	-4.846361	43.432476	1.131390	-6.522460	-0.727801
4.060	4.066635	-7.360539	666.121185	-4.863356	43.492558	1.137565	-6.529226	-0.730101
4.070	4.084102	-7.357933	666.383171	-4.883054	43.561761	1.144252	-6.537044	-0.732770
4.080	4.079346	-7.344596	666.574421	-4.903925	43.634735	1.150437	-6.546116	-0.735691
4.090	4.046611	-7.325183	666.623693	-4.924541	43.706854	1.155258	-6.556451	-0.738729
4.100	3.987976	-7.305701	666.510934	-4.943732	43.775828	1.158233	-6.567908	-0.741733
4.110	3.912256	-7.292055	666.271495	-4.960707	43.842292	1.159380	-6.580244	-0.744547
4.120	3.831690	-7.288812	665.983132	-4.975087	43.909115	1.159107	-6.593127	-0.747029
4.130	3.757890	-7.298197	665.738511	-4.986800	43.979729	1.157910	-6.606157	-0.749063
4.140	3.698519	-7.319445	665.611945	-4.995973	44.056167	1.156058	-6.618897	-0.750583
4.150	3.655676	-7.348754	665.633377	-5.002948	44.137662	1.153519	-6.630927	-0.751607
4.160	3.626287	-7.380114	665.780688	-5.008374	44.220372	1.150224	-6.641883	-0.752256
4.170	3.604178	-7.407034	665.993244	-5.013153	44.298259	1.146523	-6.651458	-0.752733
4.180	3.583100	-7.424601	666.199702	-5.018132	44.364702	1.143519	-6.659370	-0.753247
4.190	3.559613	-7.430953	666.346882	-5.023651	44.414204	1.142936	-6.665328	-0.753909
4.200	3.534730	-7.427524	666.417081	-5.029197	44.443621	1.146441	-6.669040	-0.754662
4.210	3.513595	-7.418148	666.427812	-5.033385	44.452612	1.154745	-6.670282	-0.755278
4.220	3.503301	-7.407603	666.416647	-5.034401	44.443275	1.166978	-6.668992	-0.755443
4.230	3.509827	-7.400163	666.419848	-5.030821	44.419245	1.180745	-6.665354	-0.754903
4.240	3.535419	-7.398488	666.454642	-5.022485	44.384672	1.192812	-6.659819	-0.753612
4.250	3.577551	-7.402980	666.512511	-5.010965	44.343395	1.200106	-6.653048	-0.751819
4.260	3.629936	-7.411767	666.565960	-4.999304	44.298332	1.200662	-6.645754	-0.750009
4.270	3.685109	-7.421354	666.584872	-4.991047	44.251029	1.194263	-6.638469	-0.748749
4.280	3.737345	-7.427897	666.553116	-4.988979	44.201391	1.182594	-6.631338	-0.748474
4.290	3.784564	-7.428769	666.475860	-4.994140	44.147766	1.168843	-6.624061	-0.749335
4.300	3.828631	-7.423841	666.374278	-5.005481	44.087582	1.156817	-6.616039	-0.751152
4.310	3.874252	-7.415795	666.272721	-5.020209	44.018574	1.149813	-6.606690	-0.753477
4.320	3.927133	-7.409104	666.187640	-5.034706	43.940289	1.149607	-6.595783	-0.755749
4.330	3.992006	-7.408022	666.124982	-5.045784	43.855247	1.155922	-6.583636	-0.757483
4.340	4.070977	-7.414558	666.086107	-5.051848	43.769162	1.166624	-6.571097	-0.758438
4.350	4.162518	-7.427628	666.076080	-5.053397	43.689975	1.178590	-6.559307	-0.758682
4.360	4.261212	-7.443970	666.106647	-5.052549	43.626000	1.188890	-6.549402	-0.758520
4.370	4.358316	-7.460215	666.190164	-5.051850	43.583767	1.195749	-6.542241	-0.758319
4.380	4.443258	-7.474590	666.327117	-5.053015	43.566140	1.198918	-6.538251	-0.758339
4.390	4.506067	-7.487106	666.494610	-5.056210	43.571225	1.199411	-6.537371	-0.758627
4.400	4.540202	-7.498340	666.644268	-5.060118	43.592461	1.198805	-6.539089	-0.759043
4.410	4.544566	-7.507981	666.714683	-5.062739	43.620134	1.198492	-6.542549	-0.759356
4.420	4.523510	-7.514252	666.656098	-5.062530	43.644111	1.199178	-6.546720	-0.759392
4.430	4.484794	-7.514440	666.456636	-5.059299	43.657005	1.200784	-6.550614	-0.759134
4.440	4.436892	-7.506072	666.155937	-5.054397	43.656473	1.202649	-6.553492	-0.758741
4.450	4.387387	-7.488079	665.837171	-5.050165	43.645570	1.203886	-6.554991	-0.758468
4.460	4.342891	-7.461541	665.599453	-5.048979	43.630934	1.203723	-6.555134	-0.758561
4.470	4.309472	-7.429781	665.522302	-5.052348	43.619667	1.201761	-6.554201	-0.759155
4.480	4.292231	-7.397724	665.636615	-5.060318	43.616317	1.198079	-6.552572	-0.760222
4.490	4.293784	-7.370648	665.912737	-5.071337	43.621174	1.193133	-6.550584	-0.761562
4.500	4.312679	-7.352720	666.269174	-5.082617	43.630297	1.187502	-6.548449	-0.762847
4.510	4.343202	-7.345875	666.598206	-5.090923	43.637020	1.181642	-6.546225	-0.763717
4.520	4.377080	-7.349389	666.799019	-5.093590	43.634194	1.175812	-6.543830	-0.763887
4.530	4.406323	-7.360110	666.807210	-5.089454	43.616482	1.170151	-6.541093	-0.763257
4.540	4.425844	-7.373038	666.612474	-5.079308	43.582239	1.164811	-6.537867	-0.761958
4.550	4.434837	-7.382157	666.261206	-5.065645	43.534714	1.160019	-6.534181	-0.760309
4.560	4.436645	-7.381699	665.844465	-5.051770	43.482243	1.156070	-6.530390	-0.758701
4.570	4.437203	-7.367882	665.474208	-5.040709	43.436924	1.153288	-6.527214	-0.757461
4.580	4.442418	-7.340578	665.253611	-5.034373	43.411627	1.151966	-6.525576	-0.756760
4.590	4.455303	-7.303965	665.249509	-5.033212	43.416004	1.152306	-6.526274	-0.756590
4.600	4.474080	-7.265553	665.474557	-5.036260	43.453025	1.154361	-6.529630	-0.756792
4.610	4.492324	-7.233722	665.883810	-5.041396	43.517617	1.157980	-6.535317	-0.757098
4.620	4.501427	-7.214739	666.386501	-5.045745	43.598095	1.162763	-6.542464	-0.757180
4.630	4.494334	-7.210396	666.869981	-5.046328	43.679850	1.168024	-6.549980	-0.756718
4.640	4.468739	-7.217274	667.229452	-5.040956	43.749751	1.172779	-6.556928	-0.755506
4.650	4.428250	-7.228074	667.395405	-5.029104	43.799609	1.175889	-6.562768	-0.753542
4.660	4.381233	-7.234605	667.351170	-5.012357	43.827608	1.176384	-6.567398	-0.751082
4.670	4.338143	-7.231115	667.135274	-4.994144	43.837643	1.173895	-6.571028	-0.748595
4.680	4.308597	-7.216317	666.827436	-4.978812	43.837175	1.168902	-6.573991	-0.746642
4.690	4.299067	-7.193099	666.522331	-4.970342	43.834592	1.162606	-6.576613	-0.745713
4.700	4.311538	-7.166321	666.299681	-4.971176	43.836899	1.156454	-6.579157	-0.746087
4.710	4.343023	-7.140143	666.200633	-4.981568	43.848283	1.151577	-6.581844	-0.747758
4.720	4.385837	-7.116400	666.218281	-4.999643	43.869718	1.148421	-6.584887	-0.750451
4.730	4.428802	-7.094696	666.305427	-5.022062	43.899501	1.146709	-6.588495	-0.753718
4.740	4.459606	-7.073871	666.396218	-5.044968	43.934392	1.145692	-6.592833	-0.757052
4.750	4.468097	-7.053766	666.432520	-5.064973	43.970913	1.144504	-6.597954	-0.760013
4.760	4.449535	-7.036125	666.384242	-5.079985	44.006425	1.142436	-6.603761	-0.762321
4.770	4.406379	-7.024054	666.256404	-5.089673	44.039769	1.139075	-6.610033	-0.763921
4.780	4.347497	-7.020410	666.082383	-5.095353	44.071401	1.134391	-6.616509	-0.764973
4.790	4.284889	-7.026064	665.908495	-5.099228	44.103117	1.128868	-6.623000	-0.765755
4.800	4.229316	-7.038959	665.777389	-5.103254	44.137412	1.123576	-6.629455	-0.766511
4.810	4.186758	-7.054376	665.716333	-5.108085	44.176614	1.120011	-6.635952	-0.767307
4.820	4.157164	-7.066369	665.733195	-5.112656	44.221954	1.119601	-6.642594	-0.767974
4.830	4.135743	-7.069899	665.819508	-5.114662	44.272851	1.123066	-6.649377	-0.768175
4.840	4.115889	-7.062900	665.957333	-5.111727	44.326648	1.129980	-6.656079	-0.767576
4.850	4.092254	-7.047348	666.125707	-5.102649	44.378960	1.138866	-6.662250	-0.766019
4.860	4.062706	-7.028659	666.304061	-5.088104	44.424631	1.147814	-6.667321	-0.763631
4.870	4.028608	-7.013523	666.473042	-5.070491	44.459100	1.155248	-6.670802	-0.760795
4.880	3.993581	-7.007273	666.615207	-5.053110	44.479691	1.160448	-6.672469	-0.758025
4.890	3.961511	-7.012289	666.717319	-5.039171	44.486247	1.163571	-6.672430	-0.755818
4.900	3.934951	-7.028162	666.773479	-5.031109	44.480774	1.165278	-6.671047	-0.754545
4.910	3.914944	-7.052974	666.786495	-5.030390	44.466283	1.166207	-6.668744	-0.754423
4.920	3.902388	-7.084419	666.765652	-5.037631	44.445517	1.166597	-6.665838	-0.755532
4.930	3.899689	-7.120095	666.721528	-5.052749	44.420209	1.166227	-6.662483	-0.757850
4.940	3.910998	-7.157331	666.660841	-5.075010	44.391182	1.164663	-6.658736	-0.761258
4.950	3.940362	-7.193209	666.584614	-5.103109	44.359060	1.161587	-6.654678	-0.765561
4.960	3.988847	-7.225001	666.491089	-5.135383	44.325085	1.157023	-6.650514	-0.770510
4.970	4.052626	-7.250799	666.381921	-5.170145	44.291524	1.151390	-6.646567	-0.775853
4.980	4.123310	-7.270049	666.267924	-5.205913	44.261459	1.145448	-6.643192	-0.781354
4.990	4.190307	-7.283734	666.170272	-5.241467	44.238088	1.140223	-6.640658	-0.786806
5.000	4.243946	-7.293846	666.115056	-5.275791	44.223829	1.136910	-6.639068	-0.792024
5.010	4.278081	-7.302224	666.122870	-5.308013	44.219506	1.136660	-6.638341	-0.796852
5.020	4.291460	-7.309480	666.198532	-5.337361	44.223828	1.140207	-6.638236	-0.801167
5.030	4.287817	-7.314920	666.326493	-5.363128	44.233315	1.147451	-6.638385	-0.804880
5.040	4.274962	-7.317434	666.474476	-5.384661	44.242783	1.157261	-6.638331	-0.807932
5.050	4.263078	-7.316538	666.603099	-5.401405	44.246347	1.167718	-6.637585	-0.810288
5.060	4.262245	-7.312771	666.676380	-5.413031	44.238769	1.176725	-6.635719	-0.811943
5.070	4.279517	-7.307389	666.669656	-5.419635	44.216753	1.182710	-6.632483	-0.812942
5.080	4.316441	-7.301694	666.575546	-5.421923	44.179855	1.185071	-6.627884	-0.813400
5.090	4.368118	-7.296416	666.409294	-5.421225	44.130743	1.184201	-6.622168	-0.813498
5.100	4.424429	-7.291464	666.211016	-5.419245	44.074747	1.181154	-6.615734	-0.813443
5.110	4.473122	-7.286290	666.039500	-5.417629	44.018776	1.177189	-6.609034	-0.813410
5.120	4.503561	-7.280613	665.955135	-5.417549	43.969717	1.173387	-6.602504	-0.813501
5.130	4.509699	-7.274869	665.996698	-5.419500	43.932590	1.170420	-6.596518	-0.813743
5.140	4.491372	-7.269891	666.162503	-5.423416	43.908988	1.168483	-6.591333	-0.814128
5.150	4.453945	-7.266056	666.406007	-5.429091	43.896505	1.167390	-6.587051	-0.814682
5.160	4.406817	-7.262604	666.649115	-5.436670	43.889603	1.166766	-6.583614	-0.815522
5.170	4.361229	-7.257643	666.807563	-5.446878	43.881758	1.166268	-6.580873	-0.816859
5.180	4.327561	-7.248842	666.817942	-5.460825	43.868020	1.165736	-6.578710	-0.818938
5.190	4.312491	-7.234499	666.656858	-5.479461	43.846930	1.165272	-6.577136	-0.821931
5.200	4.316896	-7.214516	666.346921	-5.502966	43.820991	1.165199	-6.576303	-0.825841
5.210	4.335650	-7.190751	665.949148	-5.530374	43.795623	1.165865	-6.576421	-0.830450
5.220	4.359795	-7.166493	665.545508	-5.559610	43.777154	1.167317	-6.577635	-0.835346
5.230	4.380264	-7.145448	665.217753	-5.587896	43.770731	1.169037	-6.579910	-0.840010
5.240	4.391378	-7.130841	665.028703	-5.612387	43.778893	1.169958	-6.583008	-0.843932
5.250	4.392575	-7.124823	665.010347	-5.630871	43.801154	1.168834	-6.586537	-0.846734
5.260	4.387826	-7.127908	665.160540	-5.642377	43.834452	1.164806	-6.590056	-0.848273
5.270	4.383376	-7.138257	665.447289	-5.647470	43.874070	1.157839	-6.593170	-0.848673
5.280	4.384999	-7.151226	665.817779	-5.648100	43.914645	1.148827	-6.595595	-0.848295
5.290	4.395851	-7.159919	666.209173	-5.647052	43.951033	1.139343	-6.597182	-0.847640
