56.650	57.650	-0.655	115.119	21.571	174.782	55.786	15.766	0.300	79.008	-30.018	67.233	63.302	-6.528	32.692	74.573	-19.939	94.177
56.604	57.615	-1.971	115.423	23.488	175.668	55.766	15.824	-0.020	79.146	-29.198	67.004	63.307	-6.502	32.692	74.376	-20.098	94.093
56.545	57.579	-3.315	115.758	25.380	176.508	55.740	15.880	-0.340	79.317	-28.395	66.802	63.332	-6.424	32.669	74.242	-20.205	94.042
56.505	57.488	-4.587	115.963	27.227	177.157	55.710	15.928	-0.648	79.497	-27.623	66.651	63.332	-6.350	32.677	74.135	-20.317	93.920
56.459	57.386	-5.832	116.172	29.005	177.682	55.672	15.969	-0.945	79.691	-26.880	66.539	63.340	-6.309	32.682	73.980	-20.451	93.795
56.408	57.259	-7.051	116.320	30.771	178.103	55.629	15.999	-1.232	79.890	-26.162	66.453	63.348	-6.253	32.675	73.833	-20.561	93.677
56.358	57.114	-8.263	116.470	32.522	178.433	55.583	16.010	-1.527	80.080	-25.457	66.421	63.368	-6.175	32.654	73.707	-20.648	93.602
56.302	56.952	-9.421	116.526	34.223	178.590	55.532	16.022	-1.796	80.311	-24.786	66.366	63.381	-6.116	32.642	73.547	-20.704	93.495
56.266	56.759	-10.505	116.451	35.891	178.571	55.474	16.030	-2.065	80.546	-24.133	66.336	63.401	-6.040	32.609	73.406	-20.733	93.436
56.203	56.581	-11.582	116.400	37.515	178.467	55.410	16.035	-2.322	80.809	-23.506	66.274	63.414	-5.977	32.596	73.256	-20.755	93.353
56.154	56.352	-12.670	116.269	39.159	178.314	55.347	16.025	-2.583	81.049	-22.900	66.208	63.434	-5.916	32.573	73.133	-20.755	93.303
56.065	56.157	-13.693	116.161	40.740	178.008	55.270	16.022	-2.832	81.334	-22.319	66.094	63.452	-5.827	32.545	73.029	-20.731	93.265
56.053	55.885	-14.638	115.870	42.276	177.534	55.199	15.999	-3.063	81.597	-21.772	65.944	63.447	-5.771	32.542	72.902	-20.709	93.192
56.004	55.616	-15.585	115.647	43.793	177.048	55.126	15.977	-3.294	81.860	-21.258	65.770	63.457	-5.718	32.532	72.768	-20.650	93.169
55.944	55.357	-16.487	115.426	45.295	176.422	55.049	15.949	-3.518	82.122	-20.752	65.556	63.467	-5.629	32.509	72.709	-20.560	93.170
55.898	55.070	-17.343	115.185	46.723	175.714	54.973	15.908	-3.741	82.372	-20.271	65.310	63.475	-5.593	32.487	72.586	-20.491	93.171
55.811	54.798	-18.197	115.050	48.154	174.984	54.892	15.878	-3.952	82.658	-19.820	65.015	63.490	-5.519	32.461	72.492	-20.362	93.217
55.743	54.493	-19.014	114.916	49.531	174.168	54.811	15.842	-4.155	82.963	-19.387	64.662	63.508	-5.453	32.433	72.422	-20.228	93.273
55.672	54.178	-19.802	114.809	50.861	173.305	54.729	15.791	-4.364	83.263	-18.961	64.275	63.518	-5.397	32.410	72.339	-20.092	93.349
55.601	53.866	-20.521	114.677	52.156	172.275	54.648	15.748	-4.554	83.597	-18.558	63.841	63.533	-5.316	32.388	72.296	-19.950	93.435
55.512	53.536	-21.252	114.749	53.374	171.364	54.569	15.690	-4.737	83.932	-18.175	63.358	63.525	-5.276	32.388	72.229	-19.806	93.511
55.435	53.185	-21.935	114.786	54.581	170.310	54.488	15.631	-4.917	84.271	-17.795	62.878	63.543	-5.217	32.349	72.158	-19.652	93.660
55.331	52.862	-22.560	114.908	55.709	169.160	54.407	15.575	-5.098	84.624	-17.427	62.392	63.551	-5.154	32.327	72.100	-19.472	93.809
55.235	52.527	-23.152	115.068	56.829	167.925	54.326	15.509	-5.271	84.978	-17.083	61.898	63.548	-5.090	32.329	72.054	-19.312	93.910
55.126	52.189	-23.729	115.286	57.891	166.589	54.244	15.458	-5.438	85.343	-16.742	61.423	63.561	-5.017	32.301	72.004	-19.160	94.064
54.999	51.844	-24.293	115.604	58.909	165.210	54.166	15.392	-5.601	85.685	-16.421	60.942	63.563	-4.958	32.309	71.963	-19.034	94.144
54.884	51.486	-24.793	115.891	59.936	163.644	54.092	15.316	-5.751	85.998	-16.118	60.471	63.569	-4.902	32.288	71.919	-18.919	94.219
54.775	51.097	-25.298	116.240	60.940	162.051	54.016	15.245	-5.898	86.304	-15.840	60.011	63.574	-4.864	32.263	71.855	-18.853	94.260
54.656	50.719	-25.766	116.616	61.894	160.304	53.939	15.179	-6.032	86.613	-15.583	59.535	63.579	-4.780	32.253	71.842	-18.760	94.240
54.529	50.335	-26.213	117.052	62.848	158.476	53.866	15.103	-6.165	86.886	-15.353	59.073	63.576	-4.714	32.255	71.809	-18.689	94.190
54.366	49.974	-26.660	117.660	63.775	156.640	53.790	15.032	-6.292	87.162	-15.152	58.608	63.584	-4.674	32.233	71.723	-18.669	94.164
54.242	49.599	-27.015	118.079	64.684	154.511	53.718	14.953	-6.396	87.415	-14.985	58.120	63.576	-4.602	32.240	71.654	-18.622	94.087
54.099	49.185	-27.419	118.718	65.652	152.511	53.645	14.882	-6.505	87.688	-14.821	57.645	63.586	-4.542	32.225	71.580	-18.591	94.021
53.972	48.788	-27.755	119.257	66.576	150.271	53.574	14.798	-6.596	87.951	-14.687	57.147	63.589	-4.521	32.217	71.470	-18.593	93.951
53.833	48.384	-28.087	119.919	67.515	148.050	53.497	14.724	-6.678	88.239	-14.582	56.659	63.586	-4.458	32.225	71.393	-18.587	93.867
53.711	47.973	-28.395	120.584	68.502	145.736	53.419	14.643	-6.772	88.513	-14.484	56.217	63.597	-4.392	32.212	71.315	-18.573	93.817
53.609	47.541	-28.677	121.316	69.513	143.442	53.345	14.562	-6.828	88.818	-14.418	55.722	63.597	-4.379	32.217	71.192	-18.586	93.770
53.505	47.122	-28.926	122.044	70.507	141.053	53.266	14.478	-6.891	89.117	-14.382	55.276	63.609	-4.303	32.210	71.152	-18.578	93.743
53.403	46.680	-29.205	123.048	71.538	138.957	53.190	14.397	-6.934	89.426	-14.366	54.817	63.607	-4.265	32.222	71.084	-18.600	93.736
53.330	46.243	-29.413	123.973	72.574	136.727	53.109	14.308	-6.980	89.729	-14.389	54.401	63.612	-4.216	32.220	71.030	-18.597	93.751
53.266	45.827	-29.586	124.953	73.584	134.543	53.033	14.224	-7.005	90.041	-14.436	53.980	63.607	-4.163	32.240	71.000	-18.573	93.761
53.210	45.390	-29.782	126.277	74.593	132.735	52.954	14.140	-7.031	90.353	-14.512	53.614	63.607	-4.120	32.253	70.976	-18.563	93.796
53.160	44.983	-29.916	127.676	75.608	130.973	52.873	14.049	-7.041	90.649	-14.613	53.280	63.609	-4.067	32.261	70.954	-18.551	93.837
53.147	44.557	-30.025	129.069	76.612	129.263	52.791	13.957	-7.056	90.951	-14.736	53.012	63.617	-4.044	32.263	70.920	-18.559	93.911
53.132	44.158	-30.135	130.829	77.595	127.927	52.708	13.866	-7.054	91.269	-14.881	52.781	63.624	-4.016	32.276	70.894	-18.561	93.991
53.139	43.749	-30.211	132.787	78.561	126.860	52.626	13.774	-7.033	91.607	-15.033	52.597	63.619	-3.998	32.288	70.854	-18.558	94.069
53.152	43.373	-30.274	135.001	79.462	126.104	52.542	13.678	-7.018	91.930	-15.197	52.501	63.630	-3.952	32.286	70.841	-18.542	94.155
53.200	43.000	-30.279	137.267	80.364	125.486	52.459	13.576	-6.988	92.245	-15.347	52.479	63.627	-3.919	32.311	70.832	-18.531	94.245
53.251	42.619	-30.307	140.312	81.233	125.726	52.370	13.482	-6.970	92.556	-15.480	52.576	63.624	-3.907	32.327	70.785	-18.525	94.349
53.322	42.255	-30.312	143.881	82.037	126.605	52.281	13.391	-6.932	92.881	-15.596	52.736	63.627	-3.876	32.339	70.744	-18.502	94.459
53.401	41.930	-30.274	147.723	82.778	127.835	52.192	13.289	-6.883	93.193	-15.700	52.956	63.627	-3.833	32.357	70.732	-18.479	94.555
53.485	41.605	-30.241	152.492	83.448	130.075	52.103	13.188	-6.843	93.509	-15.790	53.268	63.624	-3.835	32.380	70.689	-18.504	94.656
53.571	41.326	-30.175	158.208	84.071	133.297	52.012	13.096	-6.792	93.871	-15.895	53.646	63.624	-3.797	32.405	70.683	-18.475	94.752
53.696	41.024	-30.091	165.364	84.593	138.118	51.920	12.997	-6.736	94.223	-15.985	54.053	63.624	-3.795	32.423	70.634	-18.515	94.863
53.830	40.754	-29.957	173.102	85.007	143.635	51.834	12.893	-6.665	94.548	-16.102	54.445	63.619	-3.774	32.449	70.613	-18.532	94.953
53.955	40.488	-29.878	-177.507	85.231	150.915	51.747	12.786	-6.601	94.837	-16.242	54.820	63.624	-3.782	32.461	70.550	-18.584	95.064
54.107	40.249	-29.726	-168.103	85.401	158.314	51.664	12.680	-6.525	95.097	-16.389	55.149	63.619	-3.764	32.489	70.527	-18.617	95.142
54.244	40.035	-29.586	-158.109	85.394	166.392	51.582	12.591	-6.444	95.357	-16.570	55.439	63.617	-3.752	32.507	70.490	-18.637	95.246
54.399	39.820	-29.461	-148.540	85.252	174.193	51.506	12.502	-6.358	95.586	-16.762	55.693	63.617	-3.764	32.525	70.430	-18.700	95.367
54.554	39.639	-29.294	-139.631	85.052	-178.556	51.432	12.413	-6.274	95.769	-16.987	55.913	63.617	-3.749	32.548	70.408	-18.712	95.465
54.727	39.461	-29.131	-131.134	84.770	-171.542	51.369	12.334	-6.177	95.932	-17.229	56.073	63.604	-3.729	32.593	70.429	-18.748	95.559
54.902	39.309	-28.976	-123.699	84.478	-165.491	51.308	12.258	-6.088	96.061	-17.471	56.208	63.607	-3.736	32.614	70.415	-18.786	95.696
55.075	39.182	-28.809	-116.770	84.184	-159.835	51.252	12.195	-5.999	96.170	-17.725	56.327	63.602	-3.739	32.644	70.435	-18.833	95.820
55.237	39.096	-28.649	-110.349	83.940	-154.617	51.209	12.134	-5.908	96.241	-17.962	56.419	63.597	-3.757	32.672	70.425	-18.879	95.958
