55.425	55.806	1.468	110.009	30.089	168.842	53.157	14.773	2.939	77.769	-35.793	66.293	62.052	-7.277	33.879	68.498	-22.023	97.918
55.357	55.717	0.168	110.745	31.419	169.383	53.137	14.844	2.672	77.903	-35.132	65.749	62.052	-7.206	33.909	68.354	-22.139	97.859
55.308	55.588	-1.029	111.403	32.627	169.707	53.114	14.915	2.421	78.073	-34.484	65.205	62.057	-7.158	33.924	68.185	-22.227	97.842
55.220	55.456	-2.261	112.196	33.799	170.025	53.089	14.976	2.159	78.226	-33.828	64.721	62.067	-7.076	33.932	68.062	-22.269	97.839
55.141	55.286	-3.409	112.903	34.853	170.098	53.066	15.024	1.905	78.382	-33.194	64.263	62.062	-7.005	33.955	67.967	-22.301	97.833
55.060	55.093	-4.514	113.597	35.884	169.982	53.035	15.075	1.654	78.560	-32.563	63.850	62.075	-6.949	33.962	67.872	-22.306	97.873
54.983	54.856	-5.616	114.305	36.860	169.758	53.005	15.113	1.425	78.763	-31.959	63.427	62.067	-6.901	33.980	67.779	-22.336	97.910
54.884	54.615	-6.706	115.008	37.845	169.390	52.972	15.146	1.186	78.954	-31.352	63.077	62.090	-6.820	33.962	67.729	-22.272	98.033
54.790	54.346	-7.732	115.693	38.774	168.809	52.941	15.164	0.960	79.132	-30.785	62.744	62.085	-6.756	33.980	67.699	-22.249	98.108
54.686	54.051	-8.763	116.371	39.722	168.113	52.903	15.182	0.734	79.323	-30.226	62.441	62.095	-6.701	33.960	67.645	-22.185	98.233
54.569	53.741	-9.731	117.011	40.717	167.184	52.865	15.192	0.513	79.516	-29.691	62.159	62.095	-6.637	33.950	67.625	-22.113	98.342
54.450	53.419	-10.673	117.661	41.689	166.137	52.827	15.197	0.315	79.721	-29.203	61.874	62.085	-6.594	33.962	67.599	-22.036	98.423
54.346	53.068	-11.575	118.255	42.701	164.933	52.784	15.197	0.107	79.903	-28.747	61.643	62.078	-6.548	33.962	67.586	-21.953	98.528
54.249	52.695	-12.449	118.807	43.742	163.600	52.738	15.189	-0.086	80.087	-28.331	61.421	62.078	-6.487	33.950	67.588	-21.868	98.636
54.125	52.306	-13.348	119.466	44.848	162.281	52.687	15.187	-0.277	80.278	-27.945	61.213	62.088	-6.444	33.917	67.567	-21.773	98.803
54.011	51.907	-14.183	120.062	45.980	160.824	52.636	15.174	-0.460	80.470	-27.595	61.013	62.080	-6.370	33.914	67.586	-21.659	98.932
53.917	51.468	-15.001	120.610	47.205	159.284	52.581	15.166	-0.640	80.684	-27.281	60.831	62.075	-6.320	33.901	67.577	-21.544	99.069
53.797	51.057	-15.748	121.204	48.429	157.638	52.520	15.154	-0.810	80.920	-26.999	60.648	62.080	-6.264	33.873	67.567	-21.423	99.222
53.703	50.612	-16.485	121.760	49.743	155.936	52.459	15.131	-0.973	81.165	-26.745	60.468	62.083	-6.208	33.848	67.544	-21.320	99.375
53.599	50.150	-17.244	122.441	51.110	154.355	52.393	15.113	-1.133	81.436	-26.510	60.304	62.080	-6.167	33.828	67.512	-21.227	99.495
53.530	49.660	-17.935	123.016	52.547	152.650	52.327	15.095	-1.288	81.731	-26.306	60.152	62.083	-6.129	33.805	67.471	-21.142	99.624
53.431	49.185	-18.626	123.730	54.042	151.002	52.255	15.070	-1.440	82.021	-26.116	60.004	62.088	-6.060	33.772	67.471	-21.040	99.740
53.368	48.679	-19.266	124.411	55.582	149.315	52.184	15.042	-1.572	82.340	-25.957	59.837	62.078	-6.012	33.762	67.440	-20.968	99.850
53.320	48.161	-19.896	125.176	57.190	147.732	52.111	15.009	-1.717	82.651	-25.820	59.678	62.088	-5.969	33.724	67.408	-20.910	99.984
53.271	47.658	-20.465	125.992	58.821	146.131	52.032	14.978	-1.844	82.995	-25.725	59.477	62.083	-5.926	33.703	67.375	-20.839	100.068
53.243	47.127	-21.029	126.883	60.521	144.659	51.956	14.938	-1.966	83.350	-25.655	59.229	62.080	-5.867	33.685	67.377	-20.779	100.128
53.233	46.581	-21.585	127.932	62.255	143.366	51.877	14.902	-2.095	83.717	-25.608	58.970	62.085	-5.796	33.650	67.380	-20.702	100.205
53.208	46.065	-22.116	129.204	63.962	142.263	51.796	14.859	-2.200	84.094	-25.601	58.646	62.078	-5.781	33.627	67.300	-20.694	100.281
53.226	45.514	-22.596	130.474	65.695	141.244	51.712	14.818	-2.309	84.487	-25.619	58.304	62.085	-5.723	33.591	67.260	-20.625	100.357
53.269	44.976	-23.010	131.823	67.420	140.304	51.633	14.760	-2.423	84.837	-25.648	57.957	62.083	-5.682	33.574	67.232	-20.610	100.390
53.284	44.460	-23.444	133.628	69.069	139.851	51.549	14.714	-2.527	85.224	-25.705	57.579	62.080	-5.641	33.543	67.180	-20.569	100.450
53.345	43.939	-23.812	135.533	70.716	139.553	51.463	14.661	-2.616	85.600	-25.785	57.173	62.085	-5.565	33.510	67.166	-20.526	100.493
53.416	43.411	-24.176	137.851	72.306	139.733	51.379	14.600	-2.710	85.957	-25.863	56.777	62.085	-5.517	33.485	67.146	-20.521	100.522
53.503	42.888	-24.514	140.540	73.848	140.353	51.293	14.539	-2.802	86.323	-25.945	56.378	62.093	-5.489	33.442	67.070	-20.489	100.573
53.612	42.388	-24.790	143.526	75.311	141.319	51.204	14.486	-2.885	86.713	-26.024	55.973	62.098	-5.428	33.404	67.022	-20.459	100.591
53.701	41.913	-25.088	147.174	76.665	142.983	51.117	14.412	-2.974	87.080	-26.089	55.572	62.103	-5.372	33.373	66.985	-20.430	100.595
53.838	41.422	-25.334	151.150	77.967	145.097	51.031	14.343	-3.053	87.483	-26.162	55.159	62.103	-5.298	33.345	66.953	-20.400	100.584
53.985	40.955	-25.560	155.730	79.163	147.858	50.947	14.265	-3.127	87.903	-26.223	54.735	62.095	-5.265	33.327	66.878	-20.399	100.569
54.107	40.526	-25.766	161.052	80.254	151.356	50.861	14.194	-3.200	88.358	-26.266	54.305	62.090	-5.220	33.312	66.807	-20.380	100.512
54.285	40.051	-25.964	167.035	81.259	155.660	50.782	14.100	-3.277	88.797	-26.307	53.885	62.100	-5.187	33.269	66.711	-20.366	100.505
54.445	39.639	-26.124	173.774	82.153	160.702	50.703	14.016	-3.348	89.284	-26.340	53.450	62.093	-5.123	33.259	66.654	-20.330	100.453
54.615	39.235	-26.259	-178.770	82.936	166.486	50.627	13.929	-3.409	89.779	-26.379	52.996	62.080	-5.075	33.259	66.592	-20.315	100.393
54.798	38.829	-26.388	-170.321	83.608	173.327	50.554	13.851	-3.477	90.289	-26.403	52.563	62.083	-5.014	33.241	66.530	-20.263	100.344
54.991	38.440	-26.500	-160.817	84.145	-178.769	50.485	13.757	-3.538	90.765	-26.450	52.118	62.075	-4.971	33.221	66.441	-20.238	100.319
55.192	38.064	-26.599	-150.297	84.560	-169.829	50.422	13.670	-3.594	91.245	-26.498	51.680	62.085	-4.917	33.185	66.353	-20.186	100.330
55.415	37.691	-26.673	-139.077	84.810	-160.109	50.366	13.584	-3.650	91.683	-26.545	51.265	62.075	-4.864	33.183	66.314	-20.135	100.308
55.618	37.346	-26.756	-127.872	84.872	-150.407	50.310	13.503	-3.703	92.103	-26.595	50.874	62.062	-4.839	33.177	66.230	-20.092	100.304
55.824	37.033	-26.812	-117.121	84.796	-141.171	50.262	13.424	-3.752	92.487	-26.645	50.504	62.060	-4.775	33.167	66.205	-20.013	100.326
56.040	36.723	-26.853	-107.051	84.584	-132.581	50.216	13.343	-3.800	92.829	-26.698	50.169	62.057	-4.757	33.139	66.132	-19.956	100.390
56.258	36.444	-26.873	-98.185	84.277	-125.173	50.178	13.269	-3.843	93.140	-26.741	49.847	62.047	-4.689	33.147	66.139	-19.874	100.419
56.497	36.154	-26.876	-90.516	83.874	-118.924	50.142	13.198	-3.879	93.419	-26.776	49.546	62.032	-4.651	33.142	66.104	-19.800	100.466
