BioWare 3.0 Export
Device:	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA	Integrated Amp Plate 1 9281CA
Samples (#):	8000	8000	8000
Rate (Hz):	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0
Contact period end (sample #):	7999	7999	7999
Contact period start time (s):	0.000000	0.000000	0.000000
Contact period end time (s):	7.999000	7.999000	7.999000
First sample time (s):	0.000000	0.000000	0.000000
Normalized force (N):	723.321838	723.321838	723.321838
Normalized length (m):	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz
	N	N	N
0.000000	0.585191	4.343733	741.063583
0.001000	-0.697424	3.722483	737.432175
0.002000	-0.136470	4.110350	739.679497
0.003000	-0.056117	4.265662	740.373878
0.004000	-0.457502	4.033108	738.987244
0.005000	-1.098431	3.876966	737.087189
0.006000	-1.018078	3.645242	738.122589
0.007000	-1.258379	4.032278	737.954880
0.008000	-0.377150	4.499046	741.587364
0.009000	0.264158	5.043055	744.354607
0.010000	-0.858130	4.032278	739.681236
0.011000	-0.858130	4.033108	740.202202
0.012000	-1.018836	4.110350	740.028816
0.013000	-1.338731	3.722483	739.856506
0.014000	-0.697424	3.800555	741.240265
0.015000	-0.216823	4.343733	744.181801
0.016000	-1.419464	3.334617	738.127769
0.017000	-0.778156	4.188421	741.761246
0.018000	-0.297176	4.420975	742.977005
0.019000	-0.938483	3.800555	740.551956
0.020000	-0.778156	3.878626	741.242027
0.021000	-0.377150	4.033108	741.934158
0.022000	-1.259137	3.568000	739.168938
0.023000	-0.858509	3.646072	739.516045
0.024000	-0.938862	3.723313	739.862755
0.025000	-0.618208	3.956697	741.592041
0.026000	-0.938862	3.568000	739.341286
0.027000	-0.858888	3.334617	739.514687
0.028000	-0.618208	3.801384	740.729836
0.029000	-1.660522	2.558884	736.399620
0.030000	-0.938862	3.490759	739.343323
0.031000	-0.377529	3.646072	741.417740
0.032000	-0.377529	3.724143	741.762482
0.033000	0.183047	4.034768	743.666161
0.034000	-0.538234	3.646072	740.900787
0.035000	0.343374	4.500706	744.536285
0.036000	-0.939241	3.413518	738.652939
0.037000	-1.099568	2.792268	738.131088
0.038000	-0.458260	3.491589	739.864311
0.039000	-0.378666	3.568830	740.210007
0.040000	-1.019594	2.870339	736.402733
0.041000	-0.618966	3.568830	739.346359
0.042000	-0.939241	2.947580	737.788986
0.043000	-0.458260	3.568830	739.864784
0.044000	-0.458260	3.491589	740.729996
0.045000	-0.379045	3.646902	740.038170
0.046000	-0.057633	3.880285	742.289635
0.047000	-0.699319	3.413518	739.348885
0.048000	-0.538613	3.414348	741.423813
0.049000	0.102694	4.035598	744.019424
0.050000	-0.939620	2.871169	740.208054
0.051000	-0.379045	3.569661	741.772057
0.052000	-0.779672	3.492419	741.078178
0.053000	-0.539371	3.724973	742.291473
0.054000	-1.020352	3.569661	741.080139
0.055000	-0.539371	3.647732	742.636147
0.056000	0.181531	4.347053	745.580887
0.057000	-1.261032	3.104553	739.175964
0.058000	-0.780430	3.647732	740.736473
0.059000	-0.138744	4.347053	744.371971
0.060000	-1.020731	3.492419	740.906738
0.061000	-1.020731	3.338766	741.599518
0.062000	-1.181058	3.492419	739.696945
0.063000	-1.261411	3.337937	738.830345
0.064000	-1.261411	3.570490	739.524223
0.065000	-0.459398	4.191740	742.814484
0.066000	-2.143019	2.251579	736.403709
0.067000	-0.940378	3.648562	741.770882
0.068000	-0.619725	3.648562	742.290993
0.069000	-1.421359	3.260695	738.829857
0.070000	-0.780809	4.037258	741.944664
0.071000	-1.181058	3.724973	739.525032
0.072000	-0.459777	4.192570	742.638573
0.073000	-0.459777	4.037258	741.256371
0.074000	-0.620482	4.037258	740.042557
0.075000	-1.020731	3.803874	738.487053
0.076000	-1.341385	3.337937	737.103462
0.077000	-2.062666	2.716686	733.640373
0.078000	0.181152	4.425124	742.293427
0.079000	0.582158	4.969133	744.025253
0.080000	-0.941136	3.416008	735.893013
0.081000	-0.700456	3.725803	737.794327
0.082000	-0.620482	3.803874	737.623970
0.083000	-0.219097	4.037258	739.007042
0.084000	0.261505	4.270642	740.736832
0.085000	0.422210	4.193400	741.428688
0.086000	-0.139881	3.726633	737.450569
0.087000	0.181152	4.116159	740.218315
0.088000	0.421453	4.425954	740.912575
0.089000	-0.139123	3.572150	738.141434
0.090000	-0.780809	3.106212	735.720688
0.091000	0.181152	3.960017	739.354637
0.092000	0.421073	4.193400	738.492546
0.093000	0.261126	4.193400	738.493019
0.094000	0.180773	3.960017	737.799805
0.095000	0.020825	4.038088	737.971550
0.096000	1.062760	4.737409	741.780357
0.097000	0.341100	4.193400	739.013023
0.098000	-0.540509	3.416838	735.551300
0.099000	0.421073	4.425954	739.013115
0.100000	-0.059528	3.803874	737.454689
0.101000	0.261126	4.038088	739.877167
0.102000	0.100799	3.728293	739.875206
0.103000	0.180773	3.960847	740.914139
0.104000	-0.460535	3.572150	738.494019
0.105000	-0.540509	3.416838	738.147400
0.106000	-0.941136	3.107043	736.417122
0.107000	-0.781188	3.184284	737.454567
0.108000	-1.181437	3.028971	736.589249
0.109000	-0.861541	3.184284	737.976067
0.110000	-1.742770	2.406891	733.995789
0.111000	-1.182195	3.028141	736.417717
0.112000	-1.502091	2.795587	736.073273
0.113000	-1.021489	3.028141	737.977509
0.114000	-0.460535	3.416838	741.090401
0.115000	-0.861541	3.106212	738.842560
0.116000	-0.460535	3.803874	740.576866
0.117000	-0.540509	3.494079	740.055962
0.118000	-1.421738	2.639445	737.111328
0.119000	0.181152	4.037258	744.034477
0.120000	-0.700456	2.950070	740.396980
0.121000	-0.620482	2.872829	741.091759
0.122000	-0.700456	3.028141	740.745567
0.123000	-0.459777	3.105383	741.784592
0.124000	-1.421359	2.251579	737.802582
0.125000	-0.860783	2.328820	740.051186
0.126000	-0.219097	3.260695	742.823425
0.127000	-0.139123	3.182624	742.478310
0.128000	-1.181058	2.250749	738.152611
0.129000	-0.459777	3.027311	740.918289
0.130000	-2.222614	1.163561	734.340240
0.131000	-0.379045	2.638615	741.436821
0.132000	-0.459398	2.561374	740.745010
0.133000	-0.700456	2.327160	738.840744
0.134000	-0.539371	2.482473	739.535126
0.135000	-1.421359	1.551427	734.860176
0.136000	0.582916	3.492419	744.553535
0.137000	-1.100326	1.318874	737.452942
0.138000	0.663269	3.027311	743.855736
0.139000	-0.379045	1.861222	737.801041
0.140000	-0.379045	2.018195	738.664703
0.141000	0.422589	2.793098	740.745041
0.142000	0.743622	2.948410	743.165207
0.143000	0.182668	2.560544	740.049187
0.144000	0.903570	2.793098	742.819290
0.145000	0.422589	2.793098	739.360802
0.146000	-0.859267	1.318874	734.163322
0.147000	-1.100326	1.395285	732.608757
0.148000	0.102315	2.172677	737.453491
0.149000	-0.057633	1.939294	737.104820
0.150000	0.583295	2.559714	738.491547
0.151000	0.583295	2.715027	737.973915
0.152000	0.102694	2.481643	736.240677
0.153000	0.503701	2.870339	738.145752
0.154000	0.744001	2.793098	739.181625
0.155000	0.343753	2.327160	737.445770
0.156000	0.423348	2.559714	737.450600
0.157000	0.744001	2.870339	739.526184
0.158000	0.263400	2.559714	737.105453
0.159000	0.904707	3.025652	739.354851
0.160000	1.145387	3.336277	740.564148
0.161000	1.065034	3.025652	740.045113
0.162000	0.503701	2.869509	737.969528
0.163000	0.424106	3.102063	737.796707
0.164000	0.343753	2.947580	737.623306
0.165000	-1.018836	2.014875	731.740570
0.166000	0.103452	2.714197	736.755142
0.167000	1.867426	4.421805	743.853203
0.168000	0.103073	2.714197	735.718178
0.169000	0.424106	3.723313	738.317039
0.170000	0.344132	3.490759	737.796043
0.171000	-0.136470	3.101233	736.409424
0.172000	0.504838	3.490759	739.348526
0.173000	0.585191	3.568000	740.215134
0.174000	0.584812	3.568000	739.179611
0.175000	0.745517	4.033108	740.217987
0.176000	1.066171	4.420975	742.294556
0.177000	-0.376392	2.867849	736.061058
0.178000	0.905844	4.343733	742.639702
0.179000	-0.136091	3.179304	738.828918
0.180000	0.104210	3.955037	738.835793
0.181000	-0.376392	3.411028	736.930626
0.182000	-0.216065	3.722483	737.277916
0.183000	-0.215686	3.722483	737.794899
0.184000	0.265295	4.187591	740.043610
0.185000	0.265295	4.031448	740.388725
0.186000	0.425622	4.342904	740.044586
0.187000	-0.215686	3.720823	736.929672
0.188000	-0.376012	3.642752	736.237816
0.189000	0.826628	4.652699	741.083626
0.190000	0.826628	4.342904	741.253395
0.191000	0.826628	4.420145	741.772812
0.192000	0.346027	4.109520	739.523048
0.193000	0.265674	3.875306	738.657303
0.194000	0.185700	4.109520	738.312195
0.195000	1.388341	4.808011	743.330299
0.196000	0.586707	4.031448	740.212914
0.197000	1.468315	4.962494	743.330803
0.198000	0.666681	4.342074	739.871712
0.199000	0.346406	3.798065	737.098892
0.200000	0.186079	3.719993	736.410500
0.201000	1.067687	4.185931	740.043549
0.202000	1.388720	4.496556	740.561974
0.203000	1.228014	4.496556	740.217422
0.204000	0.747413	4.029789	737.793777
0.205000	2.110001	5.273119	742.988144
0.206000	1.308746	4.651869	739.526604
0.207000	0.186458	3.020672	734.501396
0.208000	2.270707	5.118636	744.543213
0.209000	1.869700	4.651869	741.082474
0.210000	1.148040	4.108690	738.656082
0.211000	1.308746	4.185931	738.832314
0.212000	1.469452	3.952547	739.871246
0.213000	1.870079	4.573798	741.944695
0.214000	1.870079	4.264003	742.289925
0.215000	2.911635	5.583744	745.238029
0.216000	0.186458	2.865359	734.678848
0.217000	0.346785	3.020672	735.372620
0.218000	0.988471	3.797235	737.622437
0.219000	0.828144	3.486610	737.965004
0.220000	2.270707	4.729110	743.679085
0.221000	1.629779	4.185931	740.564659
0.222000	1.148798	3.951718	739.527580
0.223000	1.068445	3.951718	739.700569
0.224000	0.587844	3.563851	737.969238
0.225000	-0.213790	2.476663	735.196480
0.226000	1.309504	3.797235	742.121140
0.227000	2.030406	4.806351	745.411430
0.228000	1.469452	4.029789	742.988922
0.229000	1.068824	4.029789	742.294937
0.230000	0.026889	2.787288	738.833878
0.231000	1.148798	3.797235	743.851997
0.232000	1.068824	3.719164	744.199074
0.233000	0.748170	3.718334	742.991837
0.234000	0.587844	3.641092	742.645630
0.235000	-0.213790	2.864530	738.493332
0.236000	0.507491	3.485780	743.508423
0.237000	0.668197	3.641092	744.201241
0.238000	0.748170	3.408538	744.719780
0.239000	0.266811	3.563021	743.167793
0.240000	0.427517	3.174325	744.029892
0.241000	-0.374117	2.708387	740.398560
0.242000	-0.053464	2.787288	742.473412
0.243000	0.267569	2.941771	744.374168
0.244000	0.507491	2.864530	745.587944
0.245000	0.507870	3.019842	745.590004
0.246000	-0.053464	2.398592	742.473412
0.247000	0.107621	2.476663	743.339630
0.248000	0.187595	2.165208	743.336105
0.249000	0.988850	2.864530	747.661911
0.250000	1.068824	2.941771	746.628448
0.251000	0.748170	2.319691	744.549919
0.252000	0.828523	2.553074	744.209595
0.253000	0.748550	2.475833	743.688217
0.254000	0.908497	2.398592	744.379089
0.255000	1.069582	1.932654	744.377007
0.256000	0.266811	1.466717	740.051804
0.257000	1.229530	2.164378	743.515396
0.258000	0.748170	1.699270	741.091805
0.259000	1.470210	2.475833	744.378578
0.260000	0.748550	1.466717	740.224129
0.261000	1.870837	2.164378	744.030907
0.262000	1.710132	1.932654	742.648788
0.263000	1.870837	2.242450	743.339645
0.264000	1.550563	2.009066	742.302109
0.265000	1.550563	2.009066	742.645782
0.266000	1.871216	1.622029	742.643303
0.267000	2.752824	2.631146	745.762245
0.268000	2.592119	2.319691	744.205208
0.269000	2.752824	2.630316	744.205299
0.270000	2.111896	1.854583	741.613678
0.271000	2.191870	2.087137	741.611336
0.272000	2.432550	2.086307	741.956482
0.273000	2.432550	2.087137	742.647827
0.274000	2.272223	2.009066	740.918037
0.275000	1.550563	1.465887	737.801559
0.276000	1.230288	0.999119	736.246056
0.277000	3.154210	2.786458	744.033470
0.278000	2.192249	1.543128	739.012901
0.279000	3.314158	2.630316	744.378296
0.280000	3.153831	2.630316	744.382729
0.281000	2.592877	2.009066	742.475128
0.282000	2.272602	1.930995	740.745842
0.283000	2.753962	1.776512	742.475128
0.284000	2.753962	2.009066	743.339302
0.285000	2.512903	1.698441	742.128448
0.286000	2.352955	1.621199	741.264877
0.287000	2.352955	1.698441	740.920219
0.288000	1.871975	1.464227	739.711319
0.289000	2.513282	1.930995	742.476730
0.290000	1.872354	1.232503	740.051643
0.291000	2.192249	1.464227	740.918777
0.292000	1.792001	1.231673	739.711533
0.293000	2.352955	1.930165	741.960739
0.294000	1.471347	1.153602	738.499207
0.295000	1.551321	1.076360	739.536659
0.296000	1.712027	0.921048	739.189461
0.297000	1.871975	1.076360	739.534790
0.298000	2.032680	1.386156	741.095695
0.299000	2.192628	1.464227	742.997322
0.300000	1.391373	0.842977	738.844528
0.301000	2.272981	1.386986	743.342064
0.302000	2.673988	1.386986	743.862541
0.303000	2.513282	1.308914	742.997932
0.304000	2.352955	1.464227	743.345116
0.305000	3.074236	1.930165	744.559410
0.306000	2.113033	0.998289	740.923393
0.307000	3.395269	2.007406	746.460625
0.308000	2.433308	0.842977	742.132797
0.309000	2.833936	1.153602	741.445061
0.310000	3.074236	1.386156	743.348648
0.311000	2.272981	0.609593	739.541885
0.312000	2.753962	0.842977	741.096481
0.313000	3.154589	1.075531	741.787262
0.314000	3.154589	0.765735	740.751244
0.315000	3.074236	0.686834	740.577965
0.316000	3.475243	1.230843	742.308731
0.317000	3.314916	0.920218	741.271271
0.318000	3.395269	0.842977	742.308334
