Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Juan Jorquera Bonafonte,RUNNING,04/04/2018,13:06:11,00:48:45,8.72,152,10.7,19.8,05:36,03:02,624,24,80,,58,100,69,53,9,176.0,80.0,199,55,51,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:24:22,165,12.5,04:48,82,74,,4549.80,28.5,,
,00:24:23,165,12.5,04:48,82,74,,4553.30,28.4,,
,00:24:24,165,12.5,04:48,82,74,,4556.90,28.4,,
,00:24:25,165,12.6,04:46,83,74,,4560.40,28.4,,
,00:24:26,165,12.6,04:46,84,74,,4564.00,28.4,,
,00:24:27,165,12.7,04:43,84,74,,4567.90,28.4,,
,00:24:28,165,12.7,04:43,84,74,,4571.70,28.4,,
,00:24:29,165,12.8,04:41,84,74,,4575.50,28.4,,
,00:24:30,165,12.8,04:41,83,74,,4579.30,28.4,,
,00:24:31,165,12.8,04:41,83,74,,4583.10,28.5,,
,00:24:32,165,12.8,04:41,83,74,,4586.70,28.5,,
,00:24:33,165,12.8,04:41,83,74,,4590.40,28.5,,
,00:24:34,165,12.6,04:46,83,74,,4594.00,28.5,,
,00:24:35,165,12.5,04:48,83,74,,4597.20,28.5,,
,00:24:36,165,12.3,04:53,83,74,,4600.20,28.5,,
,00:24:37,165,12.2,04:55,82,74,,4602.90,28.5,,
,00:24:38,165,12.0,05:00,81,74,,4605.90,28.5,,
,00:24:39,165,12.0,05:00,81,74,,4608.80,28.5,,
,00:24:40,165,11.9,05:03,81,74,,4611.70,28.5,,
,00:24:41,165,11.9,05:03,81,74,,4614.50,28.5,,
,00:24:42,165,11.9,05:03,82,74,,4617.50,28.5,,
,00:24:43,165,11.8,05:05,82,74,,4620.60,28.5,,
,00:24:44,165,11.8,05:05,82,75,,4623.80,28.5,,
,00:24:45,165,11.7,05:08,82,75,,4627.00,28.7,,
,00:24:46,165,11.8,05:05,82,75,,4630.30,28.5,,
,00:24:47,164,11.8,05:05,82,75,,4633.60,28.5,,
,00:24:48,164,11.9,05:03,82,75,,4637.20,28.5,,
,00:24:49,164,12.0,05:00,82,75,,4640.70,28.5,,
,00:24:50,164,12.1,04:58,82,75,,4644.40,28.5,,
,00:24:51,164,12.2,04:55,82,75,,4648.20,28.5,,
,00:24:52,164,12.3,04:53,82,75,,4651.80,28.5,,
,00:24:53,164,12.4,04:50,82,75,,4655.20,28.6,,
,00:24:54,165,12.3,04:53,82,75,,4659.10,28.6,,
,00:24:55,165,12.3,04:53,82,75,,4662.70,28.6,,
,00:24:56,165,12.3,04:53,84,75,,4666.10,28.6,,
,00:24:57,165,12.3,04:53,84,75,,4669.30,28.6,,
,00:24:58,165,12.3,04:53,84,75,,4672.30,28.6,,
,00:24:59,165,12.4,04:50,84,75,,4675.50,28.7,,
,00:25:00,165,12.5,04:48,84,76,,4678.90,28.6,,
,00:25:01,165,12.6,04:46,84,76,,4682.30,28.6,,
,00:25:02,165,12.7,04:43,84,76,,4686.00,28.6,,
,00:25:03,165,12.7,04:43,83,76,,4689.20,28.7,,
,00:25:04,165,12.8,04:41,83,76,,4692.80,28.8,,
,00:25:05,165,12.8,04:41,83,76,,4696.70,28.6,,
,00:25:06,165,12.8,04:41,83,76,,4700.60,28.7,,
,00:25:07,166,12.9,04:39,83,76,,4704.70,28.7,,
,00:25:08,166,12.9,04:39,83,76,,4708.70,28.6,,
,00:25:09,166,12.9,04:39,83,76,,4712.50,28.6,,
,00:25:10,166,13.0,04:37,83,76,,4716.00,28.6,,
,00:25:11,166,13.0,04:37,84,76,,4719.60,28.7,,
,00:25:12,166,12.9,04:39,84,77,,4723.30,28.6,,
,00:25:13,167,12.9,04:39,84,77,,4726.80,28.8,,
,00:25:14,167,12.9,04:39,84,77,,4730.20,28.8,,
,00:25:15,167,12.9,04:39,84,77,,4733.50,28.7,,
,00:25:16,167,12.8,04:41,83,77,,4736.70,28.8,,
,00:25:17,167,12.8,04:41,83,77,,4739.80,28.8,,
,00:25:18,167,12.8,04:41,83,78,,4742.90,28.6,,
,00:25:19,168,12.7,04:43,83,78,,4746.10,28.9,,
,00:25:20,168,12.7,04:43,83,78,,4749.30,28.9,,
,00:25:21,168,12.6,04:46,83,78,,4752.70,28.9,,
,00:25:22,168,12.4,04:50,83,78,,4756.10,28.8,,
,00:25:23,169,12.3,04:53,83,78,,4759.30,28.8,,
,00:25:24,170,12.1,04:58,83,79,,4762.60,28.9,,
,00:25:25,170,11.8,05:05,83,79,,4765.70,29.0,,
,00:25:26,171,11.6,05:10,83,79,,4768.50,29.0,,
,00:25:27,171,11.3,05:19,83,79,,4770.90,28.9,,
,00:25:28,171,11.0,05:27,83,79,,4773.10,29.0,,
,00:25:29,171,10.8,05:33,83,79,,4774.90,29.0,,
,00:25:30,171,10.6,05:40,83,79,,4776.60,29.0,,
,00:25:31,171,10.5,05:43,83,79,,4778.60,29.0,,
,00:25:32,171,10.5,05:43,83,79,,4780.70,29.0,,
,00:25:33,171,10.7,05:36,83,79,,4782.80,29.0,,
,00:25:34,171,10.9,05:30,83,79,,4785.60,29.0,,
,00:25:35,171,11.1,05:24,83,79,,4788.90,29.0,,
,00:25:36,171,11.4,05:16,83,79,,4792.80,29.0,,
,00:25:37,171,11.6,05:10,83,79,,4797.00,29.0,,
,00:25:38,171,11.8,05:05,82,79,,4801.30,29.0,,
,00:25:39,171,12.0,05:00,82,79,,4805.50,29.0,,
,00:25:40,171,12.2,04:55,81,79,,4809.60,29.0,,
,00:25:41,171,12.4,04:50,81,79,,4813.90,29.1,,
,00:25:42,171,12.8,04:41,81,79,,4818.10,29.1,,
,00:25:43,171,13.1,04:35,81,79,,4822.30,29.1,,
,00:25:44,171,13.2,04:33,81,79,,4826.30,29.0,,
,00:25:45,171,13.2,04:33,81,79,,4830.40,29.1,,
,00:25:46,171,13.2,04:33,81,79,,4833.90,29.1,,
,00:25:47,172,13.1,04:35,81,79,,4837.60,29.1,,
,00:25:48,172,13.1,04:35,81,79,,4840.90,29.0,,
,00:25:49,171,13.0,04:37,81,79,,4844.60,29.1,,
,00:25:50,171,12.9,04:39,81,79,,4847.90,29.0,,
,00:25:51,171,12.8,04:41,81,79,,4851.10,29.0,,
,00:25:52,171,12.7,04:43,81,79,,4854.30,29.1,,
,00:25:53,171,12.6,04:46,81,79,,4857.20,29.1,,
,00:25:54,171,12.5,04:48,81,80,,4860.40,29.1,,
,00:25:55,171,12.4,04:50,81,80,,4863.50,29.1,,
,00:25:56,171,12.3,04:53,81,80,,4866.60,29.1,,
,00:25:57,170,12.3,04:53,81,80,,4869.90,29.1,,
,00:25:58,170,12.2,04:55,81,80,,4873.00,29.3,,
,00:25:59,170,12.2,04:55,81,80,,4876.30,29.1,,
,00:26:00,170,12.1,04:58,81,79,,4879.50,29.1,,
,00:26:01,170,12.1,04:58,81,79,,4882.80,29.3,,
,00:26:02,170,12.0,05:00,81,79,,4886.20,29.2,,
,00:26:03,169,11.9,05:03,81,79,,4889.10,29.2,,
,00:26:04,169,11.8,05:05,81,79,,4892.30,29.1,,
,00:26:05,168,11.6,05:10,81,79,,4895.10,29.3,,
,00:26:06,168,11.3,05:19,79,79,,4897.40,29.3,,
,00:26:07,167,10.7,05:36,79,79,,4899.40,29.2,,
,00:26:08,167,6.7,08:57,79,79,,4900.70,29.2,,
,00:26:09,167,6.0,10:00,79,79,,4901.00,29.4,,
,00:26:10,166,5.6,10:43,79,79,,4901.90,29.2,,
,00:26:11,166,5.6,10:43,78,79,,4902.90,29.1,,
,00:26:12,166,5.4,11:07,78,79,,4903.80,29.3,,
,00:26:13,165,5.3,11:19,78,79,,4904.60,29.3,,
,00:26:14,165,5.0,12:00,78,79,,4905.40,29.3,,
,00:26:15,165,4.9,12:15,68,79,,4906.10,29.1,,
,00:26:16,164,4.9,12:15,61,79,,4907.30,29.3,,
,00:26:17,164,5.0,12:00,56,79,,4908.70,29.3,,
,00:26:18,164,5.0,12:00,55,79,,4910.10,29.3,,
,00:26:19,164,5.2,11:32,55,79,,4911.80,29.3,,
,00:26:20,163,5.4,11:07,55,79,,4913.10,29.3,,
,00:26:21,163,5.5,10:55,55,79,,4915.10,29.2,,
,00:26:22,163,5.6,10:43,55,79,,4916.90,29.2,,
,00:26:23,163,5.7,10:32,55,79,,4918.80,29.4,,
,00:26:24,162,5.8,10:21,55,79,,4920.70,29.3,,
,00:26:25,162,6.0,10:00,57,79,,4922.90,29.3,,
,00:26:26,162,6.1,09:50,68,79,,4925.20,29.3,,
,00:26:27,161,6.2,09:41,68,79,,4927.40,29.3,,
,00:26:28,161,6.6,09:05,68,79,,4929.40,29.3,,
,00:26:29,160,6.8,08:49,68,79,,4931.60,29.4,,
,00:26:30,159,7.1,08:27,76,79,,4933.60,29.3,,
,00:26:31,159,7.2,08:20,79,79,,4935.90,29.3,,
,00:26:32,158,7.4,08:06,79,79,,4938.30,29.3,,
,00:26:33,158,7.5,08:00,80,79,,4940.40,29.3,,
,00:26:34,157,7.6,07:54,80,79,,4942.50,29.3,,
,00:26:35,156,7.8,07:42,80,79,,4944.90,29.4,,
,00:26:36,156,8.1,07:24,80,79,,4947.30,29.3,,
,00:26:37,155,8.3,07:14,80,79,,4949.80,29.4,,
,00:26:38,155,8.5,07:04,80,79,,4952.50,29.3,,
,00:26:39,155,8.7,06:54,79,79,,4955.10,29.4,,
,00:26:40,155,8.8,06:49,79,79,,4958.00,29.5,,
,00:26:41,155,8.9,06:44,79,79,,4960.80,29.3,,
,00:26:42,154,9.0,06:40,79,79,,4963.60,29.3,,
,00:26:43,154,9.1,06:36,79,79,,4966.20,29.3,,
,00:26:44,153,9.1,06:36,80,79,,4968.90,29.3,,
,00:26:45,153,9.2,06:31,80,79,,4971.60,29.3,,
,00:26:46,152,9.1,06:36,79,79,,4974.20,29.4,,
,00:26:47,152,9.1,06:36,79,79,,4976.70,29.3,,
,00:26:48,152,9.0,06:40,79,79,,4979.00,29.4,,
,00:26:49,152,9.0,06:40,79,79,,4981.20,29.4,,
,00:26:50,152,8.9,06:44,79,79,,4983.50,29.4,,
,00:26:51,152,8.9,06:44,79,79,,4985.80,29.4,,
,00:26:52,152,8.8,06:49,79,79,,4988.00,29.3,,
,00:26:53,152,8.8,06:49,79,79,,4990.20,29.5,,
,00:26:54,151,8.7,06:54,79,79,,4992.50,29.4,,
,00:26:55,151,8.7,06:54,79,79,,4994.80,29.4,,
,00:26:56,151,8.7,06:54,79,79,,4996.90,29.5,,
,00:26:57,151,8.7,06:54,79,79,,4999.40,29.4,,
,00:26:58,151,8.8,06:49,79,79,,5001.70,29.5,,
,00:26:59,151,8.8,06:49,79,79,,5004.10,29.5,,
,00:27:00,151,8.8,06:49,79,79,,5006.60,29.5,,
,00:27:01,151,8.9,06:44,79,79,,5009.00,29.4,,
,00:27:02,150,9.1,06:36,79,79,,5011.80,29.5,,
,00:27:03,150,9.2,06:31,79,79,,5014.60,29.5,,
,00:27:04,149,9.5,06:19,80,79,,5017.40,29.5,,
,00:27:05,149,9.6,06:15,80,79,,5020.60,29.5,,
,00:27:06,149,9.8,06:07,80,79,,5023.40,29.5,,
,00:27:07,149,9.9,06:04,80,79,,5026.30,29.6,,
,00:27:08,148,9.9,06:04,80,79,,5029.30,29.5,,
,00:27:09,148,9.9,06:04,80,79,,5032.20,29.5,,
,00:27:10,149,9.9,06:04,80,79,,5035.10,29.5,,
,00:27:11,149,9.9,06:04,81,79,,5037.80,29.6,,
,00:27:12,149,9.9,06:04,82,79,,5040.60,29.6,,
,00:27:13,149,9.9,06:04,81,79,,5043.30,29.5,,
,00:27:14,149,9.9,06:04,81,79,,5045.90,29.6,,
,00:27:15,148,9.9,06:04,81,79,,5048.50,29.6,,
,00:27:16,148,9.9,06:04,81,78,,5051.10,29.6,,
,00:27:17,148,9.9,06:04,81,78,,5053.90,29.6,,
,00:27:18,147,9.9,06:04,81,78,,5056.60,29.6,,
,00:27:19,147,9.9,06:04,81,78,,5059.30,29.9,,
,00:27:20,147,9.9,06:04,81,78,,5062.00,29.7,,
,00:27:21,147,9.8,06:07,81,78,,5064.60,29.6,,
,00:27:22,146,9.8,06:07,81,78,,5067.50,29.8,,
,00:27:23,147,9.7,06:11,81,78,,5070.20,29.7,,
,00:27:24,147,9.7,06:11,81,78,,5072.70,29.7,,
,00:27:25,147,9.8,06:07,81,78,,5075.40,29.7,,
,00:27:26,147,9.8,06:07,81,77,,5078.10,29.6,,
,00:27:27,147,10.0,06:00,82,77,,5080.90,29.8,,
,00:27:28,147,10.1,05:56,82,77,,5083.80,29.8,,
,00:27:29,147,10.2,05:53,82,77,,5087.00,29.8,,
,00:27:30,147,10.3,05:50,82,76,,5090.20,29.9,,
,00:27:31,147,10.4,05:46,82,76,,5093.40,29.9,,
,00:27:32,147,10.5,05:43,82,76,,5096.60,29.9,,
,00:27:33,147,10.7,05:36,82,76,,5100.00,29.9,,
,00:27:34,147,11.1,05:24,82,76,,5103.50,29.9,,
,00:27:35,148,11.6,05:10,82,76,,5107.20,29.9,,
,00:27:36,149,12.1,04:58,82,76,,5110.80,29.8,,
,00:27:37,149,12.5,04:48,82,76,,5114.60,29.9,,
,00:27:38,149,12.9,04:39,82,76,,5118.30,30.0,,
,00:27:39,149,13.0,04:37,82,76,,5122.20,30.0,,
,00:27:40,150,13.2,04:33,82,76,,5126.10,29.9,,
,00:27:41,150,13.3,04:31,83,76,,5130.10,30.0,,
,00:27:42,150,13.5,04:27,84,76,,5134.10,29.9,,
,00:27:43,150,13.6,04:25,87,76,,5138.40,30.0,,
,00:27:44,151,13.8,04:21,87,76,,5142.60,30.0,,
,00:27:45,151,14.0,04:17,87,76,,5146.80,30.0,,
,00:27:46,152,14.2,04:14,87,76,,5151.10,30.0,,
,00:27:47,152,14.3,04:12,87,76,,5155.40,29.9,,
,00:27:48,152,14.5,04:08,87,75,,5159.70,30.0,,
,00:27:49,153,14.5,04:08,87,75,,5163.80,30.0,,
,00:27:50,154,14.5,04:08,86,76,,5168.10,29.9,,
,00:27:51,154,14.4,04:10,87,76,,5172.10,30.0,,
,00:27:52,154,14.4,04:10,85,76,,5176.10,30.0,,
,00:27:53,154,14.4,04:10,85,76,,5180.10,30.0,,
,00:27:54,154,14.3,04:12,86,76,,5184.10,30.0,,
,00:27:55,156,14.3,04:12,85,76,,5187.90,30.0,,
,00:27:56,156,14.3,04:12,85,76,,5191.70,30.0,,
,00:27:57,157,14.3,04:12,85,76,,5195.60,30.0,,
,00:27:58,158,14.2,04:14,85,75,,5199.30,30.0,,
,00:27:59,158,14.2,04:14,85,75,,5202.90,30.0,,
,00:28:00,158,14.1,04:15,88,75,,5206.80,30.0,,
,00:28:01,159,14.1,04:15,88,75,,5210.60,30.0,,
,00:28:02,159,14.2,04:14,88,75,,5214.50,30.0,,
,00:28:03,159,14.2,04:14,86,75,,5218.60,30.0,,
,00:28:04,159,14.2,04:14,86,75,,5222.70,30.0,,
,00:28:05,160,14.2,04:14,85,75,,5226.60,30.0,,
,00:28:06,160,14.2,04:14,84,75,,5230.40,30.0,,
,00:28:07,160,14.1,04:15,84,75,,5234.20,30.0,,
,00:28:08,160,14.1,04:15,84,75,,5238.10,30.2,,
,00:28:09,160,14.0,04:17,84,75,,5241.90,30.0,,
,00:28:10,160,14.0,04:17,84,75,,5245.50,30.0,,
,00:28:11,160,13.9,04:19,84,75,,5248.80,30.0,,
,00:28:12,161,13.8,04:21,84,75,,5251.70,30.0,,
,00:28:13,161,13.6,04:25,83,75,,5255.00,30.0,,
,00:28:14,161,13.4,04:29,84,75,,5258.20,30.0,,
,00:28:15,161,13.2,04:33,83,75,,5261.20,30.0,,
,00:28:16,162,13.0,04:37,83,75,,5264.30,30.0,,
,00:28:17,162,13.0,04:37,84,75,,5267.30,30.0,,
,00:28:18,162,12.8,04:41,84,75,,5270.50,30.0,,
,00:28:19,162,12.8,04:41,84,75,,5273.80,30.0,,
,00:28:20,162,12.8,04:41,84,76,,5277.10,30.0,,
,00:28:21,162,12.9,04:39,84,76,,5280.70,30.1,,
,00:28:22,162,13.0,04:37,84,76,,5284.30,30.0,,
,00:28:23,162,13.1,04:35,84,76,,5288.20,30.0,,
,00:28:24,162,13.1,04:35,84,76,,5292.20,30.0,,
,00:28:25,162,13.1,04:35,84,76,,5296.20,30.0,,
,00:28:26,162,13.1,04:35,84,76,,5299.90,30.0,,
,00:28:27,162,13.1,04:35,84,76,,5303.60,30.0,,
,00:28:28,162,13.1,04:35,84,76,,5307.30,30.0,,
,00:28:29,162,13.1,04:35,84,76,,5311.00,30.0,,
,00:28:30,163,13.1,04:35,86,77,,5314.50,30.0,,
,00:28:31,163,13.1,04:35,87,77,,5318.00,30.0,,
,00:28:32,163,13.2,04:33,85,77,,5321.50,30.0,,
,00:28:33,163,13.2,04:33,85,77,,5325.00,30.0,,
,00:28:34,163,13.2,04:33,85,77,,5328.40,30.0,,
,00:28:35,164,13.2,04:33,85,77,,5331.90,30.0,,
,00:28:36,164,13.3,04:31,85,77,,5335.60,30.1,,
,00:28:37,164,13.4,04:29,85,77,,5339.50,30.0,,
,00:28:38,165,13.5,04:27,85,77,,5343.40,30.0,,
,00:28:39,165,13.6,04:25,85,77,,5347.40,30.0,,
,00:28:40,166,13.8,04:21,85,77,,5351.50,30.0,,
,00:28:41,166,13.9,04:19,85,77,,5355.70,30.0,,
,00:28:42,166,13.9,04:19,85,78,,5359.80,30.0,,
,00:28:43,166,13.9,04:19,85,78,,5363.80,30.0,,
,00:28:44,166,13.8,04:21,85,78,,5367.80,30.0,,
,00:28:45,167,13.8,04:21,85,78,,5371.50,30.0,,
,00:28:46,167,13.7,04:23,85,78,,5375.10,30.1,,
,00:28:47,167,13.6,04:25,85,78,,5378.50,30.0,,
,00:28:48,168,13.4,04:29,85,78,,5381.80,30.1,,
,00:28:49,168,13.3,04:31,85,78,,5385.10,30.1,,
,00:28:50,168,13.1,04:35,85,78,,5388.10,30.0,,
,00:28:51,168,12.9,04:39,83,78,,5391.10,30.2,,
,00:28:52,168,12.3,04:53,81,78,,5394.10,30.1,,
,00:28:53,168,11.8,05:05,81,78,,5396.70,30.1,,
,00:28:54,168,11.3,05:19,80,78,,5399.30,30.2,,
,00:28:55,168,10.7,05:36,79,78,,5401.70,30.2,,
,00:28:56,168,10.4,05:46,79,79,,5403.90,30.1,,
,00:28:57,168,10.1,05:56,79,79,,5406.00,30.1,,
,00:28:58,168,9.8,06:07,80,79,,5408.10,30.2,,
,00:28:59,168,9.5,06:19,80,79,,5410.40,30.2,,
,00:29:00,168,9.3,06:27,80,79,,5412.40,30.2,,
,00:29:01,168,9.0,06:40,80,79,,5414.10,30.2,,
,00:29:02,168,8.8,06:49,79,79,,5415.90,30.2,,
,00:29:03,168,8.6,06:59,80,79,,5417.80,30.3,,
,00:29:04,168,8.4,07:09,80,79,,5419.70,30.3,,
,00:29:05,168,8.3,07:14,79,79,,5421.80,30.2,,
,00:29:06,167,8.3,07:14,79,79,,5423.90,30.2,,
,00:29:07,167,8.2,07:19,79,79,,5425.90,30.4,,
,00:29:08,167,8.2,07:19,79,79,,5427.70,30.3,,
,00:29:09,167,8.2,07:19,79,79,,5429.70,30.2,,
,00:29:10,167,8.3,07:14,79,79,,5432.10,30.3,,
,00:29:11,167,8.3,07:14,79,79,,5434.60,30.3,,
,00:29:12,166,8.3,07:14,79,79,,5436.90,30.3,,
,00:29:13,166,8.4,07:09,79,79,,5439.30,30.3,,
,00:29:14,166,8.4,07:09,79,79,,5441.90,30.3,,
,00:29:15,166,8.4,07:09,79,79,,5444.40,30.3,,
,00:29:16,166,8.6,06:59,79,79,,5446.80,30.1,,
,00:29:17,166,8.7,06:54,79,79,,5449.40,30.3,,
,00:29:18,166,8.8,06:49,79,79,,5452.00,30.3,,
,00:29:19,166,8.9,06:44,79,79,,5454.60,30.3,,
,00:29:20,165,9.0,06:40,80,79,,5457.20,30.3,,
,00:29:21,165,9.1,06:36,80,79,,5459.70,30.5,,
,00:29:22,165,9.1,06:36,80,79,,5462.50,30.3,,
,00:29:23,164,9.0,06:40,80,79,,5465.10,30.3,,
,00:29:24,164,9.0,06:40,80,79,,5467.50,30.3,,
,00:29:25,164,9.0,06:40,79,79,,5470.10,30.3,,
,00:29:26,164,8.9,06:44,79,79,,5472.40,30.5,,
,00:29:27,164,8.9,06:44,80,79,,5474.80,30.4,,
,00:29:28,164,8.9,06:44,79,79,,5477.10,30.5,,
,00:29:29,164,8.9,06:44,80,79,,5479.60,30.4,,
,00:29:30,164,9.0,06:40,80,79,,5482.10,30.5,,
,00:29:31,164,9.0,06:40,80,79,,5484.60,30.5,,
,00:29:32,164,9.1,06:36,80,79,,5487.30,30.5,,
,00:29:33,163,9.2,06:31,81,79,,5490.40,30.5,,
,00:29:34,163,9.3,06:27,82,79,,5493.50,30.4,,
,00:29:35,162,9.4,06:23,83,79,,5496.70,30.5,,
,00:29:36,162,9.6,06:15,83,79,,5500.10,30.5,,
,00:29:37,162,10.0,06:00,83,79,,5504.10,30.5,,
,00:29:38,161,10.3,05:50,84,79,,5508.00,30.5,,
,00:29:39,161,10.7,05:36,84,79,,5512.10,30.6,,
,00:29:40,161,11.7,05:08,84,79,,5516.20,30.5,,
,00:29:41,162,12.4,04:50,84,79,,5520.80,30.5,,
,00:29:42,162,12.9,04:39,84,79,,5525.20,30.6,,
,00:29:43,162,13.3,04:31,84,79,,5529.60,30.6,,
,00:29:44,162,13.6,04:25,84,79,,5533.90,30.6,,
,00:29:45,162,13.7,04:23,84,79,,5538.30,30.6,,
,00:29:46,162,13.8,04:21,84,79,,5542.30,30.5,,
,00:29:47,162,13.9,04:19,87,79,,5546.20,30.6,,
,00:29:48,162,14.1,04:15,87,79,,5550.10,30.5,,
,00:29:49,162,14.3,04:12,87,79,,5554.20,30.6,,
,00:29:50,162,14.5,04:08,87,79,,5558.50,30.5,,
,00:29:51,162,14.8,04:03,87,79,,5562.70,30.6,,
,00:29:52,162,15.0,04:00,87,79,,5567.10,30.6,,
,00:29:53,162,15.2,03:57,87,79,,5571.40,30.6,,
,00:29:54,162,15.2,03:57,87,79,,5575.70,30.5,,
,00:29:55,162,15.2,03:57,87,79,,5580.40,30.7,,
,00:29:56,162,15.2,03:57,87,79,,5585.00,30.6,,
,00:29:57,163,15.1,03:58,86,79,,5589.30,30.7,,
,00:29:58,163,15.0,04:00,87,79,,5593.20,30.8,,
,00:29:59,163,14.9,04:02,87,79,,5597.00,30.8,,
,00:30:00,163,14.8,04:03,87,79,,5600.60,30.8,,
,00:30:01,163,14.7,04:05,87,79,,5604.20,30.7,,
,00:30:02,163,14.6,04:07,85,79,,5607.80,30.7,,
,00:30:03,164,14.5,04:08,85,79,,5611.30,30.6,,
,00:30:04,164,14.4,04:10,85,79,,5614.80,30.7,,
,00:30:05,164,14.3,04:12,85,79,,5618.30,30.8,,
,00:30:06,164,14.3,04:12,85,79,,5621.80,30.8,,
,00:30:07,165,14.3,04:12,85,79,,5625.70,30.8,,
,00:30:08,165,14.3,04:12,85,79,,5629.50,30.6,,
,00:30:09,165,14.3,04:12,85,79,,5633.40,30.8,,
,00:30:10,165,14.3,04:12,85,79,,5637.40,30.8,,
,00:30:11,165,14.4,04:10,84,79,,5641.40,30.8,,
,00:30:12,165,14.4,04:10,83,79,,5645.70,30.8,,
,00:30:13,165,14.4,04:10,83,79,,5649.80,30.8,,
,00:30:14,165,14.4,04:10,84,79,,5653.70,30.8,,
,00:30:15,165,14.3,04:12,84,79,,5657.70,30.9,,
,00:30:16,165,14.3,04:12,84,79,,5661.50,30.8,,
,00:30:17,165,14.3,04:12,84,79,,5665.20,30.8,,
,00:30:18,165,14.2,04:14,84,79,,5669.00,30.8,,
,00:30:19,166,14.2,04:14,84,79,,5672.40,30.9,,
,00:30:20,166,14.2,04:14,84,79,,5676.20,30.8,,
,00:30:21,166,14.2,04:14,84,79,,5680.00,30.7,,
,00:30:22,166,14.3,04:12,86,76,,5684.10,30.8,,
,00:30:23,167,14.4,04:10,87,76,,5688.30,30.9,,
,00:30:24,167,14.4,04:10,87,75,,5692.60,30.8,,
,00:30:25,167,14.4,04:10,85,75,,5697.00,30.8,,
,00:30:26,167,14.5,04:08,85,75,,5701.20,30.9,,
,00:30:27,167,14.4,04:10,85,75,,5705.50,30.8,,
,00:30:28,166,14.4,04:10,85,75,,5709.40,30.8,,
,00:30:29,166,14.3,04:12,85,75,,5713.20,30.8,,
,00:30:30,166,14.2,04:14,85,76,,5716.60,30.9,,
,00:30:31,166,14.1,04:15,85,76,,5719.70,30.8,,
,00:30:32,166,14.1,04:15,85,76,,5722.90,30.8,,
,00:30:33,166,14.0,04:17,85,76,,5726.00,30.8,,
,00:30:34,166,14.0,04:17,85,76,,5729.30,30.9,,
,00:30:35,166,14.0,04:17,85,76,,5732.70,30.8,,
,00:30:36,165,14.0,04:17,85,76,,5736.30,30.8,,
,00:30:37,166,13.9,04:19,85,76,,5740.10,30.8,,
,00:30:38,166,13.9,04:19,85,76,,5743.80,30.8,,
,00:30:39,166,13.9,04:19,85,76,,5747.50,30.8,,
,00:30:40,166,13.8,04:21,85,75,,5751.40,30.8,,
,00:30:41,166,13.8,04:21,85,75,,5755.20,30.8,,
,00:30:42,166,13.8,04:21,84,75,,5758.80,30.8,,
,00:30:43,166,13.7,04:23,83,75,,5762.30,30.6,,
,00:30:44,166,13.7,04:23,83,75,,5765.80,30.9,,
,00:30:45,166,13.6,04:25,83,75,,5769.00,30.6,,
,00:30:46,166,13.5,04:27,83,75,,5772.50,30.7,,
,00:30:47,166,13.5,04:27,83,75,,5775.80,30.8,,
,00:30:48,166,13.4,04:29,83,75,,5779.30,30.7,,
,00:30:49,166,13.4,04:29,82,75,,5782.70,30.6,,
,00:30:50,166,13.3,04:31,81,75,,5786.00,30.7,,
,00:30:51,165,13.3,04:31,81,75,,5789.30,30.6,,
,00:30:52,165,13.0,04:37,81,75,,5792.50,30.6,,
,00:30:53,165,12.6,04:46,81,75,,5795.50,30.6,,
,00:30:54,165,12.3,04:53,81,75,,5798.30,30.6,,
,00:30:55,165,11.9,05:03,80,75,,5800.80,30.7,,
,00:30:56,165,10.8,05:33,79,75,,5803.20,30.6,,
,00:30:57,165,10.5,05:43,79,75,,5804.90,30.6,,
,00:30:58,165,9.7,06:11,80,75,,5806.60,30.6,,
,00:30:59,165,9.1,06:36,80,75,,5808.10,30.8,,
,00:31:00,165,9.0,06:40,80,75,,5809.80,30.7,,
,00:31:01,164,8.9,06:44,80,75,,5811.50,30.6,,
,00:31:02,164,8.9,06:44,80,75,,5813.60,30.6,,
,00:31:03,163,9.0,06:40,80,75,,5815.90,30.7,,
,00:31:04,163,9.0,06:40,79,75,,5818.60,30.7,,
,00:31:05,163,9.0,06:40,79,75,,5821.00,30.6,,
,00:31:06,162,9.0,06:40,79,75,,5823.50,30.6,,
,00:31:07,161,8.9,06:44,79,75,,5826.10,30.6,,
,00:31:08,161,8.9,06:44,80,75,,5828.80,30.6,,
,00:31:09,161,8.9,06:44,79,75,,5831.20,30.6,,
,00:31:10,161,8.9,06:44,79,75,,5833.70,30.6,,
,00:31:11,161,8.9,06:44,79,75,,5836.30,30.6,,
,00:31:12,160,9.0,06:40,79,75,,5838.90,30.6,,
,00:31:13,160,9.0,06:40,79,75,,5841.30,30.5,,
,00:31:14,160,8.9,06:44,79,75,,5843.70,30.6,,
,00:31:15,159,8.9,06:44,80,75,,5846.00,30.6,,
