Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Juan Jorquera Bonafonte,RUNNING,04/04/2018,13:06:11,00:48:45,8.72,152,10.7,19.8,05:36,03:02,624,24,80,,58,100,69,53,9,176.0,80.0,199,55,51,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:17:28,160,15.4,03:54,87,76,,3102.90,27.9,,
,00:17:29,160,15.4,03:54,89,76,,3107.50,28.0,,
,00:17:30,161,15.6,03:51,90,75,,3111.70,28.0,,
,00:17:31,161,15.7,03:49,90,75,,3116.10,28.0,,
,00:17:32,161,15.8,03:48,90,75,,3120.40,28.0,,
,00:17:33,161,15.9,03:46,90,75,,3124.40,27.9,,
,00:17:34,161,15.9,03:46,90,75,,3129.00,28.0,,
,00:17:35,161,15.9,03:46,89,75,,3133.30,28.0,,
,00:17:36,162,16.0,03:45,90,75,,3138.00,28.0,,
,00:17:37,162,16.0,03:45,89,75,,3142.60,28.0,,
,00:17:38,162,16.0,03:45,90,75,,3147.20,27.9,,
,00:17:39,163,15.9,03:46,90,75,,3151.70,28.0,,
,00:17:40,163,15.7,03:49,90,75,,3156.00,28.0,,
,00:17:41,164,15.6,03:51,90,75,,3160.00,28.0,,
,00:17:42,164,15.5,03:52,89,75,,3164.30,27.9,,
,00:17:43,164,15.4,03:54,88,75,,3168.40,28.0,,
,00:17:44,164,15.4,03:54,88,75,,3172.60,28.0,,
,00:17:45,164,15.4,03:54,88,75,,3176.70,28.0,,
,00:17:46,165,15.3,03:55,88,74,,3181.00,28.0,,
,00:17:47,165,15.3,03:55,88,74,,3185.00,28.0,,
,00:17:48,165,15.3,03:55,88,74,,3189.00,28.0,,
,00:17:49,165,15.3,03:55,89,74,,3193.30,27.9,,
,00:17:50,165,15.4,03:54,90,74,,3197.60,27.9,,
,00:17:51,166,15.5,03:52,90,74,,3202.20,28.0,,
,00:17:52,166,15.5,03:52,90,74,,3206.80,27.9,,
,00:17:53,166,15.6,03:51,89,74,,3211.20,27.9,,
,00:17:54,166,15.6,03:51,88,74,,3215.60,28.0,,
,00:17:55,166,15.7,03:49,88,74,,3220.10,28.0,,
,00:17:56,166,15.7,03:49,88,74,,3224.80,27.9,,
,00:17:57,166,15.7,03:49,88,74,,3229.30,27.9,,
,00:17:58,167,15.6,03:51,88,74,,3233.60,27.9,,
,00:17:59,167,15.5,03:52,88,74,,3237.70,27.9,,
,00:18:00,167,15.5,03:52,88,74,,3241.80,27.9,,
,00:18:01,167,15.4,03:54,88,74,,3245.90,27.9,,
,00:18:02,168,15.3,03:55,88,74,,3250.00,27.9,,
,00:18:03,168,15.2,03:57,85,74,,3253.80,27.9,,
,00:18:04,168,15.1,03:58,86,74,,3257.70,27.9,,
,00:18:05,168,15.0,04:00,87,74,,3261.40,27.8,,
,00:18:06,169,15.0,04:00,87,74,,3265.10,28.0,,
,00:18:07,169,15.0,04:00,87,74,,3269.20,27.9,,
,00:18:08,169,15.1,03:58,87,74,,3273.40,28.0,,
,00:18:09,169,15.2,03:57,87,74,,3277.50,27.9,,
,00:18:10,169,15.2,03:57,87,75,,3281.80,27.8,,
,00:18:11,169,15.2,03:57,87,75,,3286.10,28.0,,
,00:18:12,170,15.2,03:57,87,75,,3290.30,27.9,,
,00:18:13,170,15.1,03:58,87,75,,3294.70,27.8,,
,00:18:14,170,15.1,03:58,87,75,,3299.00,27.8,,
,00:18:15,170,15.0,04:00,87,75,,3303.10,27.9,,
,00:18:16,170,15.0,04:00,87,75,,3307.10,27.8,,
,00:18:17,170,15.0,04:00,87,75,,3311.00,27.8,,
,00:18:18,170,15.0,04:00,87,75,,3315.00,27.8,,
,00:18:19,170,15.0,04:00,87,75,,3319.20,27.8,,
,00:18:20,170,15.0,04:00,87,75,,3323.20,27.8,,
,00:18:21,171,15.1,03:58,90,75,,3327.50,27.9,,
,00:18:22,171,15.1,03:58,90,76,,3331.80,27.8,,
,00:18:23,172,15.1,03:58,90,76,,3336.20,27.8,,
,00:18:24,172,15.1,03:58,90,77,,3340.70,27.7,,
,00:18:25,172,15.1,03:58,89,77,,3344.60,27.8,,
,00:18:26,173,15.1,03:58,88,78,,3347.70,27.8,,
,00:18:27,173,15.1,03:58,88,78,,3351.20,27.8,,
,00:18:28,173,15.2,03:57,88,78,,3355.00,27.8,,
,00:18:29,173,15.3,03:55,88,78,,3359.00,27.8,,
,00:18:30,173,15.4,03:54,88,78,,3362.10,27.7,,
,00:18:31,174,15.5,03:52,88,78,,3365.70,27.7,,
,00:18:32,174,15.6,03:51,88,78,,3370.10,27.8,,
,00:18:33,175,15.7,03:49,88,78,,3375.10,27.8,,
,00:18:34,175,15.8,03:48,86,78,,3380.60,27.8,,
,00:18:35,175,15.9,03:46,86,78,,3385.80,27.7,,
,00:18:36,175,15.9,03:46,86,78,,3390.50,27.8,,
,00:18:37,176,15.9,03:46,86,78,,3395.00,27.8,,
,00:18:38,176,15.9,03:46,85,78,,3399.50,27.8,,
,00:18:39,176,15.8,03:48,85,78,,3404.00,27.8,,
,00:18:40,176,15.7,03:49,85,78,,3408.30,27.8,,
,00:18:41,176,15.6,03:51,85,78,,3412.40,27.8,,
,00:18:42,176,15.5,03:52,85,79,,3416.40,27.7,,
,00:18:43,176,15.4,03:54,85,79,,3420.30,27.8,,
,00:18:44,176,15.4,03:54,85,79,,3424.20,27.8,,
,00:18:45,176,15.2,03:57,85,79,,3428.00,27.8,,
,00:18:46,176,15.1,03:58,85,79,,3431.70,27.8,,
,00:18:47,176,14.9,04:02,85,79,,3435.40,27.8,,
,00:18:48,177,14.5,04:08,85,79,,3438.90,27.9,,
,00:18:49,177,14.2,04:14,85,79,,3442.30,27.8,,
,00:18:50,177,13.9,04:19,84,79,,3445.50,27.8,,
,00:18:51,177,13.7,04:23,84,79,,3449.00,27.8,,
,00:18:52,177,13.6,04:25,83,79,,3452.30,27.7,,
,00:18:53,177,13.6,04:25,83,79,,3455.40,27.8,,
,00:18:54,177,13.5,04:27,83,79,,3458.60,27.8,,
,00:18:55,177,13.4,04:29,83,79,,3461.90,27.8,,
,00:18:56,177,13.4,04:29,84,79,,3465.50,27.8,,
,00:18:57,177,13.3,04:31,84,79,,3468.90,27.8,,
,00:18:58,177,13.3,04:31,84,79,,3472.50,27.8,,
,00:18:59,177,13.2,04:33,84,79,,3476.10,27.7,,
,00:19:00,176,13.2,04:33,84,79,,3479.70,27.8,,
,00:19:01,177,13.3,04:31,84,79,,3483.50,27.8,,
,00:19:02,177,13.4,04:29,83,79,,3487.40,27.7,,
,00:19:03,176,13.5,04:27,83,79,,3491.40,27.7,,
,00:19:04,176,13.6,04:25,84,79,,3495.30,27.7,,
,00:19:05,176,13.7,04:23,83,79,,3499.40,27.8,,
,00:19:06,176,13.8,04:21,84,79,,3503.60,27.7,,
,00:19:07,176,13.8,04:21,84,79,,3507.90,27.8,,
,00:19:08,176,13.8,04:21,83,79,,3512.00,27.8,,
,00:19:09,176,13.9,04:19,83,79,,3516.10,27.6,,
,00:19:10,176,13.9,04:19,83,79,,3520.20,27.7,,
,00:19:11,176,13.9,04:19,83,79,,3524.30,27.8,,
,00:19:12,176,13.9,04:19,83,79,,3528.00,27.8,,
,00:19:13,176,13.9,04:19,83,79,,3531.80,27.8,,
,00:19:14,176,13.8,04:21,83,79,,3535.50,27.7,,
,00:19:15,175,13.8,04:21,83,79,,3539.10,27.7,,
,00:19:16,175,13.8,04:21,83,79,,3542.60,27.7,,
,00:19:17,175,13.8,04:21,82,79,,3546.50,27.8,,
,00:19:18,175,13.8,04:21,81,79,,3550.30,27.7,,
,00:19:19,175,13.8,04:21,82,79,,3554.00,27.6,,
,00:19:20,175,13.8,04:21,82,78,,3557.60,27.7,,
,00:19:21,175,13.8,04:21,82,78,,3561.30,27.6,,
,00:19:22,175,13.7,04:23,82,78,,3565.20,27.6,,
,00:19:23,175,13.7,04:23,81,78,,3569.10,27.6,,
,00:19:24,175,13.6,04:25,82,78,,3572.80,27.6,,
,00:19:25,175,13.4,04:29,82,78,,3576.30,27.5,,
,00:19:26,175,13.3,04:31,82,78,,3579.40,27.5,,
,00:19:27,175,13.2,04:33,81,78,,3582.60,27.7,,
,00:19:28,175,13.1,04:35,81,78,,3585.80,27.6,,
,00:19:29,175,13.0,04:37,81,78,,3588.80,27.6,,
,00:19:30,175,12.9,04:39,81,78,,3592.00,27.6,,
,00:19:31,175,12.9,04:39,82,78,,3595.00,27.6,,
,00:19:32,174,12.9,04:39,82,78,,3598.20,27.6,,
,00:19:33,174,12.9,04:39,82,78,,3601.70,27.6,,
,00:19:34,174,12.9,04:39,82,78,,3605.40,27.7,,
,00:19:35,174,13.0,04:37,82,78,,3609.10,27.5,,
,00:19:36,174,13.0,04:37,82,78,,3613.00,27.7,,
,00:19:37,174,13.1,04:35,82,78,,3616.80,27.5,,
,00:19:38,174,13.1,04:35,82,77,,3620.60,27.6,,
,00:19:39,173,13.2,04:33,82,77,,3624.60,27.5,,
,00:19:40,173,13.3,04:31,82,77,,3628.70,27.5,,
,00:19:41,173,13.3,04:31,82,77,,3632.30,27.5,,
,00:19:42,174,13.3,04:31,82,76,,3636.00,27.5,,
,00:19:43,174,13.2,04:33,82,76,,3639.70,27.5,,
,00:19:44,174,13.1,04:35,82,76,,3643.30,27.5,,
,00:19:45,173,13.0,04:37,82,76,,3646.60,27.5,,
,00:19:46,173,13.0,04:37,82,76,,3650.00,27.5,,
,00:19:47,173,12.9,04:39,82,76,,3653.20,27.5,,
,00:19:48,173,12.9,04:39,82,76,,3656.50,27.5,,
,00:19:49,174,12.9,04:39,82,76,,3659.80,27.5,,
,00:19:50,173,12.9,04:39,82,76,,3663.00,27.5,,
,00:19:51,173,12.8,04:41,82,76,,3666.30,27.5,,
,00:19:52,173,12.8,04:41,82,77,,3669.80,27.5,,
,00:19:53,173,12.8,04:41,82,77,,3673.20,27.4,,
,00:19:54,173,12.8,04:41,82,77,,3676.80,27.4,,
,00:19:55,173,12.9,04:39,82,77,,3680.40,27.5,,
,00:19:56,173,12.9,04:39,82,77,,3683.80,27.6,,
,00:19:57,173,13.0,04:37,82,77,,3687.30,27.5,,
,00:19:58,173,13.0,04:37,82,77,,3690.70,27.5,,
,00:19:59,173,13.0,04:37,82,77,,3694.50,27.5,,
,00:20:00,172,13.0,04:37,82,77,,3698.40,27.5,,
,00:20:01,172,13.1,04:35,82,77,,3702.10,27.4,,
,00:20:02,172,13.1,04:35,82,76,,3705.80,27.5,,
,00:20:03,172,13.1,04:35,82,76,,3709.70,27.5,,
,00:20:04,172,13.1,04:35,82,76,,3713.40,27.5,,
,00:20:05,172,13.1,04:35,82,76,,3717.20,27.5,,
,00:20:06,172,13.1,04:35,82,76,,3720.70,27.5,,
,00:20:07,172,13.2,04:33,82,76,,3724.40,27.4,,
,00:20:08,172,13.2,04:33,82,76,,3728.30,27.5,,
,00:20:09,171,13.2,04:33,82,76,,3731.90,27.4,,
,00:20:10,171,13.2,04:33,82,76,,3735.70,27.5,,
,00:20:11,171,13.3,04:31,82,76,,3739.60,27.4,,
,00:20:12,171,13.4,04:29,82,76,,3743.50,27.5,,
,00:20:13,170,13.4,04:29,82,76,,3747.40,27.5,,
,00:20:14,170,13.5,04:27,82,76,,3751.40,27.4,,
,00:20:15,170,13.6,04:25,82,76,,3755.40,27.5,,
,00:20:16,170,13.6,04:25,82,76,,3759.60,27.5,,
,00:20:17,170,13.6,04:25,82,76,,3763.30,27.5,,
,00:20:18,170,13.6,04:25,83,76,,3767.10,27.5,,
,00:20:19,170,13.5,04:27,83,76,,3770.70,27.5,,
,00:20:20,170,13.4,04:29,84,74,,3774.20,27.5,,
,00:20:21,170,13.3,04:31,84,74,,3777.80,27.4,,
,00:20:22,170,13.3,04:31,84,74,,3781.10,27.5,,
,00:20:23,170,13.2,04:33,84,74,,3784.40,27.5,,
,00:20:24,170,13.1,04:35,83,74,,3787.50,27.4,,
,00:20:25,169,12.9,04:39,83,74,,3790.60,27.5,,
,00:20:26,169,12.8,04:41,83,74,,3793.70,27.4,,
,00:20:27,169,12.4,04:50,83,74,,3796.70,27.4,,
,00:20:28,168,12.1,04:58,82,74,,3799.70,27.5,,
,00:20:29,167,11.9,05:03,81,74,,3802.60,27.4,,
,00:20:30,167,11.7,05:08,81,74,,3805.50,27.5,,
,00:20:31,167,11.6,05:10,81,74,,3808.50,27.4,,
,00:20:32,167,11.5,05:13,81,74,,3811.40,27.4,,
,00:20:33,167,11.5,05:13,81,74,,3814.30,27.5,,
,00:20:34,167,11.4,05:16,81,74,,3817.30,27.4,,
,00:20:35,167,11.4,05:16,81,74,,3820.60,27.5,,
,00:20:36,166,11.4,05:16,81,74,,3823.70,27.4,,
,00:20:37,166,11.4,05:16,81,74,,3826.80,27.5,,
,00:20:38,166,11.3,05:19,81,74,,3829.90,27.5,,
,00:20:39,166,11.2,05:21,81,74,,3832.80,27.4,,
,00:20:40,165,11.1,05:24,81,74,,3835.60,27.5,,
,00:20:41,165,11.0,05:27,81,74,,3838.50,27.4,,
,00:20:42,165,10.9,05:30,81,74,,3841.40,27.5,,
,00:20:43,165,10.9,05:30,80,74,,3844.30,27.5,,
,00:20:44,164,10.9,05:30,80,74,,3846.90,27.5,,
,00:20:45,164,10.8,05:33,80,74,,3849.80,27.4,,
,00:20:46,164,10.8,05:33,80,74,,3852.40,27.4,,
,00:20:47,164,10.8,05:33,80,74,,3855.20,27.5,,
,00:20:48,163,10.7,05:36,80,74,,3858.00,27.5,,
,00:20:49,163,10.6,05:40,79,74,,3860.70,27.3,,
,00:20:50,163,10.5,05:43,79,75,,3863.20,27.4,,
,00:20:51,163,10.4,05:46,79,75,,3865.30,27.5,,
,00:20:52,163,10.3,05:50,79,75,,3867.40,27.4,,
,00:20:53,163,10.2,05:53,80,75,,3869.50,27.5,,
,00:20:54,163,10.1,05:56,81,75,,3871.40,27.4,,
,00:20:55,162,9.9,06:04,81,75,,3873.30,27.5,,
,00:20:56,162,9.7,06:11,81,74,,3875.20,27.4,,
,00:20:57,162,9.5,06:19,81,74,,3877.20,27.4,,
,00:20:58,162,9.4,06:23,80,74,,3879.50,27.4,,
,00:20:59,162,9.4,06:23,79,74,,3882.10,27.4,,
,00:21:00,162,9.4,06:23,79,74,,3884.60,27.4,,
,00:21:01,161,9.4,06:23,79,74,,3887.30,27.4,,
,00:21:02,161,9.3,06:27,79,74,,3890.00,27.5,,
,00:21:03,160,9.3,06:27,79,74,,3892.70,27.4,,
,00:21:04,160,9.2,06:31,79,74,,3895.20,27.4,,
,00:21:05,159,9.0,06:40,79,74,,3897.80,27.4,,
,00:21:06,158,8.9,06:44,79,74,,3900.00,27.4,,
,00:21:07,158,8.7,06:54,79,74,,3902.10,27.4,,
,00:21:08,158,8.6,06:59,79,74,,3904.20,27.4,,
,00:21:09,157,8.5,07:04,79,74,,3906.30,27.4,,
,00:21:10,157,8.4,07:09,79,74,,3908.30,27.4,,
,00:21:11,156,8.4,07:09,79,74,,3910.30,27.4,,
,00:21:12,156,8.4,07:09,79,74,,3912.40,27.3,,
,00:21:13,155,8.4,07:09,79,74,,3914.60,27.4,,
,00:21:14,155,8.4,07:09,79,74,,3916.80,27.3,,
,00:21:15,155,8.4,07:09,79,74,,3919.30,27.4,,
,00:21:16,155,8.3,07:14,79,74,,3921.60,27.4,,
,00:21:17,154,8.3,07:14,79,74,,3923.80,27.4,,
,00:21:18,154,8.3,07:14,79,74,,3925.90,27.4,,
,00:21:19,154,8.2,07:19,79,74,,3927.90,27.4,,
,00:21:20,155,8.2,07:19,79,74,,3929.80,27.4,,
,00:21:21,155,8.2,07:19,79,74,,3932.00,27.4,,
,00:21:22,155,8.2,07:19,79,74,,3934.50,27.4,,
,00:21:23,155,8.3,07:14,79,74,,3936.70,27.4,,
,00:21:24,155,8.3,07:14,79,74,,3939.00,27.4,,
,00:21:25,155,8.3,07:14,79,74,,3941.60,27.4,,
,00:21:26,155,8.3,07:14,79,74,,3944.00,27.4,,
,00:21:27,154,8.3,07:14,79,74,,3946.40,27.4,,
,00:21:28,154,8.3,07:14,79,74,,3948.90,27.4,,
,00:21:29,154,8.3,07:14,79,74,,3951.50,27.5,,
,00:21:30,154,8.4,07:09,79,74,,3954.00,27.4,,
,00:21:31,153,8.5,07:04,79,74,,3956.60,27.3,,
,00:21:32,153,8.6,06:59,79,74,,3959.20,27.4,,
,00:21:33,153,8.6,06:59,79,74,,3962.00,27.4,,
,00:21:34,152,8.7,06:54,80,75,,3964.70,27.4,,
,00:21:35,152,8.7,06:54,79,75,,3967.70,27.4,,
,00:21:36,152,8.7,06:54,79,75,,3970.50,27.4,,
,00:21:37,152,8.7,06:54,79,75,,3973.30,27.4,,
,00:21:38,152,8.7,06:54,79,75,,3975.70,27.4,,
,00:21:39,152,8.7,06:54,79,75,,3978.00,27.4,,
,00:21:40,151,8.7,06:54,79,75,,3980.20,27.4,,
,00:21:41,151,8.8,06:49,79,75,,3982.60,27.4,,
,00:21:42,151,8.8,06:49,79,75,,3985.10,27.4,,
,00:21:43,152,8.9,06:44,79,75,,3987.80,27.5,,
,00:21:44,152,8.9,06:44,80,75,,3990.50,27.4,,
,00:21:45,151,9.0,06:40,80,75,,3993.40,27.5,,
,00:21:46,151,9.1,06:36,79,75,,3996.30,27.4,,
,00:21:47,150,9.2,06:31,79,75,,3999.40,27.4,,
,00:21:48,150,9.3,06:27,79,75,,4002.60,27.4,,
,00:21:49,150,9.5,06:19,79,75,,4005.80,27.4,,
,00:21:50,150,9.6,06:15,80,75,,4009.00,27.5,,
,00:21:51,149,9.8,06:07,80,75,,4012.10,27.4,,
,00:21:52,149,9.9,06:04,80,76,,4015.00,27.4,,
,00:21:53,149,9.8,06:07,80,76,,4017.80,27.4,,
,00:21:54,149,9.7,06:11,80,76,,4020.50,27.5,,
,00:21:55,150,9.7,06:11,80,76,,4022.70,27.5,,
,00:21:56,151,9.6,06:15,80,76,,4025.00,27.5,,
,00:21:57,151,9.5,06:19,80,76,,4027.00,27.5,,
,00:21:58,152,9.5,06:19,80,76,,4029.10,27.5,,
,00:21:59,152,9.5,06:19,80,76,,4031.30,27.4,,
,00:22:00,152,9.6,06:15,80,76,,4033.40,27.5,,
,00:22:01,152,9.6,06:15,79,76,,4035.70,27.5,,
,00:22:02,152,9.6,06:15,79,76,,4038.20,27.5,,
,00:22:03,153,9.7,06:11,80,76,,4040.90,27.5,,
,00:22:04,153,9.7,06:11,80,76,,4044.00,27.5,,
,00:22:05,154,9.7,06:11,80,76,,4047.00,27.5,,
,00:22:06,154,9.7,06:11,80,76,,4050.00,27.5,,
,00:22:07,155,9.7,06:11,79,76,,4052.80,27.5,,
,00:22:08,155,9.7,06:11,79,77,,4055.50,27.5,,
,00:22:09,155,9.7,06:11,80,77,,4058.20,27.5,,
,00:22:10,155,9.7,06:11,79,77,,4060.80,27.5,,
,00:22:11,155,9.7,06:11,79,77,,4063.30,27.6,,
,00:22:12,155,9.6,06:15,79,77,,4066.00,27.5,,
,00:22:13,155,9.6,06:15,79,77,,4068.60,27.5,,
,00:22:14,155,9.6,06:15,80,77,,4071.00,27.6,,
,00:22:15,155,9.6,06:15,80,77,,4073.50,27.5,,
,00:22:16,155,9.6,06:15,80,77,,4076.20,27.6,,
,00:22:17,155,9.7,06:11,82,77,,4079.00,27.5,,
,00:22:18,156,9.8,06:07,82,77,,4081.80,27.7,,
,00:22:19,156,10.0,06:00,82,77,,4084.90,27.8,,
,00:22:20,156,10.2,05:53,82,78,,4087.90,27.8,,
,00:22:21,156,10.4,05:46,82,78,,4091.20,27.8,,
,00:22:22,156,10.6,05:40,82,78,,4094.70,27.8,,
,00:22:23,156,10.8,05:33,82,78,,4098.30,27.8,,
,00:22:24,156,11.0,05:27,83,78,,4102.00,27.8,,
,00:22:25,157,11.2,05:21,83,78,,4105.90,27.9,,
,00:22:26,157,11.4,05:16,84,78,,4109.60,27.9,,
,00:22:27,156,12.0,05:00,84,78,,4113.70,27.9,,
,00:22:28,157,12.4,04:50,87,78,,4117.60,27.9,,
,00:22:29,157,12.6,04:46,87,78,,4121.60,27.9,,
,00:22:30,157,12.8,04:41,85,77,,4125.20,27.9,,
,00:22:31,157,13.1,04:35,85,77,,4129.00,27.8,,
,00:22:32,157,13.3,04:31,85,77,,4132.60,27.9,,
,00:22:33,158,13.5,04:27,85,77,,4136.50,28.0,,
,00:22:34,159,13.7,04:23,85,77,,4140.40,27.9,,
,00:22:35,159,13.9,04:19,85,77,,4144.30,27.9,,
,00:22:36,159,14.1,04:15,85,77,,4148.40,28.0,,
,00:22:37,159,14.2,04:14,85,77,,4152.50,28.0,,
,00:22:38,160,14.4,04:10,86,77,,4156.60,27.9,,
,00:22:39,160,14.5,04:08,85,77,,4161.20,28.0,,
,00:22:40,160,14.6,04:07,85,77,,4165.70,28.0,,
,00:22:41,161,14.7,04:05,85,77,,4170.00,27.9,,
,00:22:42,161,14.8,04:03,85,77,,4174.30,27.9,,
,00:22:43,161,14.9,04:02,85,77,,4178.50,28.0,,
,00:22:44,161,15.0,04:00,85,77,,4183.00,28.1,,
,00:22:45,162,15.0,04:00,85,77,,4187.40,28.0,,
,00:22:46,162,15.1,03:58,86,77,,4191.70,28.0,,
,00:22:47,163,15.2,03:57,85,77,,4196.30,28.1,,
,00:22:48,163,15.2,03:57,85,77,,4200.60,28.0,,
,00:22:49,163,15.2,03:57,86,77,,4204.90,28.0,,
,00:22:50,163,15.2,03:57,85,77,,4209.30,28.0,,
,00:22:51,163,15.2,03:57,85,77,,4213.70,27.9,,
,00:22:52,163,15.2,03:57,85,77,,4217.80,28.0,,
,00:22:53,163,15.2,03:57,85,77,,4221.90,28.0,,
,00:22:54,164,15.2,03:57,86,78,,4225.90,28.0,,
,00:22:55,164,15.1,03:58,85,78,,4230.10,28.0,,
,00:22:56,164,15.1,03:58,85,78,,4234.00,27.9,,
,00:22:57,164,15.1,03:58,85,78,,4238.10,28.0,,
,00:22:58,164,15.1,03:58,85,78,,4242.30,28.1,,
,00:22:59,164,15.1,03:58,85,78,,4246.50,28.0,,
,00:23:00,164,15.1,03:58,85,77,,4250.70,28.0,,
,00:23:01,164,15.1,03:58,85,77,,4254.90,28.0,,
,00:23:02,164,15.1,03:58,85,77,,4259.00,28.0,,
,00:23:03,165,15.0,04:00,85,77,,4263.00,28.0,,
,00:23:04,165,14.9,04:02,85,77,,4266.70,28.0,,
,00:23:05,165,14.9,04:02,85,77,,4270.40,28.1,,
,00:23:06,165,14.8,04:03,85,77,,4274.00,27.9,,
,00:23:07,165,14.7,04:05,85,77,,4277.60,28.0,,
,00:23:08,165,14.7,04:05,85,77,,4281.30,28.0,,
,00:23:09,165,14.6,04:07,85,77,,4284.70,28.1,,
,00:23:10,165,14.6,04:07,85,77,,4288.30,28.0,,
,00:23:11,165,14.5,04:08,85,77,,4292.00,28.0,,
,00:23:12,165,14.5,04:08,85,77,,4295.80,28.0,,
,00:23:13,165,14.4,04:10,85,77,,4299.60,28.0,,
,00:23:14,166,14.4,04:10,86,76,,4303.20,28.1,,
,00:23:15,166,14.3,04:12,86,76,,4306.60,28.0,,
,00:23:16,166,14.2,04:14,87,76,,4310.10,28.0,,
,00:23:17,166,14.2,04:14,87,76,,4313.50,28.0,,
,00:23:18,166,14.1,04:15,87,75,,4316.80,28.1,,
,00:23:19,166,14.1,04:15,86,75,,4320.20,28.0,,
,00:23:20,166,14.0,04:17,87,75,,4323.80,28.0,,
,00:23:21,166,14.0,04:17,85,75,,4327.60,28.0,,
,00:23:22,166,14.0,04:17,85,75,,4331.20,28.0,,
,00:23:23,167,14.0,04:17,85,75,,4335.00,28.0,,
,00:23:24,167,14.0,04:17,85,76,,4338.90,28.0,,
,00:23:25,167,14.0,04:17,85,76,,4342.70,28.0,,
,00:23:26,167,14.0,04:17,85,76,,4346.70,28.0,,
,00:23:27,167,14.0,04:17,85,76,,4350.70,28.0,,
,00:23:28,167,14.0,04:17,85,76,,4354.30,28.1,,
,00:23:29,167,13.9,04:19,85,76,,4358.10,28.1,,
,00:23:30,167,13.9,04:19,84,77,,4361.70,28.1,,
,00:23:31,167,13.9,04:19,84,77,,4365.30,28.1,,
,00:23:32,167,13.9,04:19,83,77,,4368.70,28.1,,
,00:23:33,167,13.9,04:19,83,77,,4372.00,28.1,,
,00:23:34,167,13.9,04:19,83,77,,4375.80,28.1,,
,00:23:35,167,13.9,04:19,83,77,,4379.50,28.1,,
,00:23:36,167,13.9,04:19,84,77,,4383.20,28.1,,
,00:23:37,167,13.9,04:19,84,77,,4387.30,28.1,,
,00:23:38,167,13.9,04:19,83,77,,4391.10,28.1,,
,00:23:39,167,13.9,04:19,83,77,,4395.00,28.1,,
,00:23:40,167,13.9,04:19,83,77,,4399.00,28.1,,
,00:23:41,167,13.9,04:19,84,77,,4403.00,28.1,,
,00:23:42,167,13.9,04:19,84,77,,4406.90,28.2,,
,00:23:43,167,13.9,04:19,84,77,,4410.90,28.2,,
,00:23:44,167,13.9,04:19,84,77,,4414.80,28.2,,
,00:23:45,167,13.9,04:19,84,77,,4418.60,28.1,,
,00:23:46,167,13.9,04:19,84,76,,4422.40,28.2,,
,00:23:47,167,13.9,04:19,84,76,,4426.10,28.1,,
,00:23:48,167,13.9,04:19,84,75,,4429.90,28.3,,
,00:23:49,167,14.0,04:17,84,75,,4433.90,28.2,,
,00:23:50,167,14.0,04:17,84,75,,4437.70,28.2,,
,00:23:51,167,14.0,04:17,84,75,,4441.70,28.2,,
,00:23:52,167,14.0,04:17,83,75,,4445.60,28.3,,
,00:23:53,167,14.0,04:17,83,75,,4449.40,28.3,,
,00:23:54,167,14.0,04:17,83,74,,4453.20,28.2,,
,00:23:55,167,13.9,04:19,83,74,,4456.90,28.2,,
,00:23:56,167,13.9,04:19,83,74,,4460.60,28.2,,
,00:23:57,167,13.8,04:21,83,74,,4464.10,28.3,,
,00:23:58,167,13.7,04:23,83,74,,4467.10,28.2,,
,00:23:59,167,13.7,04:23,83,74,,4470.30,28.3,,
,00:24:00,167,13.6,04:25,84,74,,4473.20,28.2,,
,00:24:01,167,13.5,04:27,83,74,,4476.30,28.3,,
,00:24:02,167,13.5,04:27,83,74,,4479.70,28.3,,
,00:24:03,167,13.5,04:27,83,74,,4483.40,28.3,,
,00:24:04,167,13.6,04:25,83,74,,4487.20,28.3,,
,00:24:05,167,13.6,04:25,83,74,,4491.10,28.3,,
,00:24:06,168,13.7,04:23,83,74,,4495.20,28.3,,
,00:24:07,168,13.7,04:23,83,74,,4499.30,28.3,,
,00:24:08,167,13.7,04:23,83,74,,4503.40,28.4,,
,00:24:09,167,13.6,04:25,83,74,,4507.40,28.4,,
,00:24:10,167,13.5,04:27,83,74,,4511.10,28.3,,
,00:24:11,167,13.4,04:29,83,74,,4514.70,28.3,,
,00:24:12,167,13.3,04:31,83,74,,4518.20,28.4,,
,00:24:13,167,13.1,04:35,83,74,,4521.50,28.3,,
,00:24:14,167,13.0,04:37,83,74,,4524.80,28.4,,
,00:24:15,166,12.9,04:39,83,74,,4527.80,28.4,,
,00:24:16,166,12.7,04:43,83,74,,4530.90,28.4,,
,00:24:17,166,12.6,04:46,83,74,,4533.90,28.4,,
,00:24:18,166,12.6,04:46,83,74,,4536.80,28.4,,
,00:24:19,165,12.5,04:48,82,74,,4540.10,28.4,,
,00:24:20,165,12.5,04:48,82,74,,4543.30,28.4,,
,00:24:21,165,12.5,04:48,82,74,,4546.40,28.4,,
